"TOA5","Matts Wetlands","CR1000X","22890","CR1000X.Std.04.02","CPU:Testing CO2 sensors_15min.CR1X","34981","Test"
"TIMESTAMP","RECORD","BattV_Min","Eosense","Vaisala","K30"
"2024-06-17 18:15:00",394,12.35,1122.754,73.06708,67.04256
"2024-06-17 18:30:00",395,12.35,1122.917,50.58472,66.80602
"2024-06-17 18:45:00",396,12.35,1123.037,75.54256,66.69063
"2024-06-17 19:00:00",397,12.35,1122.864,74.33768,67.0943
"2024-06-17 19:15:00",398,12.35,1122.703,50.32325,66.75545
"2024-06-17 19:30:00",399,12.35,1107.979,69.08498,67.04559
"2024-06-17 19:45:00",400,12.34,1107.537,61.80555,66.44481
"2024-06-17 20:00:00",401,12.34,1092.07,46.69993,66.57162
"2024-06-17 20:15:00",402,12.34,1092.504,69.75272,66.76143
"2024-06-17 20:30:00",403,12.34,1092.073,73.46848,66.77811
"2024-06-17 20:45:00",404,12.34,1092.481,50.83202,66.61366
"2024-06-17 21:00:00",405,12.33,1077.02,73.89761,66.7351
"2024-06-17 21:15:00",406,12.34,1077.107,51.69082,66.40035
"2024-06-17 21:30:00",407,12.33,1061.987,71.60084,66.68587
"2024-06-17 21:45:00",408,12.33,1061.899,70.58257,66.6875
"2024-06-17 22:00:00",409,12.33,1062.082,48.74114,66.40734
"2024-06-17 22:15:00",410,12.32,1047.259,74.85857,66.58732
"2024-06-17 22:30:00",411,12.32,1047.211,48.28338,66.72979
"2024-06-17 22:45:00",412,12.32,1031.688,46.95622,76.49847
"2024-06-17 23:00:00",413,12.32,1031.706,48.9171,76.22615
"2024-06-17 23:15:00",414,12.33,1031.834,48.40118,66.48295
"2024-06-17 23:30:00",415,12.32,1031.689,46.36803,76.20526
"2024-06-17 23:45:00",416,12.32,1016.662,46.92563,76.46822
"2024-06-18 00:00:00",417,12.32,1016.662,64.63356,76.77583
"2024-06-18 00:15:00",418,12.32,1016.594,71.76331,76.5801
"2024-06-18 00:30:00",419,12.32,1017.111,75.70813,76.81551
"2024-06-18 00:45:00",420,12.32,1017.075,66.27843,76.53493
"2024-06-18 01:00:00",421,12.31,1016.998,74.88624,76.62085
"2024-06-18 01:15:00",422,12.31,1016.985,48.44478,76.44199
"2024-06-18 01:30:00",423,12.31,1017.035,73.47398,76.80145
"2024-06-18 01:45:00",424,12.31,1001.929,73.56927,67.00627
"2024-06-18 02:00:00",425,12.31,1001.744,75.5036,76.80717
"2024-06-18 02:15:00",426,12.3,1001.949,50.14846,76.4379
"2024-06-18 02:30:00",427,12.31,1001.521,70.12062,76.4863
"2024-06-18 02:45:00",428,12.3,986.8384,75.67112,76.71114
"2024-06-18 03:00:00",429,12.3,986.5306,47.17221,76.19413
"2024-06-18 03:15:00",430,12.31,986.8814,72.64923,76.72519
"2024-06-18 03:30:00",431,12.3,986.5356,73.49181,76.40559
"2024-06-18 03:45:00",432,12.3,986.5159,70.06872,76.47313
"2024-06-18 04:00:00",433,12.3,986.7735,59.78215,76.77699
"2024-06-18 04:15:00",434,12.3,971.3064,52.95264,76.44529
"2024-06-18 04:30:00",435,12.3,970.9903,70.33488,76.46492
"2024-06-18 04:45:00",436,12.29,970.9777,50.16278,76.49696
"2024-06-18 05:00:00",437,12.29,971.0554,71.79419,76.3755
"2024-06-18 05:15:00",438,12.29,956.3482,73.71758,76.81906
"2024-06-18 05:30:00",439,12.29,955.9076,72.85329,76.47009
"2024-06-18 05:45:00",440,12.29,956.4292,67.98258,76.5509
"2024-06-18 06:00:00",441,12.29,956.2954,72.56707,76.76002
"2024-06-18 06:15:00",442,12.29,956.0976,67.06101,76.48181
"2024-06-18 06:30:00",443,12.29,940.8356,72.73541,76.7444
"2024-06-18 06:45:00",444,12.26,940.983,73.90406,76.57243
"2024-06-18 07:00:00",445,12.29,956.2927,73.49679,76.79069
"2024-06-18 07:15:00",446,12.26,941.22,65.0965,76.52274
"2024-06-18 07:30:00",447,12.28,940.8387,67.29292,76.67809
"2024-06-18 07:45:00",448,12.24,941.239,82.72558,77.94556
"2024-06-18 08:00:00",449,12.28,941.0554,71.48128,76.47114
"2024-06-18 08:15:00",450,12.24,940.8147,65.49132,77.61423
"2024-06-18 08:30:00",451,12.28,941.1566,48.52157,66.72338
"2024-06-18 08:45:00",452,12.28,941.1867,90.32139,80.21842
"2024-06-18 09:00:00",453,12.28,941.2821,66.31878,66.7516
"2024-06-18 09:15:00",454,12.28,941.2731,65.92212,82.51507
"2024-06-18 09:30:00",455,12.28,941.2951,75.99637,67.034
"2024-06-18 09:45:00",456,12.28,941.2297,73.78271,74.47183
"2024-06-18 10:00:00",457,12.27,941.2115,51.39776,66.75933
"2024-06-18 10:15:00",458,12.28,940.7143,48.62597,66.69689
"2024-06-18 10:30:00",459,12.28,940.8794,52.90147,66.69595
"2024-06-18 10:45:00",460,12.28,940.7966,71.16336,66.76224
"2024-06-18 11:00:00",461,12.28,925.6859,56.75409,66.70206
"2024-06-18 11:15:00",462,12.28,926.1594,49.25203,66.49295
"2024-06-18 11:30:00",463,12.28,941.272,48.91494,66.75677
"2024-06-18 11:45:00",464,12.28,925.8868,48.59231,66.78274
"2024-06-18 12:00:00",465,12.28,925.8043,72.26838,66.60564
"2024-06-18 12:15:00",466,12.28,926.1024,76.20615,67.12495
"2024-06-18 12:30:00",467,12.28,925.9934,72.81531,66.77586
"2024-06-18 12:45:00",468,12.28,926.1903,70.54622,67.10159
"2024-06-18 13:00:00",469,12.28,925.7566,72.49753,66.88818
"2024-06-18 13:15:00",470,12.28,910.6614,74.65099,66.88306
"2024-06-18 13:30:00",471,12.27,925.7448,47.92305,66.4984
"2024-06-18 13:45:00",472,12.28,926.1116,49.43156,66.519
"2024-06-18 14:00:00",473,12.28,911.1157,72.65133,66.66161
"2024-06-18 14:15:00",474,12.28,911.1094,76.11018,67.1058
"2024-06-18 14:30:00",475,12.28,911.047,50.95542,66.82363
"2024-06-18 14:45:00",476,12.28,910.7495,76.25684,67.05489
"2024-06-18 15:00:00",477,12.28,925.7396,72.02544,67.0519
"2024-06-18 15:15:00",478,12.28,910.653,70.13863,67.00866
"2024-06-18 15:30:00",479,12.28,910.5651,48.79066,66.72842
"2024-06-18 15:45:00",480,12.28,925.7562,52.44538,66.80902
"2024-06-18 16:00:00",481,12.28,926.1683,74.64809,67.09837
"2024-06-18 16:15:00",482,12.27,911.0955,48.98582,66.59134
"2024-06-18 16:30:00",483,12.27,910.5851,72.15698,66.75819
"2024-06-18 16:45:00",484,12.27,910.6073,59.90633,66.48923
"2024-06-18 17:00:00",485,12.26,910.6791,46.81064,66.54217
"2024-06-18 17:15:00",486,12.27,910.6152,69.77448,66.54562
"2024-06-18 17:30:00",487,12.26,910.5352,73.49174,66.78077
"2024-06-18 17:45:00",488,12.26,910.584,49.33872,66.47706
"2024-06-18 18:00:00",489,12.27,911.067,73.11208,66.77202
"2024-06-18 18:15:00",490,12.26,910.6456,51.29802,66.49843
"2024-06-18 18:30:00",491,12.27,910.8988,71.48305,67.05267
"2024-06-18 18:45:00",492,12.26,910.5383,48.69447,66.56332
"2024-06-18 19:00:00",493,12.26,926.0043,73.84882,66.99308
"2024-06-18 19:15:00",494,12.26,926.064,71.41217,66.77737
"2024-06-18 19:30:00",495,12.26,925.6654,74.59143,66.92709
"2024-06-18 19:45:00",496,12.26,926.1393,51.48689,66.75894
"2024-06-18 20:00:00",497,12.25,926.0237,52.23684,66.52943
"2024-06-18 20:15:00",498,12.25,926.0814,50.81261,66.59834
"2024-06-18 20:30:00",499,12.25,926.1146,63.98825,67.05035
"2024-06-18 20:45:00",500,12.25,925.7607,65.34224,66.75723
"2024-06-18 21:00:00",501,12.25,926.014,49.51486,66.75014
"2024-06-18 21:15:00",502,12.25,926.0527,48.67419,66.56685
"2024-06-18 21:30:00",503,12.25,925.7368,68.87035,67.02301
"2024-06-18 21:45:00",504,12.24,926.048,50.4479,66.4765
"2024-06-18 22:00:00",505,12.22,926.1,75.1972,66.81418
"2024-06-18 22:15:00",506,12.24,926.149,50.2869,66.60329
"2024-06-18 22:30:00",507,12.22,925.9852,71.08463,67.24421
"2024-06-18 22:45:00",508,12.24,925.6492,74.29055,66.77715
"2024-06-18 23:00:00",509,12.2,925.7333,83.8316,67.26015
"2024-06-18 23:15:00",510,12.23,925.7277,49.79867,66.39147
"2024-06-18 23:30:00",511,12.2,926.1625,86.81151,77.89602
"2024-06-18 23:45:00",512,12.24,910.6109,70.50626,66.87041
"2024-06-19 00:00:00",513,12.22,910.7106,62.97064,79.88813
"2024-06-19 00:15:00",514,12.23,926.0474,75.81185,67.01758
"2024-06-19 00:30:00",515,12.23,910.5762,87.22858,82.61338
"2024-06-19 00:45:00",516,12.22,925.7595,65.63112,66.445
"2024-06-19 01:00:00",517,12.23,910.5853,47.00661,74.72424
"2024-06-19 01:15:00",518,12.22,925.8296,67.06228,66.43864
"2024-06-19 01:30:00",519,12.23,925.9083,51.47186,66.70341
"2024-06-19 01:45:00",520,12.22,926.1538,48.22153,66.60964
"2024-06-19 02:00:00",521,12.22,925.6898,72.20779,66.67175
"2024-06-19 02:15:00",522,12.22,925.8805,75.89948,67.00916
"2024-06-19 02:30:00",523,12.22,910.6292,73.00732,66.9991
"2024-06-19 02:45:00",524,12.22,910.7741,75.56316,66.99929
"2024-06-19 03:00:00",525,12.22,910.9872,61.75245,66.93569
"2024-06-19 03:15:00",526,12.22,910.662,48.58934,66.53163
"2024-06-19 03:30:00",527,12.21,910.9628,51.8565,66.97761
"2024-06-19 03:45:00",528,12.21,910.6211,68.36456,66.66551
"2024-06-19 04:00:00",529,12.22,910.6326,75.46851,67.02073
"2024-06-19 04:15:00",530,12.21,911.0597,48.64793,66.52402
"2024-06-19 04:30:00",531,12.22,910.6321,75.25577,67.03154
"2024-06-19 04:45:00",532,12.21,911.1059,48.83683,66.65757
"2024-06-19 05:00:00",533,12.21,910.6024,75.02176,66.99387
"2024-06-19 05:15:00",534,12.2,910.6617,58.69318,66.42099
"2024-06-19 05:30:00",535,12.21,911.0325,48.31018,66.78796
"2024-06-19 05:45:00",536,12.2,910.6218,48.87238,66.66687
"2024-06-19 06:00:00",537,12.2,911.0055,51.33956,66.42725
"2024-06-19 06:15:00",538,12.21,895.8463,49.5613,66.70616
"2024-06-19 06:30:00",539,12.2,895.8255,46.86287,66.43304
"2024-06-19 06:45:00",540,12.2,895.5089,57.20416,66.81817
"2024-06-19 07:00:00",541,12.2,895.5172,74.63565,66.92383
"2024-06-19 07:15:00",542,12.2,895.959,53.41405,66.70886
"2024-06-19 07:30:00",543,12.2,880.8843,75.98508,76.53744
"2024-06-19 07:45:00",544,12.19,880.6051,60.10855,66.39797
"2024-06-19 08:00:00",545,12.2,880.5228,74.38693,66.86128
"2024-06-19 08:15:00",546,12.2,880.863,60.52173,66.75813
"2024-06-19 08:30:00",547,12.2,880.8641,48.49987,66.52296
"2024-06-19 08:45:00",548,12.19,880.5886,72.14485,66.70411
"2024-06-19 09:00:00",549,12.19,880.8103,51.58035,66.45465
"2024-06-19 09:15:00",550,12.19,880.8663,74.59702,66.6911
"2024-06-19 09:30:00",551,12.19,880.6031,72.20178,66.65902
"2024-06-19 09:45:00",552,12.19,880.4395,72.4376,66.83196
"2024-06-19 10:00:00",553,12.19,880.9816,75.99997,67.04664
"2024-06-19 10:15:00",554,12.19,880.4966,64.05032,66.66032
"2024-06-19 10:30:00",555,12.19,880.4279,47.2457,66.85406
"2024-06-19 10:45:00",556,12.19,865.8093,76.44257,67.06067
"2024-06-19 11:00:00",557,12.18,880.467,67.2641,66.48167
"2024-06-19 11:15:00",558,12.19,865.3002,48.02861,66.90411
"2024-06-19 11:30:00",559,12.18,865.7954,48.75689,66.47492
"2024-06-19 11:45:00",560,12.19,865.3114,50.71614,66.69442
"2024-06-19 12:00:00",561,12.19,865.6995,50.96598,66.7588
"2024-06-19 12:15:00",562,12.18,865.7941,72.55035,66.53419
"2024-06-19 12:30:00",563,12.19,865.3345,73.7782,67.04185
"2024-06-19 12:45:00",564,12.18,865.8443,55.3375,66.77561
"2024-06-19 13:00:00",565,12.19,865.8507,49.88929,66.56085
"2024-06-19 13:15:00",566,12.19,865.8087,52.01311,66.74016
"2024-06-19 13:30:00",567,12.18,850.3068,73.03916,67.05287
"2024-06-19 13:45:00",568,12.19,849.8641,65.13568,67.10713
"2024-06-19 14:00:00",569,12.18,849.948,75.10793,66.80121
"2024-06-19 14:15:00",570,12.15,819.7523,59.57178,1828.051
"2024-06-19 14:30:00",571,12.18,804.7073,75.0757,"NAN"
"2024-06-19 14:45:00",572,12.19,819.7182,71.68542,"NAN"
"2024-06-19 15:00:00",573,12.19,819.7317,52.73102,"NAN"
"2024-06-19 15:15:00",574,12.19,820.1227,69.26474,"NAN"
"2024-06-19 15:30:00",575,12.19,835.2464,55.8227,"NAN"
"2024-06-19 15:45:00",576,12.18,835.2071,50.62839,13.08679
"2024-06-19 16:00:00",577,12.18,849.8143,74.76878,13.06841
"2024-06-19 16:15:00",578,12.19,865.4045,75.53543,13.51965
"2024-06-19 16:30:00",579,12.19,880.8074,48.77055,13.34416
"2024-06-19 16:45:00",580,12.18,880.8219,47.51928,12.90418
"2024-06-19 17:00:00",581,12.18,895.6293,74.05448,13.4543
"2024-06-19 17:15:00",582,12.18,911.0582,76.47813,13.4237
"2024-06-19 17:30:00",583,12.17,926.139,73.55861,13.01955
"2024-06-19 17:45:00",584,12.17,940.9113,47.10196,12.85112
"2024-06-19 18:00:00",585,12.18,941.0486,70.85931,12.94239
"2024-06-19 18:15:00",586,12.17,956.2761,75.10359,13.18196
"2024-06-19 18:30:00",587,12.17,956.2719,49.9225,12.89661
"2024-06-19 18:45:00",588,12.18,955.8627,74.54506,13.1634
"2024-06-19 19:00:00",589,12.18,955.9564,47.89709,13.13658
"2024-06-19 19:15:00",590,12.16,955.9084,59.098,13.19955
"2024-06-19 19:30:00",591,12.17,956.1635,56.46563,13.1765
"2024-06-19 19:45:00",592,12.17,956.2963,76.7792,13.45267
"2024-06-19 20:00:00",593,12.16,971.3122,70.6879,13.20011
"2024-06-19 20:15:00",594,12.16,971.2593,49.06369,13.12702
"2024-06-19 20:30:00",595,12.17,971.3419,73.78925,13.43093
"2024-06-19 20:45:00",596,12.16,971.3608,48.66848,13.03088
"2024-06-19 21:00:00",597,12.16,971.3264,59.68127,13.37425
"2024-06-19 21:15:00",598,12.16,971.2861,48.2054,12.91943
"2024-06-19 21:30:00",599,12.16,970.9481,72.34123,13.09375
"2024-06-19 21:45:00",600,12.16,970.8721,70.87849,13.27089
"2024-06-19 22:00:00",601,12.16,970.934,71.72068,13.16214
"2024-06-19 22:15:00",602,12.16,971.3165,50.87887,13.24774
"2024-06-19 22:30:00",603,12.16,956.3727,71.41864,13.0802
"2024-06-19 22:45:00",604,12.15,970.9651,49.27906,12.80839
"2024-06-19 23:00:00",605,12.15,971.3444,74.14652,13.388
"2024-06-19 23:15:00",606,12.15,971.3234,53.15455,13.1171
"2024-06-19 23:30:00",607,12.15,971.2256,54.00977,13.04022
"2024-06-19 23:45:00",608,12.14,971.4157,49.54274,12.8038
"2024-06-20 00:00:00",609,12.14,956.3489,62.3701,12.98613
"2024-06-20 00:15:00",610,12.15,971.0358,76.35724,13.39855
"2024-06-20 00:30:00",611,12.14,955.9372,49.71651,12.90294
"2024-06-20 00:45:00",612,12.14,955.9363,72.7079,13.05472
"2024-06-20 01:00:00",613,12.14,971.334,75.2193,13.08684
"2024-06-20 01:15:00",614,12.14,971.4565,76.22001,13.37469
"2024-06-20 01:30:00",615,12.14,956.2002,74.03186,13.35691
"2024-06-20 01:45:00",616,12.15,971.2994,67.06374,13.3371
"2024-06-20 02:00:00",617,12.14,971.3307,61.34331,13.11263
"2024-06-20 02:15:00",618,12.13,956.3181,48.98649,13.02934
"2024-06-20 02:30:00",619,12.14,971.3338,55.76572,13.08006
"2024-06-20 02:45:00",620,12.13,971.331,75.40788,13.07804
"2024-06-20 03:00:00",621,12.13,971.0304,46.77163,12.74822
"2024-06-20 03:15:00",622,12.13,971.0355,51.16742,13.0689
"2024-06-20 03:30:00",623,12.14,970.9902,47.84463,13.1635
"2024-06-20 03:45:00",624,12.13,971.3643,51.31689,13.05219
"2024-06-20 04:00:00",625,12.13,971.3934,67.08757,13.34955
"2024-06-20 04:15:00",626,12.13,971.2786,50.17576,13.25576
"2024-06-20 04:30:00",627,12.13,971.3499,75.22865,13.35324
"2024-06-20 04:45:00",628,12.13,971.4524,59.42218,13.06525
"2024-06-20 05:00:00",629,12.12,971.3956,54.11477,13.29336
"2024-06-20 05:15:00",630,12.12,971.4714,60.84672,12.87299
"2024-06-20 05:30:00",631,12.12,971.3157,71.76674,13.02185
"2024-06-20 05:45:00",632,12.12,971.433,49.4701,12.75192
"2024-06-20 06:00:00",633,12.13,971.4175,53.77657,13.27497
"2024-06-20 06:15:00",634,12.12,971.0622,74.5584,13.2336
"2024-06-20 06:30:00",635,12.11,971.4298,51.94434,12.85424
"2024-06-20 06:45:00",636,12.12,971.0074,48.32583,12.95631
"2024-06-20 07:00:00",637,12.12,971.5049,61.65671,13.06731
"2024-06-20 07:15:00",638,12.11,971.4022,76.68771,13.28447
"2024-06-20 07:30:00",639,12.12,971.037,73.04228,13.3072
"2024-06-20 07:45:00",640,12.11,986.9604,71.22539,12.83102
"2024-06-20 08:00:00",641,12.12,987.0652,76.21246,13.38137
"2024-06-20 08:15:00",642,12.12,1002.06,73.86147,13.39813
"2024-06-20 08:30:00",643,12.11,1016.648,61.51918,76.77255
"2024-06-20 08:45:00",644,12.12,1016.985,76.12123,67.01184
"2024-06-20 09:00:00",645,12.1,1032.276,51.17496,76.52545
"2024-06-20 09:15:00",646,12.1,1031.796,71.04721,66.69425
"2024-06-20 09:30:00",647,12.11,1031.77,74.61812,66.72081
"2024-06-20 09:45:00",648,12.11,1031.892,74.8417,66.71704
"2024-06-20 10:00:00",649,12.11,1047.34,71.61365,66.51778
"2024-06-20 10:15:00",650,12.11,1047.322,76.81924,66.87983
"2024-06-20 10:30:00",651,12.11,1046.95,50.20686,66.73816
"2024-06-20 10:45:00",652,12.11,1061.957,48.59803,66.7352
"2024-06-20 11:00:00",653,12.1,1062.16,76.46424,66.8762
"2024-06-20 11:15:00",654,12.11,1062.331,76.90169,67.06471
"2024-06-20 11:30:00",655,12.11,1077.429,76.70469,67.02491
"2024-06-20 11:45:00",656,12.11,1077.394,75.42477,66.73985
"2024-06-20 12:00:00",657,12.11,1061.965,71.6002,76.32772
"2024-06-20 12:15:00",658,12.11,1077.332,48.98719,76.67529
"2024-06-20 12:30:00",659,12.11,1077.399,74.57998,66.76187
"2024-06-20 12:45:00",660,12.1,1061.99,51.53187,66.41026
"2024-06-20 13:00:00",661,12.11,1061.873,48.46865,76.50217
"2024-06-20 13:15:00",662,12.1,1062.37,56.2996,76.40347
"2024-06-20 13:30:00",663,12.1,1077.036,47.33854,76.257
"2024-06-20 13:45:00",664,12.11,1062.401,49.06461,76.57618
"2024-06-20 14:00:00",665,12.1,1061.86,47.27299,86.07355
"2024-06-20 14:15:00",666,12.1,1077.495,49.09822,76.54767
"2024-06-20 14:30:00",667,12.1,1061.805,47.26095,86.13458
"2024-06-20 14:45:00",668,12.1,1062.431,49.50107,154.9014
"2024-06-20 15:00:00",669,12.1,1077.056,49.57124,204.2735
"2024-06-20 15:15:00",670,12.1,1077.332,49.18865,233.763
"2024-06-20 15:30:00",671,12.1,1062.359,73.96192,293.031
"2024-06-20 15:45:00",672,12.1,1062.017,73.15243,76.38961
"2024-06-20 16:00:00",673,12.1,1061.995,51.67809,66.69321
"2024-06-20 16:15:00",674,12.1,1062.372,74.98101,66.91341
"2024-06-20 16:30:00",675,12.09,1062.335,52.21949,66.75092
"2024-06-20 16:45:00",676,12.09,1061.863,49.50224,76.26116
"2024-06-20 17:00:00",677,12.09,1047.241,51.71245,66.82872
"2024-06-20 17:15:00",678,12.09,1047.284,71.92416,76.34658
"2024-06-20 17:30:00",679,12.07,1046.885,57.39671,76.69407
"2024-06-20 17:45:00",680,12.09,1047.283,61.8483,76.58273
"2024-06-20 18:00:00",681,12.05,1047.024,55.7463,76.62049
"2024-06-20 18:15:00",682,12.09,1047.067,62.50725,76.57529
"2024-06-20 18:30:00",683,12.05,1047.307,59.50352,85.43884
"2024-06-20 18:45:00",684,12.08,1061.964,47.30437,76.43488
"2024-06-20 19:00:00",685,12.09,1062.074,61.25802,88.30397
"2024-06-20 19:15:00",686,12.08,1062.407,47.87543,76.24155
"2024-06-20 19:30:00",687,12.08,1061.938,62.47686,91.6337
"2024-06-20 19:45:00",688,12.07,1077.032,51.48677,76.54577
"2024-06-20 20:00:00",689,12.08,1077.477,61.59864,92.48823
"2024-06-20 20:15:00",690,12.08,1077.25,59.73455,76.26484
"2024-06-20 20:30:00",691,12.07,1077.06,54.68651,76.54876
"2024-06-20 20:45:00",692,12.07,1077.461,49.361,76.52926
"2024-06-20 21:00:00",693,12.07,1077.198,49.20179,76.22126
"2024-06-20 21:15:00",694,12.07,1077.024,74.29487,76.66062
"2024-06-20 21:30:00",695,12.06,1062.408,58.99848,76.28873
"2024-06-20 21:45:00",696,12.07,1061.942,53.91833,76.53698
"2024-06-20 22:00:00",697,12.07,1062.391,53.98379,76.53316
"2024-06-20 22:15:00",698,12.07,1046.828,49.38368,76.46264
"2024-06-20 22:30:00",699,12.07,1047.345,51.15094,76.67102
"2024-06-20 22:45:00",700,12.06,1046.914,49.3008,76.25168
"2024-06-20 23:00:00",701,12.06,1046.865,74.32929,76.83192
"2024-06-20 23:15:00",702,12.06,1047.25,47.63363,76.39414
"2024-06-20 23:30:00",703,12.06,1047.18,48.77622,76.53325
"2024-06-20 23:45:00",704,12.06,1047.122,47.50529,76.40386
"2024-06-21 00:00:00",705,12.06,1046.902,49.95926,76.45789
"2024-06-21 00:15:00",706,12.06,1046.953,76.57896,76.84303
"2024-06-21 00:30:00",707,12.06,1047.326,53.48529,76.54734
"2024-06-21 00:45:00",708,12.05,1031.868,73.76084,76.51978
"2024-06-21 01:00:00",709,12.05,1032.067,48.97723,76.62006
"2024-06-21 01:15:00",710,12.05,1032.232,53.90289,76.56853
"2024-06-21 01:30:00",711,12.05,1031.937,48.90584,76.51163
"2024-06-21 01:45:00",712,12.05,1032.161,74.3925,76.82074
"2024-06-21 02:00:00",713,12.04,1016.604,49.44609,76.23014
"2024-06-21 02:15:00",714,12.05,1016.748,72.31569,76.67589
"2024-06-21 02:30:00",715,12.04,1017.072,76.12568,76.83832
"2024-06-21 02:45:00",716,12.04,1002.155,74.50906,76.71695
"2024-06-21 03:00:00",717,12.04,1001.81,62.20289,86.31662
"2024-06-21 03:15:00",718,12.04,1001.656,72.67113,76.39078
"2024-06-21 03:30:00",719,12.04,1002.011,49.35624,76.70541
"2024-06-21 03:45:00",720,12.04,1002.051,76.94787,76.70708
"2024-06-21 04:00:00",721,12.03,1002.032,48.15661,76.20556
"2024-06-21 04:15:00",722,12.04,1001.992,75.18736,76.51277
"2024-06-21 04:30:00",723,12.02,1001.68,72.63872,76.49937
"2024-06-21 04:45:00",724,12.03,1001.723,50.34468,86.02814
"2024-06-21 05:00:00",725,12.03,1001.657,49.04304,76.2189
"2024-06-21 05:15:00",726,12.02,1001.685,57.40997,76.21462
"2024-06-21 05:30:00",727,12.02,986.7836,58.51385,76.52558
"2024-06-21 05:45:00",728,12.02,987.0009,52.45559,76.43669
"2024-06-21 06:00:00",729,12.02,1001.693,52.12646,76.2188
"2024-06-21 06:15:00",730,12.02,1001.694,70.4546,76.60974
"2024-06-21 06:30:00",731,12.03,1001.764,74.66692,76.56976
"2024-06-21 06:45:00",732,12.03,1002.141,73.66708,76.80949
"2024-06-21 07:00:00",733,12.02,987.0391,76.30613,76.82385
"2024-06-21 07:15:00",734,12.02,987.0554,53.68853,76.52698
"2024-06-21 07:30:00",735,12.02,986.6083,47.05505,76.2196
"2024-06-21 07:45:00",736,12.02,986.5872,58.31195,76.48518
"2024-06-21 08:00:00",737,12.02,986.6137,73.10284,76.49832
"2024-06-21 08:15:00",738,12.01,986.5679,49.5864,76.2497
"2024-06-21 08:30:00",739,12.01,1001.933,67.76196,76.51725
"2024-06-21 08:45:00",740,12.02,1002.1,77.22645,76.83063
"2024-06-21 09:00:00",741,12.01,1001.782,58.03761,76.2432
"2024-06-21 09:15:00",742,12.01,1001.872,70.51902,76.85242
"2024-06-21 09:30:00",743,12.01,1016.826,47.24063,76.20537
"2024-06-21 09:45:00",744,12.01,1017.191,74.40927,76.88874
"2024-06-21 10:00:00",745,12.01,1017.18,67.04445,76.82803
"2024-06-21 10:15:00",746,11.99,1016.695,57.10675,76.87437
"2024-06-21 10:30:00",747,12.01,1016.717,49.8793,76.51903
"2024-06-21 10:45:00",748,11.98,1017.209,57.59942,76.93178
"2024-06-21 11:00:00",749,12.01,1016.936,75.74042,76.54852
"2024-06-21 11:15:00",750,11.97,1016.811,80.26865,103.6709
"2024-06-21 11:30:00",751,12.01,1016.883,73.24203,86.35667
"2024-06-21 11:45:00",752,11.97,1017.125,87.72948,97.92852
"2024-06-21 12:00:00",753,12,1016.799,47.70882,86.05576
"2024-06-21 12:15:00",754,12.01,1017.084,65.16183,101.3199
"2024-06-21 12:30:00",755,12,1017.204,49.5561,96.07784
"2024-06-21 12:45:00",756,12.01,1017.172,59.34241,92.28126
"2024-06-21 13:00:00",757,12.01,1016.67,47.73249,76.36469
"2024-06-21 13:15:00",758,12,1016.738,49.74368,76.81518
"2024-06-21 13:30:00",759,12.01,1032.169,69.17496,76.89333
"2024-06-21 13:45:00",760,12.01,1032.221,48.65556,76.49807
"2024-06-21 14:00:00",761,12.01,1031.767,49.66287,76.56364
"2024-06-21 14:15:00",762,12.01,1031.687,73.81862,76.69952
"2024-06-21 14:30:00",763,12.01,1032.184,53.14069,76.86336
"2024-06-21 14:45:00",764,12,1046.788,50.10289,76.34961
"2024-06-21 15:00:00",765,12,1046.874,51.77486,76.59231
"2024-06-21 15:15:00",766,12,1047.189,563.7186,76.95261
"2024-06-21 15:30:00",767,12.01,1046.995,547.5759,76.78622
"2024-06-21 15:45:00",768,12.01,1062.282,563.4822,76.97353
"2024-06-21 16:00:00",769,12,1062.203,545.7321,76.69279
"2024-06-21 16:15:00",770,12,1076.947,526.0162,76.50946
"2024-06-21 16:30:00",771,12,1092.142,516.4915,76.34086
"2024-06-21 16:45:00",772,12,1092.351,519.2524,76.67741
"2024-06-21 17:00:00",773,12,1107.489,520.636,76.64108
"2024-06-21 17:15:00",774,12,1122.933,512.0781,76.63784
"2024-06-21 17:30:00",775,12,1122.735,524.5413,76.95486
"2024-06-21 17:45:00",776,12,1137.678,488.7903,76.34721
"2024-06-21 18:00:00",777,12,1138.007,503.9829,76.88358
"2024-06-21 18:15:00",778,12,1152.622,514.5187,76.37196
"2024-06-21 18:30:00",779,11.99,1168.244,491.7304,76.79106
"2024-06-21 18:45:00",780,11.99,1183.026,512.2664,76.5423
"2024-06-21 19:00:00",781,11.99,1182.983,486.7893,96.17525
"2024-06-21 19:15:00",782,11.99,1198.111,522.3053,96.26855
"2024-06-21 19:30:00",783,11.99,1213.199,510.5478,106.4284
"2024-06-21 19:45:00",784,11.99,1228.644,491.7161,106.1906
"2024-06-21 20:00:00",785,11.99,1244.088,487.8235,106.3768
"2024-06-21 20:15:00",786,11.98,1259.142,516.7918,106.2084
"2024-06-21 20:30:00",787,11.98,1274.123,476.2298,106.0378
"2024-06-21 20:45:00",788,11.99,1288.976,487.6304,106.1456
"2024-06-21 21:00:00",789,11.98,1289.393,470.2676,106.2041
"2024-06-21 21:15:00",790,11.98,1319.668,467.0249,106.2161
"2024-06-21 21:30:00",791,11.98,1319.694,488.1752,106.3945
