"Plot Title: Bradford_3LL"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776668, SEN S/N: 10776668)","Temp, °F (LGR S/N: 10776668, SEN S/N: 10776668)"
1,01/27/23 12:00:00 PM,15.3303,54.842
2,01/27/23 12:15:00 PM,15.3315,54.669
3,01/27/23 12:30:00 PM,15.3240,54.842
4,01/27/23 12:45:00 PM,15.3192,54.842
5,01/27/23 01:00:00 PM,15.3164,55.017
6,01/27/23 01:15:00 PM,15.3100,55.017
7,01/27/23 01:30:00 PM,15.3053,55.017
8,01/27/23 01:45:00 PM,15.2992,55.189
9,01/27/23 02:00:00 PM,15.2960,55.189
10,01/27/23 02:15:00 PM,15.2916,55.364
11,01/27/23 02:30:00 PM,15.2852,55.364
12,01/27/23 02:45:00 PM,15.2793,55.537
13,01/27/23 03:00:00 PM,15.2793,55.537
14,01/27/23 03:15:00 PM,15.2765,55.711
15,01/27/23 03:30:00 PM,15.2732,55.711
16,01/27/23 03:45:00 PM,15.2732,55.711
17,01/27/23 04:00:00 PM,15.2732,55.711
18,01/27/23 04:15:00 PM,15.2752,55.884
19,01/27/23 04:30:00 PM,15.2752,55.884
20,01/27/23 04:45:00 PM,15.2752,55.884
21,01/27/23 05:00:00 PM,15.2752,55.884
22,01/27/23 05:15:00 PM,15.2736,55.884
23,01/27/23 05:30:00 PM,15.2757,56.057
24,01/27/23 05:45:00 PM,15.2773,56.057
25,01/27/23 06:00:00 PM,15.2773,56.057
26,01/27/23 06:15:00 PM,15.2789,56.057
27,01/27/23 06:30:00 PM,15.2805,56.057
28,01/27/23 06:45:00 PM,15.2852,56.057
29,01/27/23 07:00:00 PM,15.2852,56.057
30,01/27/23 07:15:00 PM,15.2900,56.057
31,01/27/23 07:30:00 PM,15.2900,56.057
32,01/27/23 07:45:00 PM,15.2928,55.884
33,01/27/23 08:00:00 PM,15.2960,55.884
34,01/27/23 08:15:00 PM,15.2960,55.884
35,01/27/23 08:30:00 PM,15.2992,55.884
36,01/27/23 08:45:00 PM,15.3024,55.884
37,01/27/23 09:00:00 PM,15.3005,55.711
38,01/27/23 09:15:00 PM,15.3021,55.711
39,01/27/23 09:30:00 PM,15.3053,55.711
40,01/27/23 09:45:00 PM,15.3080,55.537
41,01/27/23 10:00:00 PM,15.3080,55.537
42,01/27/23 10:15:00 PM,15.3076,55.364
43,01/27/23 10:30:00 PM,15.3124,55.364
44,01/27/23 10:45:00 PM,15.3108,55.364
45,01/27/23 11:00:00 PM,15.3108,55.364
46,01/27/23 11:15:00 PM,15.3103,55.189
47,01/27/23 11:30:00 PM,15.3151,55.189
48,01/27/23 11:45:00 PM,15.3151,55.189
49,01/28/23 12:00:00 AM,15.3116,55.017
50,01/28/23 12:15:00 AM,15.3100,55.017
51,01/28/23 12:30:00 AM,15.3096,54.842
52,01/28/23 12:45:00 AM,15.3112,54.842
53,01/28/23 01:00:00 AM,15.3096,54.842
54,01/28/23 01:15:00 AM,15.3092,54.669
55,01/28/23 01:30:00 AM,15.3092,54.669
56,01/28/23 01:45:00 AM,15.3108,54.669
57,01/28/23 02:00:00 AM,15.3092,54.669
58,01/28/23 02:15:00 AM,15.3071,54.495
59,01/28/23 02:30:00 AM,15.3071,54.495
60,01/28/23 02:45:00 AM,15.3039,54.495
61,01/28/23 03:00:00 AM,15.3055,54.495
62,01/28/23 03:15:00 AM,15.3051,54.322
63,01/28/23 03:30:00 AM,15.3067,54.322
64,01/28/23 03:45:00 AM,15.3067,54.322
65,01/28/23 04:00:00 AM,15.3032,54.147
66,01/28/23 04:15:00 AM,15.3048,54.147
67,01/28/23 04:30:00 AM,15.3048,54.147
68,01/28/23 04:45:00 AM,15.3032,54.147
69,01/28/23 05:00:00 AM,15.3044,53.973
70,01/28/23 05:15:00 AM,15.3028,53.973
71,01/28/23 05:30:00 AM,15.2996,53.973
72,01/28/23 05:45:00 AM,15.3024,53.798
73,01/28/23 06:00:00 AM,15.3024,53.798
74,01/28/23 06:15:00 AM,15.3008,53.798
75,01/28/23 06:30:00 AM,15.3008,53.798
76,01/28/23 06:45:00 AM,15.3035,53.623
77,01/28/23 07:00:00 AM,15.3035,53.623
78,01/28/23 07:15:00 AM,15.3051,53.623
79,01/28/23 07:30:00 AM,15.3083,53.623
80,01/28/23 07:45:00 AM,15.3126,53.449
81,01/28/23 08:00:00 AM,15.3142,53.449
82,01/28/23 08:15:00 AM,15.3174,53.449
83,01/28/23 08:30:00 AM,15.3190,53.449
84,01/28/23 08:45:00 AM,15.3219,53.274
85,01/28/23 09:00:00 AM,15.3267,53.274
86,01/28/23 09:15:00 AM,15.3283,53.274
87,01/28/23 09:30:00 AM,15.3299,53.274
88,01/28/23 09:45:00 AM,15.3299,53.274
89,01/28/23 10:00:00 AM,15.3347,53.274
90,01/28/23 10:15:00 AM,15.3331,53.274
91,01/28/23 10:30:00 AM,15.3379,53.274
92,01/28/23 10:45:00 AM,15.3379,53.274
93,01/28/23 11:00:00 AM,15.3411,53.274
94,01/28/23 11:15:00 AM,15.3379,53.274
95,01/28/23 11:30:00 AM,15.3383,53.449
96,01/28/23 11:45:00 AM,15.3367,53.449
97,01/28/23 12:00:00 PM,15.3322,53.623
98,01/28/23 12:15:00 PM,15.3306,53.623
99,01/28/23 12:30:00 PM,15.3279,53.798
100,01/28/23 12:45:00 PM,15.3199,53.798
101,01/28/23 01:00:00 PM,15.3140,53.973
102,01/28/23 01:15:00 PM,15.3124,53.973
103,01/28/23 01:30:00 PM,15.3032,54.147
104,01/28/23 01:45:00 PM,15.2987,54.322
105,01/28/23 02:00:00 PM,15.2939,54.322
106,01/28/23 02:15:00 PM,15.2928,54.495
107,01/28/23 02:30:00 PM,15.2880,54.495
108,01/28/23 02:45:00 PM,15.2836,54.669
109,01/28/23 03:00:00 PM,15.2820,54.669
110,01/28/23 03:15:00 PM,15.2805,54.669
111,01/28/23 03:30:00 PM,15.2761,54.842
112,01/28/23 03:45:00 PM,15.2761,54.842
113,01/28/23 04:00:00 PM,15.2716,55.017
114,01/28/23 04:15:00 PM,15.2716,55.017
115,01/28/23 04:30:00 PM,15.2716,55.017
116,01/28/23 04:45:00 PM,15.2752,55.189
117,01/28/23 05:00:00 PM,15.2736,55.189
118,01/28/23 05:15:00 PM,15.2752,55.189
119,01/28/23 05:30:00 PM,15.2757,55.364
120,01/28/23 05:45:00 PM,15.2757,55.364
121,01/28/23 06:00:00 PM,15.2773,55.364
122,01/28/23 06:15:00 PM,15.2773,55.364
123,01/28/23 06:30:00 PM,15.2773,55.364
124,01/28/23 06:45:00 PM,15.2761,55.537
125,01/28/23 07:00:00 PM,15.2809,55.537
126,01/28/23 07:15:00 PM,15.2793,55.537
127,01/28/23 07:30:00 PM,15.2809,55.537
