"Plot Title: Bradford_3con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)"
1,07/07/23 11:00:00 AM,138.2,135.4,77.95
2,07/07/23 12:00:00 PM,141.3,138.4,78.67
3,07/07/23 01:00:00 PM,143.6,140.6,79.59
4,07/07/23 02:00:00 PM,145.8,143.2,80.78
5,07/07/23 03:00:00 PM,147.1,144.3,81.41
6,07/07/23 04:00:00 PM,147.7,145.1,81.48
7,07/07/23 05:00:00 PM,148.7,145.9,81.54
8,07/07/23 06:00:00 PM,145.8,143.2,81.14
9,07/07/23 07:00:00 PM,143.7,141.0,80.47
10,07/07/23 08:00:00 PM,144.3,141.4,79.95
11,07/07/23 09:00:00 PM,145.2,142.2,79.48
12,07/07/23 10:00:00 PM,145.3,142.2,79.05
13,07/07/23 11:00:00 PM,145.2,142.3,78.64
14,07/08/23 12:00:00 AM,144.9,142.3,78.22
15,07/08/23 01:00:00 AM,144.4,141.6,77.85
16,07/08/23 02:00:00 AM,143.9,141.2,77.45
17,07/08/23 03:00:00 AM,143.4,140.5,77.14
18,07/08/23 04:00:00 AM,143.0,140.1,76.86
19,07/08/23 05:00:00 AM,142.4,139.7,76.60
20,07/08/23 06:00:00 AM,142.0,139.4,76.37
21,07/08/23 07:00:00 AM,141.7,139.0,76.24
22,07/08/23 08:00:00 AM,141.7,139.0,76.33
23,07/08/23 09:00:00 AM,142.1,139.3,76.57
24,07/08/23 10:00:00 AM,142.9,140.1,77.00
25,07/08/23 11:00:00 AM,143.6,140.4,77.49
26,07/08/23 12:00:00 PM,144.6,141.5,78.15
27,07/08/23 01:00:00 PM,145.7,142.6,78.87
28,07/08/23 02:00:00 PM,147.1,144.5,79.70
29,07/08/23 03:00:00 PM,148.4,145.6,80.56
30,07/08/23 04:00:00 PM,149.0,146.3,80.85
31,07/08/23 05:00:00 PM,149.5,147.1,81.00
32,07/08/23 06:00:00 PM,149.2,146.7,80.78
33,07/08/23 07:00:00 PM,148.9,146.0,80.55
34,07/08/23 08:00:00 PM,148.4,145.6,80.26
35,07/08/23 09:00:00 PM,148.1,145.2,79.92
36,07/08/23 10:00:00 PM,147.9,145.3,79.65
37,07/08/23 11:00:00 PM,147.6,144.9,79.47
38,07/09/23 12:00:00 AM,147.5,144.9,79.29
39,07/09/23 01:00:00 AM,147.4,144.9,79.11
40,07/09/23 02:00:00 AM,147.3,144.6,78.94
41,07/09/23 03:00:00 AM,147.2,144.6,78.78
42,07/09/23 04:00:00 AM,147.0,144.2,78.62
43,07/09/23 05:00:00 AM,146.7,143.8,78.40
44,07/09/23 06:00:00 AM,146.6,143.8,78.22
45,07/09/23 07:00:00 AM,146.4,143.9,78.10
46,07/09/23 08:00:00 AM,146.5,143.9,78.13
47,07/09/23 09:00:00 AM,147.1,144.2,78.22
48,07/09/23 10:00:00 AM,147.4,144.6,78.46
49,07/09/23 11:00:00 AM,144.7,141.9,78.71
50,07/09/23 12:00:00 PM,143.6,141.1,78.57
51,07/09/23 01:00:00 PM,144.2,141.5,78.78
52,07/09/23 02:00:00 PM,145.5,142.2,79.25
53,07/09/23 03:00:00 PM,146.5,143.7,79.79
54,07/09/23 04:00:00 PM,147.4,144.4,80.26
55,07/09/23 05:00:00 PM,140.1,137.2,79.77
56,07/09/23 06:00:00 PM,139.8,137.2,79.61
57,07/09/23 07:00:00 PM,140.8,137.9,79.56
58,07/09/23 08:00:00 PM,141.2,138.3,79.47
59,07/09/23 09:00:00 PM,141.4,138.3,79.39
60,07/09/23 10:00:00 PM,140.6,137.6,79.30
61,07/09/23 11:00:00 PM,139.4,136.4,79.11
62,07/10/23 12:00:00 AM,139.1,136.5,78.85
63,07/10/23 01:00:00 AM,139.4,136.5,78.62
64,07/10/23 02:00:00 AM,140.0,137.3,78.39
65,07/10/23 03:00:00 AM,140.9,137.7,78.19
66,07/10/23 04:00:00 AM,141.6,138.8,78.01
67,07/10/23 05:00:00 AM,142.1,139.2,77.90
68,07/10/23 06:00:00 AM,142.6,140.0,77.79
69,07/10/23 07:00:00 AM,143.1,140.0,77.72
70,07/10/23 08:00:00 AM,143.6,140.8,77.79
71,07/10/23 09:00:00 AM,144.4,141.5,77.95
72,07/10/23 10:00:00 AM,145.2,142.3,78.26
73,07/10/23 11:00:00 AM,143.1,140.0,78.30
74,07/10/23 12:00:00 PM,139.1,136.1,77.92
75,07/10/23 01:00:00 PM,137.6,135.0,77.72
76,07/10/23 02:00:00 PM,138.0,135.4,77.65
77,07/10/23 03:00:00 PM,136.4,133.5,77.59
78,07/10/23 04:00:00 PM,134.0,130.8,77.54
79,07/10/23 05:00:00 PM,131.6,128.4,77.63
80,07/10/23 06:00:00 PM,131.7,128.4,77.76
81,07/10/23 07:00:00 PM,134.3,131.1,77.85
82,07/10/23 08:00:00 PM,136.5,133.4,77.92
83,07/10/23 09:00:00 PM,137.2,134.2,77.83
84,07/10/23 10:00:00 PM,137.6,134.6,77.72
85,07/10/23 11:00:00 PM,138.2,135.4,77.63
86,07/11/23 12:00:00 AM,138.7,135.8,77.54
87,07/11/23 01:00:00 AM,138.9,135.8,77.47
88,07/11/23 02:00:00 AM,138.9,135.8,77.40
89,07/11/23 03:00:00 AM,138.4,135.4,77.34
90,07/11/23 04:00:00 AM,137.8,135.0,77.29
91,07/11/23 05:00:00 AM,137.2,134.3,77.18
92,07/11/23 06:00:00 AM,136.3,133.1,77.09
93,07/11/23 07:00:00 AM,136.0,132.7,77.02
94,07/11/23 08:00:00 AM,135.8,132.7,77.05
95,07/11/23 09:00:00 AM,135.9,133.1,77.14
96,07/11/23 10:00:00 AM,136.3,133.1,77.25
97,07/11/23 11:00:00 AM,136.8,134.2,77.49
98,07/11/23 12:00:00 PM,137.4,134.2,77.76
99,07/11/23 01:00:00 PM,138.4,135.3,78.24
100,07/11/23 02:00:00 PM,139.4,136.5,78.87
101,07/11/23 03:00:00 PM,140.0,137.2,79.23
102,07/11/23 04:00:00 PM,140.9,137.9,79.70
103,07/11/23 05:00:00 PM,136.4,133.3,79.54
104,07/11/23 06:00:00 PM,136.5,133.3,79.41
105,07/11/23 07:00:00 PM,135.0,131.8,79.18
106,07/11/23 08:00:00 PM,130.8,127.6,78.93
107,07/11/23 09:00:00 PM,132.4,129.1,78.67
108,07/11/23 10:00:00 PM,134.6,131.5,78.46
109,07/11/23 11:00:00 PM,135.0,132.3,78.24
110,07/12/23 12:00:00 AM,136.3,133.0,78.10
111,07/12/23 01:00:00 AM,136.6,133.4,78.03
112,07/12/23 02:00:00 AM,135.5,132.3,77.99
113,07/12/23 03:00:00 AM,133.6,130.7,77.92
114,07/12/23 04:00:00 AM,131.6,128.4,77.83
115,07/12/23 05:00:00 AM,130.4,127.3,77.63
116,07/12/23 06:00:00 AM,129.9,126.9,77.45
117,07/12/23 07:00:00 AM,129.7,126.5,77.23
118,07/12/23 08:00:00 AM,129.7,126.2,77.22
119,07/12/23 09:00:00 AM,130.2,126.9,77.34
120,07/12/23 10:00:00 AM,130.9,128.1,77.65
121,07/12/23 11:00:00 AM,131.8,128.4,78.10
122,07/12/23 12:00:00 PM,132.8,129.9,78.60
123,07/12/23 01:00:00 PM,133.4,130.7,79.11
124,07/12/23 02:00:00 PM,134.6,131.4,79.77
125,07/12/23 03:00:00 PM,135.5,132.5,80.08
126,07/12/23 04:00:00 PM,136.0,132.9,80.20
127,07/12/23 05:00:00 PM,136.4,133.3,80.29
128,07/12/23 06:00:00 PM,136.8,134.0,80.29
129,07/12/23 07:00:00 PM,137.0,134.0,80.37
130,07/12/23 08:00:00 PM,136.9,133.7,80.20
131,07/12/23 09:00:00 PM,136.8,134.1,79.99
132,07/12/23 10:00:00 PM,136.5,133.3,79.70
133,07/12/23 11:00:00 PM,136.3,133.3,79.45
134,07/13/23 12:00:00 AM,136.0,133.0,79.18
135,07/13/23 01:00:00 AM,136.0,133.0,78.94
136,07/13/23 02:00:00 AM,135.8,132.6,78.76
137,07/13/23 03:00:00 AM,135.8,133.0,78.55
138,07/13/23 04:00:00 AM,135.9,133.0,78.33
139,07/13/23 05:00:00 AM,135.9,133.0,78.13
140,07/13/23 06:00:00 AM,136.0,133.1,77.92
141,07/13/23 07:00:00 AM,136.1,133.1,77.76
142,07/13/23 08:00:00 AM,136.6,133.5,77.72
143,07/13/23 09:00:00 AM,137.1,134.2,77.83
144,07/13/23 10:00:00 AM,137.8,134.6,78.10
145,07/13/23 11:00:00 AM,138.7,135.7,78.46
146,07/13/23 12:00:00 PM,139.9,137.2,79.00
147,07/13/23 01:00:00 PM,141.5,138.7,79.70
