"Plot Title: Bradford_3con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)"
1,11/01/23 01:00:00 PM,130.9,127.4,65.35
2,11/01/23 02:00:00 PM,131.0,127.8,65.41
3,11/01/23 03:00:00 PM,131.2,127.8,65.43
4,11/01/23 04:00:00 PM,131.1,127.8,65.28
5,11/01/23 05:00:00 PM,131.1,127.8,65.17
6,11/01/23 06:00:00 PM,130.9,127.4,65.03
7,11/01/23 07:00:00 PM,130.4,127.1,64.65
8,11/01/23 08:00:00 PM,130.0,126.7,64.24
9,11/01/23 09:00:00 PM,129.3,126.0,63.72
10,11/01/23 10:00:00 PM,128.5,125.3,63.18
11,11/01/23 11:00:00 PM,127.9,124.5,62.64
12,11/02/23 12:00:00 AM,127.0,123.8,62.04
13,11/02/23 01:00:00 AM,126.1,123.0,61.36
14,11/02/23 02:00:00 AM,125.1,121.9,60.66
15,11/02/23 03:00:00 AM,124.0,120.8,59.97
16,11/02/23 04:00:00 AM,123.2,119.7,59.34
17,11/02/23 05:00:00 AM,122.1,118.9,58.68
18,11/02/23 06:00:00 AM,121.3,118.2,58.10
19,11/02/23 07:00:00 AM,120.5,117.5,57.51
20,11/02/23 08:00:00 AM,120.0,116.3,57.06
21,11/02/23 09:00:00 AM,119.5,116.0,56.82
22,11/02/23 10:00:00 AM,119.6,116.3,56.97
23,11/02/23 11:00:00 AM,120.1,117.1,57.22
24,11/02/23 12:00:00 PM,120.8,117.5,57.74
25,11/02/23 01:00:00 PM,121.7,118.6,58.24
26,11/02/23 02:00:00 PM,122.7,119.3,58.93
27,11/02/23 03:00:00 PM,123.5,120.1,59.58
28,11/02/23 04:00:00 PM,124.1,120.8,59.95
29,11/02/23 05:00:00 PM,124.7,121.2,60.28
30,11/02/23 06:00:00 PM,125.1,122.3,60.57
31,11/02/23 07:00:00 PM,125.5,122.3,60.80
32,11/02/23 08:00:00 PM,125.9,122.7,60.98
33,11/02/23 09:00:00 PM,126.2,123.1,61.11
34,11/02/23 10:00:00 PM,126.3,123.1,61.16
35,11/02/23 11:00:00 PM,126.3,123.1,61.11
36,11/03/23 12:00:00 AM,126.3,123.1,61.09
37,11/03/23 01:00:00 AM,126.3,123.1,61.02
38,11/03/23 02:00:00 AM,126.1,123.1,60.85
39,11/03/23 03:00:00 AM,125.7,122.3,60.66
40,11/03/23 04:00:00 AM,125.4,122.3,60.42
