#,Date,T, ,pH
1,6/2/2023 14:00,21.56,129.72,4.23
2,6/2/2023 15:00,21.6,146.82,3.92
3,6/2/2023 16:00,21.72,155.57,3.76
4,6/2/2023 17:00,21.84,159.74,3.68
5,6/2/2023 18:00,21.94,161.99,3.64
6,6/2/2023 19:00,22.01,163.08,3.62
7,6/2/2023 20:00,22.03,163.27,3.62
8,6/2/2023 21:00,22.06,163.58,3.62
9,6/2/2023 22:00,22.03,163.75,3.61
10,6/2/2023 23:00,21.91,161.85,3.65
11,6/3/2023 0:00,21.7,161.57,3.65
12,6/3/2023 1:00,21.44,161.83,3.64
13,6/3/2023 2:00,21.17,164.99,3.58
14,6/3/2023 3:00,20.98,165.46,3.57
15,6/3/2023 4:00,20.77,163.66,3.6
16,6/3/2023 5:00,20.63,163.04,3.61
17,6/3/2023 6:00,20.46,161.66,3.63
18,6/3/2023 7:00,20.34,162.88,3.61
19,6/3/2023 8:00,20.29,163.85,3.59
20,6/3/2023 9:00,20.29,160.21,3.66
21,6/3/2023 10:00,20.34,159.63,3.67
22,6/3/2023 11:00,20.46,158.65,3.69
23,6/3/2023 12:00,20.63,160.99,3.65
24,6/3/2023 13:00,20.75,161.11,3.65
25,6/3/2023 14:00,20.91,159.47,3.68
26,6/3/2023 15:00,21.22,160.79,3.66
27,6/3/2023 16:00,21.51,162.11,3.64
28,6/3/2023 17:00,21.7,162.35,3.63
29,6/3/2023 18:00,21.87,162.52,3.63
30,6/3/2023 19:00,21.99,162.9,3.63
31,6/3/2023 20:00,22.06,163.13,3.62
32,6/3/2023 21:00,22.08,163.25,3.62
33,6/3/2023 22:00,22.11,163.3,3.62
34,6/3/2023 23:00,22.08,163.18,3.62
35,6/4/2023 0:00,21.99,162.04,3.64
36,6/4/2023 1:00,21.82,163.18,3.62
37,6/4/2023 2:00,21.58,162.54,3.63
38,6/4/2023 3:00,21.37,163.46,3.61
39,6/4/2023 4:00,21.17,164.21,3.59
40,6/4/2023 5:00,21.08,163.74,3.6
41,6/4/2023 6:00,21.06,163.11,3.61
42,6/4/2023 7:00,21.06,161.54,3.64
43,6/4/2023 8:00,21.06,161.32,3.65
44,6/4/2023 9:00,21.06,161.19,3.65
45,6/4/2023 10:00,21.13,161.25,3.65
46,6/4/2023 11:00,21.22,161.13,3.65
47,6/4/2023 12:00,21.37,161.9,3.64
48,6/4/2023 13:00,21.63,162.07,3.64
49,6/4/2023 14:00,21.7,161.33,3.65
50,6/4/2023 15:00,21.8,161.5,3.65
51,6/4/2023 16:00,21.91,160.93,3.66
52,6/4/2023 17:00,21.96,160.43,3.67
53,6/4/2023 18:00,22.01,160.79,3.67
54,6/4/2023 19:00,22.03,161.08,3.66
55,6/4/2023 20:00,21.99,161.19,3.66
56,6/4/2023 21:00,21.94,160.75,3.67
57,6/4/2023 22:00,21.84,161.41,3.65
58,6/4/2023 23:00,21.75,159.41,3.69
59,6/5/2023 0:00,21.65,162.36,3.63
60,6/5/2023 1:00,21.56,159.54,3.68
61,6/5/2023 2:00,21.46,162.43,3.63
62,6/5/2023 3:00,21.39,162.86,3.62
63,6/5/2023 4:00,21.32,163.24,3.61
64,6/5/2023 5:00,21.22,163.43,3.61
65,6/5/2023 6:00,21.13,162.77,3.62
66,6/5/2023 7:00,21.08,162.38,3.63
67,6/5/2023 8:00,21.06,161.79,3.64
68,6/5/2023 9:00,21.08,160.69,3.66
69,6/5/2023 10:00,21.1,159.88,3.67
70,6/5/2023 11:00,21.17,160.16,3.67
71,6/5/2023 12:00,21.29,160.35,3.67
72,6/5/2023 13:00,21.39,160.25,3.67
73,6/5/2023 14:00,21.53,159.4,3.69
74,6/5/2023 15:00,21.77,160.36,3.67
75,6/5/2023 16:00,22.01,160.86,3.66
76,6/5/2023 17:00,22.15,161.08,3.66
77,6/5/2023 18:00,22.25,161.18,3.66
78,6/5/2023 19:00,22.32,161.24,3.66
79,6/5/2023 20:00,22.37,161.24,3.66
80,6/5/2023 21:00,22.37,161.11,3.66
81,6/5/2023 22:00,22.18,162.36,3.64
82,6/5/2023 23:00,21.8,162.68,3.63
83,6/6/2023 0:00,21.44,162.65,3.63
84,6/6/2023 1:00,21.06,162.82,3.62
85,6/6/2023 2:00,20.72,162.75,3.62
86,6/6/2023 3:00,20.39,162.44,3.62
87,6/6/2023 4:00,20.1,162.21,3.62
88,6/6/2023 5:00,19.75,162.29,3.61
89,6/6/2023 6:00,19.48,161.1,3.63
90,6/6/2023 7:00,19.17,161.25,3.62
91,6/6/2023 8:00,18.98,161.1,3.63
92,6/6/2023 9:00,18.98,159.58,3.65
93,6/6/2023 10:00,19.13,159.13,3.66
94,6/6/2023 11:00,19.32,158.72,3.67
95,6/6/2023 12:00,19.58,158.25,3.68
96,6/6/2023 13:00,19.82,157.9,3.69
97,6/6/2023 14:00,20.15,157.82,3.7
98,6/6/2023 15:00,20.63,158.68,3.69
99,6/6/2023 16:00,21.03,160,3.67
100,6/6/2023 17:00,21.32,160.15,3.67
101,6/6/2023 18:00,21.53,160.44,3.67
102,6/6/2023 19:00,21.7,160.52,3.67
103,6/6/2023 20:00,21.84,160.49,3.67
104,6/6/2023 21:00,21.91,160.6,3.67
105,6/6/2023 22:00,21.96,160.88,3.66
106,6/6/2023 23:00,21.99,160.93,3.66
107,6/7/2023 0:00,21.96,160.83,3.66
108,6/7/2023 1:00,21.94,160.61,3.67
109,6/7/2023 2:00,21.89,160.11,3.68
110,6/7/2023 3:00,21.75,160.6,3.67
