#,Date,T, ,pH
1,06/01/2023 16:00:00,24.05,79.46,5.24
2,06/01/2023 17:00:00,24.03,82.52,5.19
3,06/01/2023 18:00:00,23.95,87.21,5.11
4,06/01/2023 19:00:00,23.76,86.21,5.12
5,06/01/2023 20:00:00,23.57,88.28,5.09
6,06/01/2023 21:00:00,23.33,92.08,5.02
7,06/01/2023 22:00:00,23.14,93.35,5.00
8,06/01/2023 23:00:00,22.94,94.50,4.97
9,06/02/2023 00:00:00,22.75,95.19,4.96
10,06/02/2023 01:00:00,22.54,95.08,4.96
11,06/02/2023 02:00:00,22.30,92.96,5.00
12,06/02/2023 03:00:00,22.06,90.35,5.04
13,06/02/2023 04:00:00,21.87,89.00,5.06
14,06/02/2023 05:00:00,21.68,87.55,5.09
15,06/02/2023 06:00:00,21.51,87.19,5.09
16,06/02/2023 07:00:00,21.39,87.11,5.09
17,06/02/2023 08:00:00,21.27,87.00,5.09
18,06/02/2023 09:00:00,21.34,88.03,5.07
19,06/02/2023 10:00:00,21.51,81.10,5.20
20,06/02/2023 11:00:00,21.60,81.27,5.19
21,06/02/2023 12:00:00,21.82,83.86,5.15
22,06/02/2023 13:00:00,22.13,84.61,5.14
23,06/02/2023 14:00:00,22.51,85.57,5.12
24,06/02/2023 15:00:00,23.02,84.27,5.15
25,06/02/2023 16:00:00,23.30,84.77,5.14
26,06/02/2023 17:00:00,23.45,85.64,5.13
27,06/02/2023 18:00:00,23.45,86.83,5.11
28,06/02/2023 19:00:00,23.33,85.94,5.12
29,06/02/2023 20:00:00,23.23,85.72,5.13
30,06/02/2023 21:00:00,23.04,86.96,5.10
31,06/02/2023 22:00:00,22.82,91.02,5.03
32,06/02/2023 23:00:00,22.66,89.25,5.06
33,06/03/2023 00:00:00,22.49,91.92,5.02
34,06/03/2023 01:00:00,22.32,92.69,5.00
35,06/03/2023 02:00:00,22.11,74.19,5.32
36,06/03/2023 03:00:00,21.89,85.88,5.12
37,06/03/2023 04:00:00,21.68,85.55,5.12
38,06/03/2023 05:00:00,21.49,85.22,5.12
39,06/03/2023 06:00:00,21.34,80.36,5.21
40,06/03/2023 07:00:00,21.20,81.72,5.18
41,06/03/2023 08:00:00,21.15,80.17,5.21
42,06/03/2023 09:00:00,21.15,82.89,5.16
43,06/03/2023 10:00:00,21.25,76.24,5.28
44,06/03/2023 11:00:00,21.34,75.11,5.30
45,06/03/2023 12:00:00,21.56,78.35,5.24
46,06/03/2023 13:00:00,21.84,80.33,5.21
47,06/03/2023 14:00:00,22.20,80.60,5.21
48,06/03/2023 15:00:00,22.56,79.08,5.24
49,06/03/2023 16:00:00,22.78,79.05,5.24
50,06/03/2023 17:00:00,22.90,79.74,5.23
51,06/03/2023 18:00:00,23.09,81.52,5.20
52,06/03/2023 19:00:00,23.14,82.16,5.19
53,06/03/2023 20:00:00,23.16,83.38,5.17
54,06/03/2023 21:00:00,23.14,83.07,5.17
55,06/03/2023 22:00:00,23.04,81.38,5.20
56,06/03/2023 23:00:00,22.90,80.96,5.21
57,06/04/2023 00:00:00,22.70,84.07,5.15
58,06/04/2023 01:00:00,22.47,85.75,5.12
59,06/04/2023 02:00:00,22.27,85.49,5.12
60,06/04/2023 03:00:00,22.11,86.60,5.10
61,06/04/2023 04:00:00,21.96,81.58,5.19
