"Plot Title: Brad3_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20358767, SEN S/N: 20358767)","Temp, °F (LGR S/N: 20358767, SEN S/N: 20358767)"
1,09/13/23 12:00:00 PM,7.25,97.56
2,09/13/23 01:00:00 PM,0.21,77.72
3,09/13/23 02:00:00 PM,0.20,77.90
4,09/13/23 03:00:00 PM,0.20,78.12
5,09/13/23 04:00:00 PM,0.19,78.51
6,09/13/23 05:00:00 PM,0.18,78.80
7,09/13/23 06:00:00 PM,0.18,78.94
8,09/13/23 07:00:00 PM,0.18,79.12
9,09/13/23 08:00:00 PM,0.18,79.23
10,09/13/23 09:00:00 PM,0.17,79.30
11,09/13/23 10:00:00 PM,0.15,79.41
12,09/13/23 11:00:00 PM,0.16,79.45
13,09/14/23 12:00:00 AM,0.13,79.41
14,09/14/23 01:00:00 AM,0.15,79.27
15,09/14/23 02:00:00 AM,0.13,79.05
16,09/14/23 03:00:00 AM,0.13,78.76
17,09/14/23 04:00:00 AM,0.12,78.40
18,09/14/23 05:00:00 AM,0.11,78.08
19,09/14/23 06:00:00 AM,0.10,77.76
20,09/14/23 07:00:00 AM,0.10,77.43
21,09/14/23 08:00:00 AM,0.08,77.22
22,09/14/23 09:00:00 AM,0.07,77.22
23,09/14/23 10:00:00 AM,0.07,77.43
24,09/14/23 11:00:00 AM,0.07,77.79
25,09/14/23 12:00:00 PM,0.03,78.30
26,09/14/23 01:00:00 PM,0.03,78.80
27,09/14/23 02:00:00 PM,0.03,79.09
28,09/14/23 03:00:00 PM,0.02,79.34
29,09/14/23 04:00:00 PM,0.02,79.48
30,09/14/23 05:00:00 PM,0.00,79.63
31,09/14/23 06:00:00 PM,0.00,79.52
32,09/14/23 07:00:00 PM,-0.01,79.41
33,09/14/23 08:00:00 PM,-0.01,79.30
34,09/14/23 09:00:00 PM,-0.01,79.23
35,09/14/23 10:00:00 PM,-0.02,79.23
36,09/14/23 11:00:00 PM,-0.02,79.23
37,09/15/23 12:00:00 AM,-0.02,79.20
38,09/15/23 01:00:00 AM,-0.02,79.09
