Date,FDOM
2023-01-12T15:00:00Z,79.19805
2023-01-12T16:00:00Z,78.45645
2023-01-12T17:00:00Z,78.15848
2023-01-12T18:00:00Z,78.64211
2023-01-12T19:00:00Z,78.6951
2023-01-12T20:00:00Z,78.38507
2023-01-12T21:00:00Z,78.81342
2023-01-12T22:00:00Z,78.93342
2023-01-12T23:00:00Z,78.40383
2023-01-13T00:00:00Z,78.35216
2023-01-13T01:00:00Z,79.15872
2023-01-13T02:00:00Z,79.26546
2023-01-13T03:00:00Z,79.79562
2023-01-13T04:00:00Z,79.69941
2023-01-13T05:00:00Z,80.28642
2023-01-13T06:00:00Z,80.28645
2023-01-13T07:00:00Z,80.28645
2023-01-13T08:00:00Z,79.97148
2023-01-13T09:00:00Z,79.65348
2023-01-13T10:00:00Z,79.7035
2023-01-13T11:00:00Z,80.07437
2023-01-13T12:00:00Z,80.92754
2023-01-13T13:00:00Z,80.76232
2023-01-13T14:00:00Z,80.2085
2023-01-13T15:00:00Z,79.34575
2023-01-13T16:00:00Z,77.95334
2023-01-13T17:00:00Z,77.38228
2023-01-13T18:00:00Z,77.28005
2023-01-13T19:00:00Z,77.5556
2023-01-13T20:00:00Z,78.03278
2023-01-13T21:00:00Z,78.41609
2023-01-13T22:00:00Z,77.94006
2023-01-13T23:00:00Z,77.42254
2023-01-14T00:00:00Z,77.84729
2023-01-14T01:00:00Z,79.12232
2023-01-14T02:00:00Z,78.90891
2023-01-14T03:00:00Z,79.7078
2023-01-14T04:00:00Z,79.9856
2023-01-14T05:00:00Z,80.04845
2023-01-14T06:00:00Z,79.7303
2023-01-14T07:00:00Z,80.63371
2023-01-14T08:00:00Z,80.6443
2023-01-14T09:00:00Z,81.3885
2023-01-14T10:00:00Z,81.33545
2023-01-14T11:00:00Z,81.86597
2023-01-14T12:00:00Z,82.07818
2023-01-14T13:00:00Z,81.72267
2023-01-14T14:00:00Z,80.85519
2023-01-14T15:00:00Z,79.55836
2023-01-14T16:00:00Z,78.16528
2023-01-14T17:00:00Z,77.47638
2023-01-14T18:00:00Z,76.99947
2023-01-14T19:00:00Z,77.05896
2023-01-14T20:00:00Z,77.59551
2023-01-14T21:00:00Z,77.97939
2023-01-14T22:00:00Z,69.92867
2023-01-14T23:00:00Z,69.35143
2023-01-15T00:00:00Z,65.06539
2023-01-15T01:00:00Z,71.43124
2023-01-15T02:00:00Z,2.966053
2023-01-15T03:00:00Z,77.84871
2023-01-15T04:00:00Z,52.55659
2023-01-15T05:00:00Z,52.4071
2023-01-15T06:00:00Z,52.09472
2023-01-15T07:00:00Z,52.25393
2023-01-15T08:00:00Z,52.04176
2023-01-15T09:00:00Z,50.40097
2023-01-15T10:00:00Z,52.68465
2023-01-15T11:00:00Z,52.73902
2023-01-15T12:00:00Z,52.73155
2023-01-15T13:00:00Z,52.50159
2023-01-15T14:00:00Z,52.15911
2023-01-15T15:00:00Z,51.29665
2023-01-15T16:00:00Z,50.43023
2023-01-15T17:00:00Z,49.37528
2023-01-15T18:00:00Z,49.69312
2023-01-15T19:00:00Z,48.89922
2023-01-15T20:00:00Z,49.81539
2023-01-15T21:00:00Z,50.18695
2023-01-15T22:00:00Z,53.58498
2023-01-15T23:00:00Z,51.5214
