#,Date,DO,T
1,10/12/2022 8:00,8.45,78.3
2,10/12/2022 8:15,8.45,78.26
3,10/12/2022 8:30,8.46,78.26
4,10/12/2022 8:45,8.45,78.26
5,10/12/2022 9:00,8.44,78.22
6,10/12/2022 9:15,8.45,77.97
7,10/12/2022 9:30,8.46,77.61
8,10/12/2022 9:45,8.43,77.29
9,10/12/2022 10:00,8.45,77.4
10,10/12/2022 10:15,8.44,77.65
11,10/12/2022 10:30,8.45,78.04
12,10/12/2022 10:45,8.42,78.48
13,10/12/2022 11:00,8.38,78.98
14,10/12/2022 11:15,8.35,79.74
15,10/12/2022 11:30,8.26,80.49
16,10/12/2022 11:45,8.22,81.03
17,10/12/2022 12:00,8.16,81.64
18,10/12/2022 12:15,8.13,82.33
19,10/12/2022 12:30,8.06,82.94
20,10/12/2022 12:45,8.03,83.3
21,10/12/2022 13:00,1.04,78.69
22,10/12/2022 13:15,8.69,74.48
23,10/12/2022 13:30,8.2,78.98
24,10/12/2022 13:45,8.05,81.61
25,10/12/2022 14:00,7.9,83.44
26,10/12/2022 14:15,7.87,84.2
27,10/12/2022 14:30,7.88,85.03
28,10/12/2022 14:45,7.8,85.71
29,10/12/2022 15:00,4.13,83.8
30,10/12/2022 15:15,4.2,81.07
31,10/12/2022 15:30,4.24,79.7
32,10/12/2022 15:45,4.3,79.2
33,10/12/2022 16:00,4.21,79.95
34,10/12/2022 16:15,4.2,80.46
35,10/12/2022 16:30,4.2,79.7
36,10/12/2022 16:45,4.26,78.66
37,10/12/2022 17:00,4.41,77.86
38,10/12/2022 17:15,4.35,77.32
39,10/12/2022 17:30,4.3,77.14
40,10/12/2022 17:45,4.32,77.04
41,10/12/2022 18:00,4.36,76.96
42,10/12/2022 18:15,4.25,76.71
43,10/12/2022 18:30,4.29,76.28
44,10/12/2022 18:45,4.25,75.92
45,10/12/2022 19:00,4.44,75.56
46,10/12/2022 19:15,4.33,75.2
47,10/12/2022 19:30,4.18,74.98
48,10/12/2022 19:45,4.3,74.84
49,10/12/2022 20:00,4.26,74.7
50,10/12/2022 20:15,4.38,74.62
51,10/12/2022 20:30,4.26,74.62
52,10/12/2022 20:45,4.15,74.77
53,10/12/2022 21:00,4.13,74.7
54,10/12/2022 21:15,4.16,74.44
55,10/12/2022 21:30,4.19,74.23
56,10/12/2022 21:45,4.19,74.01
57,10/12/2022 22:00,4.22,73.76
