"Plot Title: Bradford_6cond"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondLo)","Full Range, μS/cm (LGR S/N: 10757733, SEN S/N: 10757733, LBL: CondHi)","Temp, °F (LGR S/N: 10757733, SEN S/N: 10757733, LBL: Temp)"
1,01/27/23 03:00:00 PM,77.5,68.5,60.46
2,01/27/23 03:15:00 PM,77.6,68.5,60.44
3,01/27/23 03:30:00 PM,77.7,68.5,60.53
4,01/27/23 03:45:00 PM,77.4,68.1,60.13
5,01/27/23 04:00:00 PM,77.5,68.5,60.17
6,01/27/23 04:15:00 PM,77.2,67.7,59.92
7,01/27/23 04:30:00 PM,77.1,67.7,59.81
8,01/27/23 04:45:00 PM,77.1,67.4,59.67
9,01/27/23 05:00:00 PM,76.7,67.4,59.45
10,01/27/23 05:15:00 PM,76.6,67.0,59.36
11,01/27/23 05:30:00 PM,76.4,67.0,59.11
12,01/27/23 05:45:00 PM,76.2,66.3,58.89
13,01/27/23 06:00:00 PM,76.0,66.3,58.62
14,01/27/23 06:15:00 PM,75.5,65.6,58.26
15,01/27/23 06:30:00 PM,75.3,65.6,58.06
16,01/27/23 06:45:00 PM,75.1,65.2,57.67
17,01/27/23 07:00:00 PM,75.0,64.5,57.56
18,01/27/23 07:15:00 PM,74.6,63.8,57.15
19,01/27/23 07:30:00 PM,74.2,63.4,56.80
20,01/27/23 07:45:00 PM,74.2,63.1,56.61
21,01/27/23 08:00:00 PM,73.9,62.7,56.34
22,01/27/23 08:15:00 PM,73.8,62.7,56.21
23,01/27/23 08:30:00 PM,73.4,62.4,55.81
24,01/27/23 08:45:00 PM,73.2,61.6,55.58
25,01/27/23 09:00:00 PM,73.0,61.6,55.33
26,01/27/23 09:15:00 PM,72.8,61.3,55.11
27,01/27/23 09:30:00 PM,72.5,60.9,54.81
28,01/27/23 09:45:00 PM,72.3,60.6,54.61
29,01/27/23 10:00:00 PM,72.1,59.8,54.41
30,01/27/23 10:15:00 PM,71.9,59.5,54.16
31,01/27/23 10:30:00 PM,71.6,59.1,53.82
32,01/27/23 10:45:00 PM,71.5,58.7,53.76
33,01/27/23 11:00:00 PM,71.3,58.4,53.53
34,01/27/23 11:15:00 PM,71.1,58.4,53.35
35,01/27/23 11:30:00 PM,70.9,58.0,53.13
36,01/27/23 11:45:00 PM,70.7,57.7,52.88
37,01/28/23 12:00:00 AM,70.6,57.3,52.86
38,01/28/23 12:15:00 AM,70.5,57.3,52.63
39,01/28/23 12:30:00 AM,70.2,57.3,52.50
40,01/28/23 12:45:00 AM,70.1,56.9,52.41
41,01/28/23 01:00:00 AM,69.9,56.9,52.23
42,01/28/23 01:15:00 AM,69.8,57.0,52.03
43,01/28/23 01:30:00 AM,69.7,56.2,51.93
44,01/28/23 01:45:00 AM,69.5,56.2,51.71
45,01/28/23 02:00:00 AM,69.5,56.2,51.71
46,01/28/23 02:15:00 AM,69.3,55.9,51.53
47,01/28/23 02:30:00 AM,69.0,55.9,51.28
48,01/28/23 02:45:00 AM,69.0,55.5,51.22
49,01/28/23 03:00:00 AM,68.8,55.5,50.97
50,01/28/23 03:15:00 AM,68.8,55.5,51.04
51,01/28/23 03:30:00 AM,68.8,55.1,50.99
52,01/28/23 03:45:00 AM,68.6,54.8,50.85
53,01/28/23 04:00:00 AM,68.6,54.8,50.76
54,01/28/23 04:15:00 AM,68.3,54.4,50.58
55,01/28/23 04:30:00 AM,68.5,54.8,50.67
56,01/28/23 04:45:00 AM,68.4,54.4,50.54
57,01/28/23 05:00:00 AM,68.2,54.4,50.38
58,01/28/23 05:15:00 AM,68.1,54.1,50.29
59,01/28/23 05:30:00 AM,68.2,54.1,50.38
60,01/28/23 05:45:00 AM,68.1,54.4,50.22
61,01/28/23 06:00:00 AM,68.1,54.1,50.22
62,01/28/23 06:15:00 AM,68.1,54.1,50.20
63,01/28/23 06:30:00 AM,67.9,54.1,50.02
64,01/28/23 06:45:00 AM,67.8,54.1,49.96
65,01/28/23 07:00:00 AM,67.9,54.1,49.98
66,01/28/23 07:15:00 AM,67.8,53.7,49.95
67,01/28/23 07:30:00 AM,67.8,53.3,49.95
68,01/28/23 07:45:00 AM,67.7,53.7,49.80
69,01/28/23 08:00:00 AM,67.5,53.3,49.75
70,01/28/23 08:15:00 AM,67.7,53.0,49.87
71,01/28/23 08:30:00 AM,67.5,53.7,49.86
72,01/28/23 08:45:00 AM,67.6,53.3,49.86
73,01/28/23 09:00:00 AM,67.7,53.7,49.95
74,01/28/23 09:15:00 AM,67.9,53.7,50.11
75,01/28/23 09:30:00 AM,67.9,53.7,50.25
76,01/28/23 09:45:00 AM,68.1,54.4,50.43
77,01/28/23 10:00:00 AM,68.3,54.4,50.65
78,01/28/23 10:15:00 AM,68.4,54.4,50.94
79,01/28/23 10:30:00 AM,68.7,54.8,51.21
80,01/28/23 10:45:00 AM,69.0,55.1,51.40
81,01/28/23 11:00:00 AM,69.4,55.9,51.85
82,01/28/23 11:15:00 AM,69.7,56.2,52.25
83,01/28/23 11:30:00 AM,70.2,56.9,52.79
84,01/28/23 11:45:00 AM,70.7,57.3,53.26
85,01/28/23 12:00:00 PM,71.2,58.4,53.82
86,01/28/23 12:15:00 PM,71.6,58.7,54.32
87,01/28/23 12:30:00 PM,72.2,59.8,54.99
88,01/28/23 12:45:00 PM,72.9,61.3,55.72
89,01/28/23 01:00:00 PM,73.8,62.3,56.59
90,01/28/23 01:15:00 PM,74.6,63.4,57.47
91,01/28/23 01:30:00 PM,75.3,64.9,58.17
92,01/28/23 01:45:00 PM,76.1,65.9,59.13
93,01/28/23 02:00:00 PM,76.5,66.6,59.50
94,01/28/23 02:15:00 PM,76.8,67.0,59.77
95,01/28/23 02:30:00 PM,77.0,67.4,60.04
96,01/28/23 02:45:00 PM,77.3,67.7,60.30
97,01/28/23 03:00:00 PM,77.4,68.1,60.51
98,01/28/23 03:15:00 PM,77.6,68.1,60.53
99,01/28/23 03:30:00 PM,77.7,68.4,60.71
100,01/28/23 03:45:00 PM,77.7,68.4,60.71
101,01/28/23 04:00:00 PM,77.7,68.4,60.62
102,01/28/23 04:15:00 PM,77.7,68.4,60.57
103,01/28/23 04:30:00 PM,77.6,68.1,60.46
104,01/28/23 04:45:00 PM,77.6,68.1,60.46
105,01/28/23 05:00:00 PM,77.5,68.1,60.30
106,01/28/23 05:15:00 PM,77.4,68.1,60.21
