Date,FDOM
2023-01-26T12:00:00Z,14.20502
2023-01-26T13:00:00Z,13.99352
2023-01-26T14:00:00Z,13.78762
2023-01-26T15:00:00Z,13.74341
2023-01-26T16:00:00Z,13.72708
2023-01-26T17:00:00Z,13.798
2023-01-26T18:00:00Z,13.90858
2023-01-26T19:00:00Z,14.00256
2023-01-26T20:00:00Z,13.99355
2023-01-26T21:00:00Z,14.06659
2023-01-26T22:00:00Z,14.07349
2023-01-26T23:00:00Z,14.10336
2023-01-27T00:00:00Z,14.12096
2023-01-27T01:00:00Z,14.11442
2023-01-27T02:00:00Z,14.11864
2023-01-27T03:00:00Z,14.08914
2023-01-27T04:00:00Z,14.13752
2023-01-27T05:00:00Z,14.05888
2023-01-27T06:00:00Z,14.04731
2023-01-27T07:00:00Z,14.03119
2023-01-27T08:00:00Z,13.99897
2023-01-27T09:00:00Z,13.99091
2023-01-27T10:00:00Z,13.79702
2023-01-27T11:00:00Z,13.42077
2023-01-27T12:00:00Z,12.99587
2023-01-27T13:00:00Z,12.83229
2023-01-27T14:00:00Z,12.67381
2023-01-27T15:00:00Z,12.67931
2023-01-27T16:00:00Z,12.71794
2023-01-27T17:00:00Z,12.78533
2023-01-27T18:00:00Z,12.86695
2023-01-27T19:00:00Z,12.95373
2023-01-27T20:00:00Z,13.12094
2023-01-27T21:00:00Z,13.17297
2023-01-27T22:00:00Z,13.24625
2023-01-27T23:00:00Z,13.37341
2023-01-28T00:00:00Z,13.43866
2023-01-28T01:00:00Z,13.27974
2023-01-28T02:00:00Z,13.2999
2023-01-28T03:00:00Z,13.39078
2023-01-28T04:00:00Z,13.47939
2023-01-28T05:00:00Z,13.52369
2023-01-28T06:00:00Z,13.53978
2023-01-28T07:00:00Z,13.58408
2023-01-28T08:00:00Z,13.66061
2023-01-28T09:00:00Z,13.65659
2023-01-28T10:00:00Z,13.37893
2023-01-28T11:00:00Z,13.09723
2023-01-28T12:00:00Z,12.67882
2023-01-28T13:00:00Z,12.36806
2023-01-28T14:00:00Z,12.30804
2023-01-28T15:00:00Z,12.29953
2023-01-28T16:00:00Z,12.40822
2023-01-28T17:00:00Z,12.49676
2023-01-28T18:00:00Z,12.60763
2023-01-28T19:00:00Z,12.63752
2023-01-28T20:00:00Z,12.6617
2023-01-28T21:00:00Z,12.38431
2023-01-28T22:00:00Z,12.63375
2023-01-28T23:00:00Z,12.66191
2023-01-29T00:00:00Z,12.638
2023-01-29T01:00:00Z,12.41862
