Date,SpC
2023-01-01T17:30:00Z,325.8
2023-01-01T17:45:00Z,325.5
2023-01-01T18:00:00Z,325.1
2023-01-01T18:15:00Z,324.3
2023-01-01T18:30:00Z,324.3
2023-01-01T18:45:00Z,323.6
2023-01-01T19:00:00Z,323.2
2023-01-01T19:15:00Z,322
2023-01-01T19:30:00Z,322
2023-01-01T19:45:00Z,321.3
2023-01-01T20:00:00Z,320.5
2023-01-01T20:15:00Z,320.1
2023-01-01T20:30:00Z,319.3
2023-01-01T20:45:00Z,319
2023-01-01T21:00:00Z,318.2
2023-01-01T21:15:00Z,317.8
2023-01-01T21:30:00Z,317.4
2023-01-01T21:45:00Z,317
2023-01-01T22:00:00Z,316.7
2023-01-01T22:15:00Z,315.9
2023-01-01T22:30:00Z,315.5
2023-01-01T22:45:00Z,315.1
2023-01-01T23:00:00Z,315.5
2023-01-01T23:15:00Z,315.1
2023-01-01T23:30:00Z,314.3
2023-01-01T23:45:00Z,314
2023-01-02T00:00:00Z,313.2
2023-01-02T00:15:00Z,313.2
2023-01-02T00:30:00Z,312.8
2023-01-02T00:45:00Z,312.4
2023-01-02T01:00:00Z,311.6
2023-01-02T01:15:00Z,311.6
2023-01-02T01:30:00Z,310.8
2023-01-02T01:45:00Z,310.9
2023-01-02T02:00:00Z,310.1
2023-01-02T02:15:00Z,310.1
2023-01-02T02:30:00Z,309.7
2023-01-02T02:45:00Z,309.7
2023-01-02T03:00:00Z,309.3
2023-01-02T03:15:00Z,308.9
2023-01-02T03:30:00Z,308.5
2023-01-02T03:45:00Z,308.2
2023-01-02T04:00:00Z,307.8
2023-01-02T04:15:00Z,307.8
2023-01-02T04:30:00Z,308.2
2023-01-02T04:45:00Z,307.8
2023-01-02T05:00:00Z,307.8
2023-01-02T05:15:00Z,307.8
2023-01-02T05:30:00Z,307.8
2023-01-02T05:45:00Z,307.4
2023-01-02T06:00:00Z,307.8
2023-01-02T06:15:00Z,307.4
2023-01-02T06:30:00Z,308.2
2023-01-02T06:45:00Z,307.4
2023-01-02T07:00:00Z,307.4
2023-01-02T07:15:00Z,307.4
2023-01-02T07:30:00Z,306.6
2023-01-02T07:45:00Z,307
2023-01-02T08:00:00Z,307
2023-01-02T08:15:00Z,307
2023-01-02T08:30:00Z,307
2023-01-02T08:45:00Z,307
2023-01-02T09:00:00Z,306.2
2023-01-02T09:15:00Z,306.6
2023-01-02T09:30:00Z,307.4
2023-01-02T09:45:00Z,307.8
2023-01-02T10:00:00Z,307.8
2023-01-02T10:15:00Z,308.6
2023-01-02T10:30:00Z,308.5
2023-01-02T10:45:00Z,309.7
2023-01-02T11:00:00Z,310.5
2023-01-02T11:15:00Z,312.8
2023-01-02T11:30:00Z,312.8
2023-01-02T11:45:00Z,315.9
2023-01-02T12:00:00Z,317.8
2023-01-02T12:15:00Z,317.4
2023-01-02T12:30:00Z,319
2023-01-02T12:45:00Z,320.5
2023-01-02T13:00:00Z,321.3
2023-01-02T13:15:00Z,322.4
2023-01-02T13:30:00Z,324.3
2023-01-02T13:45:00Z,325.9
2023-01-02T14:00:00Z,326.2
2023-01-02T14:15:00Z,327.8
2023-01-02T14:30:00Z,328.6
2023-01-02T14:45:00Z,329.7
2023-01-02T15:00:00Z,329.7
2023-01-02T15:15:00Z,329.7
2023-01-02T15:30:00Z,330.1
2023-01-02T15:45:00Z,330.9
2023-01-02T16:00:00Z,330.5
2023-01-02T16:15:00Z,330.1
2023-01-02T16:30:00Z,330.1
2023-01-02T16:45:00Z,330.1
2023-01-02T17:00:00Z,329.7
2023-01-02T17:15:00Z,330.1
2023-01-02T17:30:00Z,329.7
2023-01-02T17:45:00Z,329.3
2023-01-02T18:00:00Z,328.6
2023-01-02T18:15:00Z,328.2
2023-01-02T18:30:00Z,327.8
2023-01-02T18:45:00Z,327.4
2023-01-02T19:00:00Z,326.3
2023-01-02T19:15:00Z,325.9
2023-01-02T19:30:00Z,325.5
2023-01-02T19:45:00Z,324.3
2023-01-02T20:00:00Z,324.4
2023-01-02T20:15:00Z,323.6
2023-01-02T20:30:00Z,323.2
2023-01-02T20:45:00Z,322
2023-01-02T21:00:00Z,322.1
2023-01-02T21:15:00Z,321.7
2023-01-02T21:30:00Z,321.3
2023-01-02T21:45:00Z,320.9
2023-01-02T22:00:00Z,320.1
2023-01-02T22:15:00Z,319.7
2023-01-02T22:30:00Z,319.3
2023-01-02T22:45:00Z,319
2023-01-02T23:00:00Z,319
2023-01-02T23:15:00Z,318.2
2023-01-02T23:30:00Z,318.2
2023-01-02T23:45:00Z,317.4
2023-01-03T00:00:00Z,317
2023-01-03T00:15:00Z,317
2023-01-03T00:30:00Z,317
2023-01-03T00:45:00Z,317
2023-01-03T01:00:00Z,317
2023-01-03T01:15:00Z,317
2023-01-03T01:30:00Z,317
2023-01-03T01:45:00Z,317
2023-01-03T02:00:00Z,317
2023-01-03T02:15:00Z,317.4
2023-01-03T02:30:00Z,317.4
2023-01-03T02:45:00Z,317.4
2023-01-03T03:00:00Z,317.4
2023-01-03T03:15:00Z,317.4
2023-01-03T03:30:00Z,317
2023-01-03T03:45:00Z,317.4
2023-01-03T04:00:00Z,317
2023-01-03T04:15:00Z,317
2023-01-03T04:30:00Z,317
2023-01-03T04:45:00Z,317.1
2023-01-03T05:00:00Z,316.7
2023-01-03T05:15:00Z,316.7
2023-01-03T05:30:00Z,316.7
2023-01-03T05:45:00Z,316.7
2023-01-03T06:00:00Z,315.9
2023-01-03T06:15:00Z,315.9
2023-01-03T06:30:00Z,315.5
2023-01-03T06:45:00Z,315.1
2023-01-03T07:00:00Z,314.8
2023-01-03T07:15:00Z,314.4
2023-01-03T07:30:00Z,314
2023-01-03T07:45:00Z,313.6
2023-01-03T08:00:00Z,313.2
2023-01-03T08:15:00Z,312.8
2023-01-03T08:30:00Z,312.5
2023-01-03T08:45:00Z,312.5
2023-01-03T09:00:00Z,312.1
2023-01-03T09:15:00Z,312.5
2023-01-03T09:30:00Z,312.5
2023-01-03T09:45:00Z,312.9
2023-01-03T10:00:00Z,313.6
2023-01-03T10:15:00Z,314.8
2023-01-03T10:30:00Z,315.9
2023-01-03T10:45:00Z,317.1
2023-01-03T11:00:00Z,318.7
2023-01-03T11:15:00Z,321
2023-01-03T11:30:00Z,321
2023-01-03T11:45:00Z,323.6
2023-01-03T12:00:00Z,325.6
2023-01-03T12:15:00Z,326
2023-01-03T12:30:00Z,327.9
2023-01-03T12:45:00Z,329.8
2023-01-03T13:00:00Z,331
2023-01-03T13:15:00Z,332.1
2023-01-03T13:30:00Z,334.1
2023-01-03T13:45:00Z,334.8
2023-01-03T14:00:00Z,336
2023-01-03T14:15:00Z,336.7
2023-01-03T14:30:00Z,337.1
2023-01-03T14:45:00Z,337.1
2023-01-03T15:00:00Z,338.3
2023-01-03T15:15:00Z,339
2023-01-03T15:30:00Z,339.1
2023-01-03T15:45:00Z,339.8
2023-01-03T16:00:00Z,339.4
2023-01-03T16:15:00Z,339.8
2023-01-03T16:30:00Z,339
2023-01-03T16:45:00Z,339
2023-01-03T17:00:00Z,339.1
2023-01-03T17:15:00Z,339.1
2023-01-03T17:30:00Z,338.7
2023-01-03T17:45:00Z,338.7
2023-01-03T18:00:00Z,338.3
2023-01-03T18:15:00Z,337.9
2023-01-03T18:30:00Z,337.2
2023-01-03T18:45:00Z,336.4
2023-01-03T19:00:00Z,335.2
2023-01-03T19:15:00Z,334.8
2023-01-03T19:30:00Z,334.1
2023-01-03T19:45:00Z,333.3
2023-01-03T20:00:00Z,332.9
2023-01-03T20:15:00Z,332.1
2023-01-03T20:30:00Z,331.8
2023-01-03T20:45:00Z,331.4
2023-01-03T21:00:00Z,330.6
2023-01-03T21:15:00Z,329.8
2023-01-03T21:30:00Z,329.5
2023-01-03T21:45:00Z,328.7
2023-01-03T22:00:00Z,328.3
2023-01-03T22:15:00Z,327.9
2023-01-03T22:30:00Z,326.7
2023-01-03T22:45:00Z,326.7
2023-01-03T23:00:00Z,326.4
2023-01-03T23:15:00Z,326
2023-01-03T23:30:00Z,325.6
2023-01-03T23:45:00Z,325.6
2023-01-04T00:00:00Z,325.6
2023-01-04T00:15:00Z,325.2
2023-01-04T00:30:00Z,324.4
2023-01-04T00:45:00Z,324
2023-01-04T01:00:00Z,323.6
2023-01-04T01:15:00Z,323.7
2023-01-04T01:30:00Z,323.3
2023-01-04T01:45:00Z,323.3
2023-01-04T02:00:00Z,322.9
2023-01-04T02:15:00Z,323.3
2023-01-04T02:30:00Z,322.9
2023-01-04T02:45:00Z,322.9
2023-01-04T03:00:00Z,322.5
2023-01-04T03:15:00Z,322.5
2023-01-04T03:30:00Z,322.5
2023-01-04T03:45:00Z,322.1
2023-01-04T04:00:00Z,322.1
2023-01-04T04:15:00Z,322.1
2023-01-04T04:30:00Z,322.1
2023-01-04T04:45:00Z,322.1
2023-01-04T05:00:00Z,322.1
2023-01-04T05:15:00Z,322.1
2023-01-04T05:30:00Z,322.1
2023-01-04T05:45:00Z,322.1
2023-01-04T06:00:00Z,322.5
2023-01-04T06:15:00Z,322.1
2023-01-04T06:30:00Z,322.1
2023-01-04T06:45:00Z,322.1
2023-01-04T07:00:00Z,322.5
2023-01-04T07:15:00Z,322.5
2023-01-04T07:30:00Z,322.5
2023-01-04T07:45:00Z,322.1
2023-01-04T08:00:00Z,322.1
2023-01-04T08:15:00Z,322.1
2023-01-04T08:30:00Z,321.7
2023-01-04T08:45:00Z,322.1
2023-01-04T09:00:00Z,321.7
2023-01-04T09:15:00Z,322.1
2023-01-04T09:30:00Z,323.3
2023-01-04T09:45:00Z,323.3
2023-01-04T10:00:00Z,324
2023-01-04T10:15:00Z,324.4
2023-01-04T10:30:00Z,325.6
2023-01-04T10:45:00Z,326.7
2023-01-04T11:00:00Z,327.9
2023-01-04T11:15:00Z,328.7
2023-01-04T11:30:00Z,329.8
2023-01-04T11:45:00Z,331
2023-01-04T12:00:00Z,332.5
2023-01-04T12:15:00Z,333.3
2023-01-04T12:30:00Z,334.4
2023-01-04T12:45:00Z,336.7
2023-01-04T13:00:00Z,336.7
2023-01-04T13:15:00Z,337.1
2023-01-04T13:30:00Z,337.9
2023-01-04T13:45:00Z,339
2023-01-04T14:00:00Z,340.2
2023-01-04T14:15:00Z,340.6
2023-01-04T14:30:00Z,341
2023-01-04T14:45:00Z,341.4
2023-01-04T15:00:00Z,342.1
2023-01-04T15:15:00Z,342.5
2023-01-04T15:30:00Z,342.5
2023-01-04T15:45:00Z,342.5
2023-01-04T16:00:00Z,342.5
2023-01-04T16:15:00Z,342.5
2023-01-04T16:30:00Z,342.1
2023-01-04T16:45:00Z,322.9
2023-01-04T17:00:00Z,296.9
2023-01-04T17:15:00Z,316.6
2023-01-04T17:30:00Z,304.6
2023-01-04T17:45:00Z,257
2023-01-04T18:00:00Z,245
2023-01-04T18:15:00Z,257
2023-01-04T18:30:00Z,274.2
2023-01-04T18:45:00Z,285.5
2023-01-04T19:00:00Z,291.5
2023-01-04T19:15:00Z,294.7
2023-01-04T19:30:00Z,296.4
2023-01-04T19:45:00Z,299.6
2023-01-04T20:00:00Z,301.6
2023-01-04T20:15:00Z,302.5
2023-01-04T20:30:00Z,304.1
2023-01-04T20:45:00Z,304.5
2023-01-04T21:00:00Z,306.5
2023-01-04T21:15:00Z,308.1
2023-01-04T21:30:00Z,306.9
2023-01-04T21:45:00Z,304.9
2023-01-04T22:00:00Z,302.5
2023-01-04T22:15:00Z,301.7
2023-01-04T22:30:00Z,300.5
2023-01-04T22:45:00Z,300.5
2023-01-04T23:00:00Z,300.5
2023-01-04T23:15:00Z,300.5
2023-01-04T23:30:00Z,300.5
2023-01-04T23:45:00Z,300.5
2023-01-05T00:00:00Z,301.3
2023-01-05T00:15:00Z,302.2
2023-01-05T00:30:00Z,304.2
2023-01-05T00:45:00Z,306.2
2023-01-05T01:00:00Z,308.6
2023-01-05T01:15:00Z,311
2023-01-05T01:30:00Z,313.4
2023-01-05T01:45:00Z,315.4
2023-01-05T02:00:00Z,317.8
2023-01-05T02:15:00Z,319.5
2023-01-05T02:30:00Z,321.1
2023-01-05T02:45:00Z,322.3
2023-01-05T03:00:00Z,323.5
2023-01-05T03:15:00Z,324.3
2023-01-05T03:30:00Z,325.1
2023-01-05T03:45:00Z,325.5
2023-01-05T04:00:00Z,325.5
2023-01-05T04:15:00Z,325.9
2023-01-05T04:30:00Z,325.9
2023-01-05T04:45:00Z,325.9
2023-01-05T05:00:00Z,325.9
2023-01-05T05:15:00Z,325.9
2023-01-05T05:30:00Z,326.3
2023-01-05T05:45:00Z,326.3
2023-01-05T06:00:00Z,326.3
2023-01-05T06:15:00Z,326.3
2023-01-05T06:30:00Z,326.4
2023-01-05T06:45:00Z,326.4
2023-01-05T07:00:00Z,326.4
2023-01-05T07:15:00Z,325.6
2023-01-05T07:30:00Z,325.6
2023-01-05T07:45:00Z,325.2
2023-01-05T08:00:00Z,324.8
2023-01-05T08:15:00Z,324.5
2023-01-05T08:30:00Z,323.7
2023-01-05T08:45:00Z,322.9
2023-01-05T09:00:00Z,322.1
2023-01-05T09:15:00Z,321.3
2023-01-05T09:30:00Z,320.9
2023-01-05T09:45:00Z,320.1
2023-01-05T10:00:00Z,319.3
2023-01-05T10:15:00Z,318.9
2023-01-05T10:30:00Z,318.9
2023-01-05T10:45:00Z,318.4
2023-01-05T11:00:00Z,318.4
2023-01-05T11:15:00Z,318.4
2023-01-05T11:30:00Z,317.6
2023-01-05T11:45:00Z,317.9
2023-01-05T12:00:00Z,317.5
2023-01-05T12:15:00Z,317.1
2023-01-05T12:30:00Z,317.9
2023-01-05T12:45:00Z,317.8
2023-01-05T13:00:00Z,317.8
2023-01-05T13:15:00Z,319
2023-01-05T13:30:00Z,318.9
2023-01-05T13:45:00Z,319.3
2023-01-05T14:00:00Z,319.7
2023-01-05T14:15:00Z,320.1
2023-01-05T14:30:00Z,320.5
2023-01-05T14:45:00Z,320.9
2023-01-05T15:00:00Z,320.9
2023-01-05T15:15:00Z,321.3
2023-01-05T15:30:00Z,321.7
2023-01-05T15:45:00Z,321.7
2023-01-05T16:00:00Z,321.3
2023-01-05T16:15:00Z,321.3
2023-01-05T16:30:00Z,321.7
2023-01-05T16:45:00Z,321.7
2023-01-05T17:00:00Z,321.3
2023-01-05T17:15:00Z,321.3
2023-01-05T17:30:00Z,320.9
2023-01-05T17:45:00Z,320.9
2023-01-05T18:00:00Z,320.6
2023-01-05T18:15:00Z,319.8
2023-01-05T18:30:00Z,319.4
2023-01-05T18:45:00Z,318.6
2023-01-05T19:00:00Z,317.5
2023-01-05T19:15:00Z,316.7
2023-01-05T19:30:00Z,315.9
2023-01-05T19:45:00Z,315.5
2023-01-05T20:00:00Z,314.8
2023-01-05T20:15:00Z,313.2
2023-01-05T20:30:00Z,312.4
2023-01-05T20:45:00Z,311.2
2023-01-05T21:00:00Z,310.1
2023-01-05T21:15:00Z,308.9
2023-01-05T21:30:00Z,307.7
2023-01-05T21:45:00Z,306.5
2023-01-05T22:00:00Z,305.3
2023-01-05T22:15:00Z,304.2
2023-01-05T22:30:00Z,303.4
2023-01-05T22:45:00Z,301.8
2023-01-05T23:00:00Z,301
2023-01-05T23:15:00Z,299.4
2023-01-05T23:30:00Z,298.7
2023-01-05T23:45:00Z,297.5
2023-01-06T00:00:00Z,296.3
2023-01-06T00:15:00Z,295.1
2023-01-06T00:30:00Z,294
2023-01-06T00:45:00Z,293.2
2023-01-06T01:00:00Z,291.6
2023-01-06T01:15:00Z,290.8
2023-01-06T01:30:00Z,289.2
2023-01-06T01:45:00Z,288.1
2023-01-06T02:00:00Z,286.9
2023-01-06T02:15:00Z,286.1
2023-01-06T02:30:00Z,285.3
2023-01-06T02:45:00Z,284.5
2023-01-06T03:00:00Z,283.4
2023-01-06T03:30:00Z,281
2023-01-06T03:45:00Z,279.4
2023-01-06T04:00:00Z,279.4
2023-01-06T04:15:00Z,277.8
2023-01-06T04:30:00Z,277.5
2023-01-06T04:45:00Z,276.3
2023-01-06T05:00:00Z,275.5
2023-01-06T05:15:00Z,274.7
2023-01-06T05:30:00Z,273.9
2023-01-06T05:45:00Z,272.8
2023-01-06T06:00:00Z,272
2023-01-06T06:15:00Z,270.8
2023-01-06T06:30:00Z,270
2023-01-06T06:45:00Z,269.6
2023-01-06T07:00:00Z,268.4
2023-01-06T07:15:00Z,267.7
2023-01-06T07:30:00Z,266.9
2023-01-06T07:45:00Z,266.1
2023-01-06T08:00:00Z,265.3
2023-01-06T08:15:00Z,264.9
2023-01-06T08:30:00Z,264.1
2023-01-06T08:45:00Z,263.3
2023-01-06T09:00:00Z,262.9
2023-01-06T09:15:00Z,263
2023-01-06T09:30:00Z,262.1
2023-01-06T09:45:00Z,262.1
2023-01-06T10:00:00Z,261.7
2023-01-06T10:15:00Z,261.7
2023-01-06T10:30:00Z,261.3
2023-01-06T10:45:00Z,262.1
2023-01-06T11:00:00Z,262.1
2023-01-06T11:15:00Z,262.5
2023-01-06T11:30:00Z,262.8
2023-01-06T11:45:00Z,264
2023-01-06T12:00:00Z,264.4
2023-01-06T12:15:00Z,264.7
2023-01-06T12:30:00Z,265.1
2023-01-06T12:45:00Z,265.9
2023-01-06T13:00:00Z,267
2023-01-06T13:15:00Z,267.4
2023-01-06T13:30:00Z,268.6
2023-01-06T13:45:00Z,268.5
2023-01-06T14:00:00Z,269.3
2023-01-06T14:15:00Z,270.1
2023-01-06T14:30:00Z,270.9
2023-01-06T14:45:00Z,270.5
2023-01-06T15:00:00Z,270.8
2023-01-06T15:15:00Z,271.2
2023-01-06T15:30:00Z,271.2
2023-01-06T15:45:00Z,270.8
2023-01-06T16:00:00Z,270.4
2023-01-06T16:15:00Z,269.6
2023-01-06T16:30:00Z,269.6
2023-01-06T16:45:00Z,269.7
2023-01-06T17:00:00Z,268.5
2023-01-06T17:15:00Z,268.5
2023-01-06T17:30:00Z,267.7
2023-01-06T17:45:00Z,267.7
2023-01-06T18:00:00Z,266.9
2023-01-06T18:15:00Z,266.5
2023-01-06T18:30:00Z,265.3
2023-01-06T18:45:00Z,265
2023-01-06T19:00:00Z,264.2
2023-01-06T19:15:00Z,263
2023-01-06T19:30:00Z,262.6
2023-01-06T19:45:00Z,262.3
2023-01-06T20:00:00Z,261.1
2023-01-06T20:15:00Z,260.7
2023-01-06T20:30:00Z,259.9
2023-01-06T20:45:00Z,259.5
2023-01-06T21:00:00Z,258.8
2023-01-06T21:15:00Z,258
2023-01-06T21:30:00Z,257.6
2023-01-06T21:45:00Z,256.8
2023-01-06T22:00:00Z,255.7
2023-01-06T22:15:00Z,254.9
2023-01-06T22:30:00Z,254.5
2023-01-06T22:45:00Z,253.3
2023-01-06T23:00:00Z,253
2023-01-06T23:15:00Z,252.2
2023-01-06T23:30:00Z,251.4
2023-01-06T23:45:00Z,251
2023-01-07T00:00:00Z,250.6
2023-01-07T00:15:00Z,249.9
2023-01-07T00:30:00Z,249.5
2023-01-07T00:45:00Z,248.7
2023-01-07T01:00:00Z,248.3
2023-01-07T01:15:00Z,247.9
2023-01-07T01:30:00Z,247.6
2023-01-07T01:45:00Z,247.2
2023-01-07T02:00:00Z,246.4
2023-01-07T02:15:00Z,246
2023-01-07T02:30:00Z,245.6
2023-01-07T02:45:00Z,245.2
2023-01-07T03:00:00Z,244.9
2023-01-07T03:15:00Z,244.5
2023-01-07T03:30:00Z,244.1
2023-01-07T03:45:00Z,243.7
2023-01-07T04:00:00Z,243.3
2023-01-07T04:15:00Z,242.9
2023-01-07T04:30:00Z,242.6
2023-01-07T04:45:00Z,242.2
2023-01-07T05:00:00Z,241.8
2023-01-07T05:15:00Z,241.4
2023-01-07T05:30:00Z,241
2023-01-07T05:45:00Z,240.6
2023-01-07T06:00:00Z,240.2
2023-01-07T06:15:00Z,239.9
2023-01-07T06:30:00Z,239.5
2023-01-07T06:45:00Z,239.1
2023-01-07T07:00:00Z,238.7
2023-01-07T07:15:00Z,237.9
2023-01-07T07:30:00Z,237.9
2023-01-07T07:45:00Z,237.5
2023-01-07T08:00:00Z,237.1
2023-01-07T08:15:00Z,236.8
2023-01-07T08:30:00Z,236.8
2023-01-07T08:45:00Z,236
2023-01-07T09:00:00Z,235.6
2023-01-07T09:15:00Z,235.6
2023-01-07T09:30:00Z,235.6
2023-01-07T09:45:00Z,235.6
2023-01-07T10:00:00Z,236.4
2023-01-07T10:15:00Z,237.1
2023-01-07T10:30:00Z,237.5
2023-01-07T10:45:00Z,238.7
2023-01-07T11:00:00Z,239.9
2023-01-07T11:15:00Z,240.6
2023-01-07T11:30:00Z,241.8
2023-01-07T11:45:00Z,242.9
2023-01-07T12:00:00Z,244.5
2023-01-07T12:15:00Z,245.7
2023-01-07T12:30:00Z,246.8
2023-01-07T12:45:00Z,248
2023-01-07T13:00:00Z,249.5
2023-01-07T13:15:00Z,251.1
2023-01-07T13:30:00Z,252.6
2023-01-07T13:45:00Z,253.4
2023-01-07T14:00:00Z,254.9
2023-01-07T14:15:00Z,255.7
2023-01-07T14:30:00Z,256.5
2023-01-07T14:45:00Z,257.6
2023-01-07T15:00:00Z,258
2023-01-07T15:15:00Z,258.8
2023-01-07T15:30:00Z,259.6
2023-01-07T15:45:00Z,259.6
2023-01-07T16:00:00Z,259.6
2023-01-07T16:15:00Z,259.2
2023-01-07T16:30:00Z,259.2
2023-01-07T16:45:00Z,259.6
2023-01-07T17:00:00Z,259.6
2023-01-07T17:15:00Z,259.6
2023-01-07T17:30:00Z,259.6
2023-01-07T17:45:00Z,259.2
2023-01-07T18:00:00Z,258.8
2023-01-07T18:15:00Z,258.4
2023-01-07T18:30:00Z,258
2023-01-07T18:45:00Z,257.7
2023-01-07T19:00:00Z,257.3
2023-01-07T19:15:00Z,256.5
2023-01-07T19:30:00Z,255.7
2023-01-07T19:45:00Z,255.3
2023-01-07T20:00:00Z,255.3
2023-01-07T20:15:00Z,255
2023-01-07T20:30:00Z,253.4
2023-01-07T20:45:00Z,255
2023-01-07T21:00:00Z,253.8
2023-01-07T21:15:00Z,253.4
2023-01-07T21:30:00Z,252.6
2023-01-07T21:45:00Z,252.3
2023-01-07T22:00:00Z,251.9
2023-01-07T22:15:00Z,251.5
2023-01-07T22:30:00Z,251.1
2023-01-07T22:45:00Z,248.3
2023-01-07T23:00:00Z,248.3
2023-01-07T23:15:00Z,245.1
2023-01-07T23:30:00Z,243.5
2023-01-07T23:45:00Z,243.6
2023-01-08T00:00:00Z,250.4
2023-01-08T00:15:00Z,248.8
2023-01-08T00:30:00Z,242.4
2023-01-08T00:45:00Z,242
2023-01-08T01:00:00Z,246.9
2023-01-08T01:15:00Z,246.1
2023-01-08T01:30:00Z,242.5
2023-01-08T01:45:00Z,242.1
2023-01-08T02:00:00Z,244.5
2023-01-08T02:15:00Z,244.5
2023-01-08T02:30:00Z,244.9
2023-01-08T02:45:00Z,244.6
2023-01-08T03:00:00Z,244.2
2023-01-08T03:15:00Z,243.8
2023-01-08T03:30:00Z,243.8
2023-01-08T03:45:00Z,243.4
2023-01-08T04:00:00Z,242.6
2023-01-08T04:15:00Z,242.6
2023-01-08T04:30:00Z,242.2
2023-01-08T04:45:00Z,239
2023-01-08T05:00:00Z,238.6
2023-01-08T05:15:00Z,239.5
2023-01-08T05:30:00Z,241.1
2023-01-08T05:45:00Z,241.1
2023-01-08T06:00:00Z,240.7
2023-01-08T06:15:00Z,240.7
2023-01-08T06:30:00Z,240.3
2023-01-08T06:45:00Z,240
2023-01-08T07:00:00Z,240
2023-01-08T07:15:00Z,239.6
2023-01-08T07:30:00Z,239.2
2023-01-08T07:45:00Z,239.2
2023-01-08T08:00:00Z,239.2
2023-01-08T08:15:00Z,238.8
2023-01-08T08:30:00Z,238.4
2023-01-08T08:45:00Z,238.4
2023-01-08T09:00:00Z,238
2023-01-08T09:15:00Z,238
2023-01-08T09:30:00Z,238.8
2023-01-08T09:45:00Z,238.8
2023-01-08T10:00:00Z,239.6
2023-01-08T10:15:00Z,240
2023-01-08T10:30:00Z,241.2
2023-01-08T10:45:00Z,242.3
2023-01-08T11:00:00Z,243.5
2023-01-08T11:15:00Z,244.6
2023-01-08T11:30:00Z,246.2
2023-01-08T11:45:00Z,247.7
2023-01-08T12:00:00Z,249.7
2023-01-08T12:15:00Z,251.6
2023-01-08T12:30:00Z,252.8
2023-01-08T12:45:00Z,254.7
2023-01-08T13:00:00Z,257.1
2023-01-08T13:15:00Z,259.4
2023-01-08T13:30:00Z,260.9
2023-01-08T13:45:00Z,262.9
2023-01-08T14:00:00Z,264.4
2023-01-08T14:15:00Z,266
2023-01-08T14:30:00Z,267.1
2023-01-08T14:45:00Z,268.7
2023-01-08T15:00:00Z,269.1
2023-01-08T15:15:00Z,270.2
2023-01-08T15:30:00Z,270.6
2023-01-08T15:45:00Z,271.4
2023-01-08T16:00:00Z,271.8
2023-01-08T16:15:00Z,271.8
2023-01-08T16:30:00Z,272.2
2023-01-08T16:45:00Z,272.6
2023-01-08T17:00:00Z,272.6
2023-01-08T17:15:00Z,272.6
2023-01-08T17:30:00Z,272.2
2023-01-08T17:45:00Z,272.2
2023-01-08T18:00:00Z,272.2
2023-01-08T18:15:00Z,272.2
2023-01-08T18:30:00Z,271.8
2023-01-08T18:45:00Z,271.4
2023-01-08T19:00:00Z,270.7
2023-01-08T19:15:00Z,270.7
2023-01-08T19:30:00Z,270.7
2023-01-08T19:45:00Z,269.9
2023-01-08T20:00:00Z,269.5
2023-01-08T20:15:00Z,269.2
2023-01-08T20:30:00Z,269.2
2023-01-08T20:45:00Z,269.2
2023-01-08T21:00:00Z,268.4
2023-01-08T21:15:00Z,268.4
2023-01-08T21:30:00Z,268
2023-01-08T21:45:00Z,268
2023-01-08T22:00:00Z,267.6
2023-01-08T22:15:00Z,267.3
2023-01-08T22:30:00Z,267.3
2023-01-08T22:45:00Z,267.3
2023-01-08T23:00:00Z,266.9
2023-01-08T23:15:00Z,267.3
2023-01-08T23:30:00Z,266.9
2023-01-08T23:45:00Z,266.9
2023-01-09T00:00:00Z,266.9
2023-01-09T00:15:00Z,266.9
2023-01-09T00:30:00Z,266.9
2023-01-09T00:45:00Z,266.9
2023-01-09T01:00:00Z,266.9
2023-01-09T01:15:00Z,266.9
2023-01-09T01:30:00Z,266.9
2023-01-09T01:45:00Z,266.5
2023-01-09T02:00:00Z,266.5
2023-01-09T02:15:00Z,266.9
2023-01-09T02:30:00Z,266.5
2023-01-09T02:45:00Z,266.5
2023-01-09T03:00:00Z,266.5
2023-01-09T03:15:00Z,266.5
2023-01-09T03:30:00Z,266.5
2023-01-09T03:45:00Z,266.5
2023-01-09T04:00:00Z,266.6
2023-01-09T04:15:00Z,266.6
2023-01-09T04:30:00Z,266.6
2023-01-09T04:45:00Z,266.6
2023-01-09T05:00:00Z,266.2
2023-01-09T05:15:00Z,266.2
2023-01-09T05:30:00Z,266.2
2023-01-09T05:45:00Z,266.2
2023-01-09T06:00:00Z,266.2
2023-01-09T06:15:00Z,265.4
2023-01-09T06:30:00Z,265.4
2023-01-09T06:45:00Z,265.4
2023-01-09T07:00:00Z,265.4
2023-01-09T07:15:00Z,264.6
2023-01-09T07:30:00Z,264.6
2023-01-09T07:45:00Z,264.2
2023-01-09T08:00:00Z,264.3
2023-01-09T08:15:00Z,263.9
2023-01-09T08:30:00Z,264.3
2023-01-09T08:45:00Z,263.9
2023-01-09T09:00:00Z,263.9
2023-01-09T09:15:00Z,263.5
2023-01-09T09:30:00Z,263.9
2023-01-09T09:45:00Z,265.1
2023-01-09T10:00:00Z,265.5
2023-01-09T10:15:00Z,265.8
2023-01-09T10:30:00Z,266.2
2023-01-09T10:45:00Z,267.8
2023-01-09T11:00:00Z,268.5
2023-01-09T11:15:00Z,269.7
2023-01-09T11:30:00Z,271.2
