"Plot Title: Bradford_15"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776683, SEN S/N: 10776683)","Temp, °F (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Detached (LGR S/N: 10776683)","Coupler Attached (LGR S/N: 10776683)","Stopped (LGR S/N: 10776683)","End Of File (LGR S/N: 10776683)"
1,11/01/23 11:00:00 AM,15.2857,66.537,Logged,,,
2,11/01/23 12:00:00 PM,15.2847,67.221,,,,
3,11/01/23 01:00:00 PM,15.2668,67.392,,,,
4,11/01/23 02:00:00 PM,15.2607,67.392,,,,
5,11/01/23 03:00:00 PM,15.2561,67.392,,,,
6,11/01/23 04:00:00 PM,15.2678,67.221,,,,
7,11/01/23 05:00:00 PM,15.2765,67.050,,,,
8,11/01/23 06:00:00 PM,15.2877,66.708,,,,
9,11/01/23 07:00:00 PM,15.2995,66.537,,,,
10,11/01/23 08:00:00 PM,15.3106,66.193,,,,
11,11/01/23 09:00:00 PM,15.3203,65.851,,,,
12,11/01/23 10:00:00 PM,15.3240,65.509,,,,
13,11/01/23 11:00:00 PM,15.3276,65.167,,,,
14,11/02/23 12:00:00 AM,15.3245,64.652,,,,
15,11/02/23 01:00:00 AM,15.3235,64.310,,,,
16,11/02/23 02:00:00 AM,15.3195,63.968,,,,
17,11/02/23 03:00:00 AM,15.3180,63.455,,,,
18,11/02/23 04:00:00 AM,15.3170,63.111,,,,
19,11/02/23 05:00:00 AM,15.3222,62.769,,,,
20,11/02/23 06:00:00 AM,15.3273,62.425,,,,
21,11/02/23 07:00:00 AM,15.3340,62.083,,,,
22,11/02/23 08:00:00 AM,15.3441,61.912,,,,
23,11/02/23 09:00:00 AM,15.3451,61.741,,,,
24,11/02/23 10:00:00 AM,15.3435,61.741,,,,
25,11/02/23 11:00:00 AM,15.3411,62.425,,,,
26,11/02/23 12:00:00 PM,15.3303,62.940,,,,
27,11/02/23 01:00:00 PM,15.3200,63.626,,,,
28,11/02/23 02:00:00 PM,15.3103,63.968,,,,
29,11/02/23 03:00:00 PM,15.3083,64.310,,,,
30,11/02/23 04:00:00 PM,15.3057,64.481,,,,
31,11/02/23 05:00:00 PM,15.3073,64.481,,,,
32,11/02/23 06:00:00 PM,15.3138,64.652,,,,
33,11/02/23 07:00:00 PM,15.3179,64.481,,,,
34,11/02/23 08:00:00 PM,15.3225,64.481,,,,
35,11/02/23 09:00:00 PM,15.3195,64.481,,,,
36,11/02/23 10:00:00 PM,15.3251,64.310,,,,
37,11/02/23 11:00:00 PM,15.3190,64.310,,,,
38,11/03/23 12:00:00 AM,15.3140,64.139,,,,
39,11/03/23 01:00:00 AM,15.3073,63.968,,,,
40,11/03/23 02:00:00 AM,15.2977,63.797,,,,
41,11/03/23 03:00:00 AM,15.2896,63.626,,,,
42,11/03/23 04:00:00 AM,15.2941,63.626,,,,
43,11/03/23 05:00:00 AM,15.2921,63.455,,,,
44,11/03/23 06:00:00 AM,15.2977,63.282,,,,
45,11/03/23 07:00:00 AM,15.2973,63.111,,,,
46,11/03/23 08:00:00 AM,15.3048,63.111,,,,
47,11/03/23 09:00:00 AM,15.3034,63.111,,,,
48,11/03/23 10:00:00 AM,15.3054,63.282,,,,
49,11/03/23 11:00:00 AM,15.3008,63.797,,,,
50,11/03/23 12:00:00 PM,15.2849,64.139,,,,
51,11/03/23 01:00:00 PM,15.2661,64.481,,,,
52,11/03/23 02:00:00 PM,15.2564,64.825,,,,
53,11/03/23 03:00:00 PM,15.2543,65.167,,,,
54,11/03/23 04:00:00 PM,15.2548,65.338,,,,
55,11/03/23 05:00:00 PM,15.2558,65.680,,,,
56,11/03/23 06:00:00 PM,15.2578,65.851,,,,
