"Plot Title: Bradford_15"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776683, SEN S/N: 10776683)","Temp, °F (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Detached (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Attached (LGR S/N: 10776683, SEN S/N: 10776683)","Host Connected (LGR S/N: 10776683, SEN S/N: 10776683)","Stopped (LGR S/N: 10776683, SEN S/N: 10776683)","End Of File (LGR S/N: 10776683, SEN S/N: 10776683)"
80,04/09/22 08:18:45 AM,15.5913,63.455,,,,,
81,04/09/22 08:33:45 AM,15.5943,63.455,,,,,
82,04/09/22 08:48:45 AM,15.5969,63.282,,,,,
83,04/09/22 09:03:45 AM,15.5969,63.282,,,,,
84,04/09/22 09:18:45 AM,15.5963,63.111,,,,,
85,04/09/22 09:33:45 AM,15.5963,63.111,,,,,
86,04/09/22 09:48:45 AM,15.5979,63.111,,,,,
87,04/09/22 10:03:45 AM,15.5918,63.111,,,,,
88,04/09/22 10:18:45 AM,15.5903,63.111,,,,,
89,04/09/22 10:33:45 AM,15.5903,63.111,,,,,
90,04/09/22 10:48:45 AM,15.5882,62.940,,,,,
91,04/09/22 11:03:45 AM,15.5872,63.111,,,,,
92,04/09/22 11:18:45 AM,15.5858,63.111,,,,,
93,04/09/22 11:33:45 AM,15.5842,63.111,,,,,
94,04/09/22 11:48:45 AM,15.5842,63.111,,,,,
95,04/09/22 12:03:45 PM,15.5846,63.282,,,,,
96,04/09/22 12:18:45 PM,15.5801,63.282,,,,,
97,04/09/22 12:33:45 PM,15.5785,63.282,,,,,
98,04/09/22 12:48:45 PM,15.5775,63.455,,,,,
99,04/09/22 01:03:45 PM,15.5714,63.455,,,,,
100,04/09/22 01:18:45 PM,15.5704,63.626,,,,,
101,04/09/22 01:33:45 PM,15.5643,63.626,,,,,
102,04/09/22 01:48:45 PM,15.5586,63.797,,,,,
103,04/09/22 02:03:45 PM,15.5541,63.797,,,,,
104,04/09/22 02:18:45 PM,15.5525,63.797,,,,,
105,04/09/22 02:33:45 PM,15.5525,63.797,,,,,
106,04/09/22 02:48:45 PM,15.5546,63.968,,,,,
107,04/09/22 03:03:45 PM,15.5515,63.968,,,,,
108,04/09/22 03:18:45 PM,15.5485,63.968,,,,,
109,04/09/22 03:33:45 PM,15.5501,63.968,,,,,
110,04/09/22 03:48:45 PM,15.5485,63.968,,,,,
111,04/09/22 04:03:45 PM,15.5438,63.968,,,,,
112,04/09/22 04:18:45 PM,15.5454,63.968,,,,,
113,04/09/22 04:33:45 PM,15.5454,63.968,,,,,
114,04/09/22 04:48:45 PM,15.5424,63.968,,,,,
115,04/09/22 05:03:45 PM,15.5424,63.968,,,,,
116,04/09/22 05:18:45 PM,15.5408,63.968,,,,,
117,04/09/22 05:33:45 PM,15.5408,63.968,,,,,
118,04/09/22 05:48:45 PM,15.5408,63.968,,,,,
119,04/09/22 06:03:45 PM,15.5424,63.968,,,,,
120,04/09/22 06:18:45 PM,15.5438,63.968,,,,,
121,04/09/22 06:33:45 PM,15.5438,63.968,,,,,
122,04/09/22 06:48:45 PM,15.5465,63.797,,,,,
123,04/09/22 07:03:45 PM,15.5511,63.797,,,,,
124,04/09/22 07:18:45 PM,15.5465,63.797,,,,,
125,04/09/22 07:33:45 PM,15.5556,63.797,,,,,
126,04/09/22 07:48:45 PM,15.5572,63.797,,,,,
127,04/09/22 08:03:45 PM,15.5602,63.797,,,,,
128,04/09/22 08:18:45 PM,15.5627,63.626,,,,,
129,04/09/22 08:33:45 PM,15.5643,63.626,,,,,
130,04/09/22 08:48:45 PM,15.5689,63.626,,,,,
131,04/09/22 09:03:45 PM,15.5730,63.455,,,,,
132,04/09/22 09:18:45 PM,15.5775,63.455,,,,,
133,04/09/22 09:33:45 PM,15.5801,63.282,,,,,
134,04/09/22 09:48:45 PM,15.5831,63.282,,,,,
135,04/09/22 10:03:45 PM,15.5862,63.282,,,,,
136,04/09/22 10:18:45 PM,15.5918,63.111,,,,,
137,04/09/22 10:33:45 PM,15.5933,63.111,,,,,
138,04/09/22 10:48:45 PM,15.5979,63.111,,,,,
139,04/09/22 11:03:45 PM,15.5990,62.940,,,,,
140,04/09/22 11:18:45 PM,15.6004,62.940,,,,,
141,04/09/22 11:33:45 PM,15.6000,62.769,,,,,
142,04/09/22 11:48:45 PM,15.6000,62.769,,,,,
143,04/10/22 12:03:45 AM,15.6024,62.598,,,,,
144,04/10/22 12:18:45 AM,15.6024,62.598,,,,,
145,04/10/22 12:33:45 AM,15.6040,62.598,,,,,
146,04/10/22 12:48:45 AM,15.6050,62.425,,,,,
147,04/10/22 01:03:45 AM,15.6046,62.254,,,,,
148,04/10/22 01:18:45 AM,15.6046,62.254,,,,,
149,04/10/22 01:33:45 AM,15.6026,62.083,,,,,
150,04/10/22 01:48:45 AM,15.6040,62.083,,,,,
151,04/10/22 02:03:45 AM,15.6036,61.912,,,,,
152,04/10/22 02:18:45 AM,15.6036,61.912,,,,,
153,04/10/22 02:33:45 AM,15.6000,61.741,,,,,
154,04/10/22 02:48:45 AM,15.5985,61.741,,,,,
155,04/10/22 03:03:45 AM,15.5979,61.569,,,,,
156,04/10/22 03:18:45 AM,15.5965,61.569,,,,,
157,04/10/22 03:33:45 AM,15.5990,61.398,,,,,
158,04/10/22 03:48:45 AM,15.6005,61.398,,,,,
159,04/10/22 04:03:45 AM,15.5985,61.227,,,,,
160,04/10/22 04:18:45 AM,15.5985,61.227,,,,,
161,04/10/22 04:33:45 AM,15.5979,61.054,,,,,
162,04/10/22 04:48:45 AM,15.5995,61.054,,,,,
163,04/10/22 05:03:45 AM,15.5991,60.883,,,,,
164,04/10/22 05:18:45 AM,15.6005,60.883,,,,,
165,04/10/22 05:33:45 AM,15.6001,60.712,,,,,
166,04/10/22 05:48:45 AM,15.6001,60.712,,,,,
167,04/10/22 06:03:45 AM,15.6026,60.539,,,,,
168,04/10/22 06:18:45 AM,15.6056,60.539,,,,,
169,04/10/22 06:33:45 AM,15.6082,60.368,,,,,
170,04/10/22 06:48:45 AM,15.6097,60.368,,,,,
171,04/10/22 07:03:45 AM,15.6107,60.195,,,,,
172,04/10/22 07:18:45 AM,15.6137,60.195,,,,,
173,04/10/22 07:33:45 AM,15.6180,60.024,,,,,
174,04/10/22 07:48:45 AM,15.6194,60.024,,,,,
175,04/10/22 08:03:45 AM,15.6210,60.024,,,,,
176,04/10/22 08:18:45 AM,15.6220,59.851,,,,,
177,04/10/22 08:33:45 AM,15.6245,59.680,,,,,
178,04/10/22 08:48:45 AM,15.6230,59.680,,,,,
179,04/10/22 09:03:45 AM,15.6336,59.680,,,,,
180,04/10/22 09:18:45 AM,15.6352,59.680,,,,,
181,04/10/22 09:33:45 AM,15.6352,59.680,,,,,
182,04/10/22 09:48:45 AM,15.6383,59.680,,,,,
183,04/10/22 10:03:45 AM,15.6352,59.680,,,,,
184,04/10/22 10:18:45 AM,15.6367,59.680,,,,,
185,04/10/22 10:33:45 AM,15.6399,59.680,,,,,
186,04/10/22 10:48:45 AM,15.6387,59.851,,,,,
187,04/10/22 11:03:45 AM,15.6372,59.851,,,,,
188,04/10/22 11:18:45 AM,15.6407,60.024,,,,,
189,04/10/22 11:33:45 AM,15.6367,60.195,,,,,
190,04/10/22 11:48:45 AM,15.6383,60.195,,,,,
191,04/10/22 12:03:45 PM,15.6356,60.368,,,,,
192,04/10/22 12:18:45 PM,15.6326,60.368,,,,,
193,04/10/22 12:33:45 PM,15.6316,60.539,,,,,
194,04/10/22 12:48:45 PM,15.6259,60.712,,,,,
195,04/10/22 01:03:45 PM,15.6235,60.883,,,,,
196,04/10/22 01:18:45 PM,15.6209,61.054,,,,,
197,04/10/22 01:33:45 PM,15.6168,61.227,,,,,
198,04/10/22 01:48:45 PM,15.6097,61.398,,,,,
199,04/10/22 02:03:45 PM,15.6066,61.398,,,,,
200,04/10/22 02:18:45 PM,15.6040,61.569,,,,,
201,04/10/22 02:33:45 PM,15.6016,61.741,,,,,
202,04/10/22 02:48:45 PM,15.5969,61.741,,,,,
203,04/10/22 03:03:45 PM,15.5929,61.912,,,,,
204,04/10/22 03:18:45 PM,15.5898,61.912,,,,,
205,04/10/22 03:33:45 PM,15.5872,62.083,,,,,
206,04/10/22 03:48:45 PM,15.5827,62.083,,,,,
207,04/10/22 04:03:45 PM,15.5811,62.083,,,,,
208,04/10/22 04:18:45 PM,15.5786,62.254,,,,,
209,04/10/22 04:33:45 PM,15.5740,62.254,,,,,
210,04/10/22 04:48:45 PM,15.5760,62.425,,,,,
211,04/10/22 05:03:45 PM,15.5730,62.425,,,,,
212,04/10/22 05:18:45 PM,15.5715,62.425,,,,,
213,04/10/22 05:33:45 PM,15.5730,62.425,,,,,
214,04/10/22 05:48:45 PM,15.5750,62.598,,,,,
215,04/10/22 06:03:45 PM,15.5720,62.598,,,,,
216,04/10/22 06:18:45 PM,15.5720,62.598,,,,,
217,04/10/22 06:33:45 PM,15.5720,62.598,,,,,
218,04/10/22 06:48:45 PM,15.5724,62.769,,,,,
219,04/10/22 07:03:45 PM,15.5710,62.769,,,,,
220,04/10/22 07:18:45 PM,15.5724,62.769,,,,,
221,04/10/22 07:33:45 PM,15.5740,62.769,,,,,
222,04/10/22 07:48:45 PM,15.5744,62.940,,,,,
223,04/10/22 08:03:45 PM,15.5791,62.940,,,,,
224,04/10/22 08:18:45 PM,15.5791,62.940,,,,,
225,04/10/22 08:33:45 PM,15.5805,62.940,,,,,
226,04/10/22 08:48:45 PM,15.5805,62.940,,,,,
227,04/10/22 09:03:45 PM,15.5805,62.940,,,,,
228,04/10/22 09:18:45 PM,15.5837,62.940,,,,,
229,04/10/22 09:33:45 PM,15.5852,62.940,,,,,
230,04/10/22 09:48:45 PM,15.5852,62.940,,,,,
231,04/10/22 10:03:45 PM,15.5898,62.940,,,,,
232,04/10/22 10:18:45 PM,15.5882,62.940,,,,,
233,04/10/22 10:33:45 PM,15.5898,62.940,,,,,
234,04/10/22 10:48:45 PM,15.5913,62.940,,,,,
235,04/10/22 11:03:45 PM,15.5908,62.769,,,,,
236,04/10/22 11:18:45 PM,15.5908,62.769,,,,,
237,04/10/22 11:33:45 PM,15.5892,62.769,,,,,
238,04/10/22 11:48:45 PM,15.5892,62.769,,,,,
239,04/11/22 12:03:45 AM,15.5908,62.769,,,,,
240,04/11/22 12:18:45 AM,15.5923,62.769,,,,,
241,04/11/22 12:33:45 AM,15.5918,62.598,,,,,
242,04/11/22 12:48:45 AM,15.5918,62.598,,,,,
243,04/11/22 01:03:45 AM,15.5918,62.598,,,,,
244,04/11/22 01:18:45 AM,15.5933,62.598,,,,,
245,04/11/22 01:33:45 AM,15.5898,62.425,,,,,
246,04/11/22 01:48:45 AM,15.5913,62.425,,,,,
247,04/11/22 02:03:45 AM,15.5882,62.425,,,,,
248,04/11/22 02:18:45 AM,15.5878,62.254,,,,,
249,04/11/22 02:33:45 AM,15.5831,62.254,,,,,
250,04/11/22 02:48:45 AM,15.5831,62.254,,,,,
251,04/11/22 03:03:45 AM,15.5797,62.083,,,,,
252,04/11/22 03:18:45 AM,15.5766,62.083,,,,,
253,04/11/22 03:33:45 AM,15.5781,62.083,,,,,
254,04/11/22 03:48:45 AM,15.5791,61.912,,,,,
255,04/11/22 04:03:45 AM,15.5776,61.912,,,,,
256,04/11/22 04:18:45 AM,15.5771,61.741,,,,,
257,04/11/22 04:33:45 AM,15.5801,61.741,,,,,
258,04/11/22 04:48:45 AM,15.5817,61.741,,,,,
259,04/11/22 05:03:45 AM,15.5817,61.741,,,,,
260,04/11/22 05:18:45 AM,15.5811,61.569,,,,,
261,04/11/22 05:33:45 AM,15.5874,61.569,,,,,
262,04/11/22 05:48:45 AM,15.5868,61.398,,,,,
263,04/11/22 06:03:45 AM,15.5898,61.398,,,,,
264,04/11/22 06:18:45 AM,15.5924,61.227,,,,,
265,04/11/22 06:33:45 AM,15.5939,61.227,,,,,
266,04/11/22 06:48:45 AM,15.5969,61.227,,,,,
267,04/11/22 07:03:45 AM,15.5995,61.054,,,,,
268,04/11/22 07:18:45 AM,15.6042,61.054,,,,,
269,04/11/22 07:33:45 AM,15.6066,60.883,,,,,
270,04/11/22 07:48:45 AM,15.6113,60.883,,,,,
271,04/11/22 08:03:45 AM,15.6127,60.883,,,,,
272,04/11/22 08:18:45 AM,15.6143,60.883,,,,,
273,04/11/22 08:33:45 AM,15.6168,60.712,,,,,
274,04/11/22 08:48:45 AM,15.6153,60.712,,,,,
275,04/11/22 09:03:45 AM,15.6168,60.712,,,,,
276,04/11/22 09:18:45 AM,15.6137,60.712,,,,,
277,04/11/22 09:33:45 AM,15.6123,60.712,,,,,
278,04/11/22 09:48:45 AM,15.6093,60.712,,,,,
279,04/11/22 10:03:45 AM,15.6077,60.712,,,,,
280,04/11/22 10:18:45 AM,15.6097,60.883,,,,,
281,04/11/22 10:33:45 AM,15.6036,60.883,,,,,
282,04/11/22 10:48:45 AM,15.6056,61.054,,,,,
283,04/11/22 11:03:45 AM,15.6072,61.054,,,,,
284,04/11/22 11:18:45 AM,15.6087,61.054,,,,,
285,04/11/22 11:33:45 AM,15.6107,61.227,,,,,
286,04/11/22 11:48:45 AM,15.6113,61.398,,,,,
287,04/11/22 12:03:45 PM,15.6127,61.398,,,,,
288,04/11/22 12:18:45 PM,15.6101,61.569,,,,,
289,04/11/22 12:33:45 PM,15.6107,61.741,,,,,
290,04/11/22 12:48:45 PM,15.6091,61.741,,,,,
291,04/11/22 01:03:45 PM,15.6066,61.912,,,,,
292,04/11/22 01:18:45 PM,15.6005,61.912,,,,,
293,04/11/22 01:33:45 PM,15.5995,62.083,,,,,
294,04/11/22 01:48:45 PM,15.5979,62.083,,,,,
295,04/11/22 02:03:45 PM,15.5908,62.254,,,,,
296,04/11/22 02:18:45 PM,15.5892,62.254,,,,,
297,04/11/22 02:33:45 PM,15.5862,62.254,,,,,
298,04/11/22 02:48:45 PM,15.5852,62.425,,,,,
299,04/11/22 03:03:45 PM,15.5776,62.425,,,,,
300,04/11/22 03:18:45 PM,15.5760,62.425,,,,,
301,04/11/22 03:33:45 PM,15.5720,62.598,,,,,
302,04/11/22 03:48:45 PM,15.5673,62.598,,,,,
303,04/11/22 04:03:45 PM,15.5643,62.598,,,,,
304,04/11/22 04:18:45 PM,15.5618,62.769,,,,,
305,04/11/22 04:33:45 PM,15.5602,62.769,,,,,
306,04/11/22 04:48:45 PM,15.5602,62.769,,,,,
307,04/11/22 05:03:45 PM,15.5572,62.769,,,,,
308,04/11/22 05:18:45 PM,15.5578,62.940,,,,,
309,04/11/22 05:33:45 PM,15.5578,62.940,,,,,
310,04/11/22 05:48:45 PM,15.5578,62.940,,,,,
311,04/11/22 06:03:45 PM,15.5552,63.111,,,,,
312,04/11/22 06:18:45 PM,15.5567,63.111,,,,,
313,04/11/22 06:33:45 PM,15.5552,63.111,,,,,
314,04/11/22 06:48:45 PM,15.5582,63.111,,,,,
315,04/11/22 07:03:45 PM,15.5586,63.282,,,,,
316,04/11/22 07:18:45 PM,15.5602,63.282,,,,,
317,04/11/22 07:33:45 PM,15.5618,63.282,,,,,
318,04/11/22 07:48:45 PM,15.5633,63.282,,,,,
319,04/11/22 08:03:45 PM,15.5639,63.455,,,,,
320,04/11/22 08:18:45 PM,15.5653,63.455,,,,,
321,04/11/22 08:33:45 PM,15.5669,63.455,,,,,
322,04/11/22 08:48:45 PM,15.5669,63.455,,,,,
323,04/11/22 09:03:45 PM,15.5714,63.455,,,,,
324,04/11/22 09:18:45 PM,15.5765,63.626,,,,,
325,04/11/22 09:33:45 PM,15.5765,63.626,,,,,
326,04/11/22 09:48:45 PM,15.5795,63.626,,,,,
327,04/11/22 10:03:45 PM,15.5826,63.626,,,,,
328,04/11/22 10:18:45 PM,15.5842,63.626,,,,,
329,04/11/22 10:33:45 PM,15.5872,63.626,,,,,
330,04/11/22 10:48:45 PM,15.5876,63.797,,,,,
331,04/11/22 11:03:45 PM,15.5907,63.797,,,,,
332,04/11/22 11:18:45 PM,15.5923,63.797,,,,,
333,04/11/22 11:33:45 PM,15.5876,63.797,,,,,
334,04/11/22 11:48:45 PM,15.5892,63.797,,,,,
335,04/12/22 12:03:45 AM,15.5892,63.797,,,,,
336,04/12/22 12:18:45 AM,15.5892,63.797,,,,,
337,04/12/22 12:33:45 AM,15.5862,63.797,,,,,
338,04/12/22 12:48:45 AM,15.5836,63.968,,,,,
339,04/12/22 01:03:45 AM,15.5836,63.968,,,,,
340,04/12/22 01:18:45 AM,15.5821,63.968,,,,,
341,04/12/22 01:33:45 AM,15.5805,63.968,,,,,
342,04/12/22 01:48:45 AM,15.5760,63.968,,,,,
343,04/12/22 02:03:45 AM,15.5714,63.968,,,,,
344,04/12/22 02:18:45 AM,15.5684,63.968,,,,,
345,04/12/22 02:33:45 AM,15.5653,63.968,,,,,
346,04/12/22 02:48:45 AM,15.5698,63.968,,,,,
347,04/12/22 03:03:45 AM,15.5637,63.968,,,,,
348,04/12/22 03:18:45 AM,15.5607,63.968,,,,,
349,04/12/22 03:33:45 AM,15.5607,63.968,,,,,
350,04/12/22 03:48:45 AM,15.5592,63.968,,,,,
351,04/12/22 04:03:45 AM,15.5586,63.797,,,,,
352,04/12/22 04:18:45 AM,15.5525,63.797,,,,,
353,04/12/22 04:33:45 AM,15.5495,63.797,,,,,
354,04/12/22 04:48:45 AM,15.5465,63.797,,,,,
355,04/12/22 05:03:45 AM,15.5418,63.797,,,,,
356,04/12/22 05:18:45 AM,15.5418,63.797,,,,,
357,04/12/22 05:33:45 AM,15.5541,63.797,,,,,
358,04/12/22 05:48:45 AM,15.5556,63.797,,,,,
359,04/12/22 06:03:45 AM,15.5586,63.797,,,,,
360,04/12/22 06:18:45 AM,15.5617,63.797,,,,,
361,04/12/22 06:33:45 AM,15.5617,63.797,,,,,
362,04/12/22 06:48:45 AM,15.5678,63.797,,,,,
363,04/12/22 07:03:45 AM,15.5663,63.797,,,,,
364,04/12/22 07:18:45 AM,15.5720,63.626,,,,,
365,04/12/22 07:33:45 AM,15.5765,63.626,,,,,
366,04/12/22 07:48:45 AM,15.5795,63.626,,,,,
367,04/12/22 08:03:45 AM,15.5795,63.626,,,,,
368,04/12/22 08:18:45 AM,15.5826,63.626,,,,,
369,04/12/22 08:33:45 AM,15.5856,63.626,,,,,
370,04/12/22 08:48:45 AM,15.5856,63.626,,,,,
371,04/12/22 09:03:45 AM,15.5872,63.626,,,,,
372,04/12/22 09:18:45 AM,15.5903,63.626,,,,,
373,04/12/22 09:33:45 AM,15.5872,63.626,,,,,
374,04/12/22 09:48:45 AM,15.5887,63.626,,,,,
375,04/12/22 10:03:45 AM,15.5917,63.626,,,,,
376,04/12/22 10:18:45 AM,15.5937,63.797,,,,,
377,04/12/22 10:33:45 AM,15.5937,63.797,,,,,
378,04/12/22 10:48:45 AM,15.5923,63.797,,,,,
379,04/12/22 11:03:45 AM,15.5923,63.797,,,,,
380,04/12/22 11:18:45 AM,15.5937,63.797,,,,,
381,04/12/22 11:33:45 AM,15.5937,63.797,,,,,
382,04/12/22 11:48:45 AM,15.5943,63.968,,,,,
383,04/12/22 12:03:45 PM,15.5913,63.968,,,,,
384,04/12/22 12:18:45 PM,15.5866,63.968,,,,,
385,04/12/22 12:33:45 PM,15.5852,63.968,,,,,
386,04/12/22 12:48:45 PM,15.5836,63.968,,,,,
387,04/12/22 01:03:45 PM,15.5805,63.968,,,,,
388,04/12/22 01:18:45 PM,15.5791,63.968,,,,,
389,04/12/22 01:33:45 PM,15.5775,63.968,,,,,
390,04/12/22 01:48:45 PM,15.5730,63.968,,,,,
391,04/12/22 02:03:45 PM,15.5704,64.139,,,,,
392,04/12/22 02:18:45 PM,15.5688,64.139,,,,,
393,04/12/22 02:33:45 PM,15.5688,64.139,,,,,
394,04/12/22 02:48:45 PM,15.5643,64.139,,,,,
395,04/12/22 03:03:45 PM,15.5596,64.139,,,,,
396,04/12/22 03:18:45 PM,15.5586,64.310,,,,,
397,04/12/22 03:33:45 PM,15.5541,64.310,,,,,
398,04/12/22 03:48:45 PM,15.5495,64.310,,,,,
399,04/12/22 04:03:45 PM,15.5449,64.310,,,,,
400,04/12/22 04:18:45 PM,15.5465,64.310,,,,,
401,04/12/22 04:33:45 PM,15.5424,64.481,,,,,
402,04/12/22 04:48:45 PM,15.5408,64.481,,,,,
403,04/12/22 05:03:45 PM,15.5377,64.481,,,,,
404,04/12/22 05:18:45 PM,15.5377,64.481,,,,,
405,04/12/22 05:33:45 PM,15.5353,64.652,,,,,
406,04/12/22 05:48:45 PM,15.5337,64.652,,,,,
407,04/12/22 06:03:45 PM,15.5322,64.652,,,,,
408,04/12/22 06:18:45 PM,15.5337,64.652,,,,,
409,04/12/22 06:33:45 PM,15.5341,64.825,,,,,
410,04/12/22 06:48:45 PM,15.5327,64.825,,,,,
411,04/12/22 07:03:45 PM,15.5296,64.825,,,,,
412,04/12/22 07:18:45 PM,15.5280,64.825,,,,,
413,04/12/22 07:33:45 PM,15.5270,64.996,,,,,
414,04/12/22 07:48:45 PM,15.5301,64.996,,,,,
415,04/12/22 08:03:45 PM,15.5301,64.996,,,,,
416,04/12/22 08:18:45 PM,15.5317,64.996,,,,,
417,04/12/22 08:33:45 PM,15.5367,65.167,,,,,
418,04/12/22 08:48:45 PM,15.5398,65.167,,,,,
419,04/12/22 09:03:45 PM,15.5414,65.167,,,,,
420,04/12/22 09:18:45 PM,15.5382,65.167,,,,,
421,04/12/22 09:33:45 PM,15.5402,65.338,,,,,
422,04/12/22 09:48:45 PM,15.5449,65.338,,,,,
423,04/12/22 10:03:45 PM,15.5465,65.338,,,,,
424,04/12/22 10:18:45 PM,15.5465,65.338,,,,,
425,04/12/22 10:33:45 PM,15.5479,65.338,,,,,
426,04/12/22 10:48:45 PM,15.5479,65.338,,,,,
427,04/12/22 11:03:45 PM,15.5465,65.338,,,,,
428,04/12/22 11:18:45 PM,15.5515,65.509,,,,,
429,04/12/22 11:33:45 PM,15.5469,65.509,,,,,
430,04/12/22 11:48:45 PM,15.5453,65.509,,,,,
431,04/13/22 12:03:45 AM,15.5469,65.509,,,,,
432,04/13/22 12:18:45 AM,15.5485,65.509,,,,,
433,04/13/22 12:33:45 AM,15.5453,65.509,,,,,
434,04/13/22 12:48:45 AM,15.5453,65.509,,,,,
435,04/13/22 01:03:45 AM,15.5438,65.509,,,,,
