Date,LowSpC,FullSpC,time,ID
2022-01-28T10:02:40Z,109.6,108,10:02:40,3
2022-01-28T10:02:45Z,109.6,108,10:02:45,3
2022-01-28T10:02:50Z,109.5,108,10:02:50,3
2022-01-28T10:02:55Z,109.2,107.6,10:02:55,3
2022-01-28T10:03:00Z,109.2,107.2,10:03:00,3
2022-01-28T10:03:05Z,109.4,107.6,10:03:05,3
2022-01-28T10:03:10Z,109.1,107.2,10:03:10,3
2022-01-28T10:03:15Z,108.9,107.2,10:03:15,3
2022-01-28T10:03:20Z,109,107.2,10:03:20,3
2022-01-28T10:03:25Z,109.2,107.2,10:03:25,3
2022-01-28T10:03:30Z,108.9,107.2,10:03:30,3
2022-01-28T10:03:35Z,108.6,106.8,10:03:35,3
2022-01-28T10:03:40Z,108.6,107.2,10:03:40,3
2022-01-28T10:03:45Z,108.6,107.2,10:03:45,3
2022-01-28T10:03:50Z,108.5,107.2,10:03:50,3
2022-01-28T10:03:55Z,108.6,107.2,10:03:55,3
2022-01-28T10:04:00Z,108.7,107.2,10:04:00,3
2022-01-28T10:04:05Z,108.1,106.4,10:04:05,3
2022-01-28T10:04:10Z,107.7,105.6,10:04:10,3
2022-01-28T10:04:15Z,107.6,106,10:04:15,3
2022-01-28T10:04:20Z,107.8,106,10:04:20,3
2022-01-28T10:04:25Z,107.9,106,10:04:25,3
2022-01-28T10:04:30Z,107.8,106,10:04:30,3
2022-01-28T10:04:35Z,107.7,106,10:04:35,3
2022-01-28T10:04:40Z,107.6,106,10:04:40,3
2022-01-28T10:04:45Z,107.8,106,10:04:45,3
2022-01-28T10:04:50Z,107.9,106,10:04:50,3
2022-01-28T10:04:55Z,107.7,105.6,10:04:55,3
2022-01-28T10:05:00Z,107.5,105.6,10:05:00,3
2022-01-28T10:05:05Z,107.5,105.6,10:05:05,3
2022-01-28T10:05:10Z,107.7,106,10:05:10,3
2022-01-28T10:05:15Z,107.3,105.6,10:05:15,3
2022-01-28T10:05:20Z,107.2,105.6,10:05:20,3
2022-01-28T10:05:25Z,107.5,105.6,10:05:25,3
2022-01-28T10:05:30Z,107.5,106,10:05:30,3
2022-01-28T10:05:35Z,107.3,105.6,10:05:35,3
2022-01-28T10:05:40Z,107.3,105.6,10:05:40,3
2022-01-28T10:05:45Z,107.3,105.2,10:05:45,3
2022-01-28T10:05:50Z,106.9,105.2,10:05:50,3
2022-01-28T10:05:55Z,106.8,105.2,10:05:55,3
2022-01-28T10:06:00Z,106.6,104.8,10:06:00,3
2022-01-28T10:06:05Z,106.6,104.8,10:06:05,3
2022-01-28T10:06:10Z,106.7,104.8,10:06:10,3
2022-01-28T10:06:15Z,106.6,104.8,10:06:15,3
2022-01-28T10:06:20Z,106.5,104.8,10:06:20,3
2022-01-28T10:06:25Z,106.4,104.8,10:06:25,3
2022-01-28T10:06:30Z,106.4,104.8,10:06:30,3
2022-01-28T10:06:35Z,106.4,104.8,10:06:35,3
2022-01-28T10:06:40Z,106.3,104.8,10:06:40,3
2022-01-28T10:06:45Z,106.3,104.5,10:06:45,3
2022-01-28T10:06:50Z,106.3,104.5,10:06:50,3
2022-01-28T10:06:55Z,106.3,104.5,10:06:55,3
2022-01-28T10:07:00Z,106.4,104.8,10:07:00,3
2022-01-28T10:07:05Z,106.5,104.8,10:07:05,3
2022-01-28T10:07:10Z,106.4,104.8,10:07:10,3
2022-01-28T10:07:15Z,106.3,104.8,10:07:15,3
2022-01-28T10:07:20Z,106.3,104.8,10:07:20,3
2022-01-28T10:07:25Z,106.3,104.8,10:07:25,3
2022-01-28T10:07:30Z,106.2,104.5,10:07:30,3
2022-01-28T10:07:35Z,106.1,104.5,10:07:35,3
2022-01-28T10:07:40Z,106.2,104.5,10:07:40,3
2022-01-28T10:07:45Z,106.3,104.8,10:07:45,3
2022-01-28T10:07:50Z,106.3,104.8,10:07:50,3
2022-01-28T10:07:55Z,106.1,104.5,10:07:55,3
2022-01-28T10:08:00Z,106,104.1,10:08:00,3
2022-01-28T10:08:05Z,106,104.5,10:08:05,3
2022-01-28T10:08:10Z,105.9,104.5,10:08:10,3
2022-01-28T10:08:15Z,105.8,103.7,10:08:15,3
2022-01-28T10:08:20Z,105.8,104.1,10:08:20,3
2022-01-28T10:08:25Z,105.8,104.1,10:08:25,3
2022-01-28T10:08:30Z,105.7,104.1,10:08:30,3
2022-01-28T10:08:35Z,105.7,103.7,10:08:35,3
2022-01-28T10:08:40Z,105.6,104.1,10:08:40,3
2022-01-28T10:08:45Z,105.7,104.1,10:08:45,3
2022-01-28T10:08:50Z,105.6,104.1,10:08:50,3
2022-01-28T10:08:55Z,105.5,104.1,10:08:55,3
2022-01-28T10:09:00Z,105.5,103.7,10:09:00,3
2022-01-28T10:09:05Z,105.4,103.7,10:09:05,3
2022-01-28T10:09:10Z,105.4,103.7,10:09:10,3
2022-01-28T10:09:15Z,105.5,104.1,10:09:15,3
2022-01-28T10:09:20Z,105.5,103.7,10:09:20,3
2022-01-28T10:09:25Z,105.7,104.1,10:09:25,3
2022-01-28T10:09:30Z,105.7,103.7,10:09:30,3
2022-01-28T10:09:35Z,105.7,103.7,10:09:35,3
2022-01-28T10:09:40Z,105.5,103.7,10:09:40,3
2022-01-28T10:09:45Z,105.5,103.7,10:09:45,3
2022-01-28T10:09:50Z,105.5,103.7,10:09:50,3
2022-01-28T10:09:55Z,105.5,103.7,10:09:55,3
2022-01-28T13:03:05Z,46.7,43,13:03:05,5
2022-01-28T13:03:10Z,46.6,43,13:03:10,5
2022-01-28T13:03:15Z,46.7,43,13:03:15,5
2022-01-28T13:03:20Z,46.7,43,13:03:20,5
2022-01-28T13:03:25Z,46.6,43,13:03:25,5
2022-01-28T13:03:30Z,46.6,43,13:03:30,5
2022-01-28T13:03:35Z,46.6,43,13:03:35,5
2022-01-28T13:03:40Z,46.7,43,13:03:40,5
2022-01-28T13:03:45Z,46.6,43,13:03:45,5
2022-01-28T13:03:50Z,46.6,43,13:03:50,5
2022-01-28T13:03:55Z,46.7,43,13:03:55,5
2022-01-28T13:04:00Z,46.6,43,13:04:00,5
2022-01-28T13:04:05Z,46.6,43,13:04:05,5
2022-01-28T13:04:10Z,46.7,43,13:04:10,5
2022-01-28T13:04:15Z,46.7,43,13:04:15,5
2022-01-28T13:04:20Z,46.7,43,13:04:20,5
2022-01-28T13:04:25Z,46.7,43,13:04:25,5
2022-01-28T13:04:30Z,46.6,43,13:04:30,5
2022-01-28T13:04:35Z,46.7,43,13:04:35,5
2022-01-28T13:04:40Z,46.7,43,13:04:40,5
2022-01-28T13:04:45Z,46.7,43,13:04:45,5
2022-01-28T13:04:50Z,46.6,43,13:04:50,5
2022-01-28T13:04:55Z,46.7,43,13:04:55,5
2022-01-28T13:05:00Z,46.7,43,13:05:00,5
2022-01-28T13:05:05Z,46.6,43,13:05:05,5
2022-01-28T13:05:10Z,46.7,43,13:05:10,5
2022-01-28T13:05:15Z,46.7,43,13:05:15,5
2022-01-28T13:05:20Z,46.6,43,13:05:20,5
2022-01-28T13:05:25Z,46.6,43,13:05:25,5
2022-01-28T13:05:30Z,46.7,43,13:05:30,5
2022-01-28T13:05:35Z,46.7,43,13:05:35,5
2022-01-28T13:05:40Z,46.7,43,13:05:40,5
2022-01-28T13:05:45Z,46.7,43,13:05:45,5
2022-01-28T13:05:50Z,46.8,43,13:05:50,5
2022-01-28T13:05:55Z,46.8,43,13:05:55,5
2022-01-28T13:06:00Z,47.1,43,13:06:00,5
2022-01-28T13:06:05Z,47.3,43.4,13:06:05,5
2022-01-28T13:06:10Z,47.5,44.2,13:06:10,5
2022-01-28T13:06:15Z,48.6,44.6,13:06:15,5
2022-01-28T13:06:20Z,49.1,45.4,13:06:20,5
2022-01-28T13:06:25Z,49.4,45.7,13:06:25,5
2022-01-28T13:06:30Z,50.2,46.5,13:06:30,5
2022-01-28T13:06:35Z,50.7,46.9,13:06:35,5
2022-01-28T13:06:40Z,52.1,48.4,13:06:40,5
2022-01-28T13:06:45Z,53,49.6,13:06:45,5
2022-01-28T13:06:50Z,54.1,50.8,13:06:50,5
2022-01-28T13:06:55Z,54,50.4,13:06:55,5
2022-01-28T13:07:00Z,55.1,51.5,13:07:00,5
2022-01-28T13:07:05Z,59.4,56.2,13:07:05,5
2022-01-28T13:07:10Z,60.8,57.4,13:07:10,5
2022-01-28T13:07:15Z,62.5,58.9,13:07:15,5
2022-01-28T13:07:20Z,62.5,58.9,13:07:20,5
2022-01-28T13:07:25Z,62.3,58.9,13:07:25,5
2022-01-28T13:07:30Z,62.2,58.5,13:07:30,5
2022-01-28T13:07:35Z,61.8,58.5,13:07:35,5
2022-01-28T13:07:40Z,62.1,58.5,13:07:40,5
2022-01-28T13:07:45Z,61.5,58.1,13:07:45,5
2022-01-28T13:07:50Z,61.2,57.7,13:07:50,5
2022-01-28T13:07:55Z,61.8,58.5,13:07:55,5
2022-01-28T13:08:00Z,63,59.7,13:08:00,5
2022-01-28T13:08:05Z,62.2,58.9,13:08:05,5
2022-01-28T13:08:10Z,62.3,58.9,13:08:10,5
2022-01-28T13:08:15Z,64.4,61.2,13:08:15,5
2022-01-28T13:08:20Z,64.9,61.6,13:08:20,5
2022-01-28T13:08:25Z,65.9,62.8,13:08:25,5
2022-01-28T13:08:30Z,66.3,63.2,13:08:30,5
2022-01-28T13:08:35Z,66.7,63.5,13:08:35,5
2022-01-28T13:08:40Z,66.5,63.5,13:08:40,5
2022-01-28T13:08:45Z,66.3,63.2,13:08:45,5
2022-01-28T13:08:50Z,66.2,63.2,13:08:50,5
2022-01-28T13:08:55Z,66.1,63.2,13:08:55,5
2022-01-28T13:09:00Z,66.1,63.2,13:09:00,5
2022-01-28T13:09:05Z,65.2,62.4,13:09:05,5
2022-01-28T13:09:10Z,65.3,62.4,13:09:10,5
2022-01-28T13:09:15Z,65.4,62.4,13:09:15,5
2022-01-28T13:09:20Z,65.1,62,13:09:20,5
2022-01-28T13:09:25Z,64.9,61.6,13:09:25,5
2022-01-28T13:09:30Z,64.8,61.6,13:09:30,5
2022-01-28T13:09:35Z,64.8,61.6,13:09:35,5
2022-01-28T13:09:40Z,64.8,61.6,13:09:40,5
2022-01-28T13:09:45Z,64.7,61.2,13:09:45,5
2022-01-28T13:09:50Z,63.9,60.4,13:09:50,5
2022-01-28T13:09:55Z,63.9,60.4,13:09:55,5
2022-01-28T13:10:00Z,63.9,60.4,13:10:00,5
2022-01-28T13:10:05Z,63.2,59.7,13:10:05,5
2022-01-28T13:10:10Z,63.2,59.7,13:10:10,5
2022-01-28T13:10:15Z,63.3,60.1,13:10:15,5
2022-01-28T13:10:20Z,63.1,59.7,13:10:20,5
2022-01-28T13:10:25Z,62.8,59.3,13:10:25,5
2022-01-28T13:10:30Z,62.5,59.3,13:10:30,5
2022-01-28T13:10:35Z,62.6,59.3,13:10:35,5
2022-01-28T13:10:40Z,62.7,59.3,13:10:40,5
2022-01-28T13:10:45Z,61.5,58.1,13:10:45,5
2022-01-28T13:10:50Z,61.2,57.7,13:10:50,5
2022-01-28T13:10:55Z,61.5,58.1,13:10:55,5
2022-01-28T13:11:00Z,61.5,58.1,13:11:00,5
2022-01-28T13:11:05Z,60.8,57.7,13:11:05,5
2022-01-28T13:11:10Z,60.9,57.7,13:11:10,5
2022-01-28T13:11:15Z,60.8,57.7,13:11:15,5
2022-01-28T13:11:20Z,60.7,57.3,13:11:20,5
2022-01-28T13:11:25Z,60.7,57.3,13:11:25,5
2022-01-28T13:11:30Z,60.7,57.3,13:11:30,5
2022-01-28T13:11:35Z,59,55.4,13:11:35,5
2022-01-28T13:11:40Z,58.9,55.4,13:11:40,5
2022-01-28T13:11:45Z,57.9,54.3,13:11:45,5
2022-01-28T13:11:50Z,57.8,54.3,13:11:50,5
2022-01-28T13:11:55Z,57.8,54.3,13:11:55,5
2022-01-28T13:12:00Z,57.8,54.6,13:12:00,5
2022-01-28T13:12:05Z,57.9,54.6,13:12:05,5
2022-01-28T13:12:10Z,57.9,54.3,13:12:10,5
2022-01-28T13:12:15Z,56.7,53.5,13:12:15,5
2022-01-28T13:12:20Z,57,53.5,13:12:20,5
2022-01-28T13:12:25Z,57.4,53.9,13:12:25,5
2022-01-28T13:12:30Z,57.5,53.9,13:12:30,5
2022-01-28T13:12:35Z,56.6,53.1,13:12:35,5
2022-01-28T13:12:40Z,56.3,52.7,13:12:40,5
2022-01-28T13:12:45Z,56.2,52.7,13:12:45,5
2022-01-28T13:12:50Z,55.8,52.3,13:12:50,5
2022-01-28T13:12:55Z,55.8,52.3,13:12:55,5
2022-01-28T13:13:00Z,54.5,51.2,13:13:00,5
2022-01-28T13:13:05Z,54.6,51.2,13:13:05,5
2022-01-28T13:13:10Z,54.5,51.2,13:13:10,5
2022-01-28T13:13:15Z,54.4,51.2,13:13:15,5
2022-01-28T13:13:20Z,54.1,50.8,13:13:20,5
2022-01-28T13:13:25Z,54.1,50.8,13:13:25,5
2022-01-28T13:13:30Z,54.1,50.4,13:13:30,5
2022-01-28T13:13:35Z,54,50,13:13:35,5
2022-01-28T13:13:40Z,53.8,50,13:13:40,5
2022-01-28T13:13:45Z,53.7,49.6,13:13:45,5
2022-01-28T13:13:50Z,53.2,49.6,13:13:50,5
2022-01-28T13:13:55Z,53.1,49.6,13:13:55,5
2022-01-28T13:14:00Z,53,49.6,13:14:00,5
2022-01-28T13:14:05Z,52.7,49.2,13:14:05,5
2022-01-28T13:14:10Z,52.7,49.6,13:14:10,5
2022-01-28T13:14:15Z,52.7,49.2,13:14:15,5
2022-01-28T13:14:20Z,52.7,48.8,13:14:20,5
2022-01-28T13:14:25Z,52.6,48.8,13:14:25,5
2022-01-28T13:14:30Z,52.5,49.2,13:14:30,5
2022-01-28T13:14:35Z,52.3,48.4,13:14:35,5
2022-01-28T13:14:40Z,52.3,48.4,13:14:40,5
2022-01-28T13:14:45Z,52.3,48.4,13:14:45,5
2022-01-28T13:14:50Z,52.2,48.4,13:14:50,5
2022-01-28T13:14:55Z,52.3,48.8,13:14:55,5
2022-01-28T13:15:00Z,52.2,48.4,13:15:00,5
2022-01-28T13:15:05Z,52.2,48.4,13:15:05,5
2022-01-28T13:15:10Z,52,48.1,13:15:10,5
2022-01-28T13:15:15Z,51.9,48.1,13:15:15,5
2022-01-28T13:15:20Z,51.5,48.1,13:15:20,5
2022-01-28T13:15:25Z,51.1,47.3,13:15:25,5
2022-01-28T13:15:30Z,51,47.3,13:15:30,5
2022-01-28T13:15:35Z,51,47.3,13:15:35,5
2022-01-28T13:15:40Z,51,47.3,13:15:40,5
2022-01-28T13:15:45Z,50.8,46.9,13:15:45,5
2022-01-28T13:15:50Z,50.7,46.9,13:15:50,5
2022-01-28T13:15:55Z,50.4,46.9,13:15:55,5
2022-01-28T13:16:00Z,50.3,46.5,13:16:00,5
2022-01-28T13:16:05Z,50.2,46.5,13:16:05,5
2022-01-28T13:16:10Z,50.2,46.1,13:16:10,5
2022-01-28T13:16:15Z,50.3,46.5,13:16:15,5
2022-01-28T13:16:20Z,50.3,46.5,13:16:20,5
2022-01-28T13:16:25Z,50.2,46.5,13:16:25,5
2022-01-28T13:16:30Z,50.2,46.5,13:16:30,5
2022-01-28T13:16:35Z,50.3,46.5,13:16:35,5
2022-01-28T13:16:40Z,50.2,46.5,13:16:40,5
2022-01-28T13:16:45Z,50,46.1,13:16:45,5
2022-01-28T13:16:50Z,49.9,46.5,13:16:50,5
2022-01-28T13:16:55Z,49.7,46.1,13:16:55,5
2022-01-28T13:17:00Z,49.4,45.7,13:17:00,5
2022-01-28T13:17:05Z,49.4,45.7,13:17:05,5
2022-01-28T13:17:10Z,49.4,45.7,13:17:10,5
2022-01-28T13:17:15Z,49.4,45.7,13:17:15,5
2022-01-28T13:17:20Z,49.4,45.4,13:17:20,5
2022-01-28T13:17:25Z,49.3,45.4,13:17:25,5
2022-01-28T13:17:30Z,49.3,45.7,13:17:30,5
2022-01-28T13:17:35Z,49.1,45.4,13:17:35,5
2022-01-28T13:17:40Z,49.1,45.4,13:17:40,5
2022-01-28T13:17:45Z,49.1,45.4,13:17:45,5
2022-01-28T13:17:50Z,49.1,45.4,13:17:50,5
2022-01-28T13:17:55Z,49.1,45.4,13:17:55,5
2022-01-28T16:04:05Z,71,67.8,16:04:05,6
2022-01-28T16:04:10Z,71,67.8,16:04:10,6
2022-01-28T16:04:15Z,70.8,67.8,16:04:15,6
2022-01-28T16:04:20Z,71,68.2,16:04:20,6
2022-01-28T16:04:25Z,71,67.8,16:04:25,6
2022-01-28T16:04:30Z,71,68.2,16:04:30,6
2022-01-28T16:04:35Z,71,67.8,16:04:35,6
2022-01-28T16:04:40Z,71,67.8,16:04:40,6
2022-01-28T16:04:45Z,70.9,68.2,16:04:45,6
2022-01-28T16:04:50Z,70.9,67.8,16:04:50,6
2022-01-28T16:04:55Z,70.8,67.8,16:04:55,6
2022-01-28T16:05:00Z,70.9,67.8,16:05:00,6
2022-01-28T16:05:05Z,70.8,67.8,16:05:05,6
2022-01-28T16:05:10Z,70.8,67.8,16:05:10,6
2022-01-28T16:05:15Z,70.8,67.8,16:05:15,6
2022-01-28T16:05:20Z,70.8,67.8,16:05:20,6
2022-01-28T16:05:25Z,70.8,67.8,16:05:25,6
2022-01-28T16:05:30Z,70.9,67.8,16:05:30,6
2022-01-28T16:05:35Z,70.8,67.8,16:05:35,6
2022-01-28T16:05:40Z,70.8,67.8,16:05:40,6
2022-01-28T16:05:45Z,70.8,67.8,16:05:45,6
2022-01-28T16:05:50Z,70.8,67.8,16:05:50,6
2022-01-28T16:05:55Z,70.8,67.8,16:05:55,6
2022-01-28T16:06:00Z,70.8,67.4,16:06:00,6
2022-01-28T16:06:05Z,71.1,68.6,16:06:05,6
2022-01-28T16:06:10Z,72.2,69,16:06:10,6
2022-01-28T16:06:15Z,72.3,69.4,16:06:15,6
2022-01-28T16:06:20Z,72.6,69.7,16:06:20,6
2022-01-28T16:06:25Z,72.9,70.1,16:06:25,6
2022-01-28T16:06:30Z,77.2,75.2,16:06:30,6
2022-01-28T16:06:35Z,96.4,94.6,16:06:35,6
2022-01-28T16:06:40Z,114.7,112.9,16:06:40,6
2022-01-28T16:06:45Z,126.1,125.3,16:06:45,6
2022-01-28T16:06:50Z,138.2,137.4,16:06:50,6
2022-01-28T16:06:55Z,188.4,188.7,16:06:55,6
2022-01-28T16:07:00Z,199.2,199.7,16:07:00,6
2022-01-28T16:07:05Z,195.7,196.6,16:07:05,6
2022-01-28T16:07:10Z,180,180.5,16:07:10,6
2022-01-28T16:07:15Z,177.3,178.1,16:07:15,6
2022-01-28T16:07:20Z,171.7,172.3,16:07:20,6
2022-01-28T16:07:25Z,159.4,159.7,16:07:25,6
2022-01-28T16:07:30Z,152.8,152.3,16:07:30,6
2022-01-28T16:07:35Z,150,149.6,16:07:35,6
2022-01-28T16:07:40Z,142.4,141.7,16:07:40,6
2022-01-28T16:07:45Z,141.4,140.6,16:07:45,6
2022-01-28T16:07:50Z,140.6,139.8,16:07:50,6
2022-01-28T16:07:55Z,140.2,139.4,16:07:55,6
2022-01-28T16:08:00Z,136.1,135.1,16:08:00,6
2022-01-28T16:08:05Z,134.7,133.5,16:08:05,6
2022-01-28T16:08:10Z,133.7,132.4,16:08:10,6
2022-01-28T16:08:15Z,121.4,119.9,16:08:15,6
2022-01-28T16:08:20Z,117,115.6,16:08:20,6
2022-01-28T16:08:25Z,117,115.6,16:08:25,6
2022-01-28T16:08:30Z,117.2,115.6,16:08:30,6
2022-01-28T16:08:35Z,115.6,114.1,16:08:35,6
2022-01-28T16:08:40Z,114.7,112.9,16:08:40,6
2022-01-28T16:08:45Z,113.3,111.7,16:08:45,6
2022-01-28T16:08:50Z,111.4,109.8,16:08:50,6
2022-01-28T16:08:55Z,104.1,102.4,16:08:55,6
2022-01-28T16:09:00Z,103.8,102.4,16:09:00,6
2022-01-28T16:09:05Z,107.5,105.5,16:09:05,6
2022-01-28T16:09:10Z,106.9,105.5,16:09:10,6
2022-01-28T16:09:15Z,106.9,105.5,16:09:15,6
2022-01-28T16:09:20Z,106.5,104.7,16:09:20,6
2022-01-28T16:09:25Z,106.4,104.7,16:09:25,6
2022-01-28T16:09:30Z,106.2,104.3,16:09:30,6
2022-01-28T16:09:35Z,99.1,97.3,16:09:35,6
2022-01-28T16:09:40Z,97.6,95.8,16:09:40,6
2022-01-28T16:09:45Z,96.2,94.2,16:09:45,6
2022-01-28T16:09:50Z,94.1,91.9,16:09:50,6
2022-01-28T16:09:55Z,93.1,91.1,16:09:55,6
2022-01-28T16:10:00Z,92.7,90.7,16:10:00,6
2022-01-28T16:10:05Z,92.5,90.7,16:10:05,6
2022-01-28T16:10:10Z,92.5,90.3,16:10:10,6
2022-01-28T16:10:15Z,92.4,90.3,16:10:15,6
2022-01-28T16:10:20Z,92.3,90.3,16:10:20,6
2022-01-28T16:10:25Z,91.3,89.5,16:10:25,6
2022-01-28T16:10:30Z,90.4,88,16:10:30,6
2022-01-28T16:10:35Z,90.2,88,16:10:35,6
2022-01-28T16:10:40Z,89.2,86.8,16:10:40,6
2022-01-28T16:10:45Z,89,86.8,16:10:45,6
2022-01-28T16:10:50Z,88.6,86,16:10:50,6
2022-01-28T16:10:55Z,87.8,85.7,16:10:55,6
2022-01-28T16:11:00Z,87.4,85.3,16:11:00,6
2022-01-28T16:11:05Z,87.2,84.9,16:11:05,6
2022-01-28T16:11:10Z,86.8,84.5,16:11:10,6
2022-01-28T16:11:15Z,86.5,84.5,16:11:15,6
2022-01-28T16:11:20Z,86.1,83.7,16:11:20,6
2022-01-28T16:11:25Z,85.8,83.3,16:11:25,6
2022-01-28T16:11:30Z,85.2,82.6,16:11:30,6
2022-01-28T16:11:35Z,83.9,81.4,16:11:35,6
2022-01-28T16:11:40Z,82,79.4,16:11:40,6
2022-01-28T16:11:45Z,81.6,79.4,16:11:45,6
2022-01-28T16:11:50Z,81.4,78.7,16:11:50,6
2022-01-28T16:11:55Z,78.8,76,16:11:55,6
2022-01-28T16:12:00Z,77.7,75.2,16:12:00,6
2022-01-28T16:12:05Z,78,75.2,16:12:05,6
2022-01-28T16:12:10Z,78.2,76,16:12:10,6
2022-01-28T16:12:15Z,78.9,76.3,16:12:15,6
2022-01-28T16:12:20Z,79.8,77.1,16:12:20,6
2022-01-28T16:12:25Z,80.1,77.5,16:12:25,6
2022-01-28T16:12:30Z,80.1,77.5,16:12:30,6
2022-01-28T16:12:35Z,80.2,77.5,16:12:35,6
2022-01-28T16:12:40Z,79.8,77.1,16:12:40,6
2022-01-28T16:12:45Z,79.2,76.7,16:12:45,6
2022-01-28T16:12:50Z,78.7,76,16:12:50,6
2022-01-28T16:12:55Z,76.3,73.6,16:12:55,6
2022-01-28T16:13:00Z,76.3,73.6,16:13:00,6
2022-01-28T16:13:05Z,76,73.6,16:13:05,6
2022-01-28T16:13:10Z,76,73.2,16:13:10,6
2022-01-28T16:13:15Z,76.2,73.6,16:13:15,6
2022-01-28T16:13:20Z,75.7,73.2,16:13:20,6
2022-01-28T16:13:25Z,75.2,72.1,16:13:25,6
2022-01-28T16:13:30Z,74.3,71.3,16:13:30,6
2022-01-28T16:13:35Z,74.1,71.3,16:13:35,6
2022-01-28T16:13:40Z,74.2,71.3,16:13:40,6
2022-01-28T16:13:45Z,73.8,70.9,16:13:45,6
2022-01-28T16:13:50Z,73.7,70.9,16:13:50,6
2022-01-28T16:13:55Z,73.7,70.9,16:13:55,6
2022-01-28T16:14:00Z,73.8,70.9,16:14:00,6
2022-01-28T16:14:05Z,73.8,70.9,16:14:05,6
2022-01-28T16:14:10Z,74,70.9,16:14:10,6
2022-01-28T16:14:15Z,74.1,71.3,16:14:15,6
2022-01-28T16:14:20Z,74.1,71.3,16:14:20,6
2022-01-28T16:14:25Z,73.5,70.5,16:14:25,6
2022-01-28T16:14:30Z,73.4,70.5,16:14:30,6
2022-01-28T16:14:35Z,73.3,70.1,16:14:35,6
2022-01-28T16:14:40Z,73.2,70.1,16:14:40,6
2022-01-28T16:14:45Z,73.1,70.5,16:14:45,6
2022-01-28T16:14:50Z,73,70.1,16:14:50,6
2022-01-28T16:14:55Z,72.9,70.1,16:14:55,6
2022-01-28T16:15:00Z,72.8,69.8,16:15:00,6
2022-01-28T16:15:05Z,73,69.7,16:15:05,6
2022-01-28T16:15:10Z,73,70.1,16:15:10,6
2022-01-28T16:15:15Z,73,70.1,16:15:15,6
2022-01-28T16:15:20Z,73,70.1,16:15:20,6
2022-01-28T16:15:25Z,72.9,70.1,16:15:25,6
2022-01-28T16:15:30Z,72.3,69.4,16:15:30,6
2022-01-28T16:15:35Z,72.3,69.4,16:15:35,6
2022-01-28T16:15:40Z,72.5,69.8,16:15:40,6
2022-01-28T16:15:45Z,72.5,69.7,16:15:45,6
2022-01-28T16:15:50Z,72.5,69.4,16:15:50,6
2022-01-28T16:15:55Z,72.5,69,16:15:55,6
2022-01-28T16:16:00Z,72.4,69.4,16:16:00,6
2022-01-28T16:16:05Z,72.1,69.4,16:16:05,6
2022-01-28T16:16:10Z,72.2,69,16:16:10,6
2022-01-28T16:16:15Z,72.2,69,16:16:15,6
2022-01-28T16:16:20Z,72,69,16:16:20,6
2022-01-28T16:16:25Z,71.9,68.6,16:16:25,6
2022-01-28T16:16:30Z,71.7,68.6,16:16:30,6
2022-01-28T16:16:35Z,71.9,68.6,16:16:35,6
2022-01-28T16:16:40Z,71.9,68.6,16:16:40,6
2022-01-28T16:16:45Z,71.9,68.6,16:16:45,6
2022-01-28T16:16:50Z,71.9,68.6,16:16:50,6
2022-01-28T16:16:55Z,71.9,68.6,16:16:55,6
2022-01-28T16:17:00Z,71.9,69,16:17:00,6
2022-01-28T16:17:05Z,71.9,69,16:17:05,6
2022-01-28T16:17:10Z,71.6,68.6,16:17:10,6
2022-01-28T16:17:15Z,71.6,68.6,16:17:15,6
2022-01-28T16:17:20Z,71.5,68.6,16:17:20,6
2022-01-28T16:17:25Z,71.4,68.6,16:17:25,6
2022-01-28T16:17:30Z,71.4,68.6,16:17:30,6
2022-01-28T16:17:35Z,71.4,68.6,16:17:35,6
2022-01-28T16:17:40Z,71.4,68.6,16:17:40,6
2022-01-28T16:17:45Z,71.4,68.6,16:17:45,6
2022-01-28T16:17:50Z,71.4,68.6,16:17:50,6
2022-01-28T16:17:55Z,71.4,68.6,16:17:55,6
2022-01-28T16:03:05Z,71.1,68.1,16:03:05,6a
2022-01-28T16:03:10Z,71.3,68.1,16:03:10,6a
2022-01-28T16:03:15Z,71.3,68.1,16:03:15,6a
2022-01-28T16:03:20Z,71.3,68.1,16:03:20,6a
2022-01-28T16:03:25Z,71.2,68.5,16:03:25,6a
2022-01-28T16:03:30Z,71.1,68.2,16:03:30,6a
2022-01-28T16:03:35Z,71.3,68.2,16:03:35,6a
2022-01-28T16:03:40Z,71.2,68.6,16:03:40,6a
2022-01-28T16:03:45Z,71.2,68.6,16:03:45,6a
2022-01-28T16:03:50Z,71.1,68.2,16:03:50,6a
2022-01-28T16:03:55Z,71.2,68.6,16:03:55,6a
2022-01-28T16:04:00Z,71.2,68.2,16:04:00,6a
2022-01-28T16:04:05Z,71,67.8,16:04:05,6a
2022-01-28T16:04:10Z,71,67.8,16:04:10,6a
2022-01-28T16:04:15Z,70.8,67.8,16:04:15,6a
2022-01-28T16:04:20Z,71,68.2,16:04:20,6a
2022-01-28T16:04:25Z,71,67.8,16:04:25,6a
2022-01-28T16:04:30Z,71,68.2,16:04:30,6a
2022-01-28T16:04:35Z,71,67.8,16:04:35,6a
2022-01-28T16:04:40Z,71,67.8,16:04:40,6a
2022-01-28T16:04:45Z,70.9,68.2,16:04:45,6a
2022-01-28T16:04:50Z,70.9,67.8,16:04:50,6a
2022-01-28T16:04:55Z,70.8,67.8,16:04:55,6a
