Date,FullSpC,LowSpC
4/2/2025 9:27:29,112.3,111
4/2/2025 9:27:30,112.3,110.7
4/2/2025 9:27:31,112.3,110.7
4/2/2025 9:27:32,112.4,110.7
4/2/2025 9:27:33,112.4,110.7
4/2/2025 9:27:34,112.3,110.7
4/2/2025 9:27:35,112.3,110.7
4/2/2025 9:27:36,112.3,110.7
4/2/2025 9:27:37,112.3,110.7
4/2/2025 9:27:38,112.3,110.7
4/2/2025 9:27:39,112.3,110.7
4/2/2025 9:27:40,112.3,110.7
4/2/2025 9:27:41,112.3,110.7
4/2/2025 9:27:42,112.3,110.7
4/2/2025 9:27:43,112.3,110.7
4/2/2025 9:27:44,112.4,110.7
4/2/2025 9:27:45,112.4,110.7
4/2/2025 9:27:46,112.3,110.7
4/2/2025 9:27:47,112.4,111
4/2/2025 9:27:48,112.4,110.7
4/2/2025 9:27:49,112.3,110.7
4/2/2025 9:27:50,112.3,110.7
4/2/2025 9:27:51,112.3,110.7
4/2/2025 9:27:52,112.3,110.7
4/2/2025 9:27:53,112.3,110.7
4/2/2025 9:27:54,112.3,110.7
4/2/2025 9:27:55,112.3,110.7
4/2/2025 9:27:56,112.3,111
4/2/2025 9:27:57,112.3,110.7
4/2/2025 9:27:58,112.3,110.7
4/2/2025 9:27:59,112.3,110.7
4/2/2025 9:28:00,112.3,110.7
4/2/2025 9:28:01,112.3,110.7
4/2/2025 9:28:02,112.3,110.7
4/2/2025 9:28:03,112.3,110.7
4/2/2025 9:28:04,112.3,110.7
4/2/2025 9:28:05,112.3,110.7
4/2/2025 9:28:06,112.3,110.7
4/2/2025 9:28:07,112.3,110.7
4/2/2025 9:28:08,112.3,110.7
4/2/2025 9:28:09,112.3,110.7
4/2/2025 9:28:10,112.3,110.7
4/2/2025 9:28:11,112.3,110.7
4/2/2025 9:28:12,112.3,110.7
4/2/2025 9:28:13,112.3,110.7
4/2/2025 9:28:14,112.2,110.7
4/2/2025 9:28:15,112.2,110.7
4/2/2025 9:28:16,112.3,110.7
4/2/2025 9:28:17,112.3,110.7
4/2/2025 9:28:18,112.3,110.7
4/2/2025 9:28:19,112.2,110.7
4/2/2025 9:28:20,112.2,110.7
4/2/2025 9:28:21,112.3,110.7
4/2/2025 9:28:22,112.3,110.7
4/2/2025 9:28:23,112.2,110.7
4/2/2025 9:28:24,112.3,110.7
4/2/2025 9:28:25,112.2,110.7
4/2/2025 9:28:26,112.3,110.7
4/2/2025 9:28:27,112.3,111
4/2/2025 9:28:28,112.3,110.7
4/2/2025 9:28:29,112.2,110.7
4/2/2025 9:28:30,112.3,110.7
4/2/2025 9:28:31,112.3,110.7
4/2/2025 9:28:32,112.3,110.7
4/2/2025 9:28:33,112.3,110.7
4/2/2025 9:28:34,112.2,110.7
4/2/2025 9:28:35,112.3,110.7
4/2/2025 9:28:36,112.3,110.3
4/2/2025 9:28:37,112.3,110.7
4/2/2025 9:28:38,112.3,110.7
4/2/2025 9:28:39,112.2,110.7
4/2/2025 9:28:40,112.3,110.7
4/2/2025 9:28:41,112.3,110.7
4/2/2025 9:28:42,112.3,110.7
4/2/2025 9:28:43,112.2,110.7
4/2/2025 9:28:44,112.3,110.7
4/2/2025 9:28:45,112.3,110.3
4/2/2025 9:28:46,112.3,110.7
4/2/2025 9:28:47,112.3,110.7
4/2/2025 9:28:48,112.3,110.3
4/2/2025 9:28:49,112.3,110.7
4/2/2025 9:28:50,112.3,110.7
4/2/2025 9:28:51,112.3,110.7
4/2/2025 9:28:52,112.2,110.7
4/2/2025 9:28:53,112.2,110.7
4/2/2025 9:28:54,112.2,110.7
4/2/2025 9:28:55,112.2,110.7
4/2/2025 9:28:56,112.2,110.7
4/2/2025 9:28:57,112.2,110.7
4/2/2025 9:28:58,112.1,110.7
4/2/2025 9:28:59,112.2,111
4/2/2025 9:29:00,112.2,110.7
4/2/2025 9:29:01,112.2,110.7
4/2/2025 9:29:02,112.2,110.7
4/2/2025 9:29:03,112.1,110.7
4/2/2025 9:29:04,112.2,110.7
4/2/2025 9:29:05,112.2,110.7
4/2/2025 9:29:06,112.2,110.7
4/2/2025 9:29:07,112.1,110.7
4/2/2025 9:29:08,112.1,110.7
4/2/2025 9:29:09,112.1,110.3
4/2/2025 9:29:10,112.1,110.7
4/2/2025 9:29:11,112.1,110.7
4/2/2025 9:29:12,112.2,110.3
4/2/2025 9:29:13,112.2,110.7
4/2/2025 9:29:14,112.2,110.3
4/2/2025 9:29:15,112.2,110.7
4/2/2025 9:29:16,112.2,110.3
4/2/2025 9:29:17,112.1,110.7
4/2/2025 9:29:18,112.2,110.3
4/2/2025 9:29:19,112.2,110.7
4/2/2025 9:29:20,112.1,110.7
4/2/2025 9:29:21,112.1,110.7
4/2/2025 9:29:22,112.2,110.7
4/2/2025 9:29:23,112.2,110.7
4/2/2025 9:29:24,112.1,110.7
4/2/2025 9:29:25,112.2,110.3
4/2/2025 9:29:26,112.2,110.7
4/2/2025 9:29:27,112.2,110.7
4/2/2025 9:29:28,112.2,110.3
4/2/2025 9:29:29,112.2,110.7
4/2/2025 9:29:30,112.2,110.3
4/2/2025 9:29:31,112.2,110.3
4/2/2025 9:29:32,112.2,110.7
4/2/2025 9:29:33,112.1,110.7
4/2/2025 9:29:34,112.1,110.7
4/2/2025 9:29:35,112.1,110.3
4/2/2025 9:29:36,112.2,110.7
4/2/2025 9:29:37,112.1,110.3
4/2/2025 9:29:38,112.1,110.7
4/2/2025 9:29:39,112.1,110.7
4/2/2025 9:29:40,112.1,110.7
4/2/2025 9:29:41,112.2,110.7
4/2/2025 9:29:42,112.1,110.3
4/2/2025 9:29:43,112.1,110.7
4/2/2025 9:29:44,112.1,110.7
4/2/2025 9:29:45,112.1,110.7
4/2/2025 9:29:46,112.1,110.3
4/2/2025 9:29:47,112.1,110.7
4/2/2025 9:29:48,112.2,110.7
4/2/2025 9:29:49,112.1,110.7
4/2/2025 9:29:50,112.2,110.7
4/2/2025 9:29:51,112.2,110.7
4/2/2025 9:29:52,112.2,110.7
4/2/2025 9:29:53,112.1,110.3
4/2/2025 9:29:54,112.1,110.3
4/2/2025 9:29:55,112.1,110.3
4/2/2025 9:29:56,112.1,110.3
4/2/2025 9:29:57,112.1,110.7
4/2/2025 9:29:58,112.2,110.7
4/2/2025 9:29:59,112.2,110.7
4/2/2025 9:30:00,112.2,110.7
4/2/2025 9:30:01,112.2,110.7
4/2/2025 9:30:02,112.2,110.7
4/2/2025 9:30:03,112.2,110.7
4/2/2025 9:30:04,112.2,110.7
4/2/2025 9:30:05,112.2,110.7
4/2/2025 9:30:06,112.3,110.7
4/2/2025 9:30:07,112.3,110.7
4/2/2025 9:30:08,112.3,110.7
4/2/2025 9:30:09,112.3,110.7
4/2/2025 9:30:10,112.3,110.7
4/2/2025 9:30:11,112.3,111
4/2/2025 9:30:12,112.3,110.3
4/2/2025 9:30:13,112.3,110.7
4/2/2025 9:30:14,112.3,110.7
4/2/2025 9:30:15,112.3,110.7
4/2/2025 9:30:16,112.4,110.7
4/2/2025 9:30:17,112.4,110.7
4/2/2025 9:30:18,112.5,111
4/2/2025 9:30:19,112.6,111.1
4/2/2025 9:30:20,112.6,111
4/2/2025 9:30:21,112.7,111.4
4/2/2025 9:30:22,112.7,111.4
4/2/2025 9:30:23,112.7,111.4
4/2/2025 9:30:24,112.9,111.4
4/2/2025 9:30:25,112.9,111.8
4/2/2025 9:30:26,113,111.8
4/2/2025 9:30:27,112.8,111.4
4/2/2025 9:30:28,112.9,111.4
4/2/2025 9:30:29,113,111.8
4/2/2025 9:30:30,113.1,111.8
4/2/2025 9:30:31,113.3,111.8
4/2/2025 9:30:32,113.7,111.8
4/2/2025 9:30:33,113.8,112.6
4/2/2025 9:30:34,114,112.6
4/2/2025 9:30:35,114.1,112.6
4/2/2025 9:30:36,114.1,112.9
4/2/2025 9:30:37,114.2,112.9
4/2/2025 9:30:38,114.4,112.9
4/2/2025 9:30:39,114.9,113.3
4/2/2025 9:30:40,115.6,114.1
4/2/2025 9:30:41,115.6,114.1
4/2/2025 9:30:42,117.4,116.3
4/2/2025 9:30:43,116.7,115.2
4/2/2025 9:30:44,118.1,117.1
4/2/2025 9:30:45,118.6,117.5
4/2/2025 9:30:46,119.3,118.2
4/2/2025 9:30:47,119.8,118.6
4/2/2025 9:30:48,120,118.6
4/2/2025 9:30:49,120.3,119.3
4/2/2025 9:30:50,120.5,119.7
4/2/2025 9:30:51,121,119.7
4/2/2025 9:30:52,121.4,120.9
4/2/2025 9:30:53,121.4,120.1
4/2/2025 9:30:54,121.2,119.7
4/2/2025 9:30:55,121.2,120.1
4/2/2025 9:30:56,121.4,120.5
4/2/2025 9:30:57,121.5,120.5
4/2/2025 9:30:58,121.7,120.5
4/2/2025 9:30:59,123,122.4
4/2/2025 9:31:00,124,123.1
4/2/2025 9:31:01,125.1,124.2
4/2/2025 9:31:02,125.8,125
4/2/2025 9:31:03,127.3,126.5
4/2/2025 9:31:04,127.1,126.5
4/2/2025 9:31:05,126.7,125.8
4/2/2025 9:31:06,127.5,126.9
4/2/2025 9:31:07,129,128.4
4/2/2025 9:31:08,129.7,129.1
4/2/2025 9:31:09,130.3,129.9
4/2/2025 9:31:10,131.3,130.7
4/2/2025 9:31:11,132.7,132.2
4/2/2025 9:31:12,133.3,132.9
4/2/2025 9:31:13,133.9,133.3
4/2/2025 9:31:14,134.8,134.8
4/2/2025 9:31:15,139.2,138.9
4/2/2025 9:31:16,140.5,140.4
4/2/2025 9:31:17,141.4,141.6
4/2/2025 9:31:18,142.2,142.3
4/2/2025 9:31:19,144.4,144.6
4/2/2025 9:31:20,145.9,146.1
4/2/2025 9:31:21,146.8,147.2
4/2/2025 9:31:22,147.7,148
4/2/2025 9:31:23,148.2,148.3
4/2/2025 9:31:24,148.4,148.7
4/2/2025 9:31:25,148,148.3
4/2/2025 9:31:26,148.7,149.1
4/2/2025 9:31:27,150,150.6
4/2/2025 9:31:28,150.4,151
4/2/2025 9:31:29,150.7,151
4/2/2025 9:31:30,151,151
4/2/2025 9:31:31,151.4,152.1
4/2/2025 9:31:32,151.5,152.1
4/2/2025 9:31:33,154.9,155.5
4/2/2025 9:31:34,155.1,155.9
4/2/2025 9:31:35,155.8,156.6
4/2/2025 9:31:36,156.3,157
4/2/2025 9:31:37,156.3,157
4/2/2025 9:31:38,158.6,159.6
4/2/2025 9:31:39,158.6,159.6
4/2/2025 9:31:40,160.2,161.1
4/2/2025 9:31:41,162.1,163
4/2/2025 9:31:42,161.9,162.6
4/2/2025 9:31:43,162,163
4/2/2025 9:31:44,164.6,165.6
4/2/2025 9:31:45,166.3,167.5
4/2/2025 9:31:46,168.7,170.1
4/2/2025 9:31:47,169.3,170.9
4/2/2025 9:31:48,172,173.5
4/2/2025 9:31:49,173.6,175.4
4/2/2025 9:31:50,175.5,177.3
4/2/2025 9:31:51,176.2,177.7
4/2/2025 9:31:52,176.7,178.4
4/2/2025 9:31:53,176.7,178
4/2/2025 9:31:54,178,179.5
4/2/2025 9:31:55,181.1,182.5
4/2/2025 9:31:56,183.4,185.2
4/2/2025 9:31:57,182.3,183.7
4/2/2025 9:31:58,185,187
4/2/2025 9:31:59,185.7,187.4
4/2/2025 9:32:00,184.9,187
4/2/2025 9:32:01,186,187.8
4/2/2025 9:32:02,189.8,191.9
4/2/2025 9:32:03,191.9,194.2
4/2/2025 9:32:04,193.2,195.7
4/2/2025 9:32:05,197.9,200.2
4/2/2025 9:32:06,199.1,201.7
4/2/2025 9:32:07,202.6,205
4/2/2025 9:32:08,203.4,205.4
4/2/2025 9:32:09,205.1,207.3
4/2/2025 9:32:10,204.8,206.9
4/2/2025 9:32:11,205.5,207.7
4/2/2025 9:32:12,205.5,208
4/2/2025 9:32:13,205.1,207.7
4/2/2025 9:32:14,203.8,206.5
4/2/2025 9:32:15,207.4,210.3
4/2/2025 9:32:16,206.6,209.2
4/2/2025 9:32:17,204.6,207.3
4/2/2025 9:32:18,205.9,208.4
4/2/2025 9:32:19,208.1,211
4/2/2025 9:32:20,212.4,214.8
4/2/2025 9:32:21,213.3,215.9
4/2/2025 9:32:22,216.6,219.3
4/2/2025 9:32:23,217.4,220.4
4/2/2025 9:32:24,216.3,219.3
4/2/2025 9:32:25,216.8,219.6
4/2/2025 9:32:26,218.1,220.8
4/2/2025 9:32:27,218.4,221.1
4/2/2025 9:32:28,218.9,221.5
4/2/2025 9:32:29,219.8,223
4/2/2025 9:32:30,219.8,222.6
4/2/2025 9:32:31,220.1,223
4/2/2025 9:32:32,222,224.9
4/2/2025 9:32:33,223.6,226.8
4/2/2025 9:32:34,224.4,227.1
4/2/2025 9:32:35,224.3,227.1
4/2/2025 9:32:36,225.4,228.3
4/2/2025 9:32:37,225.3,227.9
4/2/2025 9:32:38,225.8,228.6
4/2/2025 9:32:39,226.2,228.6
4/2/2025 9:32:40,227.4,230.5
4/2/2025 9:32:41,227.8,230.9
4/2/2025 9:32:42,228,230.9
4/2/2025 9:32:43,228.9,231.6
4/2/2025 9:32:44,229.6,233.1
4/2/2025 9:32:45,225.9,228.6
4/2/2025 9:32:46,227.6,230.9
4/2/2025 9:32:47,227.7,230.9
4/2/2025 9:32:48,228.5,231.3
4/2/2025 9:32:49,229.6,233.1
4/2/2025 9:32:50,233.2,236.1
4/2/2025 9:32:51,231.3,234.2
4/2/2025 9:32:52,232.1,235
4/2/2025 9:32:53,232.6,236.1
4/2/2025 9:32:54,231.7,235
4/2/2025 9:32:55,232.6,236.1
4/2/2025 9:32:56,230.9,233.9
4/2/2025 9:32:57,231.3,234.6
4/2/2025 9:32:58,231.4,234.6
4/2/2025 9:32:59,228.9,232
4/2/2025 9:33:00,229.4,232.4
4/2/2025 9:33:01,230.4,233.9
4/2/2025 9:33:02,231.1,234.2
4/2/2025 9:33:03,231,234.2
4/2/2025 9:33:04,230.8,233.9
4/2/2025 9:33:05,232.3,235.4
4/2/2025 9:33:06,231.9,235
4/2/2025 9:33:07,233.8,237.2
4/2/2025 9:33:08,235,238.4
4/2/2025 9:33:09,234.4,237.6
4/2/2025 9:33:10,234.4,237.6
4/2/2025 9:33:11,233.7,236.9
4/2/2025 9:33:12,233.5,236.9
4/2/2025 9:33:13,233.6,236.9
4/2/2025 9:33:14,236.9,240.2
4/2/2025 9:33:15,238.7,241.7
4/2/2025 9:33:16,236.3,239.5
4/2/2025 9:33:17,235.5,238.7
4/2/2025 9:33:18,235.4,239.1
4/2/2025 9:33:19,233.8,237.2
4/2/2025 9:33:20,230.1,233.1
4/2/2025 9:33:21,229.6,232.7
4/2/2025 9:33:22,229.3,232.7
4/2/2025 9:33:23,231.7,235
4/2/2025 9:33:24,230.6,233.9
4/2/2025 9:33:25,233,236.5
4/2/2025 9:33:26,233.9,237.2
4/2/2025 9:33:27,233.6,237.2
4/2/2025 9:33:28,234.8,238.4
4/2/2025 9:33:29,235.4,238.4
4/2/2025 9:33:30,235.6,239.1
4/2/2025 9:33:31,237.6,240.6
4/2/2025 9:33:32,238.7,242.1
4/2/2025 9:33:33,238.2,241.4
4/2/2025 9:33:34,233.6,236.9
4/2/2025 9:33:35,235,238.4
4/2/2025 9:33:36,236.9,240.2
4/2/2025 9:33:37,236.7,239.9
4/2/2025 9:33:38,238,241.7
4/2/2025 9:33:39,237.7,241
4/2/2025 9:33:40,237.9,241.4
4/2/2025 9:33:41,238.3,241.7
4/2/2025 9:33:42,238.4,241.7
4/2/2025 9:33:43,239.7,243.2
4/2/2025 9:33:44,241,244.3
4/2/2025 9:33:45,240,243.2
4/2/2025 9:33:46,240.2,243.6
4/2/2025 9:33:47,240.5,244
4/2/2025 9:33:48,240,243.2
4/2/2025 9:33:49,240.2,243.6
4/2/2025 9:33:50,239.8,243.2
4/2/2025 9:33:51,239.5,242.8
4/2/2025 9:33:52,237.4,241
4/2/2025 9:33:53,237.2,240.6
4/2/2025 9:33:54,239.3,242.8
4/2/2025 9:33:55,238.8,242.1
4/2/2025 9:33:56,237.2,240.6
4/2/2025 9:33:57,237.2,240.6
4/2/2025 9:33:58,236.6,240.2
4/2/2025 9:33:59,236.1,239.5
4/2/2025 9:34:00,234.9,238.4
4/2/2025 9:34:01,235.1,238.4
4/2/2025 9:34:02,235.6,238.7
4/2/2025 9:34:03,235.4,238.7
4/2/2025 9:34:04,234.3,237.6
4/2/2025 9:34:05,235.6,238.7
4/2/2025 9:34:06,234.6,238
4/2/2025 9:34:07,234.6,237.6
4/2/2025 9:34:08,235.1,238.4
4/2/2025 9:34:09,237.7,241
4/2/2025 9:34:10,238.7,242.1
4/2/2025 9:34:11,239.3,242.8
4/2/2025 9:34:12,240.4,243.6
4/2/2025 9:34:13,238.4,241.7
4/2/2025 9:34:14,238.3,241.7
4/2/2025 9:34:15,238.7,242.1
4/2/2025 9:34:16,239.1,242.8
4/2/2025 9:34:17,239.5,242.8
4/2/2025 9:34:18,239.2,242.8
4/2/2025 9:34:19,238.9,242.1
4/2/2025 9:34:20,239.5,242.8
4/2/2025 9:34:21,240.1,243.6
4/2/2025 9:34:22,240,243.6
4/2/2025 9:34:23,240.2,243.6
4/2/2025 9:34:24,240.2,243.6
4/2/2025 9:34:25,240.2,243.2
4/2/2025 9:34:26,240.2,243.6
4/2/2025 9:34:27,240.1,243.6
4/2/2025 9:34:28,240.1,243.6
4/2/2025 9:34:29,238.9,242.1
4/2/2025 9:34:30,238.9,242.1
4/2/2025 9:34:31,237.7,241
4/2/2025 9:34:32,238,241.7
4/2/2025 9:34:33,238.2,241.7
4/2/2025 9:34:34,237.6,241
4/2/2025 9:34:35,237.8,241.3
4/2/2025 9:34:36,238.5,241.7
4/2/2025 9:34:37,238.5,241.7
4/2/2025 9:34:38,238.7,241.7
4/2/2025 9:34:39,238.4,241.7
4/2/2025 9:34:40,237.9,241.3
4/2/2025 9:34:41,237.8,241
4/2/2025 9:34:42,237.9,241
4/2/2025 9:34:43,237.9,241.3
4/2/2025 9:34:44,237.4,240.6
4/2/2025 9:34:45,235.1,238.4
4/2/2025 9:34:46,234.3,237.6
4/2/2025 9:34:47,233.8,237.2
4/2/2025 9:34:48,233.8,237.2
4/2/2025 9:34:49,233.8,237.2
4/2/2025 9:34:50,232.8,236.1
4/2/2025 9:34:51,232.1,235.4
4/2/2025 9:34:52,231,233.9
4/2/2025 9:34:53,229.9,233.1
4/2/2025 9:34:54,231.5,235
4/2/2025 9:34:55,231.2,234.2
4/2/2025 9:34:56,231,234.2
4/2/2025 9:34:57,230.8,233.9
4/2/2025 9:34:58,230.9,234.2
4/2/2025 9:34:59,231,234.2
4/2/2025 9:35:00,231,233.9
4/2/2025 9:35:01,231,234.2
4/2/2025 9:35:02,230.4,233.5
4/2/2025 9:35:03,230,233.1
4/2/2025 9:35:04,229.9,233.1
4/2/2025 9:35:05,230,233.1
4/2/2025 9:35:06,229.1,232
4/2/2025 9:35:07,229,231.6
4/2/2025 9:35:08,228.9,231.6
4/2/2025 9:35:09,228.5,231.6
4/2/2025 9:35:10,227.4,230.5
4/2/2025 9:35:11,227.2,230.5
4/2/2025 9:35:12,228.7,231.6
4/2/2025 9:35:13,229.5,232
4/2/2025 9:35:14,229,232
4/2/2025 9:35:15,228.5,231.6
4/2/2025 9:35:16,228.6,231.6
4/2/2025 9:35:17,228.3,231.2
4/2/2025 9:35:18,227.9,230.9
4/2/2025 9:35:19,227,229.7
4/2/2025 9:35:20,227.2,230.1
4/2/2025 9:35:21,227.1,230.1
4/2/2025 9:35:22,225.9,228.6
4/2/2025 9:35:23,224.8,227.9
4/2/2025 9:35:24,223.9,226.8
4/2/2025 9:35:25,224.3,227.1
4/2/2025 9:35:26,222.5,225.3
4/2/2025 9:35:27,224.6,227.5
4/2/2025 9:35:28,224.6,227.5
4/2/2025 9:35:29,224.7,227.5
4/2/2025 9:35:30,224.5,227.1
4/2/2025 9:35:31,223.7,226.8
4/2/2025 9:35:32,223.8,226.8
4/2/2025 9:35:33,223.3,226.4
4/2/2025 9:35:34,222.9,226
4/2/2025 9:35:35,222.6,225.6
4/2/2025 9:35:36,222.5,225.3
4/2/2025 9:35:37,222.3,225.3
4/2/2025 9:35:38,222.6,225.6
4/2/2025 9:35:39,222.6,225.6
4/2/2025 9:35:40,222.6,225.6
4/2/2025 9:35:41,222.5,225.3
4/2/2025 9:35:42,222.4,225.3
4/2/2025 9:35:43,222.4,225.3
4/2/2025 9:35:44,222.5,225.6
4/2/2025 9:35:45,222.1,224.9
4/2/2025 9:35:46,222,224.9
4/2/2025 9:35:47,221.9,224.9
4/2/2025 9:35:48,221.1,223.8
4/2/2025 9:35:49,220.8,223.8
4/2/2025 9:35:50,220.8,223.8
4/2/2025 9:35:51,220.8,223.8
4/2/2025 9:35:52,220.8,223.8
4/2/2025 9:35:53,220.4,223.4
4/2/2025 9:35:54,220.4,223.4
4/2/2025 9:35:55,219,221.9
4/2/2025 9:35:56,219.3,222.3
4/2/2025 9:35:57,219.4,222.3
4/2/2025 9:35:58,219.4,222.3
4/2/2025 9:35:59,219.8,223
4/2/2025 9:36:00,220.3,223
4/2/2025 9:36:01,218.8,221.5
4/2/2025 9:36:02,218.3,221.1
4/2/2025 9:36:03,218.5,221.5
4/2/2025 9:36:04,217.7,220.8
4/2/2025 9:36:05,217.6,220.4
4/2/2025 9:36:06,217.5,220.4
4/2/2025 9:36:07,217.5,220.4
4/2/2025 9:36:08,217.4,220.4
4/2/2025 9:36:09,216.9,219.6
4/2/2025 9:36:10,216.8,219.6
4/2/2025 9:36:11,216.6,219.6
4/2/2025 9:36:12,215.9,218.5
4/2/2025 9:36:13,215.7,218.5
4/2/2025 9:36:14,215.6,218.5
4/2/2025 9:36:15,215.6,218.5
4/2/2025 9:36:16,215.2,217.8
4/2/2025 9:36:17,213.6,216.3
4/2/2025 9:36:18,213.6,216.6
4/2/2025 9:36:19,213.8,216.3
4/2/2025 9:36:20,213.8,216.6
4/2/2025 9:36:21,214,216.6
4/2/2025 9:36:22,214,216.6
4/2/2025 9:36:23,213.9,217
4/2/2025 9:36:24,213.3,216.3
4/2/2025 9:36:25,212.5,215.1
4/2/2025 9:36:26,212,214.8
4/2/2025 9:36:27,212.1,214.8
4/2/2025 9:36:28,211.9,214.4
4/2/2025 9:36:29,211.8,214.4
4/2/2025 9:36:30,211.6,214.4
4/2/2025 9:36:31,211,214
4/2/2025 9:36:32,210.6,213.3
4/2/2025 9:36:33,210.7,213.6
4/2/2025 9:36:34,210.7,213.3
4/2/2025 9:36:35,210.8,213.3
4/2/2025 9:36:36,209.5,212.1
4/2/2025 9:36:37,209.6,212.1
4/2/2025 9:36:38,209.5,212.1
4/2/2025 9:36:39,210,213.3
4/2/2025 9:36:40,210.1,212.9
4/2/2025 9:36:41,210,213.3
4/2/2025 9:36:42,209.9,212.5
4/2/2025 9:36:43,210,212.9
4/2/2025 9:36:44,209.8,212.9
4/2/2025 9:36:45,209.6,212.2
4/2/2025 9:36:46,209.5,212.2
4/2/2025 9:36:47,209.3,211.8
4/2/2025 9:36:48,209.2,211.8
4/2/2025 9:36:49,209.1,211.8
4/2/2025 9:36:50,209.1,211.8
4/2/2025 9:36:51,209,211.4
4/2/2025 9:36:52,208.9,211.8
4/2/2025 9:36:53,208.8,211.4
4/2/2025 9:36:54,208.4,211
4/2/2025 9:36:55,208.1,210.7
4/2/2025 9:36:56,208,210.7
4/2/2025 9:36:57,207.8,210.3
4/2/2025 9:36:58,207.5,210.3
4/2/2025 9:36:59,207.5,210.3
4/2/2025 9:37:00,207,209.9
4/2/2025 9:37:01,206.4,209.2
4/2/2025 9:37:02,206.4,208.8
4/2/2025 9:37:03,206.3,208.8
4/2/2025 9:37:04,206.3,208.8
4/2/2025 9:37:05,206,208.4
4/2/2025 9:37:06,206.4,209.2
4/2/2025 9:37:07,206.3,208.8
4/2/2025 9:37:08,205.9,208.4
4/2/2025 9:37:09,205.2,207.3
4/2/2025 9:37:10,205,207.7
4/2/2025 9:37:11,205,207.7
4/2/2025 9:37:12,205,207.3
4/2/2025 9:37:13,205,207.3
4/2/2025 9:37:14,203.7,206.2
4/2/2025 9:37:15,203.2,205.4
4/2/2025 9:37:16,202.7,205
4/2/2025 9:37:17,203.1,205.4
4/2/2025 9:37:18,203,205.4
4/2/2025 9:37:19,202.9,205.4
