"Plot Title: Bradford_15_DO_2022-10-12_Q"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733147, SEN S/N: 10733147)","Temp, °F (LGR S/N: 10733147, SEN S/N: 10733147)"
1,11/01/23 11:00:00 AM,1.78,66.38
2,11/01/23 12:00:00 PM,1.16,70.99
3,11/01/23 01:00:00 PM,1.95,66.13
4,11/01/23 02:00:00 PM,1.38,65.55
5,11/01/23 03:00:00 PM,2.23,64.18
6,11/01/23 04:00:00 PM,1.89,62.96
7,11/01/23 05:00:00 PM,2.30,61.81
8,11/01/23 06:00:00 PM,2.14,59.90
9,11/01/23 07:00:00 PM,2.36,58.10
10,11/01/23 08:00:00 PM,2.81,56.95
11,11/01/23 09:00:00 PM,2.87,55.22
12,11/01/23 10:00:00 PM,2.99,53.56
13,11/01/23 11:00:00 PM,2.65,52.23
14,11/02/23 12:00:00 AM,4.23,50.68
15,11/02/23 01:00:00 AM,2.80,49.10
16,11/02/23 02:00:00 AM,3.77,47.55
17,11/02/23 03:00:00 AM,3.73,46.58
18,11/02/23 04:00:00 AM,4.10,45.82
19,11/02/23 05:00:00 AM,4.49,46.00
20,11/02/23 06:00:00 AM,4.92,45.86
21,11/02/23 07:00:00 AM,5.28,45.79
22,11/02/23 08:00:00 AM,5.23,47.23
23,11/02/23 09:00:00 AM,3.89,53.10
24,11/02/23 10:00:00 AM,3.15,58.10
25,11/02/23 11:00:00 AM,1.87,70.48
26,11/02/23 12:00:00 PM,2.43,74.12
27,11/02/23 01:00:00 PM,3.18,68.68
28,11/02/23 02:00:00 PM,3.66,69.33
29,11/02/23 03:00:00 PM,4.19,67.60
30,11/02/23 04:00:00 PM,3.67,65.95
31,11/02/23 05:00:00 PM,4.10,64.00
32,11/02/23 06:00:00 PM,2.22,61.34
33,11/02/23 07:00:00 PM,2.92,60.01
34,11/02/23 08:00:00 PM,2.82,59.54
35,11/02/23 09:00:00 PM,2.35,58.10
36,11/02/23 10:00:00 PM,1.93,56.95
37,11/02/23 11:00:00 PM,2.46,56.08
38,11/03/23 12:00:00 AM,2.78,56.12
39,11/03/23 01:00:00 AM,2.48,55.36
40,11/03/23 02:00:00 AM,2.59,54.36
41,11/03/23 03:00:00 AM,2.96,54.28
42,11/03/23 04:00:00 AM,3.23,54.36
43,11/03/23 05:00:00 AM,2.98,54.21
44,11/03/23 06:00:00 AM,2.93,53.78
45,11/03/23 07:00:00 AM,2.73,53.28
46,11/03/23 08:00:00 AM,3.89,54.68
47,11/03/23 09:00:00 AM,3.08,60.40
48,11/03/23 10:00:00 AM,3.68,67.10
49,11/03/23 11:00:00 AM,2.51,77.14
50,11/03/23 12:00:00 PM,1.74,79.27
51,11/03/23 01:00:00 PM,4.09,73.29
52,11/03/23 02:00:00 PM,8.09,72.03
53,11/03/23 03:00:00 PM,8.95,69.69
54,11/03/23 04:00:00 PM,9.15,68.14
55,11/03/23 05:00:00 PM,9.62,65.08
56,11/03/23 06:00:00 PM,9.66,64.62
57,11/03/23 07:00:00 PM,9.82,63.54
58,11/03/23 08:00:00 PM,9.79,63.54
59,11/03/23 09:00:00 PM,9.90,62.56
60,11/03/23 10:00:00 PM,10.12,61.02
61,11/03/23 11:00:00 PM,10.16,60.48
62,11/04/23 12:00:00 AM,10.19,60.26
63,11/04/23 01:00:00 AM,10.25,59.65
64,11/04/23 02:00:00 AM,10.32,59.32
65,11/04/23 03:00:00 AM,10.57,57.42
66,11/04/23 04:00:00 AM,10.64,57.09
67,11/04/23 05:00:00 AM,10.61,57.13
68,11/04/23 06:00:00 AM,10.64,56.91
69,11/04/23 07:00:00 AM,10.60,57.16
70,11/04/23 08:00:00 AM,10.54,57.60
71,11/04/23 09:00:00 AM,10.23,59.94
72,11/04/23 10:00:00 AM,9.75,63.36
73,11/04/23 11:00:00 AM,9.08,69.08
74,11/04/23 12:00:00 PM,8.28,76.21
75,11/04/23 01:00:00 PM,8.87,71.06
76,11/04/23 02:00:00 PM,8.83,72.25
77,11/04/23 03:00:00 PM,8.99,70.05
78,11/04/23 04:00:00 PM,9.11,68.58
79,11/04/23 05:00:00 PM,9.40,66.13
80,11/04/23 06:00:00 PM,9.78,63.07
81,11/04/23 07:00:00 PM,10.12,60.69
82,11/04/23 08:00:00 PM,10.24,59.76
83,11/04/23 09:00:00 PM,10.57,57.27
84,11/04/23 10:00:00 PM,10.98,54.97
85,11/04/23 11:00:00 PM,11.19,53.42
86,11/05/23 12:00:00 AM,11.27,52.70
87,11/05/23 01:00:00 AM,11.38,51.73
88,11/05/23 02:00:00 AM,11.48,50.86
89,11/05/23 03:00:00 AM,11.79,49.39
90,11/05/23 04:00:00 AM,11.77,49.14
91,11/05/23 05:00:00 AM,11.85,48.67
92,11/05/23 06:00:00 AM,11.98,48.16
93,11/05/23 07:00:00 AM,11.91,48.34
94,11/05/23 08:00:00 AM,11.71,50.07
95,11/05/23 09:00:00 AM,10.50,59.65
