MiniDOT Logger Concatenated Data File
Sensor:             7450-887320
Concatenation Date: 2024Jul12 19:05:45 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1714554000,           2024-05-01 09:00:00,           2024-05-01 05:00:00,      3.510000,     19.178000,          7.107000,                    76.892491,      0.913000
                1714557600,           2024-05-01 10:00:00,           2024-05-01 06:00:00,      3.510000,     18.859000,          7.001000,                    75.259478,      0.910000
                1714561200,           2024-05-01 11:00:00,           2024-05-01 07:00:00,      3.510000,     18.598000,          6.644000,                    71.044737,      0.915000
                1714564800,           2024-05-01 12:00:00,           2024-05-01 08:00:00,      3.510000,     18.548000,          6.022000,                    64.328219,      0.906000
                1714568400,           2024-05-01 13:00:00,           2024-05-01 09:00:00,      3.510000,     18.918000,          5.111000,                    55.007932,      0.916000
                1714572000,           2024-05-01 14:00:00,           2024-05-01 10:00:00,      3.510000,     19.447000,          5.406000,                    58.805864,      0.916000
                1714575600,           2024-05-01 15:00:00,           2024-05-01 11:00:00,      3.510000,     20.068000,          6.611000,                    72.810050,      0.907000
                1714579200,           2024-05-01 16:00:00,           2024-05-01 12:00:00,      3.510000,     20.972000,          8.802000,                    98.683025,      0.936000
                1714582800,           2024-05-01 17:00:00,           2024-05-01 13:00:00,      3.510000,     21.884000,          8.649000,                    98.701181,      0.936000
                1714586400,           2024-05-01 18:00:00,           2024-05-01 14:00:00,      3.510000,     22.704000,          8.516000,                    98.723332,      0.935000
                1714590000,           2024-05-01 19:00:00,           2024-05-01 15:00:00,      3.510000,     23.449000,          8.392000,                    98.668863,      0.935000
                1714593600,           2024-05-01 20:00:00,           2024-05-01 16:00:00,      3.510000,     23.952000,          8.323000,                    98.786033,      0.936000
                1714597200,           2024-05-01 21:00:00,           2024-05-01 17:00:00,      3.510000,     23.868000,          8.354000,                    98.998216,      0.936000
                1714600800,           2024-05-01 22:00:00,           2024-05-01 18:00:00,      3.510000,     23.952000,          8.325000,                    98.809771,      0.936000
                1714604400,           2024-05-01 23:00:00,           2024-05-01 19:00:00,      3.510000,     23.223000,          8.445000,                    98.869371,      0.936000
                1714608000,           2024-05-02 00:00:00,           2024-05-01 20:00:00,      3.520000,     22.310000,          8.573000,                    98.638616,      0.936000
                1714611600,           2024-05-02 01:00:00,           2024-05-01 21:00:00,      3.510000,     21.792000,          8.671000,                    98.776643,      0.936000
                1714615200,           2024-05-02 02:00:00,           2024-05-01 22:00:00,      3.520000,     21.557000,          8.716000,                    98.838686,      0.936000
                1714618800,           2024-05-02 03:00:00,           2024-05-01 23:00:00,      3.510000,     21.072000,          8.808000,                    98.943556,      0.937000
                1714622400,           2024-05-02 04:00:00,           2024-05-02 00:00:00,      3.520000,     20.704000,          8.860000,                    98.812663,      0.936000
                1714626000,           2024-05-02 05:00:00,           2024-05-02 01:00:00,      3.520000,     20.310000,          8.925000,                    98.767578,      0.936000
                1714629600,           2024-05-02 06:00:00,           2024-05-02 02:00:00,      3.520000,     19.816000,          9.018000,                    98.822953,      0.936000
                1714633200,           2024-05-02 07:00:00,           2024-05-02 03:00:00,      3.520000,     19.296000,          9.107000,                    98.765152,      0.937000
                1714636800,           2024-05-02 08:00:00,           2024-05-02 04:00:00,      3.520000,     19.077000,          9.140000,                    98.687004,      0.937000
                1714640400,           2024-05-02 09:00:00,           2024-05-02 05:00:00,      3.520000,     19.355000,          9.087000,                    98.665105,      0.937000
