MiniDOT Logger Concatenated Data File
Sensor:             7450-887320
Concatenation Date: 2024Apr18 20:58:08 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1711368000,           2024-03-25 12:00:00,           2024-03-25 08:00:00,      3.490000,     15.560000,          2.955000,                    29.659111,      0.933000
                1711371600,           2024-03-25 13:00:00,           2024-03-25 09:00:00,      3.490000,     15.594000,          2.996000,                    30.092486,      0.934000
                1711375200,           2024-03-25 14:00:00,           2024-03-25 10:00:00,      3.500000,     15.783000,          3.067000,                    30.930092,      0.933000
                1711378800,           2024-03-25 15:00:00,           2024-03-25 11:00:00,      3.500000,     16.099000,          3.219000,                    32.681634,      0.933000
                1711382400,           2024-03-25 16:00:00,           2024-03-25 12:00:00,      3.490000,     16.491000,          3.442000,                    35.236159,      0.933000
                1711386000,           2024-03-25 17:00:00,           2024-03-25 13:00:00,      3.500000,     16.950000,          3.636000,                    37.582087,      0.934000
                1711389600,           2024-03-25 18:00:00,           2024-03-25 14:00:00,      3.500000,     17.256000,          3.720000,                    38.696206,      0.933000
                1711393200,           2024-03-25 19:00:00,           2024-03-25 15:00:00,      3.490000,     17.603000,          9.452000,                    99.031077,      0.935000
                1711400400,           2024-03-25 21:00:00,           2024-03-25 17:00:00,      3.470000,     17.636000,          3.630000,                    38.058390,      0.933000
                1711404000,           2024-03-25 22:00:00,           2024-03-25 18:00:00,      3.480000,     17.569000,          3.495000,                    36.592310,      0.933000
                1711407600,           2024-03-25 23:00:00,           2024-03-25 19:00:00,      3.480000,     17.400000,          3.317000,                    34.607389,      0.933000
                1711411200,           2024-03-26 00:00:00,           2024-03-25 20:00:00,      3.480000,     17.273000,          3.157000,                    32.851365,      0.933000
                1711414800,           2024-03-26 01:00:00,           2024-03-25 21:00:00,      3.480000,     17.171000,          3.052000,                    31.691470,      0.933000
                1711418400,           2024-03-26 02:00:00,           2024-03-25 22:00:00,      3.490000,     17.095000,          2.987000,                    30.967479,      0.933000
                1711422000,           2024-03-26 03:00:00,           2024-03-25 23:00:00,      3.490000,     17.001000,          2.941000,                    30.430875,      0.933000
                1711425600,           2024-03-26 04:00:00,           2024-03-26 00:00:00,      3.490000,     16.899000,          2.921000,                    30.159615,      0.933000
                1711429200,           2024-03-26 05:00:00,           2024-03-26 01:00:00,      3.490000,     16.840000,          2.911000,                    30.019301,      0.933000
                1711432800,           2024-03-26 06:00:00,           2024-03-26 02:00:00,      3.490000,     16.789000,          2.897000,                    29.843052,      0.933000
                1711436400,           2024-03-26 07:00:00,           2024-03-26 03:00:00,      3.490000,     16.763000,          2.882000,                    29.672367,      0.932000
                1711440000,           2024-03-26 08:00:00,           2024-03-26 04:00:00,      3.490000,     16.738000,          2.876000,                    29.595085,      0.933000
                1711443600,           2024-03-26 09:00:00,           2024-03-26 05:00:00,      3.490000,     16.670000,          2.870000,                    29.491256,      0.933000
                1711447200,           2024-03-26 10:00:00,           2024-03-26 06:00:00,      3.490000,     16.653000,          2.867000,                    29.449921,      0.932000
                1711450800,           2024-03-26 11:00:00,           2024-03-26 07:00:00,      3.490000,     16.627000,          2.868000,                    29.444116,      0.933000
                1711454400,           2024-03-26 12:00:00,           2024-03-26 08:00:00,      3.490000,     16.585000,          2.868000,                    29.418151,      0.933000
                1711458000,           2024-03-26 13:00:00,           2024-03-26 09:00:00,      3.490000,     16.619000,          2.907000,                    29.839494,      0.933000
                1711461600,           2024-03-26 14:00:00,           2024-03-26 10:00:00,      3.490000,     16.763000,          2.966000,                    30.537211,      0.933000
                1711465200,           2024-03-26 15:00:00,           2024-03-26 11:00:00,      3.490000,     17.044000,          3.127000,                    32.384474,      0.933000
                1711468800,           2024-03-26 16:00:00,           2024-03-26 12:00:00,      3.490000,     17.493000,          3.333000,                    34.841373,      0.933000
