"Plot Title: Bradford_6a_baro"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 21248140, SEN S/N: 21248140)","Temp, °F (LGR S/N: 21248140, SEN S/N: 21248140)","Coupler Detached (LGR S/N: 21248140, SEN S/N: 21248140)","Coupler Attached (LGR S/N: 21248140, SEN S/N: 21248140)","Host Connected (LGR S/N: 21248140, SEN S/N: 21248140)","End Of File (LGR S/N: 21248140, SEN S/N: 21248140)"
1,09/14/22 11:14:09 AM,14.6841,91.987,,,,
2,09/14/22 11:14:48 AM,,,Logged,,,
3,09/14/22 11:29:09 AM,14.6868,93.115,,,,
4,09/14/22 11:44:09 AM,14.6870,91.987,,,,
5,09/14/22 11:59:09 AM,14.6852,90.124,,,,
6,09/14/22 12:14:09 PM,14.6800,84.295,,,,
7,09/14/22 12:29:09 PM,14.6810,79.853,,,,
8,09/14/22 12:44:09 PM,14.6809,77.923,,,,
9,09/14/22 12:59:09 PM,14.6788,77.050,,,,
10,09/14/22 01:14:09 PM,14.6767,76.703,,,,
11,09/14/22 01:29:09 PM,14.6733,76.528,,,,
12,09/14/22 01:44:09 PM,14.6672,76.354,,,,
13,09/14/22 01:59:09 PM,14.6658,76.354,,,,
14,09/14/22 02:14:09 PM,14.6600,76.354,,,,
15,09/14/22 02:29:09 PM,14.6614,76.354,,,,
16,09/14/22 02:44:09 PM,14.6626,76.181,,,,
17,09/14/22 02:59:09 PM,14.6582,76.181,,,,
18,09/14/22 03:14:09 PM,14.6539,76.181,,,,
19,09/14/22 03:29:09 PM,14.6524,76.181,,,,
20,09/14/22 03:44:09 PM,14.6495,76.181,,,,
21,09/14/22 03:59:09 PM,14.6481,76.181,,,,
22,09/14/22 04:14:09 PM,14.6453,76.181,,,,
23,09/14/22 04:29:09 PM,14.6439,76.181,,,,
24,09/14/22 04:44:09 PM,14.6453,76.181,,,,
25,09/14/22 04:59:09 PM,14.6453,76.181,,,,
26,09/14/22 05:14:09 PM,14.6481,76.181,,,,
27,09/14/22 05:29:09 PM,14.6495,76.181,,,,
28,09/14/22 05:44:09 PM,14.6510,76.181,,,,
29,09/14/22 05:59:09 PM,14.6481,76.181,,,,
30,09/14/22 06:14:09 PM,14.6468,76.181,,,,
31,09/14/22 06:29:09 PM,14.6495,76.181,,,,
32,09/14/22 06:44:09 PM,14.6495,76.181,,,,
33,09/14/22 06:59:09 PM,14.6524,76.181,,,,
34,09/14/22 07:14:09 PM,14.6524,76.181,,,,
35,09/14/22 07:29:09 PM,14.6568,76.181,,,,
36,09/14/22 07:44:09 PM,14.6539,76.181,,,,
37,09/14/22 07:59:09 PM,14.6539,76.181,,,,
38,09/14/22 08:14:09 PM,14.6597,76.181,,,,
39,09/14/22 08:29:09 PM,14.6653,76.181,,,,
40,09/14/22 08:44:09 PM,14.6697,76.181,,,,
41,09/14/22 08:59:09 PM,14.6740,76.181,,,,
42,09/14/22 09:14:09 PM,14.6755,76.181,,,,
43,09/14/22 09:29:09 PM,14.6755,76.181,,,,
44,09/14/22 09:44:09 PM,14.6755,76.181,,,,
45,09/14/22 09:59:09 PM,14.6797,76.181,,,,
46,09/14/22 10:14:09 PM,14.6812,76.181,,,,
47,09/14/22 10:29:09 PM,14.6812,76.181,,,,
48,09/14/22 10:44:09 PM,14.6797,76.181,,,,
49,09/14/22 10:59:09 PM,14.6783,76.181,,,,
50,09/14/22 11:14:09 PM,14.6812,76.181,,,,
51,09/14/22 11:29:09 PM,14.6830,76.354,,,,
52,09/14/22 11:44:09 PM,14.6841,76.181,,,,
53,09/14/22 11:59:09 PM,14.6855,76.181,,,,
54,09/15/22 12:14:09 AM,14.6870,76.181,,,,
55,09/15/22 12:29:09 AM,14.6874,76.354,,,,
56,09/15/22 12:44:09 AM,14.6874,76.354,,,,
57,09/15/22 12:59:09 AM,14.6888,76.354,,,,
58,09/15/22 01:14:09 AM,14.6874,76.354,,,,
59,09/15/22 01:29:09 AM,14.6855,76.181,,,,
60,09/15/22 01:44:09 AM,14.6812,76.181,,,,
61,09/15/22 01:59:09 AM,14.6816,76.354,,,,
62,09/15/22 02:14:09 AM,14.6816,76.354,,,,
63,09/15/22 02:29:09 AM,14.6797,76.181,,,,
64,09/15/22 02:44:09 AM,14.6769,76.181,,,,
65,09/15/22 02:59:09 AM,14.6745,76.354,,,,
66,09/15/22 03:14:09 AM,14.6787,76.354,,,,
67,09/15/22 03:29:09 AM,14.6783,76.181,,,,
68,09/15/22 03:44:09 AM,14.6769,76.181,,,,
69,09/15/22 03:59:09 AM,14.6769,76.181,,,,
70,09/15/22 04:14:09 AM,14.6769,76.181,,,,
71,09/15/22 04:29:09 AM,14.6797,76.181,,,,
72,09/15/22 04:44:09 AM,14.6797,76.181,,,,
73,09/15/22 04:59:09 AM,14.6783,76.181,,,,
74,09/15/22 05:14:09 AM,14.6812,76.181,,,,
75,09/15/22 05:29:09 AM,14.6797,76.181,,,,
76,09/15/22 05:44:09 AM,14.6826,76.181,,,,
77,09/15/22 05:59:09 AM,14.6841,76.181,,,,
78,09/15/22 06:14:09 AM,14.6870,76.181,,,,
79,09/15/22 06:29:09 AM,14.6841,76.181,,,,
80,09/15/22 06:44:09 AM,14.6870,76.181,,,,
81,09/15/22 06:59:09 AM,14.6899,76.181,,,,
82,09/15/22 07:14:09 AM,14.6928,76.181,,,,
83,09/15/22 07:29:09 AM,14.6955,76.181,,,,
84,09/15/22 07:44:09 AM,14.6999,76.181,,,,
85,09/15/22 07:59:09 AM,14.7013,76.181,,,,
86,09/15/22 08:14:09 AM,14.7057,76.181,,,,
87,09/15/22 08:29:09 AM,14.7028,76.181,,,,
88,09/15/22 08:44:09 AM,14.7071,76.181,,,,
89,09/15/22 08:59:09 AM,14.7042,76.181,,,,
90,09/15/22 09:14:09 AM,14.7057,76.181,,,,
91,09/15/22 09:29:09 AM,14.7071,76.181,,,,
92,09/15/22 09:44:09 AM,14.7071,76.181,,,,
93,09/15/22 09:59:09 AM,14.7086,76.181,,,,
94,09/15/22 10:14:09 AM,14.7113,76.181,,,,
95,09/15/22 10:29:09 AM,14.7099,76.181,,,,
96,09/15/22 10:44:09 AM,14.7113,76.181,,,,
97,09/15/22 10:59:09 AM,14.7099,76.181,,,,
98,09/15/22 11:14:09 AM,14.7099,76.181,,,,
99,09/15/22 11:29:09 AM,14.7086,76.181,,,,
100,09/15/22 11:44:09 AM,14.7086,76.181,,,,
101,09/15/22 11:59:09 AM,14.7099,76.181,,,,
102,09/15/22 12:14:09 PM,14.7099,76.181,,,,
103,09/15/22 12:29:09 PM,14.7067,76.006,,,,
104,09/15/22 12:44:09 PM,14.7052,76.006,,,,
105,09/15/22 12:59:09 PM,14.7067,76.006,,,,
106,09/15/22 01:14:09 PM,14.7023,76.006,,,,
107,09/15/22 01:29:09 PM,14.7009,76.006,,,,
108,09/15/22 01:44:09 PM,14.6980,76.006,,,,
109,09/15/22 01:59:09 PM,14.6967,76.006,,,,
110,09/15/22 02:14:09 PM,14.6938,76.006,,,,
111,09/15/22 02:29:09 PM,14.6923,76.006,,,,
112,09/15/22 02:44:09 PM,14.6894,76.006,,,,
113,09/15/22 02:59:09 PM,14.6894,76.006,,,,
114,09/15/22 03:14:09 PM,14.6851,76.006,,,,
115,09/15/22 03:29:09 PM,14.6865,76.006,,,,
116,09/15/22 03:44:09 PM,14.6822,76.006,,,,
117,09/15/22 03:59:09 PM,14.6851,76.006,,,,
118,09/15/22 04:14:09 PM,14.6851,76.006,,,,
119,09/15/22 04:29:09 PM,14.6836,76.006,,,,
120,09/15/22 04:44:09 PM,14.6809,76.006,,,,
121,09/15/22 04:59:09 PM,14.6851,76.006,,,,
122,09/15/22 05:14:09 PM,14.6851,76.006,,,,
123,09/15/22 05:29:09 PM,14.6880,76.006,,,,
124,09/15/22 05:44:09 PM,14.6909,76.006,,,,
125,09/15/22 05:59:09 PM,14.6938,76.006,,,,
126,09/15/22 06:14:09 PM,14.6923,76.006,,,,
127,09/15/22 06:29:09 PM,14.6938,76.006,,,,
128,09/15/22 06:44:09 PM,14.6967,76.006,,,,
129,09/15/22 06:59:09 PM,14.6980,76.006,,,,
130,09/15/22 07:14:09 PM,14.7009,76.006,,,,
131,09/15/22 07:29:09 PM,14.7009,76.006,,,,
132,09/15/22 07:44:09 PM,14.7023,76.006,,,,
133,09/15/22 07:59:09 PM,14.7052,76.006,,,,
134,09/15/22 08:14:09 PM,14.7081,76.006,,,,
135,09/15/22 08:29:09 PM,14.7081,76.006,,,,
136,09/15/22 08:44:09 PM,14.7110,76.006,,,,
137,09/15/22 08:59:09 PM,14.7152,76.006,,,,
138,09/15/22 09:14:09 PM,14.7181,76.006,,,,
139,09/15/22 09:29:09 PM,14.7200,76.181,,,,
140,09/15/22 09:44:09 PM,14.7215,76.181,,,,
141,09/15/22 09:59:09 PM,14.7215,76.181,,,,
142,09/15/22 10:14:09 PM,14.7200,76.181,,,,
143,09/15/22 10:29:09 PM,14.7186,76.181,,,,
144,09/15/22 10:44:09 PM,14.7229,76.181,,,,
145,09/15/22 10:59:09 PM,14.7215,76.181,,,,
146,09/15/22 11:14:09 PM,14.7229,76.181,,,,
147,09/15/22 11:29:09 PM,14.7215,76.181,,,,
148,09/15/22 11:44:09 PM,14.7215,76.181,,,,
149,09/15/22 11:59:09 PM,14.7200,76.181,,,,
150,09/16/22 12:14:09 AM,14.7200,76.181,,,,
151,09/16/22 12:29:09 AM,14.7200,76.181,,,,
152,09/16/22 12:44:09 AM,14.7186,76.181,,,,
153,09/16/22 12:59:09 AM,14.7171,76.181,,,,
154,09/16/22 01:14:09 AM,14.7157,76.181,,,,
155,09/16/22 01:29:09 AM,14.7157,76.181,,,,
156,09/16/22 01:44:09 AM,14.7142,76.181,,,,
157,09/16/22 01:59:09 AM,14.7113,76.181,,,,
158,09/16/22 02:14:09 AM,14.7113,76.181,,,,
159,09/16/22 02:29:09 AM,14.7071,76.181,,,,
160,09/16/22 02:44:09 AM,14.7042,76.181,,,,
161,09/16/22 02:59:09 AM,14.7052,76.006,,,,
162,09/16/22 03:14:09 AM,14.7071,76.181,,,,
163,09/16/22 03:29:09 AM,14.7086,76.181,,,,
164,09/16/22 03:44:09 AM,14.7067,76.006,,,,
165,09/16/22 03:59:09 AM,14.7052,76.006,,,,
166,09/16/22 04:14:09 AM,14.7042,76.181,,,,
167,09/16/22 04:29:09 AM,14.7023,76.006,,,,
168,09/16/22 04:44:09 AM,14.7009,76.006,,,,
169,09/16/22 04:59:09 AM,14.7009,76.006,,,,
170,09/16/22 05:14:09 AM,14.7038,76.006,,,,
171,09/16/22 05:29:09 AM,14.7009,76.006,,,,
172,09/16/22 05:44:09 AM,14.7038,76.006,,,,
173,09/16/22 05:59:09 AM,14.7038,76.006,,,,
174,09/16/22 06:14:09 AM,14.7038,76.006,,,,
175,09/16/22 06:29:09 AM,14.7067,76.006,,,,
176,09/16/22 06:44:09 AM,14.7081,76.006,,,,
177,09/16/22 06:59:09 AM,14.7110,76.006,,,,
178,09/16/22 07:14:09 AM,14.7125,76.006,,,,
179,09/16/22 07:29:09 AM,14.7152,76.006,,,,
