Plot Title: Bradford_6a_baro,,,,,,,,
#,Date,"Time, GMT-04:01","Abs Pres, psi (LGR S/N: 21248140, SEN S/N: 21248140)","Temp, °F (LGR S/N: 21248140, SEN S/N: 21248140)",Coupler Detached (LGR S/N: 21248140),Coupler Attached (LGR S/N: 21248140),Host Connected (LGR S/N: 21248140),End Of File (LGR S/N: 21248140)
1347,9/28/2022,11:30:00,14.6452,73.58,,,,
1348,9/28/2022,11:45:00,14.6423,73.58,,,,
1349,9/28/2022,12:00:00,14.6423,73.58,,,,
1350,9/28/2022,12:15:00,14.6408,73.58,,,,
1351,9/28/2022,12:30:00,14.635,73.58,,,,
1352,9/28/2022,12:45:00,14.6275,73.407,,,,
1353,9/28/2022,13:00:00,14.6246,73.407,,,,
1354,9/28/2022,13:15:00,14.6233,73.407,,,,
1355,9/28/2022,13:30:00,14.6275,73.407,,,,
1356,9/28/2022,13:45:00,14.626,73.407,,,,
1357,9/28/2022,14:00:00,14.6218,73.407,,,,
1358,9/28/2022,14:15:00,14.6189,73.407,,,,
1359,9/28/2022,14:30:00,14.6146,73.407,,,,
1360,9/28/2022,14:45:00,14.606,73.407,,,,
1361,9/28/2022,15:00:00,14.5988,73.407,,,,
1362,9/28/2022,15:15:00,14.5988,73.407,,,,
1363,9/28/2022,15:30:00,14.5988,73.407,,,,
1364,9/28/2022,15:45:00,14.5946,73.407,,,,
1365,9/28/2022,16:00:00,14.5941,73.234,,,,
1366,9/28/2022,16:15:00,14.6012,73.234,,,,
1367,9/28/2022,16:30:00,14.6041,73.234,,,,
1368,9/28/2022,16:45:00,14.6027,73.234,,,,
1369,9/28/2022,17:00:00,14.6027,73.234,,,,
1370,9/28/2022,17:15:00,14.6056,73.234,,,,
1371,9/28/2022,17:30:00,14.6027,73.234,,,,
1372,9/28/2022,17:45:00,14.6056,73.234,,,,
1373,9/28/2022,18:00:00,14.6099,73.234,,,,
1374,9/28/2022,18:15:00,14.6056,73.234,,,,
1375,9/28/2022,18:30:00,14.6041,73.234,,,,
1376,9/28/2022,18:45:00,14.5985,73.234,,,,
1377,9/28/2022,19:00:00,14.6027,73.234,,,,
1378,9/28/2022,19:15:00,14.6056,73.234,,,,
1379,9/28/2022,19:30:00,14.6081,73.062,,,,
1380,9/28/2022,19:45:00,14.6037,73.062,,,,
1381,9/28/2022,20:00:00,14.6024,73.062,,,,
1382,9/28/2022,20:15:00,14.6037,73.062,,,,
1383,9/28/2022,20:30:00,14.6081,73.062,,,,
1384,9/28/2022,20:45:00,14.6052,73.062,,,,
1385,9/28/2022,21:00:00,14.6095,73.062,,,,
1386,9/28/2022,21:15:00,14.6139,73.062,,,,
1387,9/28/2022,21:30:00,14.6153,73.062,,,,
1388,9/28/2022,21:45:00,14.611,73.062,,,,
1389,9/28/2022,22:00:00,14.611,73.062,,,,
1390,9/28/2022,22:15:00,14.6095,73.062,,,,
1391,9/28/2022,22:30:00,14.6078,72.891,,,,
1392,9/28/2022,22:45:00,14.6105,72.891,,,,
1393,9/28/2022,23:00:00,14.6105,72.891,,,,
1394,9/28/2022,23:15:00,14.6078,72.891,,,,
1395,9/28/2022,23:30:00,14.6078,72.891,,,,
1396,9/28/2022,23:45:00,14.6063,72.891,,,,
1397,9/28/2022,0:00:00,14.6049,72.891,,,,
1398,9/29/2022,0:15:00,14.6034,72.891,,,,
1399,9/29/2022,0:30:00,14.6015,72.718,,,,
1400,9/29/2022,0:45:00,14.5959,72.718,,,,
1401,9/29/2022,1:00:00,14.5872,72.718,,,,
1402,9/29/2022,1:15:00,14.5886,72.718,,,,
1403,9/29/2022,1:30:00,14.5843,72.718,,,,
1404,9/29/2022,1:45:00,14.5857,72.718,,,,
1405,9/29/2022,2:00:00,14.5843,72.718,,,,
1406,9/29/2022,2:15:00,14.5786,72.718,,,,
1407,9/29/2022,2:30:00,14.5743,72.718,,,,
1408,9/29/2022,2:45:00,14.5711,72.545,,,,
1409,9/29/2022,3:00:00,14.5682,72.545,,,,
1410,9/29/2022,3:15:00,14.5653,72.545,,,,
1411,9/29/2022,3:30:00,14.5638,72.545,,,,
1412,9/29/2022,3:45:00,14.5638,72.545,,,,
1413,9/29/2022,4:00:00,14.5567,72.545,,,,
1414,9/29/2022,4:15:00,14.5524,72.545,,,,
1415,9/29/2022,4:30:00,14.5495,72.545,,,,
1416,9/29/2022,4:45:00,14.5495,72.545,,,,
1417,9/29/2022,5:00:00,14.5492,72.372,,,,
1418,9/29/2022,5:15:00,14.5506,72.372,,,,
1419,9/29/2022,5:30:00,14.5492,72.372,,,,
1420,9/29/2022,5:45:00,14.5492,72.372,,,,
1421,9/29/2022,6:00:00,14.5477,72.372,,,,
1422,9/29/2022,6:15:00,14.5434,72.372,,,,
1423,9/29/2022,6:30:00,14.5477,72.372,,,,
1424,9/29/2022,6:45:00,14.5534,72.372,,,,
1425,9/29/2022,7:00:00,14.5534,72.372,,,,
1426,9/29/2022,7:15:00,14.5545,72.199,,,,
1427,9/29/2022,7:30:00,14.5531,72.199,,,,
1428,9/29/2022,7:45:00,14.5558,72.199,,,,
1429,9/29/2022,8:00:00,14.5558,72.199,,,,
1430,9/29/2022,8:15:00,14.5531,72.199,,,,
1431,9/29/2022,8:30:00,14.5558,72.199,,,,
1432,9/29/2022,8:45:00,14.5531,72.199,,,,
1433,9/29/2022,9:00:00,14.5558,72.199,,,,
1434,9/29/2022,9:15:00,14.5599,72.028,,,,
1435,9/29/2022,9:30:00,14.557,72.028,,,,
1436,9/29/2022,9:45:00,14.5585,72.028,,,,
1437,9/29/2022,10:00:00,14.5599,72.028,,,,
1438,9/29/2022,10:15:00,14.5627,72.028,,,,
1439,9/29/2022,10:30:00,14.5656,72.028,,,,
1440,9/29/2022,10:45:00,14.5656,72.028,,,,
1441,9/29/2022,11:00:00,14.5656,72.028,,,,
1442,9/29/2022,11:15:00,14.5641,72.028,,,,
1443,9/29/2022,11:30:00,14.5656,72.028,,,,
1444,9/29/2022,11:45:00,14.5651,71.856,,,,
1445,9/29/2022,12:00:00,14.5666,71.856,,,,
1446,9/29/2022,12:15:00,14.5651,71.856,,,,
1447,9/29/2022,12:30:00,14.5638,71.856,,,,
1448,9/29/2022,12:45:00,14.5651,71.856,,,,
1449,9/29/2022,13:00:00,14.5666,71.856,,,,
1450,9/29/2022,13:15:00,14.5666,71.856,,,,
1451,9/29/2022,13:30:00,14.5651,71.856,,,,
1452,9/29/2022,13:45:00,14.5677,71.683,,,,
1453,9/29/2022,14:00:00,14.5677,71.683,,,,
1454,9/29/2022,14:15:00,14.5663,71.683,,,,
1455,9/29/2022,14:30:00,14.5648,71.683,,,,
1456,9/29/2022,14:45:00,14.5648,71.683,,,,
1457,9/29/2022,15:00:00,14.5619,71.683,,,,
1458,9/29/2022,15:15:00,14.5576,71.683,,,,
1459,9/29/2022,15:30:00,14.5561,71.683,,,,
1460,9/29/2022,15:45:00,14.5561,71.683,,,,
1461,9/29/2022,16:00:00,14.5576,71.683,,,,
1462,9/29/2022,16:15:00,14.5529,71.512,,,,
1463,9/29/2022,16:30:00,14.5573,71.512,,,,
1464,9/29/2022,16:45:00,14.5573,71.512,,,,
1465,9/29/2022,17:00:00,14.5602,71.512,,,,
1466,9/29/2022,17:15:00,14.5629,71.512,,,,
1467,9/29/2022,17:30:00,14.5658,71.512,,,,
1468,9/29/2022,17:45:00,14.5673,71.512,,,,
1469,9/29/2022,18:00:00,14.5717,71.512,,,,
1470,9/29/2022,18:15:00,14.5744,71.512,,,,
1471,9/29/2022,18:30:00,14.5717,71.512,,,,
1472,9/29/2022,18:45:00,14.5731,71.512,,,,
1473,9/29/2022,19:00:00,14.5731,71.512,,,,
1474,9/29/2022,19:15:00,14.5717,71.512,,,,
1475,9/29/2022,19:30:00,14.5702,71.512,,,,
1476,9/29/2022,19:45:00,14.5727,71.339,,,,
1477,9/29/2022,20:00:00,14.5741,71.339,,,,
1478,9/29/2022,20:15:00,14.5727,71.339,,,,
1479,9/29/2022,20:30:00,14.5727,71.339,,,,
1480,9/29/2022,20:45:00,14.5756,71.339,,,,
1481,9/29/2022,21:00:00,14.577,71.339,,,,
1482,9/29/2022,21:15:00,14.577,71.339,,,,
1483,9/29/2022,21:30:00,14.5785,71.339,,,,
1484,9/29/2022,21:45:00,14.577,71.339,,,,
1485,9/29/2022,22:00:00,14.5756,71.339,,,,
1486,9/29/2022,22:15:00,14.577,71.339,,,,
1487,9/29/2022,22:30:00,14.577,71.339,,,,
1488,9/29/2022,22:45:00,14.5798,71.339,,,,
1489,9/29/2022,23:00:00,14.5798,71.339,,,,
1490,9/29/2022,23:15:00,14.5798,71.339,,,,
1491,9/29/2022,23:30:00,14.5756,71.339,,,,
1492,9/29/2022,23:45:00,14.5756,71.339,,,,
1493,9/29/2022,0:00:00,14.5766,71.168,,,,
1494,9/30/2022,0:15:00,14.5737,71.168,,,,
1495,9/30/2022,0:30:00,14.5722,71.168,,,,
1496,9/30/2022,0:45:00,14.5708,71.168,,,,
1497,9/30/2022,1:00:00,14.568,71.168,,,,
1498,9/30/2022,1:15:00,14.5695,71.168,,,,
1499,9/30/2022,1:30:00,14.5637,71.168,,,,
1500,9/30/2022,1:45:00,14.5651,71.168,,,,
1501,9/30/2022,2:00:00,14.5608,71.168,,,,
1502,9/30/2022,2:15:00,14.5651,71.168,,,,
1503,9/30/2022,2:30:00,14.5608,71.168,,,,
1504,9/30/2022,2:45:00,14.5593,71.168,,,,
1505,9/30/2022,3:00:00,14.5593,71.168,,,,
1506,9/30/2022,3:15:00,14.5564,71.168,,,,
1507,9/30/2022,3:30:00,14.5564,71.168,,,,
1508,9/30/2022,3:45:00,14.5551,71.168,,,,
1509,9/30/2022,4:00:00,14.5532,70.995,,,,
1510,9/30/2022,4:15:00,14.5518,70.995,,,,
1511,9/30/2022,4:30:00,14.5518,70.995,,,,
1512,9/30/2022,4:45:00,14.5518,70.995,,,,
1513,9/30/2022,5:00:00,14.5532,70.995,,,,
1514,9/30/2022,5:15:00,14.5518,70.995,,,,
1515,9/30/2022,5:30:00,14.5518,70.995,,,,
1516,9/30/2022,5:45:00,14.5532,70.995,,,,
1517,9/30/2022,6:00:00,14.5532,70.995,,,,
1518,9/30/2022,6:15:00,14.5547,70.995,,,,
1519,9/30/2022,6:30:00,14.5561,70.995,,,,
1520,9/30/2022,6:45:00,14.5561,70.995,,,,
1521,9/30/2022,7:00:00,14.5632,70.995,,,,
1522,9/30/2022,7:15:00,14.5618,70.995,,,,
1523,9/30/2022,7:30:00,14.569,70.995,,,,
1524,9/30/2022,7:45:00,14.5705,70.995,,,,
1525,9/30/2022,8:00:00,14.5734,70.995,,,,
1526,9/30/2022,8:15:00,14.5719,70.995,,,,
1527,9/30/2022,8:30:00,14.573,70.824,,,,
1528,9/30/2022,8:45:00,14.5773,70.824,,,,
1529,9/30/2022,9:00:00,14.5788,70.824,,,,
1530,9/30/2022,9:15:00,14.5788,70.824,,,,
1531,9/30/2022,9:30:00,14.5815,70.824,,,,
1532,9/30/2022,9:45:00,14.5844,70.824,,,,
1533,9/30/2022,10:00:00,14.583,70.824,,,,
1534,9/30/2022,10:15:00,14.5815,70.824,,,,
1535,9/30/2022,10:30:00,14.5815,70.824,,,,
1536,9/30/2022,10:45:00,14.5801,70.824,,,,
1537,9/30/2022,11:00:00,14.5801,70.824,,,,
1538,9/30/2022,11:15:00,14.583,70.824,,,,
1539,9/30/2022,11:30:00,14.5815,70.824,,,,
1540,9/30/2022,11:45:00,14.5801,70.824,,,,
1541,9/30/2022,12:00:00,14.5815,70.824,,,,
1542,9/30/2022,12:15:00,14.5815,70.824,,,,
1543,9/30/2022,12:30:00,14.5788,70.824,,,,
1544,9/30/2022,12:45:00,14.5773,70.824,,,,
1545,9/30/2022,13:00:00,14.5759,70.824,,,,
1546,9/30/2022,13:15:00,14.5759,70.824,,,,
1547,9/30/2022,13:30:00,14.5759,70.824,,,,
1548,9/30/2022,13:45:00,14.574,70.651,,,,
1549,9/30/2022,14:00:00,14.5725,70.651,,,,
1550,9/30/2022,14:15:00,14.5683,70.651,,,,
1551,9/30/2022,14:30:00,14.5683,70.651,,,,
1552,9/30/2022,14:45:00,14.5657,70.824,,,,
1553,9/30/2022,15:00:00,14.564,70.651,,,,
1554,9/30/2022,15:15:00,14.5629,70.824,,,,
1555,9/30/2022,15:30:00,14.5625,70.651,,,,
1556,9/30/2022,15:45:00,14.5611,70.651,,,,
1557,9/30/2022,16:00:00,14.56,70.824,,,,
1558,9/30/2022,16:15:00,14.5586,70.824,,,,
1559,9/30/2022,16:30:00,14.5586,70.824,,,,
1560,9/30/2022,16:45:00,14.5571,70.824,,,,
1561,9/30/2022,17:00:00,14.5571,70.824,,,,
1562,9/30/2022,17:15:00,14.5571,70.824,,,,
1563,9/30/2022,17:30:00,14.5586,70.824,,,,
1564,9/30/2022,17:45:00,14.56,70.824,,,,
1565,9/30/2022,18:00:00,14.56,70.824,,,,
1566,9/30/2022,18:15:00,14.5629,70.824,,,,
1567,9/30/2022,18:30:00,14.5629,70.824,,,,
1568,9/30/2022,18:45:00,14.5657,70.824,,,,
1569,9/30/2022,19:00:00,14.5672,70.824,,,,
1570,9/30/2022,19:15:00,14.5676,70.995,,,,
1571,9/30/2022,19:30:00,14.569,70.995,,,,
1572,9/30/2022,19:45:00,14.5719,70.995,,,,
1573,9/30/2022,20:00:00,14.5734,70.995,,,,
1574,9/30/2022,20:15:00,14.5805,70.995,,,,
1575,9/30/2022,20:30:00,14.5805,70.995,,,,
1576,9/30/2022,20:45:00,14.5819,70.995,,,,
1577,9/30/2022,21:00:00,14.5848,70.995,,,,
1578,9/30/2022,21:15:00,14.5863,70.995,,,,
1579,9/30/2022,21:30:00,14.5878,70.995,,,,
1580,9/30/2022,21:45:00,14.5891,70.995,,,,
1581,9/30/2022,22:00:00,14.5891,70.995,,,,
1582,9/30/2022,22:15:00,14.5891,70.995,,,,
1583,9/30/2022,22:30:00,14.5934,70.995,,,,
1584,9/30/2022,22:45:00,14.5949,70.995,,,,
1585,9/30/2022,23:00:00,14.5949,70.995,,,,
1586,9/30/2022,23:15:00,14.5949,70.995,,,,
1587,9/30/2022,23:30:00,14.5934,70.995,,,,
1588,9/30/2022,23:45:00,14.5949,70.995,,,,
1589,9/30/2022,0:00:00,14.5949,70.995,,,,
1590,10/1/2022,0:15:00,14.5934,70.995,,,,
1591,10/1/2022,0:30:00,14.5949,70.995,,,,
1592,10/1/2022,0:45:00,14.5963,70.995,,,,
1593,10/1/2022,1:00:00,14.5949,70.995,,,,
1594,10/1/2022,1:15:00,14.5934,70.995,,,,
1595,10/1/2022,1:30:00,14.592,70.995,,,,
1596,10/1/2022,1:45:00,14.5963,70.995,,,,
1597,10/1/2022,2:00:00,14.5934,70.995,,,,
1598,10/1/2022,2:15:00,14.5963,70.995,,,,
1599,10/1/2022,2:30:00,14.5934,70.995,,,,
1600,10/1/2022,2:45:00,14.592,70.995,,,,
1601,10/1/2022,3:00:00,14.5934,70.995,,,,
1602,10/1/2022,3:15:00,14.5949,70.995,,,,
1603,10/1/2022,3:30:00,14.5934,70.995,,,,
1604,10/1/2022,3:45:00,14.5949,70.995,,,,
1605,10/1/2022,4:00:00,14.5949,70.995,,,,
1606,10/1/2022,4:15:00,14.5934,70.995,,,,
1607,10/1/2022,4:30:00,14.5963,70.995,,,,
1608,10/1/2022,4:45:00,14.5959,70.824,,,,
1609,10/1/2022,5:00:00,14.5973,70.824,,,,
1610,10/1/2022,5:15:00,14.6002,70.824,,,,
1611,10/1/2022,5:30:00,14.6017,70.824,,,,
1612,10/1/2022,5:45:00,14.6017,70.824,,,,
1613,10/1/2022,6:00:00,14.606,70.824,,,,
1614,10/1/2022,6:15:00,14.6046,70.824,,,,
1615,10/1/2022,6:30:00,14.6088,70.824,,,,
1616,10/1/2022,6:45:00,14.6102,70.824,,,,
1617,10/1/2022,7:00:00,14.6131,70.824,,,,
1618,10/1/2022,7:15:00,14.6131,70.824,,,,
1619,10/1/2022,7:30:00,14.6131,70.824,,,,
1620,10/1/2022,7:45:00,14.6156,70.651,,,,
1621,10/1/2022,8:00:00,14.6156,70.651,,,,
1622,10/1/2022,8:15:00,14.6199,70.651,,,,
1623,10/1/2022,8:30:00,14.6199,70.651,,,,
1624,10/1/2022,8:45:00,14.6228,70.651,,,,
1625,10/1/2022,9:00:00,14.6214,70.651,,,,
1626,10/1/2022,9:15:00,14.6228,70.651,,,,
1627,10/1/2022,9:30:00,14.6228,70.651,,,,
1628,10/1/2022,9:45:00,14.6271,70.651,,,,
1629,10/1/2022,10:00:00,14.6271,70.651,,,,
1630,10/1/2022,10:15:00,14.6271,70.651,,,,
1631,10/1/2022,10:30:00,14.6297,70.48,,,,
1632,10/1/2022,10:45:00,14.6297,70.48,,,,
1633,10/1/2022,11:00:00,14.6268,70.48,,,,
1634,10/1/2022,11:15:00,14.6282,70.48,,,,
1635,10/1/2022,11:30:00,14.6224,70.48,,,,
1636,10/1/2022,11:45:00,14.621,70.48,,,,
1637,10/1/2022,12:00:00,14.621,70.48,,,,
1638,10/1/2022,12:15:00,14.621,70.48,,,,
1639,10/1/2022,12:30:00,14.6181,70.48,,,,
1640,10/1/2022,12:45:00,14.6168,70.48,,,,
1641,10/1/2022,13:00:00,14.6124,70.48,,,,
1642,10/1/2022,13:15:00,14.611,70.48,,,,
1643,10/1/2022,13:30:00,14.6034,70.308,,,,
1644,10/1/2022,13:45:00,14.6049,70.308,,,,
1645,10/1/2022,14:00:00,14.6005,70.308,,,,
1646,10/1/2022,14:15:00,14.5991,70.308,,,,
1647,10/1/2022,14:30:00,14.5962,70.308,,,,
1648,10/1/2022,14:45:00,14.592,70.308,,,,
1649,10/1/2022,15:00:00,14.5905,70.308,,,,
1650,10/1/2022,15:15:00,14.5891,70.308,,,,
1651,10/1/2022,15:30:00,14.5862,70.308,,,,
1652,10/1/2022,15:45:00,14.5862,70.308,,,,
1653,10/1/2022,16:00:00,14.588,70.48,,,,
1654,10/1/2022,16:15:00,14.5837,70.48,,,,
1655,10/1/2022,16:30:00,14.5851,70.48,,,,
1656,10/1/2022,16:45:00,14.5837,70.48,,,,
1657,10/1/2022,17:00:00,14.5866,70.48,,,,
1658,10/1/2022,17:15:00,14.5837,70.48,,,,
1659,10/1/2022,17:30:00,14.5851,70.48,,,,
1660,10/1/2022,17:45:00,14.5851,70.48,,,,
1661,10/1/2022,18:00:00,14.5851,70.48,,,,
1662,10/1/2022,18:15:00,14.5851,70.48,,,,
1663,10/1/2022,18:30:00,14.5883,70.651,,,,
1664,10/1/2022,18:45:00,14.5898,70.651,,,,
1665,10/1/2022,19:00:00,14.5912,70.651,,,,
1666,10/1/2022,19:15:00,14.5941,70.651,,,,
1667,10/1/2022,19:30:00,14.5956,70.651,,,,
1668,10/1/2022,19:45:00,14.5998,70.651,,,,
1669,10/1/2022,20:00:00,14.6012,70.651,,,,
1670,10/1/2022,20:15:00,14.6041,70.651,,,,
1671,10/1/2022,20:30:00,14.606,70.824,,,,
1672,10/1/2022,20:45:00,14.6088,70.824,,,,
1673,10/1/2022,21:00:00,14.6102,70.824,,,,
1674,10/1/2022,21:15:00,14.6131,70.824,,,,
1675,10/1/2022,21:30:00,14.616,70.824,,,,
1676,10/1/2022,21:45:00,14.6175,70.824,,,,
1677,10/1/2022,22:00:00,14.6217,70.824,,,,
1678,10/1/2022,22:15:00,14.6217,70.824,,,,
1679,10/1/2022,22:30:00,14.6231,70.824,,,,
1680,10/1/2022,22:45:00,14.6231,70.824,,,,
1681,10/1/2022,23:00:00,14.626,70.824,,,,
1682,10/1/2022,23:15:00,14.6289,70.824,,,,
1683,10/1/2022,23:30:00,14.6304,70.824,,,,
1684,10/1/2022,23:45:00,14.6304,70.824,,,,
1685,10/1/2022,0:00:00,14.6294,70.995,,,,
1686,10/2/2022,0:15:00,14.6294,70.995,,,,
1687,10/2/2022,0:30:00,14.6294,70.995,,,,
1688,10/2/2022,0:45:00,14.6307,70.995,,,,
1689,10/2/2022,1:00:00,14.6279,70.995,,,,
1690,10/2/2022,1:15:00,14.6265,70.995,,,,
1691,10/2/2022,1:30:00,14.6265,70.995,,,,
1692,10/2/2022,1:45:00,14.6236,70.995,,,,
1693,10/2/2022,2:00:00,14.6221,70.995,,,,
1694,10/2/2022,2:15:00,14.6221,70.995,,,,
1695,10/2/2022,2:30:00,14.6221,70.995,,,,
1696,10/2/2022,2:45:00,14.6221,70.995,,,,
1697,10/2/2022,3:00:00,14.6221,70.995,,,,
1698,10/2/2022,3:15:00,14.6178,70.995,,,,
1699,10/2/2022,3:30:00,14.6163,70.995,,,,
1700,10/2/2022,3:45:00,14.6146,70.824,,,,
1701,10/2/2022,4:00:00,14.6175,70.824,,,,
1702,10/2/2022,4:15:00,14.616,70.824,,,,
1703,10/2/2022,4:30:00,14.6189,70.824,,,,
1704,10/2/2022,4:45:00,14.6189,70.824,,,,
1705,10/2/2022,5:00:00,14.616,70.824,,,,
1706,10/2/2022,5:15:00,14.6175,70.824,,,,
1707,10/2/2022,5:30:00,14.6204,70.824,,,,
1708,10/2/2022,5:45:00,14.6217,70.824,,,,
1709,10/2/2022,6:00:00,14.6246,70.824,,,,
1710,10/2/2022,6:15:00,14.626,70.824,,,,
1711,10/2/2022,6:30:00,14.6289,70.824,,,,
1712,10/2/2022,6:45:00,14.6318,70.824,,,,
1713,10/2/2022,7:00:00,14.6318,70.824,,,,
1714,10/2/2022,7:15:00,14.6318,70.824,,,,
1715,10/2/2022,7:30:00,14.6347,70.824,,,,
1716,10/2/2022,7:45:00,14.636,70.824,,,,
1717,10/2/2022,8:00:00,14.6387,70.651,,,,
1718,10/2/2022,8:15:00,14.64,70.651,,,,
1719,10/2/2022,8:30:00,14.6443,70.651,,,,
1720,10/2/2022,8:45:00,14.6458,70.651,,,,
1721,10/2/2022,9:00:00,14.6472,70.651,,,,
1722,10/2/2022,9:15:00,14.6443,70.651,,,,
1723,10/2/2022,9:30:00,14.6458,70.651,,,,
1724,10/2/2022,9:45:00,14.6472,70.651,,,,
1725,10/2/2022,10:00:00,14.6458,70.651,,,,
1726,10/2/2022,10:15:00,14.6458,70.651,,,,
1727,10/2/2022,10:30:00,14.6472,70.651,,,,
1728,10/2/2022,10:45:00,14.6516,70.651,,,,
1729,10/2/2022,11:00:00,14.6487,70.651,,,,
1730,10/2/2022,11:15:00,14.6468,70.48,,,,
1731,10/2/2022,11:30:00,14.6453,70.48,,,,
1732,10/2/2022,11:45:00,14.644,70.48,,,,
1733,10/2/2022,12:00:00,14.6411,70.48,,,,
1734,10/2/2022,12:15:00,14.6382,70.48,,,,
1735,10/2/2022,12:30:00,14.6353,70.48,,,,
1736,10/2/2022,12:45:00,14.6368,70.48,,,,
1737,10/2/2022,13:00:00,14.6324,70.48,,,,
1738,10/2/2022,13:15:00,14.631,70.48,,,,
1739,10/2/2022,13:30:00,14.6282,70.48,,,,
1740,10/2/2022,13:45:00,14.6253,70.48,,,,
1741,10/2/2022,14:00:00,14.6239,70.48,,,,
1742,10/2/2022,14:15:00,14.621,70.48,,,,
1743,10/2/2022,14:30:00,14.6168,70.48,,,,
1744,10/2/2022,14:45:00,14.6139,70.48,,,,
1745,10/2/2022,15:00:00,14.6124,70.48,,,,
1746,10/2/2022,15:15:00,14.6124,70.48,,,,
1747,10/2/2022,15:30:00,14.6095,70.48,,,,
1748,10/2/2022,15:45:00,14.6095,70.48,,,,
1749,10/2/2022,16:00:00,14.6066,70.48,,,,
1750,10/2/2022,16:15:00,14.6066,70.48,,,,
1751,10/2/2022,16:30:00,14.6037,70.48,,,,
1752,10/2/2022,16:45:00,14.6066,70.48,,,,
1753,10/2/2022,17:00:00,14.6081,70.48,,,,
1754,10/2/2022,17:15:00,14.611,70.48,,,,
1755,10/2/2022,17:30:00,14.6095,70.48,,,,
1756,10/2/2022,17:45:00,14.6139,70.48,,,,
1757,10/2/2022,18:00:00,14.6139,70.48,,,,
1758,10/2/2022,18:15:00,14.6139,70.48,,,,
1759,10/2/2022,18:30:00,14.617,70.651,,,,
1760,10/2/2022,18:45:00,14.6199,70.651,,,,
1761,10/2/2022,19:00:00,14.6214,70.651,,,,
1762,10/2/2022,19:15:00,14.6243,70.651,,,,
1763,10/2/2022,19:30:00,14.6271,70.651,,,,
1764,10/2/2022,19:45:00,14.63,70.651,,,,
1765,10/2/2022,20:00:00,14.6329,70.651,,,,
1766,10/2/2022,20:15:00,14.6372,70.651,,,,
1767,10/2/2022,20:30:00,14.64,70.651,,,,
1768,10/2/2022,20:45:00,14.6429,70.651,,,,
1769,10/2/2022,21:00:00,14.6458,70.651,,,,
1770,10/2/2022,21:15:00,14.6477,70.824,,,,
1771,10/2/2022,21:30:00,14.6533,70.824,,,,
1772,10/2/2022,21:45:00,14.6548,70.824,,,,
1773,10/2/2022,22:00:00,14.6577,70.824,,,,
1774,10/2/2022,22:15:00,14.6591,70.824,,,,
1775,10/2/2022,22:30:00,14.6591,70.824,,,,
1776,10/2/2022,22:45:00,14.662,70.824,,,,
1777,10/2/2022,23:00:00,14.662,70.824,,,,
1778,10/2/2022,23:15:00,14.6648,70.824,,,,
1779,10/2/2022,23:30:00,14.6633,70.824,,,,
1780,10/2/2022,23:45:00,14.6633,70.824,,,,
1781,10/2/2022,0:00:00,14.6633,70.824,,,,
1782,10/3/2022,0:15:00,14.6648,70.824,,,,
1783,10/3/2022,0:30:00,14.6648,70.824,,,,
1784,10/3/2022,0:45:00,14.6633,70.824,,,,
1785,10/3/2022,1:00:00,14.6648,70.824,,,,
1786,10/3/2022,1:15:00,14.6677,70.824,,,,
1787,10/3/2022,1:30:00,14.6648,70.824,,,,
1788,10/3/2022,1:45:00,14.6648,70.824,,,,
1789,10/3/2022,2:00:00,14.6662,70.824,,,,
1790,10/3/2022,2:15:00,14.6648,70.824,,,,
1791,10/3/2022,2:30:00,14.662,70.824,,,,
1792,10/3/2022,2:45:00,14.6648,70.824,,,,
1793,10/3/2022,3:00:00,14.6633,70.824,,,,
1794,10/3/2022,3:15:00,14.6606,70.824,,,,
1795,10/3/2022,3:30:00,14.6591,70.824,,,,
1796,10/3/2022,3:45:00,14.6591,70.824,,,,
1797,10/3/2022,4:00:00,14.6591,70.824,,,,
1798,10/3/2022,4:15:00,14.6606,70.824,,,,
1799,10/3/2022,4:30:00,14.662,70.824,,,,
1800,10/3/2022,4:45:00,14.662,70.824,,,,
1801,10/3/2022,5:00:00,14.662,70.824,,,,
1802,10/3/2022,5:15:00,14.663,70.651,,,,
1803,10/3/2022,5:30:00,14.6616,70.651,,,,
1804,10/3/2022,5:45:00,14.663,70.651,,,,
1805,10/3/2022,6:00:00,14.6645,70.651,,,,
1806,10/3/2022,6:15:00,14.6687,70.651,,,,
1807,10/3/2022,6:30:00,14.6687,70.651,,,,
1808,10/3/2022,6:45:00,14.6687,70.651,,,,
1809,10/3/2022,7:00:00,14.673,70.651,,,,
1810,10/3/2022,7:15:00,14.6774,70.651,,,,
1811,10/3/2022,7:30:00,14.6774,70.651,,,,
1812,10/3/2022,7:45:00,14.6774,70.651,,,,
1813,10/3/2022,8:00:00,14.6803,70.651,,,,
1814,10/3/2022,8:15:00,14.6845,70.651,,,,
1815,10/3/2022,8:30:00,14.6857,70.48,,,,
1816,10/3/2022,8:45:00,14.687,70.48,,,,
1817,10/3/2022,9:00:00,14.6884,70.48,,,,
1818,10/3/2022,9:15:00,14.6899,70.48,,,,
1819,10/3/2022,9:30:00,14.6913,70.48,,,,
1820,10/3/2022,9:45:00,14.6884,70.48,,,,
1821,10/3/2022,10:00:00,14.6913,70.48,,,,
1822,10/3/2022,10:15:00,14.6913,70.48,,,,
1823,10/3/2022,10:30:00,14.6928,70.48,,,,
1824,10/3/2022,10:45:00,14.6923,70.308,,,,
