"Plot Title: Bradford_8"
"#","Date","Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10684089, SEN S/N: 10684089)","Temp, °F (LGR S/N: 10684089, SEN S/N: 10684089)","Coupler Detached (LGR S/N: 10684089, SEN S/N: 10684089)","Coupler Attached (LGR S/N: 10684089, SEN S/N: 10684089)","Stopped (LGR S/N: 10684089, SEN S/N: 10684089)","End Of File (LGR S/N: 10684089, SEN S/N: 10684089)"
43,01/28/22,04:15:00,15.5406,51.874,,,,
44,01/28/22,04:30:00,15.5443,51.874,,,,
45,01/28/22,04:45:00,15.5402,51.699,,,,
46,01/28/22,05:00:00,15.5420,51.699,,,,
47,01/28/22,05:15:00,15.5420,51.699,,,,
48,01/28/22,05:30:00,15.5450,51.523,,,,
49,01/28/22,05:45:00,15.5469,51.523,,,,
50,01/28/22,06:00:00,15.5469,51.523,,,,
51,01/28/22,06:15:00,15.5499,51.346,,,,
52,01/28/22,06:30:00,15.5499,51.346,,,,
53,01/28/22,06:45:00,15.5553,51.346,,,,
54,01/28/22,07:00:00,15.5583,51.172,,,,
55,01/28/22,07:15:00,15.5620,51.172,,,,
56,01/28/22,07:30:00,15.5633,50.995,,,,
57,01/28/22,07:45:00,15.5668,50.995,,,,
58,01/28/22,08:00:00,15.5721,50.995,,,,
59,01/28/22,08:15:00,15.5753,50.819,,,,
60,01/28/22,08:30:00,15.5771,50.819,,,,
61,01/28/22,08:45:00,15.5807,50.819,,,,
62,01/28/22,09:00:00,15.5837,50.643,,,,
63,01/28/22,09:15:00,15.5874,50.643,,,,
64,01/28/22,09:30:00,15.5891,50.643,,,,
65,01/28/22,09:45:00,15.5927,50.643,,,,
66,01/28/22,10:00:00,15.5958,50.466,,,,
67,01/28/22,10:15:00,15.5958,50.466,,,,
68,01/28/22,10:30:00,15.6011,50.466,,,,
69,01/28/22,10:45:00,15.6048,50.466,,,,
70,01/28/22,11:00:00,15.6048,50.466,,,,
71,01/28/22,11:15:00,15.6059,50.290,,,,
72,01/28/22,11:30:00,15.6059,50.290,,,,
73,01/28/22,11:45:00,15.6095,50.290,,,,
74,01/28/22,12:00:00,15.6095,50.290,,,,
75,01/28/22,12:15:00,15.6082,50.466,,,,
76,01/28/22,12:30:00,15.6048,50.466,,,,
77,01/28/22,12:45:00,15.6029,50.466,,,,
78,01/28/22,13:00:00,15.6016,50.643,,,,
79,01/28/22,13:15:00,15.6004,50.819,,,,
80,01/28/22,13:30:00,15.5968,50.819,,,,
81,01/28/22,13:45:00,15.5937,50.995,,,,
82,01/28/22,14:00:00,15.5865,50.995,,,,
83,01/28/22,14:15:00,15.5871,51.172,,,,
84,01/28/22,14:30:00,15.5798,51.172,,,,
85,01/28/22,14:45:00,15.5804,51.346,,,,
86,01/28/22,15:00:00,15.5773,51.523,,,,
87,01/28/22,15:15:00,15.5755,51.523,,,,
88,01/28/22,15:30:00,15.5670,51.699,,,,
89,01/28/22,15:45:00,15.5688,51.699,,,,
90,01/28/22,16:00:00,15.5688,51.699,,,,
91,01/28/22,16:15:00,15.5676,51.874,,,,
92,01/28/22,16:30:00,15.5657,51.874,,,,
93,01/28/22,16:45:00,15.5676,51.874,,,,
94,01/28/22,17:00:00,15.5711,51.874,,,,
95,01/28/22,17:15:00,15.5711,51.874,,,,
96,01/28/22,17:30:00,15.5711,51.874,,,,
97,01/28/22,17:45:00,15.5711,51.874,,,,
98,01/28/22,18:00:00,15.5765,51.874,,,,
99,01/28/22,18:15:00,15.5778,51.699,,,,
100,01/28/22,18:30:00,15.5808,51.523,,,,
101,01/28/22,18:45:00,15.5827,51.523,,,,
102,01/28/22,19:00:00,15.5804,51.346,,,,
103,01/28/22,19:15:00,15.5852,51.172,,,,
104,01/28/22,19:30:00,15.5907,51.172,,,,
105,01/28/22,19:45:00,15.5901,50.995,,,,
106,01/28/22,20:00:00,15.5932,50.819,,,,
107,01/28/22,20:15:00,15.5968,50.819,,,,
108,01/28/22,20:30:00,15.6016,50.643,,,,
109,01/28/22,20:45:00,15.6065,50.466,,,,
110,01/28/22,21:00:00,15.6065,50.466,,,,
111,01/28/22,21:15:00,15.6095,50.290,,,,
112,01/28/22,21:30:00,15.6132,50.290,,,,
113,01/28/22,21:45:00,15.6126,50.113,,,,
114,01/28/22,22:00:00,15.6145,50.113,,,,
115,01/28/22,22:15:00,15.6180,50.113,,,,
116,01/28/22,22:30:00,15.6193,49.937,,,,
117,01/28/22,22:45:00,15.6211,49.937,,,,
118,01/28/22,23:00:00,15.6259,49.759,,,,
119,01/28/22,23:15:00,15.6296,49.759,,,,
120,01/28/22,23:30:00,15.6272,49.582,,,,
121,01/28/22,23:45:00,15.6290,49.582,,,,
122,01/29/22,00:00:00,15.6303,49.404,,,,
123,01/29/22,00:15:00,15.6320,49.404,,,,
124,01/29/22,00:30:00,15.6333,49.228,,,,
125,01/29/22,00:45:00,15.6333,49.228,,,,
126,01/29/22,01:00:00,15.6346,49.050,,,,
127,01/29/22,01:15:00,15.6346,49.050,,,,
128,01/29/22,01:30:00,15.6364,49.050,,,,
129,01/29/22,01:45:00,15.6342,48.871,,,,
130,01/29/22,02:00:00,15.6342,48.871,,,,
131,01/29/22,02:15:00,15.6354,48.695,,,,
132,01/29/22,02:30:00,15.6354,48.695,,,,
133,01/29/22,02:45:00,15.6330,48.517,,,,
134,01/29/22,03:00:00,15.6330,48.517,,,,
135,01/29/22,03:15:00,15.6313,48.517,,,,
136,01/29/22,03:30:00,15.6326,48.339,,,,
137,01/29/22,03:45:00,15.6343,48.339,,,,
138,01/29/22,04:00:00,15.6320,48.160,,,,
139,01/29/22,04:15:00,15.6320,48.160,,,,
140,01/29/22,04:30:00,15.6333,47.982,,,,
141,01/29/22,04:45:00,15.6316,47.982,,,,
142,01/29/22,05:00:00,15.6387,47.982,,,,
143,01/29/22,05:15:00,15.6383,47.802,,,,
144,01/29/22,05:30:00,15.6383,47.802,,,,
145,01/29/22,05:45:00,15.6377,47.624,,,,
146,01/29/22,06:00:00,15.6341,47.624,,,,
147,01/29/22,06:15:00,15.6341,47.624,,,,
148,01/29/22,06:30:00,15.6317,47.446,,,,
149,01/29/22,06:45:00,15.6372,47.446,,,,
150,01/29/22,07:00:00,15.6372,47.446,,,,
151,01/29/22,07:15:00,15.6384,47.266,,,,
152,01/29/22,07:30:00,15.6403,47.266,,,,
153,01/29/22,07:45:00,15.6416,47.088,,,,
154,01/29/22,08:00:00,15.6487,47.088,,,,
155,01/29/22,08:15:00,15.6523,47.088,,,,
156,01/29/22,08:30:00,15.6535,46.908,,,,
157,01/29/22,08:45:00,15.6571,46.908,,,,
158,01/29/22,09:00:00,15.6625,46.908,,,,
159,01/29/22,09:15:00,15.6638,46.728,,,,
160,01/29/22,09:30:00,15.6655,46.728,,,,
161,01/29/22,09:45:00,15.6620,46.728,,,,
162,01/29/22,10:00:00,15.6620,46.728,,,,
163,01/29/22,10:15:00,15.6655,46.728,,,,
164,01/29/22,10:30:00,15.6674,46.728,,,,
165,01/29/22,10:45:00,15.6674,46.728,,,,
166,01/29/22,11:00:00,15.6692,46.728,,,,
167,01/29/22,11:15:00,15.6692,46.728,,,,
168,01/29/22,11:30:00,15.6692,46.728,,,,
169,01/29/22,11:45:00,15.6678,46.908,,,,
170,01/29/22,12:00:00,15.6644,46.908,,,,
171,01/29/22,12:15:00,15.6607,46.908,,,,
172,01/29/22,12:30:00,15.6577,47.088,,,,
173,01/29/22,12:45:00,15.6528,47.266,,,,
174,01/29/22,13:00:00,15.6474,47.266,,,,
175,01/29/22,13:15:00,15.6444,47.446,,,,
176,01/29/22,13:30:00,15.6394,47.624,,,,
177,01/29/22,13:45:00,15.6341,47.624,,,,
178,01/29/22,14:00:00,15.6275,47.802,,,,
179,01/29/22,14:15:00,15.6209,47.982,,,,
180,01/29/22,14:30:00,15.6155,47.982,,,,
181,01/29/22,14:45:00,15.6142,48.160,,,,
182,01/29/22,15:00:00,15.6088,48.160,,,,
183,01/29/22,15:15:00,15.6058,48.339,,,,
184,01/29/22,15:30:00,15.6008,48.517,,,,
185,01/29/22,15:45:00,15.5972,48.517,,,,
186,01/29/22,16:00:00,15.5978,48.695,,,,
187,01/29/22,16:15:00,15.5942,48.695,,,,
188,01/29/22,16:30:00,15.5911,48.871,,,,
189,01/29/22,16:45:00,15.5894,48.871,,,,
190,01/29/22,17:00:00,15.5898,49.050,,,,
191,01/29/22,17:15:00,15.5881,49.050,,,,
192,01/29/22,17:30:00,15.5917,49.050,,,,
193,01/29/22,17:45:00,15.5904,49.228,,,,
194,01/29/22,18:00:00,15.5885,49.228,,,,
195,01/29/22,18:15:00,15.5921,49.228,,,,
196,01/29/22,18:30:00,15.5939,49.228,,,,
197,01/29/22,18:45:00,15.5921,49.228,,,,
198,01/29/22,19:00:00,15.5945,49.404,,,,
199,01/29/22,19:15:00,15.5962,49.404,,,,
200,01/29/22,19:30:00,15.5998,49.404,,,,
201,01/29/22,19:45:00,15.6016,49.404,,,,
202,01/29/22,20:00:00,15.6069,49.404,,,,
203,01/29/22,20:15:00,15.6065,49.228,,,,
204,01/29/22,20:30:00,15.6048,49.228,,,,
205,01/29/22,20:45:00,15.6065,49.228,,,,
206,01/29/22,21:00:00,15.6048,49.228,,,,
207,01/29/22,21:15:00,15.6042,49.050,,,,
208,01/29/22,21:30:00,15.6042,49.050,,,,
209,01/29/22,21:45:00,15.6059,49.050,,,,
210,01/29/22,22:00:00,15.6095,49.050,,,,
211,01/29/22,22:15:00,15.6072,48.871,,,,
212,01/29/22,22:30:00,15.6072,48.871,,,,
213,01/29/22,22:45:00,15.6072,48.871,,,,
214,01/29/22,23:00:00,15.6103,48.695,,,,
215,01/29/22,23:15:00,15.6103,48.695,,,,
216,01/29/22,23:30:00,15.6103,48.695,,,,
217,01/29/22,23:45:00,15.6098,48.517,,,,
218,01/30/22,00:00:00,15.6079,48.517,,,,
219,01/30/22,00:15:00,15.6079,48.517,,,,
220,01/30/22,00:30:00,15.6098,48.517,,,,
221,01/30/22,00:45:00,15.6075,48.339,,,,
222,01/30/22,01:00:00,15.6093,48.339,,,,
223,01/30/22,01:15:00,15.6093,48.339,,,,
224,01/30/22,01:30:00,15.6069,48.160,,,,
225,01/30/22,01:45:00,15.6058,48.339,,,,
226,01/30/22,02:00:00,15.6052,48.160,,,,
227,01/30/22,02:15:00,15.6029,47.982,,,,
228,01/30/22,02:30:00,15.6029,47.982,,,,
229,01/30/22,02:45:00,15.6011,47.982,,,,
230,01/30/22,03:00:00,15.6005,47.802,,,,
231,01/30/22,03:15:00,15.6011,47.982,,,,
232,01/30/22,03:30:00,15.5988,47.802,,,,
233,01/30/22,03:45:00,15.5971,47.802,,,,
234,01/30/22,04:00:00,15.5988,47.802,,,,
235,01/30/22,04:15:00,15.5947,47.624,,,,
236,01/30/22,04:30:00,15.5929,47.624,,,,
237,01/30/22,04:45:00,15.5929,47.624,,,,
238,01/30/22,05:00:00,15.5911,47.624,,,,
239,01/30/22,05:15:00,15.5905,47.446,,,,
240,01/30/22,05:30:00,15.5905,47.446,,,,
241,01/30/22,05:45:00,15.5905,47.446,,,,
242,01/30/22,06:00:00,15.5884,47.266,,,,
243,01/30/22,06:15:00,15.5865,47.266,,,,
244,01/30/22,06:30:00,15.5865,47.266,,,,
245,01/30/22,06:45:00,15.5884,47.266,,,,
246,01/30/22,07:00:00,15.5901,47.266,,,,
247,01/30/22,07:15:00,15.5884,47.266,,,,
248,01/30/22,07:30:00,15.5878,47.088,,,,
249,01/30/22,07:45:00,15.5914,47.088,,,,
250,01/30/22,08:00:00,15.5914,47.088,,,,
251,01/30/22,08:15:00,15.5914,47.088,,,,
252,01/30/22,08:30:00,15.5949,47.088,,,,
253,01/30/22,08:45:00,15.5985,47.088,,,,
254,01/30/22,09:00:00,15.5998,46.908,,,,
255,01/30/22,09:15:00,15.6016,46.908,,,,
256,01/30/22,09:30:00,15.6034,46.908,,,,
257,01/30/22,09:45:00,15.6069,46.908,,,,
258,01/30/22,10:00:00,15.6069,46.908,,,,
259,01/30/22,10:15:00,15.6106,46.908,,,,
260,01/30/22,10:30:00,15.6088,46.908,,,,
261,01/30/22,10:45:00,15.6111,47.088,,,,
262,01/30/22,11:00:00,15.6129,47.088,,,,
263,01/30/22,11:15:00,15.6146,47.088,,,,
264,01/30/22,11:30:00,15.6111,47.088,,,,
265,01/30/22,11:45:00,15.6079,47.266,,,,
266,01/30/22,12:00:00,15.6062,47.266,,,,
267,01/30/22,12:15:00,15.6032,47.446,,,,
268,01/30/22,12:30:00,15.5978,47.446,,,,
269,01/30/22,12:45:00,15.5965,47.624,,,,
270,01/30/22,13:00:00,15.5929,47.624,,,,
271,01/30/22,13:15:00,15.5898,47.802,,,,
272,01/30/22,13:30:00,15.5868,47.982,,,,
273,01/30/22,13:45:00,15.5831,47.982,,,,
274,01/30/22,14:00:00,15.5818,48.160,,,,
275,01/30/22,14:15:00,15.5788,48.339,,,,
276,01/30/22,14:30:00,15.5734,48.339,,,,
277,01/30/22,14:45:00,15.5704,48.517,,,,
278,01/30/22,15:00:00,15.5668,48.517,,,,
279,01/30/22,15:15:00,15.5637,48.695,,,,
280,01/30/22,15:30:00,15.5620,48.695,,,,
281,01/30/22,15:45:00,15.5607,48.871,,,,
282,01/30/22,16:00:00,15.5589,48.871,,,,
283,01/30/22,16:15:00,15.5570,48.871,,,,
284,01/30/22,16:30:00,15.5576,49.050,,,,
285,01/30/22,16:45:00,15.5559,49.050,,,,
286,01/30/22,17:00:00,15.5563,49.228,,,,
287,01/30/22,17:15:00,15.5563,49.228,,,,
288,01/30/22,17:30:00,15.5546,49.228,,,,
289,01/30/22,17:45:00,15.5550,49.404,,,,
290,01/30/22,18:00:00,15.5569,49.404,,,,
291,01/30/22,18:15:00,15.5604,49.404,,,,
292,01/30/22,18:30:00,15.5610,49.582,,,,
293,01/30/22,18:45:00,15.5627,49.582,,,,
294,01/30/22,19:00:00,15.5646,49.582,,,,
295,01/30/22,19:15:00,15.5663,49.582,,,,
296,01/30/22,19:30:00,15.5668,49.759,,,,
297,01/30/22,19:45:00,15.5740,49.759,,,,
298,01/30/22,20:00:00,15.5740,49.759,,,,
299,01/30/22,20:15:00,15.5798,49.937,,,,
300,01/30/22,20:30:00,15.5798,49.937,,,,
301,01/30/22,20:45:00,15.5817,49.937,,,,
302,01/30/22,21:00:00,15.5852,49.937,,,,
303,01/30/22,21:15:00,15.5871,49.937,,,,
304,01/30/22,21:30:00,15.5894,50.113,,,,
305,01/30/22,21:45:00,15.5911,50.113,,,,
306,01/30/22,22:00:00,15.5894,50.113,,,,
307,01/30/22,22:15:00,15.5911,50.113,,,,
308,01/30/22,22:30:00,15.5929,50.113,,,,
309,01/30/22,22:45:00,15.5947,50.113,,,,
310,01/30/22,23:00:00,15.5942,49.937,,,,
311,01/30/22,23:15:00,15.5978,49.937,,,,
312,01/30/22,23:30:00,15.5978,49.937,,,,
313,01/30/22,23:45:00,15.5978,49.937,,,,
314,01/31/22,00:00:00,15.5991,49.759,,,,
315,01/31/22,00:15:00,15.6008,49.759,,,,
316,01/31/22,00:30:00,15.5991,49.759,,,,
317,01/31/22,00:45:00,15.5991,49.759,,,,
318,01/31/22,01:00:00,15.6004,49.582,,,,
319,01/31/22,01:15:00,15.5968,49.582,,,,
320,01/31/22,01:30:00,15.5985,49.582,,,,
321,01/31/22,01:45:00,15.5945,49.404,,,,
322,01/31/22,02:00:00,15.5962,49.404,,,,
323,01/31/22,02:15:00,15.5958,49.228,,,,
324,01/31/22,02:30:00,15.5939,49.228,,,,
325,01/31/22,02:45:00,15.5921,49.228,,,,
326,01/31/22,03:00:00,15.5934,49.050,,,,
327,01/31/22,03:15:00,15.5934,49.050,,,,
328,01/31/22,03:30:00,15.5917,49.050,,,,
329,01/31/22,03:45:00,15.5947,48.871,,,,
330,01/31/22,04:00:00,15.5929,48.871,,,,
331,01/31/22,04:15:00,15.5911,48.871,,,,
332,01/31/22,04:30:00,15.5924,48.695,,,,
333,01/31/22,04:45:00,15.5888,48.695,,,,
334,01/31/22,05:00:00,15.5884,48.517,,,,
335,01/31/22,05:15:00,15.5884,48.517,,,,
336,01/31/22,05:30:00,15.5884,48.517,,,,
337,01/31/22,05:45:00,15.5895,48.339,,,,
338,01/31/22,06:00:00,15.5932,48.339,,,,
339,01/31/22,06:15:00,15.5914,48.339,,,,
340,01/31/22,06:30:00,15.5945,48.160,,,,
341,01/31/22,06:45:00,15.5962,48.160,,,,
342,01/31/22,07:00:00,15.5981,48.160,,,,
343,01/31/22,07:15:00,15.5975,47.982,,,,
344,01/31/22,07:30:00,15.5975,47.982,,,,
345,01/31/22,07:45:00,15.6011,47.982,,,,
346,01/31/22,08:00:00,15.6005,47.802,,,,
347,01/31/22,08:15:00,15.6005,47.802,,,,
348,01/31/22,08:30:00,15.6024,47.802,,,,
349,01/31/22,08:45:00,15.6055,47.624,,,,
350,01/31/22,09:00:00,15.6055,47.624,,,,
351,01/31/22,09:15:00,15.6108,47.624,,,,
352,01/31/22,09:30:00,15.6145,47.624,,,,
353,01/31/22,09:45:00,15.6145,47.624,,,,
354,01/31/22,10:00:00,15.6156,47.446,,,,
355,01/31/22,10:15:00,15.6175,47.446,,,,
356,01/31/22,10:30:00,15.6193,47.446,,,,
357,01/31/22,10:45:00,15.6216,47.624,,,,
358,01/31/22,11:00:00,15.6233,47.624,,,,
359,01/31/22,11:15:00,15.6269,47.624,,,,
360,01/31/22,11:30:00,15.6269,47.624,,,,
361,01/31/22,11:45:00,15.6287,47.624,,,,
362,01/31/22,12:00:00,15.6275,47.802,,,,
363,01/31/22,12:15:00,15.6275,47.802,,,,
364,01/31/22,12:30:00,15.6262,47.982,,,,
365,01/31/22,12:45:00,15.6209,47.982,,,,
366,01/31/22,13:00:00,15.6213,48.160,,,,
367,01/31/22,13:15:00,15.6178,48.160,,,,
368,01/31/22,13:30:00,15.6111,48.339,,,,
369,01/31/22,13:45:00,15.6116,48.517,,,,
370,01/31/22,14:00:00,15.6068,48.695,,,,
371,01/31/22,14:15:00,15.6068,48.695,,,,
372,01/31/22,14:30:00,15.6014,48.695,,,,
373,01/31/22,14:45:00,15.5982,48.871,,,,
374,01/31/22,15:00:00,15.5929,48.871,,,,
375,01/31/22,15:15:00,15.5881,49.050,,,,
376,01/31/22,15:30:00,15.5844,49.050,,,,
377,01/31/22,15:45:00,15.5797,49.228,,,,
378,01/31/22,16:00:00,15.5797,49.228,,,,
379,01/31/22,16:15:00,15.5778,49.228,,,,
380,01/31/22,16:30:00,15.5784,49.404,,,,
381,01/31/22,16:45:00,15.5765,49.404,,,,
382,01/31/22,17:00:00,15.5765,49.404,,,,
383,01/31/22,17:15:00,15.5753,49.582,,,,
384,01/31/22,17:30:00,15.5807,49.582,,,,
385,01/31/22,17:45:00,15.5807,49.582,,,,
386,01/31/22,18:00:00,15.5830,49.759,,,,
387,01/31/22,18:15:00,15.5830,49.759,,,,
388,01/31/22,18:30:00,15.5847,49.759,,,,
389,01/31/22,18:45:00,15.5865,49.759,,,,
390,01/31/22,19:00:00,15.5888,49.937,,,,
391,01/31/22,19:15:00,15.5888,49.937,,,,
392,01/31/22,19:30:00,15.5907,49.937,,,,
393,01/31/22,19:45:00,15.5978,49.937,,,,
394,01/31/22,20:00:00,15.5982,50.113,,,,
395,01/31/22,20:15:00,15.5982,50.113,,,,
396,01/31/22,20:30:00,15.6001,50.113,,,,
397,01/31/22,20:45:00,15.6037,50.113,,,,
398,01/31/22,21:00:00,15.6059,50.290,,,,
399,01/31/22,21:15:00,15.6059,50.290,,,,
400,01/31/22,21:30:00,15.6078,50.290,,,,
401,01/31/22,21:45:00,15.6042,50.290,,,,
402,01/31/22,22:00:00,15.6005,50.290,,,,
403,01/31/22,22:15:00,15.6029,50.466,,,,
404,01/31/22,22:30:00,15.5994,50.466,,,,
405,01/31/22,22:45:00,15.6011,50.466,,,,
406,01/31/22,23:00:00,15.5994,50.466,,,,
407,01/31/22,23:15:00,15.5945,50.643,,,,
408,01/31/22,23:30:00,15.5891,50.643,,,,
409,01/31/22,23:45:00,15.5837,50.643,,,,
410,02/01/22,00:00:00,15.5837,50.643,,,,
411,02/01/22,00:15:00,15.5837,50.643,,,,
412,02/01/22,00:30:00,15.5820,50.643,,,,
413,02/01/22,00:45:00,15.5807,50.819,,,,
414,02/01/22,01:00:00,15.5842,50.819,,,,
415,02/01/22,01:15:00,15.5842,50.819,,,,
416,02/01/22,01:30:00,15.5842,50.819,,,,
417,02/01/22,01:45:00,15.5874,50.643,,,,
418,02/01/22,02:00:00,15.5874,50.643,,,,
419,02/01/22,02:15:00,15.5891,50.643,,,,
420,02/01/22,02:30:00,15.5874,50.643,,,,
421,02/01/22,02:45:00,15.5855,50.643,,,,
422,02/01/22,03:00:00,15.5837,50.643,,,,
423,02/01/22,03:15:00,15.5784,50.643,,,,
424,02/01/22,03:30:00,15.5797,50.466,,,,
425,02/01/22,03:45:00,15.5778,50.466,,,,
426,02/01/22,04:00:00,15.5743,50.466,,,,
427,02/01/22,04:15:00,15.5778,50.466,,,,
428,02/01/22,04:30:00,15.5760,50.466,,,,
429,02/01/22,04:45:00,15.5760,50.466,,,,
430,02/01/22,05:00:00,15.5737,50.290,,,,
431,02/01/22,05:15:00,15.5755,50.290,,,,
432,02/01/22,05:30:00,15.5720,50.290,,,,
433,02/01/22,05:45:00,15.5737,50.290,,,,
434,02/01/22,06:00:00,15.5737,50.290,,,,
435,02/01/22,06:15:00,15.5714,50.113,,,,
436,02/01/22,06:30:00,15.5714,50.113,,,,
437,02/01/22,06:45:00,15.5697,50.113,,,,
438,02/01/22,07:00:00,15.5714,50.113,,,,
439,02/01/22,07:15:00,15.5697,50.113,,,,
440,02/01/22,07:30:00,15.5727,49.937,,,,
441,02/01/22,07:45:00,15.5744,49.937,,,,
442,02/01/22,08:00:00,15.5727,49.937,,,,
443,02/01/22,08:15:00,15.5763,49.937,,,,
444,02/01/22,08:30:00,15.5834,49.937,,,,
445,02/01/22,08:45:00,15.5830,49.759,,,,
446,02/01/22,09:00:00,15.5830,49.759,,,,
447,02/01/22,09:15:00,15.5865,49.759,,,,
448,02/01/22,09:30:00,15.5830,49.759,,,,
449,02/01/22,09:45:00,15.5884,49.759,,,,
450,02/01/22,10:00:00,15.5937,49.759,,,,
451,02/01/22,10:15:00,15.5937,49.759,,,,
452,02/01/22,10:30:00,15.5937,49.759,,,,
453,02/01/22,10:45:00,15.5937,49.759,,,,
454,02/01/22,11:00:00,15.5918,49.759,,,,
455,02/01/22,11:15:00,15.5884,49.759,,,,
456,02/01/22,11:30:00,15.5871,49.937,,,,
457,02/01/22,11:45:00,15.5852,49.937,,,,
458,02/01/22,12:00:00,15.5834,49.937,,,,
459,02/01/22,12:15:00,15.5798,49.937,,,,
460,02/01/22,12:30:00,15.5768,50.113,,,,
461,02/01/22,12:45:00,15.5750,50.113,,,,
462,02/01/22,13:00:00,15.5701,50.290,,,,
463,02/01/22,13:15:00,15.5647,50.290,,,,
464,02/01/22,13:30:00,15.5617,50.466,,,,
465,02/01/22,13:45:00,15.5599,50.466,,,,
466,02/01/22,14:00:00,15.5550,50.643,,,,
467,02/01/22,14:15:00,15.5515,50.643,,,,
468,02/01/22,14:30:00,15.5460,50.643,,,,
469,02/01/22,14:45:00,15.5449,50.819,,,,
470,02/01/22,15:00:00,15.5430,50.819,,,,
471,02/01/22,15:15:00,15.5376,50.819,,,,
472,02/01/22,15:30:00,15.5328,50.995,,,,
473,02/01/22,15:45:00,15.5309,50.995,,,,
474,02/01/22,16:00:00,15.5292,50.995,,,,
475,02/01/22,16:15:00,15.5261,51.172,,,,
476,02/01/22,16:30:00,15.5261,51.172,,,,
477,02/01/22,16:45:00,15.5243,51.172,,,,
478,02/01/22,17:00:00,15.5225,51.172,,,,
479,02/01/22,17:15:00,15.5243,51.172,,,,
480,02/01/22,17:30:00,15.5231,51.346,,,,
481,02/01/22,17:45:00,15.5248,51.346,,,,
482,02/01/22,18:00:00,15.5231,51.346,,,,
483,02/01/22,18:15:00,15.5248,51.346,,,,
484,02/01/22,18:30:00,15.5212,51.346,,,,
485,02/01/22,18:45:00,15.5254,51.523,,,,
486,02/01/22,19:00:00,15.5235,51.523,,,,
487,02/01/22,19:15:00,15.5254,51.523,,,,
488,02/01/22,19:30:00,15.5289,51.523,,,,
489,02/01/22,19:45:00,15.5325,51.523,,,,
490,02/01/22,20:00:00,15.5325,51.523,,,,
491,02/01/22,20:15:00,15.5348,51.699,,,,
492,02/01/22,20:30:00,15.5330,51.699,,,,
493,02/01/22,20:45:00,15.5348,51.699,,,,
494,02/01/22,21:00:00,15.5383,51.699,,,,
495,02/01/22,21:15:00,15.5383,51.699,,,,
496,02/01/22,21:30:00,15.5383,51.699,,,,
497,02/01/22,21:45:00,15.5425,51.874,,,,
498,02/01/22,22:00:00,15.5460,51.874,,,,
499,02/01/22,22:15:00,15.5479,51.874,,,,
500,02/01/22,22:30:00,15.5460,51.874,,,,
501,02/01/22,22:45:00,15.5460,51.874,,,,
