Plot Title: Bradford_2,,,,,,,
#,"Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776657, SEN S/N: 10776657)","Temp, °F (LGR S/N: 10776657, SEN S/N: 10776657)",Coupler Detached (LGR S/N: 10776657),Coupler Attached (LGR S/N: 10776657),Stopped (LGR S/N: 10776657),End Of File (LGR S/N: 10776657)
56,4/7/2021 1:45,14.7389,63.797,,,,
57,4/7/2021 2:00,14.7351,63.797,,,,
58,4/7/2021 2:15,14.737,63.797,,,,
59,4/7/2021 2:30,14.737,63.797,,,,
60,4/7/2021 2:45,14.7332,63.797,,,,
61,4/7/2021 3:00,14.7351,63.797,,,,
62,4/7/2021 3:15,14.737,63.797,,,,
63,4/7/2021 3:30,14.7332,63.797,,,,
64,4/7/2021 3:45,14.7295,63.797,,,,
65,4/7/2021 4:00,14.7313,63.797,,,,
66,4/7/2021 4:15,14.7276,63.797,,,,
67,4/7/2021 4:30,14.7276,63.797,,,,
68,4/7/2021 4:45,14.7238,63.797,,,,
69,4/7/2021 5:00,14.7276,63.797,,,,
70,4/7/2021 5:15,14.7276,63.797,,,,
71,4/7/2021 5:30,14.7313,63.797,,,,
72,4/7/2021 5:45,14.7332,63.797,,,,
73,4/7/2021 6:00,14.7332,63.797,,,,
74,4/7/2021 6:15,14.7351,63.797,,,,
75,4/7/2021 6:30,14.7351,63.797,,,,
76,4/7/2021 6:45,14.7389,63.797,,,,
77,4/7/2021 7:00,14.7408,63.797,,,,
78,4/7/2021 7:15,14.7408,63.797,,,,
79,4/7/2021 7:30,14.7444,63.797,,,,
80,4/7/2021 7:45,14.7482,63.797,,,,
81,4/7/2021 8:00,14.7463,63.797,,,,
82,4/7/2021 8:15,14.7463,63.797,,,,
83,4/7/2021 8:30,14.7482,63.797,,,,
84,4/7/2021 8:45,14.7519,63.797,,,,
85,4/7/2021 9:00,14.75,63.797,,,,
86,4/7/2021 9:15,14.7482,63.797,,,,
87,4/7/2021 9:30,14.75,63.797,,,,
88,4/7/2021 9:45,14.75,63.797,,,,
89,4/7/2021 10:00,14.7519,63.797,,,,
90,4/7/2021 10:15,14.7482,63.797,,,,
91,4/7/2021 10:30,14.75,63.797,,,,
92,4/7/2021 10:45,14.7463,63.797,,,,
93,4/7/2021 11:00,14.7444,63.797,,,,
94,4/7/2021 11:15,14.7463,63.797,,,,
95,4/7/2021 11:30,14.7427,63.797,,,,
96,4/7/2021 11:45,14.7408,63.797,,,,
97,4/7/2021 12:00,14.7408,63.797,,,,
98,4/7/2021 12:15,14.737,63.797,,,,
99,4/7/2021 12:30,14.7351,63.797,,,,
100,4/7/2021 12:45,14.7313,63.797,,,,
101,4/7/2021 13:00,14.7276,63.797,,,,
102,4/7/2021 13:15,14.7238,63.797,,,,
103,4/7/2021 13:30,14.7257,63.797,,,,
104,4/7/2021 13:45,14.7219,63.797,,,,
105,4/7/2021 14:00,14.72,63.797,,,,
106,4/7/2021 14:15,14.72,63.797,,,,
107,4/7/2021 14:30,14.7144,63.797,,,,
108,4/7/2021 14:45,14.7144,63.797,,,,
109,4/7/2021 15:00,14.7106,63.797,,,,
110,4/7/2021 15:15,14.7068,63.797,,,,
111,4/7/2021 15:30,14.7031,63.797,,,,
112,4/7/2021 15:45,14.7012,63.797,,,,
113,4/7/2021 16:00,14.6974,63.797,,,,
114,4/7/2021 16:15,14.6938,63.797,,,,
115,4/7/2021 16:30,14.6938,63.797,,,,
116,4/7/2021 16:45,14.6919,63.797,,,,
117,4/7/2021 17:00,14.6919,63.797,,,,
118,4/7/2021 17:15,14.6881,63.797,,,,
119,4/7/2021 17:30,14.6881,63.797,,,,
120,4/7/2021 17:45,14.6862,63.797,,,,
121,4/7/2021 18:00,14.6862,63.797,,,,
122,4/7/2021 18:15,14.6862,63.797,,,,
123,4/7/2021 18:30,14.6843,63.797,,,,
124,4/7/2021 18:45,14.6862,63.797,,,,
125,4/7/2021 19:00,14.6862,63.797,,,,
126,4/7/2021 19:15,14.6862,63.797,,,,
127,4/7/2021 19:30,14.6865,63.968,,,,
128,4/7/2021 19:45,14.6865,63.968,,,,
129,4/7/2021 20:00,14.6865,63.968,,,,
130,4/7/2021 20:15,14.6846,63.968,,,,
131,4/7/2021 20:30,14.6884,63.968,,,,
132,4/7/2021 20:45,14.6941,63.968,,,,
133,4/7/2021 21:00,14.6959,63.968,,,,
134,4/7/2021 21:15,14.6978,63.968,,,,
135,4/7/2021 21:30,14.6959,63.968,,,,
136,4/7/2021 21:45,14.7016,63.968,,,,
137,4/7/2021 22:00,14.6997,63.968,,,,
138,4/7/2021 22:15,14.7035,63.968,,,,
139,4/7/2021 22:30,14.7035,63.968,,,,
140,4/7/2021 22:45,14.7035,63.968,,,,
141,4/7/2021 23:00,14.6997,63.968,,,,
142,4/7/2021 23:15,14.7016,63.968,,,,
143,4/7/2021 23:30,14.7016,63.968,,,,
144,4/7/2021 23:45,14.7002,64.139,,,,
145,4/8/2021 0:00,14.7002,64.139,,,,
146,4/8/2021 0:15,14.6983,64.139,,,,
147,4/8/2021 0:30,14.7002,64.139,,,,
148,4/8/2021 0:45,14.702,64.139,,,,
149,4/8/2021 1:00,14.7039,64.139,,,,
150,4/8/2021 1:15,14.7039,64.139,,,,
151,4/8/2021 1:30,14.7002,64.139,,,,
152,4/8/2021 1:45,14.6983,64.139,,,,
153,4/8/2021 2:00,14.6926,64.139,,,,
154,4/8/2021 2:15,14.6926,64.139,,,,
155,4/8/2021 2:30,14.6926,64.139,,,,
156,4/8/2021 2:45,14.6926,64.139,,,,
157,4/8/2021 3:00,14.6832,64.139,,,,
158,4/8/2021 3:15,14.6832,64.139,,,,
159,4/8/2021 3:30,14.6813,64.139,,,,
160,4/8/2021 3:45,14.6813,64.139,,,,
161,4/8/2021 4:00,14.6775,64.139,,,,
162,4/8/2021 4:15,14.6775,64.139,,,,
163,4/8/2021 4:30,14.6794,64.139,,,,
164,4/8/2021 4:45,14.6775,64.139,,,,
165,4/8/2021 5:00,14.6756,64.139,,,,
166,4/8/2021 5:15,14.6813,64.139,,,,
167,4/8/2021 5:30,14.6851,64.139,,,,
168,4/8/2021 5:45,14.687,64.139,,,,
169,4/8/2021 6:00,14.687,64.139,,,,
170,4/8/2021 6:15,14.6907,64.139,,,,
171,4/8/2021 6:30,14.687,64.139,,,,
172,4/8/2021 6:45,14.6888,64.139,,,,
173,4/8/2021 7:00,14.6926,64.139,,,,
174,4/8/2021 7:15,14.6983,64.139,,,,
175,4/8/2021 7:30,14.6983,64.139,,,,
176,4/8/2021 7:45,14.7058,64.139,,,,
177,4/8/2021 8:00,14.7039,64.139,,,,
178,4/8/2021 8:15,14.7077,64.139,,,,
179,4/8/2021 8:30,14.7115,64.139,,,,
180,4/8/2021 8:45,14.7115,64.139,,,,
181,4/8/2021 9:00,14.7132,64.139,,,,
182,4/8/2021 9:15,14.7132,64.139,,,,
183,4/8/2021 9:30,14.7132,64.139,,,,
184,4/8/2021 9:45,14.717,64.139,,,,
185,4/8/2021 10:00,14.7208,64.139,,,,
186,4/8/2021 10:15,14.7245,64.139,,,,
187,4/8/2021 10:30,14.7226,64.139,,,,
188,4/8/2021 10:45,14.7226,64.139,,,,
189,4/8/2021 11:00,14.7226,64.139,,,,
190,4/8/2021 11:15,14.717,64.139,,,,
191,4/8/2021 11:30,14.717,64.139,,,,
192,4/8/2021 11:45,14.7151,64.139,,,,
193,4/8/2021 12:00,14.7115,64.139,,,,
194,4/8/2021 12:15,14.7096,64.139,,,,
195,4/8/2021 12:30,14.7115,64.139,,,,
196,4/8/2021 12:45,14.7058,64.139,,,,
197,4/8/2021 13:00,14.702,64.139,,,,
198,4/8/2021 13:15,14.6983,64.139,,,,
199,4/8/2021 13:30,14.6983,64.139,,,,
200,4/8/2021 13:45,14.6907,64.139,,,,
201,4/8/2021 14:00,14.687,64.139,,,,
202,4/8/2021 14:15,14.6851,64.139,,,,
203,4/8/2021 14:30,14.6832,64.139,,,,
204,4/8/2021 14:45,14.6794,64.139,,,,
205,4/8/2021 15:00,14.6775,64.139,,,,
206,4/8/2021 15:15,14.6738,64.139,,,,
207,4/8/2021 15:30,14.6738,64.139,,,,
208,4/8/2021 15:45,14.6719,64.139,,,,
209,4/8/2021 16:00,14.6643,64.139,,,,
210,4/8/2021 16:15,14.6588,64.139,,,,
211,4/8/2021 16:30,14.6532,64.139,,,,
212,4/8/2021 16:45,14.6588,64.139,,,,
213,4/8/2021 17:00,14.6662,64.139,,,,
214,4/8/2021 17:15,14.6607,64.139,,,,
215,4/8/2021 17:30,14.6643,64.139,,,,
216,4/8/2021 17:45,14.6662,64.139,,,,
217,4/8/2021 18:00,14.6607,64.139,,,,
218,4/8/2021 18:15,14.6553,64.31,,,,
219,4/8/2021 18:30,14.661,64.31,,,,
220,4/8/2021 18:45,14.6591,64.31,,,,
221,4/8/2021 19:00,14.6667,64.31,,,,
222,4/8/2021 19:15,14.6667,64.31,,,,
223,4/8/2021 19:30,14.6685,64.31,,,,
224,4/8/2021 19:45,14.6667,64.31,,,,
225,4/8/2021 20:00,14.6704,64.31,,,,
226,4/8/2021 20:15,14.6704,64.31,,,,
227,4/8/2021 20:30,14.6761,64.31,,,,
228,4/8/2021 20:45,14.678,64.31,,,,
229,4/8/2021 21:00,14.6798,64.31,,,,
230,4/8/2021 21:15,14.6817,64.31,,,,
231,4/8/2021 21:30,14.6836,64.31,,,,
232,4/8/2021 21:45,14.6855,64.31,,,,
233,4/8/2021 22:00,14.6874,64.31,,,,
234,4/8/2021 22:15,14.6912,64.31,,,,
235,4/8/2021 22:30,14.6896,64.481,,,,
236,4/8/2021 22:45,14.6915,64.481,,,,
237,4/8/2021 23:00,14.6896,64.481,,,,
238,4/8/2021 23:15,14.6896,64.481,,,,
239,4/8/2021 23:30,14.6896,64.481,,,,
240,4/8/2021 23:45,14.6896,64.481,,,,
241,4/9/2021 0:00,14.6915,64.481,,,,
242,4/9/2021 0:15,14.6896,64.481,,,,
243,4/9/2021 0:30,14.6896,64.481,,,,
244,4/9/2021 0:45,14.6915,64.481,,,,
245,4/9/2021 1:00,14.6896,64.481,,,,
246,4/9/2021 1:15,14.6877,64.481,,,,
247,4/9/2021 1:30,14.6858,64.481,,,,
248,4/9/2021 1:45,14.6839,64.481,,,,
249,4/9/2021 2:00,14.6839,64.481,,,,
250,4/9/2021 2:15,14.682,64.481,,,,
251,4/9/2021 2:30,14.6801,64.481,,,,
252,4/9/2021 2:45,14.6839,64.481,,,,
253,4/9/2021 3:00,14.682,64.481,,,,
254,4/9/2021 3:15,14.6839,64.481,,,,
255,4/9/2021 3:30,14.6858,64.481,,,,
256,4/9/2021 3:45,14.6858,64.481,,,,
257,4/9/2021 4:00,14.6839,64.481,,,,
258,4/9/2021 4:15,14.6801,64.481,,,,
259,4/9/2021 4:30,14.6839,64.481,,,,
260,4/9/2021 4:45,14.6801,64.481,,,,
261,4/9/2021 5:00,14.6801,64.481,,,,
262,4/9/2021 5:15,14.6784,64.481,,,,
263,4/9/2021 5:30,14.6746,64.481,,,,
264,4/9/2021 5:45,14.6765,64.481,,,,
265,4/9/2021 6:00,14.6858,64.481,,,,
266,4/9/2021 6:15,14.6877,64.481,,,,
267,4/9/2021 6:30,14.6933,64.481,,,,
268,4/9/2021 6:45,14.6933,64.481,,,,
269,4/9/2021 7:00,14.6952,64.481,,,,
270,4/9/2021 7:15,14.7009,64.481,,,,
271,4/9/2021 7:30,14.7047,64.481,,,,
272,4/9/2021 7:45,14.7047,64.481,,,,
273,4/9/2021 8:00,14.7047,64.481,,,,
274,4/9/2021 8:15,14.7028,64.481,,,,
275,4/9/2021 8:30,14.7009,64.481,,,,
276,4/9/2021 8:45,14.7009,64.481,,,,
277,4/9/2021 9:00,14.7009,64.481,,,,
278,4/9/2021 9:15,14.7047,64.481,,,,
279,4/9/2021 9:30,14.7065,64.481,,,,
280,4/9/2021 9:45,14.7047,64.481,,,,
281,4/9/2021 10:00,14.7009,64.481,,,,
282,4/9/2021 10:15,14.7009,64.481,,,,
283,4/9/2021 10:30,14.7009,64.481,,,,
284,4/9/2021 10:45,14.7047,64.481,,,,
285,4/9/2021 11:00,14.7042,64.31,,,,
286,4/9/2021 11:15,14.7099,64.31,,,,
287,4/9/2021 11:30,14.7118,64.31,,,,
288,4/9/2021 11:45,14.708,64.31,,,,
289,4/9/2021 12:00,14.7118,64.31,,,,
290,4/9/2021 12:15,14.708,64.31,,,,
291,4/9/2021 12:30,14.7042,64.31,,,,
292,4/9/2021 12:45,14.7023,64.31,,,,
293,4/9/2021 13:00,14.7004,64.31,,,,
294,4/9/2021 13:15,14.6986,64.31,,,,
295,4/9/2021 13:30,14.7004,64.31,,,,
296,4/9/2021 13:45,14.7004,64.31,,,,
297,4/9/2021 14:00,14.7023,64.31,,,,
298,4/9/2021 14:15,14.7023,64.31,,,,
299,4/9/2021 14:30,14.6949,64.31,,,,
300,4/9/2021 14:45,14.6967,64.31,,,,
301,4/9/2021 15:00,14.6933,64.481,,,,
302,4/9/2021 15:15,14.6952,64.481,,,,
303,4/9/2021 15:30,14.6933,64.481,,,,
304,4/9/2021 15:45,14.6952,64.481,,,,
305,4/9/2021 16:00,14.6915,64.481,,,,
306,4/9/2021 16:15,14.6858,64.481,,,,
307,4/9/2021 16:30,14.682,64.481,,,,
308,4/9/2021 16:45,14.682,64.481,,,,
309,4/9/2021 17:00,14.6839,64.481,,,,
310,4/9/2021 17:15,14.6839,64.481,,,,
311,4/9/2021 17:30,14.682,64.481,,,,
312,4/9/2021 17:45,14.6784,64.481,,,,
313,4/9/2021 18:00,14.6727,64.481,,,,
314,4/9/2021 18:15,14.6765,64.481,,,,
315,4/9/2021 18:30,14.6765,64.481,,,,
316,4/9/2021 18:45,14.6765,64.481,,,,
317,4/9/2021 19:00,14.6825,64.652,,,,
318,4/9/2021 19:15,14.6843,64.652,,,,
319,4/9/2021 19:30,14.6825,64.652,,,,
320,4/9/2021 19:45,14.69,64.652,,,,
321,4/9/2021 20:00,14.6938,64.652,,,,
322,4/9/2021 20:15,14.6938,64.652,,,,
323,4/9/2021 20:30,14.6975,64.652,,,,
324,4/9/2021 20:45,14.6938,64.652,,,,
325,4/9/2021 21:00,14.6957,64.652,,,,
326,4/9/2021 21:15,14.6975,64.652,,,,
327,4/9/2021 21:30,14.6994,64.652,,,,
328,4/9/2021 21:45,14.6957,64.652,,,,
329,4/9/2021 22:00,14.7032,64.652,,,,
330,4/9/2021 22:15,14.7013,64.652,,,,
331,4/9/2021 22:30,14.707,64.652,,,,
332,4/9/2021 22:45,14.6975,64.652,,,,
333,4/9/2021 23:00,14.6881,64.652,,,,
334,4/9/2021 23:15,14.6862,64.652,,,,
335,4/9/2021 23:30,14.6881,64.652,,,,
336,4/9/2021 23:45,14.681,64.825,,,,
337,4/10/2021 0:00,14.6735,64.825,,,,
338,4/10/2021 0:15,14.6659,64.825,,,,
339,4/10/2021 0:30,14.664,64.825,,,,
340,4/10/2021 0:45,14.6603,64.825,,,,
341,4/10/2021 1:00,14.6603,64.825,,,,
342,4/10/2021 1:15,14.6622,64.825,,,,
343,4/10/2021 1:30,14.6565,64.825,,,,
344,4/10/2021 1:45,14.6508,64.825,,,,
345,4/10/2021 2:00,14.649,64.825,,,,
346,4/10/2021 2:15,14.649,64.825,,,,
347,4/10/2021 2:30,14.6527,64.825,,,,
348,4/10/2021 2:45,14.6508,64.825,,,,
349,4/10/2021 3:00,14.6565,64.825,,,,
350,4/10/2021 3:15,14.6565,64.825,,,,
351,4/10/2021 3:30,14.6603,64.825,,,,
352,4/10/2021 3:45,14.6622,64.825,,,,
353,4/10/2021 4:00,14.6546,64.825,,,,
354,4/10/2021 4:15,14.6472,64.825,,,,
355,4/10/2021 4:30,14.6508,64.825,,,,
356,4/10/2021 4:45,14.6508,64.825,,,,
357,4/10/2021 5:00,14.6472,64.825,,,,
358,4/10/2021 5:15,14.6434,64.825,,,,
359,4/10/2021 5:30,14.6397,64.825,,,,
360,4/10/2021 5:45,14.6416,64.825,,,,
361,4/10/2021 6:00,14.6434,64.825,,,,
362,4/10/2021 6:15,14.6416,64.825,,,,
363,4/10/2021 6:30,14.6416,64.825,,,,
364,4/10/2021 6:45,14.6472,64.825,,,,
365,4/10/2021 7:00,14.649,64.825,,,,
366,4/10/2021 7:15,14.6508,64.825,,,,
367,4/10/2021 7:30,14.6527,64.825,,,,
368,4/10/2021 7:45,14.6565,64.825,,,,
369,4/10/2021 8:00,14.6546,64.825,,,,
370,4/10/2021 8:15,14.6508,64.825,,,,
371,4/10/2021 8:30,14.6508,64.825,,,,
372,4/10/2021 8:45,14.6508,64.825,,,,
373,4/10/2021 9:00,14.6453,64.825,,,,
374,4/10/2021 9:15,14.6434,64.825,,,,
375,4/10/2021 9:30,14.6434,64.825,,,,
376,4/10/2021 9:45,14.6472,64.825,,,,
377,4/10/2021 10:00,14.6453,64.825,,,,
378,4/10/2021 10:15,14.6472,64.825,,,,
379,4/10/2021 10:30,14.6472,64.825,,,,
380,4/10/2021 10:45,14.6416,64.825,,,,
381,4/10/2021 11:00,14.6397,64.825,,,,
382,4/10/2021 11:15,14.6397,64.825,,,,
383,4/10/2021 11:30,14.6378,64.825,,,,
384,4/10/2021 11:45,14.6397,64.825,,,,
385,4/10/2021 12:00,14.6378,64.825,,,,
386,4/10/2021 12:15,14.6378,64.825,,,,
387,4/10/2021 12:30,14.6359,64.825,,,,
388,4/10/2021 12:45,14.6359,64.825,,,,
389,4/10/2021 13:00,14.6359,64.825,,,,
390,4/10/2021 13:15,14.6321,64.825,,,,
391,4/10/2021 13:30,14.6302,64.825,,,,
392,4/10/2021 13:45,14.6246,64.825,,,,
393,4/10/2021 14:00,14.6152,64.825,,,,
394,4/10/2021 14:15,14.6114,64.825,,,,
395,4/10/2021 14:30,14.6038,64.825,,,,
396,4/10/2021 14:45,14.5983,64.825,,,,
397,4/10/2021 15:00,14.5927,64.825,,,,
398,4/10/2021 15:15,14.5875,64.996,,,,
399,4/10/2021 15:30,14.5837,64.996,,,,
400,4/10/2021 15:45,14.5799,64.996,,,,
401,4/10/2021 16:00,14.5892,64.996,,,,
402,4/10/2021 16:15,14.5911,64.996,,,,
403,4/10/2021 16:30,14.6099,64.996,,,,
404,4/10/2021 16:45,14.6156,64.996,,,,
405,4/10/2021 17:00,14.6118,64.996,,,,
406,4/10/2021 17:15,14.6156,64.996,,,,
407,4/10/2021 17:30,14.6137,64.996,,,,
408,4/10/2021 17:45,14.6081,64.996,,,,
409,4/10/2021 18:00,14.6028,65.167,,,,
410,4/10/2021 18:15,14.6028,65.167,,,,
411,4/10/2021 18:30,14.5896,65.167,,,,
412,4/10/2021 18:45,14.5747,65.167,,,,
413,4/10/2021 19:00,14.5634,65.167,,,,
414,4/10/2021 19:15,14.569,65.167,,,,
415,4/10/2021 19:30,14.5728,65.167,,,,
416,4/10/2021 19:45,14.584,65.167,,,,
417,4/10/2021 20:00,14.584,65.167,,,,
418,4/10/2021 20:15,14.5728,65.167,,,,
419,4/10/2021 20:30,14.5783,65.167,,,,
420,4/10/2021 20:45,14.5783,65.167,,,,
421,4/10/2021 21:00,14.5802,65.167,,,,
422,4/10/2021 21:15,14.5825,65.338,,,,
423,4/10/2021 21:30,14.5825,65.338,,,,
424,4/10/2021 21:45,14.575,65.338,,,,
425,4/10/2021 22:00,14.5806,65.338,,,,
426,4/10/2021 22:15,14.5788,65.338,,,,
427,4/10/2021 22:30,14.5825,65.338,,,,
428,4/10/2021 22:45,14.5863,65.338,,,,
429,4/10/2021 23:00,14.5863,65.338,,,,
430,4/10/2021 23:15,14.5882,65.338,,,,
431,4/10/2021 23:30,14.5882,65.338,,,,
432,4/10/2021 23:45,14.5882,65.338,,,,
433,4/11/2021 0:00,14.5901,65.338,,,,
434,4/11/2021 0:15,14.5882,65.338,,,,
435,4/11/2021 0:30,14.5882,65.338,,,,
436,4/11/2021 0:45,14.5882,65.338,,,,
437,4/11/2021 1:00,14.5901,65.338,,,,
438,4/11/2021 1:15,14.5882,65.338,,,,
439,4/11/2021 1:30,14.5901,65.338,,,,
440,4/11/2021 1:45,14.5901,65.338,,,,
441,4/11/2021 2:00,14.5882,65.338,,,,
442,4/11/2021 2:15,14.592,65.338,,,,
443,4/11/2021 2:30,14.5901,65.338,,,,
444,4/11/2021 2:45,14.5882,65.338,,,,
445,4/11/2021 3:00,14.5882,65.338,,,,
446,4/11/2021 3:15,14.5882,65.338,,,,
447,4/11/2021 3:30,14.592,65.338,,,,
448,4/11/2021 3:45,14.5882,65.338,,,,
449,4/11/2021 4:00,14.5863,65.338,,,,
450,4/11/2021 4:15,14.5825,65.338,,,,
451,4/11/2021 4:30,14.575,65.338,,,,
452,4/11/2021 4:45,14.5731,65.338,,,,
453,4/11/2021 5:00,14.5656,65.338,,,,
454,4/11/2021 5:15,14.5693,65.338,,,,
455,4/11/2021 5:30,14.5672,65.167,,,,
456,4/11/2021 5:45,14.5764,65.167,,,,
457,4/11/2021 6:00,14.584,65.167,,,,
458,4/11/2021 6:15,14.6085,65.167,,,,
459,4/11/2021 6:30,14.6272,65.167,,,,
460,4/11/2021 6:45,14.6385,65.167,,,,
461,4/11/2021 7:00,14.6234,65.167,,,,
462,4/11/2021 7:15,14.6047,65.167,,,,
463,4/11/2021 7:30,14.5972,65.167,,,,
464,4/11/2021 7:45,14.5991,65.167,,,,
465,4/11/2021 8:00,14.6197,65.167,,,,
466,4/11/2021 8:15,14.6215,65.167,,,,
467,4/11/2021 8:30,14.6085,65.167,,,,
468,4/11/2021 8:45,14.5972,65.167,,,,
469,4/11/2021 9:00,14.5915,65.167,,,,
470,4/11/2021 9:15,14.6009,65.167,,,,
471,4/11/2021 9:30,14.5934,65.167,,,,
472,4/11/2021 9:45,14.6005,64.996,,,,
473,4/11/2021 10:00,14.6005,64.996,,,,
474,4/11/2021 10:15,14.6156,64.996,,,,
475,4/11/2021 10:30,14.6062,64.996,,,,
476,4/11/2021 10:45,14.6194,64.996,,,,
477,4/11/2021 11:00,14.6175,64.996,,,,
478,4/11/2021 11:15,14.6269,64.996,,,,
479,4/11/2021 11:30,14.6326,64.996,,,,
480,4/11/2021 11:45,14.6288,64.996,,,,
481,4/11/2021 12:00,14.6213,64.996,,,,
482,4/11/2021 12:15,14.6288,64.996,,,,
483,4/11/2021 12:30,14.6288,64.996,,,,
484,4/11/2021 12:45,14.6288,64.996,,,,
485,4/11/2021 13:00,14.6156,64.996,,,,
486,4/11/2021 13:15,14.5686,64.996,,,,
487,4/11/2021 13:30,14.5799,64.996,,,,
488,4/11/2021 13:45,14.5875,64.996,,,,
489,4/11/2021 14:00,14.593,64.996,,,,
490,4/11/2021 14:15,14.5911,64.996,,,,
491,4/11/2021 14:30,14.5875,64.996,,,,
492,4/11/2021 14:45,14.5892,64.996,,,,
493,4/11/2021 15:00,14.5875,64.996,,,,
494,4/11/2021 15:15,14.5743,64.996,,,,
495,4/11/2021 15:30,14.5573,64.996,,,,
496,4/11/2021 15:45,14.5686,64.996,,,,
497,4/11/2021 16:00,14.5757,64.825,,,,
498,4/11/2021 16:15,14.5719,64.825,,,,
499,4/11/2021 16:30,14.5608,64.825,,,,
500,4/11/2021 16:45,14.5551,64.825,,,,
501,4/11/2021 17:00,14.5551,64.825,,,,
502,4/11/2021 17:15,14.5589,64.825,,,,
503,4/11/2021 17:30,14.5513,64.825,,,,
504,4/11/2021 17:45,14.5457,64.825,,,,
505,4/11/2021 18:00,14.5457,64.825,,,,
506,4/11/2021 18:15,14.5476,64.825,,,,
507,4/11/2021 18:30,14.5457,64.825,,,,
508,4/11/2021 18:45,14.5476,64.825,,,,
509,4/11/2021 19:00,14.5476,64.825,,,,
510,4/11/2021 19:15,14.5438,64.825,,,,
511,4/11/2021 19:30,14.5457,64.825,,,,
512,4/11/2021 19:45,14.5476,64.825,,,,
513,4/11/2021 20:00,14.5532,64.825,,,,
514,4/11/2021 20:15,14.557,64.825,,,,
515,4/11/2021 20:30,14.557,64.825,,,,
516,4/11/2021 20:45,14.557,64.825,,,,
517,4/11/2021 21:00,14.557,64.825,,,,
518,4/11/2021 21:15,14.5608,64.825,,,,
519,4/11/2021 21:30,14.5663,64.825,,,,
520,4/11/2021 21:45,14.5644,64.825,,,,
521,4/11/2021 22:00,14.5663,64.825,,,,
522,4/11/2021 22:15,14.5682,64.825,,,,
523,4/11/2021 22:30,14.5644,64.825,,,,
524,4/11/2021 22:45,14.5663,64.825,,,,
525,4/11/2021 23:00,14.5663,64.825,,,,
526,4/11/2021 23:15,14.5701,64.825,,,,
