Date,LowSpC,FullSpC,time
2023-12-19T15:20:05Z,47,43.1,15:20:05
2023-12-19T15:20:10Z,46.9,43.1,15:20:10
2023-12-19T15:20:15Z,47,43.1,15:20:15
2023-12-19T15:20:20Z,47,43.1,15:20:20
2023-12-19T15:20:25Z,47,43.1,15:20:25
2023-12-19T15:20:30Z,47,43.1,15:20:30
2023-12-19T15:20:35Z,47,43.1,15:20:35
2023-12-19T15:20:40Z,46.9,43.1,15:20:40
2023-12-19T15:20:45Z,46.9,43.1,15:20:45
2023-12-19T15:20:50Z,47,43.1,15:20:50
2023-12-19T15:20:55Z,47,43.1,15:20:55
2023-12-19T15:21:00Z,64.1,61.1,15:21:00
2023-12-19T15:21:05Z,103.7,100.7,15:21:05
2023-12-19T15:21:10Z,133.4,131.5,15:21:10
2023-12-19T15:21:15Z,146.6,144.8,15:21:15
2023-12-19T15:21:20Z,137.5,135.6,15:21:20
2023-12-19T15:21:25Z,124.8,121.2,15:21:25
2023-12-19T15:21:30Z,114.5,112.1,15:21:30
2023-12-19T15:21:35Z,101.2,98.5,15:21:35
2023-12-19T15:21:40Z,89.5,86,15:21:40
2023-12-19T15:21:45Z,81.6,78.3,15:21:45
2023-12-19T15:21:50Z,75.9,72,15:21:50
2023-12-19T15:21:55Z,59.3,55.9,15:21:55
2023-12-19T15:22:00Z,56.5,53,15:22:00
2023-12-19T15:22:05Z,56.5,52.6,15:22:05
2023-12-19T15:22:10Z,56.9,53.4,15:22:10
2023-12-19T15:22:15Z,52.8,49.3,15:22:15
2023-12-19T15:22:20Z,51.8,48.2,15:22:20
2023-12-19T15:22:25Z,51.3,47.5,15:22:25
2023-12-19T15:22:30Z,49.8,46,15:22:30
2023-12-19T15:22:35Z,50,46.4,15:22:35
2023-12-19T15:22:40Z,49.9,46.4,15:22:40
2023-12-19T15:22:45Z,49.9,46.4,15:22:45
2023-12-19T15:22:50Z,49.2,45.3,15:22:50
2023-12-19T15:22:55Z,48.9,44.9,15:22:55
2023-12-19T15:23:00Z,48.2,44.6,15:23:00
2023-12-19T15:23:05Z,48.4,44.9,15:23:05
2023-12-19T15:23:10Z,47.8,43.8,15:23:10
2023-12-19T15:23:15Z,48.1,44.6,15:23:15
2023-12-19T15:23:20Z,47.7,43.8,15:23:20
2023-12-19T15:23:25Z,47.8,44.2,15:23:25
2023-12-19T15:23:30Z,47.7,43.8,15:23:30
2023-12-19T15:23:35Z,47.5,43.8,15:23:35
2023-12-19T15:23:40Z,47.4,43.8,15:23:40
2023-12-19T15:23:45Z,47.3,43.8,15:23:45
2023-12-19T15:23:50Z,47.4,43.5,15:23:50
2023-12-19T15:23:55Z,47.1,43.5,15:23:55
2023-12-19T15:24:00Z,47.2,43.5,15:24:00
2023-12-19T15:24:05Z,47.1,43.5,15:24:05
2023-12-19T15:24:10Z,47,43.1,15:24:10
2023-12-19T15:24:15Z,47.1,43.1,15:24:15
2023-12-19T15:24:20Z,47,43.1,15:24:20
2023-12-19T15:24:25Z,47,43.1,15:24:25
2023-12-19T15:24:30Z,47,43.1,15:24:30
2023-12-19T15:24:35Z,47,43.1,15:24:35
2023-12-19T15:24:40Z,47,43.1,15:24:40
2023-12-19T15:24:45Z,47,43.1,15:24:45
2023-12-19T15:24:50Z,47,43.1,15:24:50
2023-12-19T15:24:55Z,47,43.1,15:24:55
2023-12-19T15:25:00Z,47,43.1,15:25:00
2023-12-19T15:25:05Z,46.9,43.1,15:25:05
2023-12-19T15:25:10Z,47,43.1,15:25:10
2023-12-19T15:25:15Z,47,43.1,15:25:15
2023-12-19T15:25:20Z,47,43.1,15:25:20
2023-12-19T15:25:25Z,46.9,43.1,15:25:25
2023-12-19T15:25:30Z,47,43.1,15:25:30
2023-12-19T15:25:35Z,46.9,43.1,15:25:35
2023-12-19T15:25:40Z,46.9,43.1,15:25:40
2023-12-19T15:25:45Z,46.9,43.1,15:25:45
2023-12-19T15:25:50Z,46.9,43.1,15:25:50
2023-12-19T15:25:55Z,46.9,43.1,15:25:55
2023-12-19T15:26:00Z,46.8,43.1,15:26:00
2023-12-19T15:26:05Z,46.9,43.1,15:26:05
2023-12-19T15:26:10Z,46.9,43.1,15:26:10
2023-12-19T15:26:15Z,46.8,43.1,15:26:15
2023-12-19T15:26:20Z,46.9,43.1,15:26:20
2023-12-19T15:26:25Z,46.8,43.1,15:26:25
2023-12-19T15:26:30Z,46.9,43.1,15:26:30
2023-12-19T15:26:35Z,46.8,43.1,15:26:35
2023-12-19T15:26:40Z,46.9,43.1,15:26:40
2023-12-19T15:26:45Z,46.9,43.1,15:26:45
2023-12-19T15:26:50Z,46.8,43.1,15:26:50
2023-12-19T15:26:55Z,46.9,43.1,15:26:55
2023-12-19T15:27:00Z,46.9,43.1,15:27:00
2023-12-19T15:27:05Z,46.9,43.1,15:27:05
2023-12-19T15:27:10Z,46.8,43.1,15:27:10
2023-12-19T15:27:15Z,46.8,43.1,15:27:15
2023-12-19T15:27:20Z,46.8,43.1,15:27:20
2023-12-19T15:27:25Z,46.9,43.1,15:27:25
2023-12-19T15:27:30Z,46.9,43.1,15:27:30
2023-12-19T15:27:35Z,46.9,43.1,15:27:35
2023-12-19T15:27:40Z,46.9,43.1,15:27:40
2023-12-19T15:27:45Z,46.9,43.1,15:27:45
2023-12-19T15:27:50Z,46.9,43.1,15:27:50
2023-12-19T15:27:55Z,46.9,43.1,15:27:55
2023-12-19T15:28:00Z,46.9,43.1,15:28:00
2023-12-19T15:28:05Z,46.9,43.1,15:28:05
2023-12-19T15:28:10Z,46.9,43.1,15:28:10
2023-12-19T15:28:15Z,46.9,43.1,15:28:15
2023-12-19T15:28:20Z,46.9,43.1,15:28:20
2023-12-19T15:28:25Z,46.8,43.1,15:28:25
2023-12-19T15:28:30Z,46.8,43.1,15:28:30
2023-12-19T15:28:35Z,46.9,43.1,15:28:35
2023-12-19T15:28:40Z,46.9,43.1,15:28:40
