"sample","a250","a254","a300","a365","a272","a340","a350","a400","a405","E2_E3","E4_E6","S325_375","S275_295","S350_400","S300_700","SR","E3_E4","site_date","site","Date"
"B2S29S5a_04182024",448.69078317783,433.855542342721,243.896556341752,93.3936932161664,357.02605020455,140.585645562894,120.844445399606,47.2593293549492,42.7953204516295,4.80429424864164,29.1369748314454,0.0155122871265883,0.0142399311306152,0.0184136457078889,0.016670424831163,0.773335783500735,0.324037915486255,"5a_04182024","5a",2024-04-18
"B2S319GW1_04182024",511.453967143812,495.268527141525,283.480966859781,111.154583868981,414.409909277588,166.600210498922,143.438560825276,57.1349337975799,51.8324021918345,4.60128542918814,36.0023007008783,0.0152581273880367,0.0141507161144874,0.018086037160918,0.0164213367134309,0.782411093628935,0.336383600751831,"1_04182024","1",2024-04-18
"B2S31S9GW1_04182024",511.453967143812,495.268527141525,283.480966859781,111.154583868981,414.409909277588,166.600210498922,143.438560825276,57.1349337975799,51.8324021918345,4.60128542918814,36.0023007008783,0.0152581273880367,0.0141507161144874,0.018086037160918,0.0164213367134309,0.782411093628935,0.336383600751831,"9GW1_04182024","9GW1",2024-04-18
"B2S326GW4_04182024",532.327864073705,515.920605513535,315.247476628607,151.732574146663,435.415181881216,205.363010035095,182.735677922449,98.4512220234734,92.7766359481879,3.50832948737272,19.1147497255606,0.011707967819852,0.0120759642599378,0.0124597173914623,0.0115443482984081,0.969200494724911,0.398051575844082,"4_04182024","4",2024-04-18
"B2S32S6GW4_04182024",532.327864073705,515.920605513535,315.247476628607,151.732574146663,435.415181881216,205.363010035095,182.735677922449,98.4512220234734,92.7766359481879,3.50832948737272,19.1147497255606,0.011707967819852,0.0120759642599378,0.0124597173914623,0.0115443482984081,0.969200494724911,0.398051575844082,"6GW4_04182024","6GW4",2024-04-18
"B2S335GW6_04182024",536.207015608408,520.569916537642,309.704326158273,126.632708353618,441.022584345911,185.381505367303,160.901537822072,67.6250594825719,61.7122008266075,4.23434847583822,26.2978563697286,0.014502533427425,0.0130111014693374,0.0170183003481883,0.0154894444009143,0.764535893898626,0.356112597900955,"6_04182024","6",2024-04-18
"B2S33S5GW6_04182024",536.207015608408,520.569916537642,309.704326158273,126.632708353618,441.022584345911,185.381505367303,160.901537822072,67.6250594825719,61.7122008266075,4.23434847583822,26.2978563697286,0.014502533427425,0.0130111014693374,0.0170183003481883,0.0154894444009143,0.764535893898626,0.356112597900955,"5GW6_04182024","5GW6",2024-04-18
"B2S345_04182024",319.597758234266,310.817955744914,178.657681526405,69.7202136457469,258.692368463354,104.292040800757,89.748944129159,36.1720929432605,32.8897049595381,4.58400428687962,31.7224769470594,0.0152812076231379,0.013487913567358,0.0178896988522702,0.0163369786758398,0.753948609126331,0.33554059176153,"","",NA
"B2S34S5_04182024",319.597758234266,310.817955744914,178.657681526405,69.7202136457469,258.692368463354,104.292040800757,89.748944129159,36.1720929432605,32.8897049595381,4.58400428687962,31.7224769470594,0.0152812076231379,0.013487913567358,0.0178896988522702,0.0163369786758398,0.753948609126331,0.33554059176153,"5_04182024","5",2024-04-18
"B2S357_04182024",661.171706927191,637.962319006416,353.520191472479,133.680001164304,521.651626428814,202.703298874967,173.759654142598,66.6355595164261,60.2156327197687,4.94592834506753,34.2102474861114,0.0157459801887782,0.0144115794571815,0.0187746078434182,0.0170311294888977,0.767610145435538,0.317735535212587,"","",NA
"B2S35S7_04182024",661.171706927191,637.962319006416,353.520191472479,133.680001164304,521.651626428814,202.703298874967,173.759654142598,66.6355595164261,60.2156327197687,4.94592834506753,34.2102474861114,0.0157459801887782,0.0144115794571815,0.0187746078434182,0.0170311294888977,0.767610145435538,0.317735535212587,"7_04182024","7",2024-04-18
"B2S365GW4_04182024",410.495273071857,397.000495056375,219.405056717115,80.6765888674557,329.202577823552,124.42397691651,105.955772103673,39.2205770426333,35.2034110719623,5.08815852076075,80.6744265622448,0.0163643937908335,0.0148571242113695,0.0194581240507344,0.0181198794978314,0.763543503609676,0.313410130379917,"4_04182024","4",2024-04-18
"B2S36S5GW4_04182024",410.495273071857,397.000495056375,219.405056717115,80.6765888674557,329.202577823552,124.42397691651,105.955772103673,39.2205770426333,35.2034110719623,5.08815852076075,80.6744265622448,0.0163643937908335,0.0148571242113695,0.0194581240507344,0.0181198794978314,0.763543503609676,0.313410130379917,"5GW4_04182024","5GW4",2024-04-18
