"sample","a250","a254","a300","a365","a272","a340","a350","a400","a405","E2_E3","E4_E6","S325_375","S275_295","S350_400","S300_700","SR","E3_E4","site_date","site","Date"
"B1S1014_115_04152024",442.687919021172,429.907987111509,246.629593609567,97.3213569706668,360.381811036167,144.465693234977,124.832096288193,51.4394247611872,47.0025456260757,4.54872324842943,26.9930523904495,0.014929377639038,0.0138855567434212,0.0176017957905353,0.0157691624692784,0.788871596322439,0.336038635163821,"","",NA
"B1S115GW1_04182024",383.293433050868,372.054488039822,219.708962383481,85.7914216256033,317.130534111425,128.04468095251,110.284582271382,45.8476485626544,42.0604707313215,4.46773611846152,29.5319641285328,0.0152029370830398,0.0130645082111228,0.0174878899354851,0.0156834075401357,0.747060294827983,0.344155721994153,"1_04182024","1",2024-04-18
"B1S11S5GW1_04182024",383.293433050868,372.054488039822,219.708962383481,85.7914216256033,317.130534111425,128.04468095251,110.284582271382,45.8476485626544,42.0604707313215,4.46773611846152,29.5319641285328,0.0152029370830398,0.0130645082111228,0.0174878899354851,0.0156834075401357,0.747060294827983,0.344155721994153,"5GW1_04182024","5GW1",2024-04-18
"B1S125GW7_04182024",296.842605001657,288.905123127992,166.389626432471,65.617453670219,242.071753634377,97.0240399253895,83.654942700332,35.5754476145323,32.5635908394951,4.52383608930532,34.0670579516709,0.0150119539396607,0.013464030930225,0.0169575242868363,0.0157092890109771,0.793985649230457,0.335833573579121,"7_04182024","7",2024-04-18
"B1S12S5GW7_04182024",296.842605001657,288.905123127992,166.389626432471,65.617453670219,242.071753634377,97.0240399253895,83.654942700332,35.5754476145323,32.5635908394951,4.52383608930532,34.0670579516709,0.0150119539396607,0.013464030930225,0.0169575242868363,0.0157092890109771,0.793985649230457,0.335833573579121,"5GW7_04182024","5GW7",2024-04-18
"B1S136GW1_04182024",654.933307242775,633.17782153146,355.659227436399,141.65785376189,523.475213872525,209.151401420589,180.788610867559,74.7682757490023,68.1846907024455,4.62334625190383,30.5450130301739,0.0148749348751946,0.0144731636671408,0.0173548026707167,0.0158559505326346,0.83395725907975,0.330320163322709,"1_04182024","1",2024-04-18
"B1S13S6GW1_04182024",654.933307242775,633.17782153146,355.659227436399,141.65785376189,523.475213872525,209.151401420589,180.788610867559,74.7682757490023,68.1846907024455,4.62334625190383,30.5450130301739,0.0148749348751946,0.0144731636671408,0.0173548026707167,0.0158559505326346,0.83395725907975,0.330320163322709,"6GW1_04182024","6GW1",2024-04-18
"B1S1416GW2_04182024",512.159968167913,493.285935014377,271.415292165362,106.155745376823,404.744747933717,157.78781268673,135.831462861765,56.7683024143925,51.9213238785293,4.82460903411201,29.7295427889512,0.015179517915671,0.0145098780584045,0.0172702706415888,0.0157621195745254,0.840165065130079,0.319870893302748,"2_04182024","2",2024-04-18
"B1S141S6GW2_04182024",512.159968167913,493.285935014377,271.415292165362,106.155745376823,404.744747933717,157.78781268673,135.831462861765,56.7683024143925,51.9213238785293,4.82460903411201,29.7295427889512,0.015179517915671,0.0145098780584045,0.0172702706415888,0.0157621195745254,0.840165065130079,0.319870893302748,"6GW2_04182024","6GW2",2024-04-18
"B1S156GW3_04182024",535.162685557203,516.733934267597,302.517720242074,134.123679240312,432.880482022116,188.049911251752,164.927702570207,82.7738439101788,77.5679279393944,3.99006863358066,20.9052801372213,0.0131696203150934,0.0132992130155427,0.0139339770962062,0.0128015813208233,0.954444874117356,0.363920189445828,"3_04182024","3",2024-04-18
"B1S15a_550_04152024",538.579450889873,523.569541031883,311.892323341598,126.44271720882,442.680969677507,186.349271046421,161.588287573538,66.4373498190977,60.5883993641477,4.25947387701588,25.9363490932023,0.0145787942419511,0.0128229680756997,0.0174597984651691,0.0156397977731172,0.734428183766292,0.355920763990879,"","",NA
"B1S15S6GW3_04182024",535.162685557203,516.733934267597,302.517720242074,134.123679240312,432.880482022116,188.049911251752,164.927702570207,82.7738439101788,77.5679279393944,3.99006863358066,20.9052801372213,0.0131696203150934,0.0132992130155427,0.0139339770962062,0.0128015813208233,0.954444874117356,0.363920189445828,"6GW3_04182024","6GW3",2024-04-18
"B1S166GW5_04182024",440.417941498399,424.20862718914,232.008740100955,91.0935302090723,346.009291563568,134.988252181441,116.052093650572,49.5877997862891,45.4763321703699,4.83478838165102,25.0848845601546,0.0151581837192011,0.0148638527192782,0.0169366418261553,0.0154257525390232,0.87761510645658,0.318211944617654,"5_04182024","5",2024-04-18
"B1S16S6GW5_04182024",440.417941498399,424.20862718914,232.008740100955,91.0935302090723,346.009291563568,134.988252181441,116.052093650572,49.5877997862891,45.4763321703699,4.83478838165102,25.0848845601546,0.0151581837192011,0.0148638527192782,0.0169366418261553,0.0154257525390232,0.87761510645658,0.318211944617654,"6GW5_04182024","6GW5",2024-04-18
"B1S179GW3_04182024",829.585741675294,803.039895687204,459.296223741326,180.759260298904,669.563390456052,270.275944154442,232.890685341006,92.3817698050502,83.7124100714403,4.58945085470856,45.0862747518296,0.0151851321175864,0.0140434224619199,0.0181144706896521,0.016567861477802,0.77525988490198,0.336566023190108,"3_04182024","3",2024-04-18
"B1S17S9GW3_04182024",829.585741675294,803.039895687204,459.296223741326,180.759260298904,669.563390456052,270.275944154442,232.890685341006,92.3817698050502,83.7124100714403,4.58945085470856,45.0862747518296,0.0151851321175864,0.0140434224619199,0.0181144706896521,0.016567861477802,0.77525988490198,0.336566023190108,"9GW3_04182024","9GW3",2024-04-18
"B1S189GW2_04182024",826.324778712657,796.766345395098,424.106292320406,151.088725091336,648.758628039166,236.693884876846,200.571107436111,70.2667387306039,62.6792304030102,5.46913595447397,92.6984974388711,0.0169515774707493,0.0160148392520561,0.0204178345940604,0.0192929503943669,0.784355421152981,0.297068125737007,"2_04182024","2",2024-04-18
"B1S18S9GW2_04182024",826.324778712657,796.766345395098,424.106292320406,151.088725091336,648.758628039166,236.693884876846,200.571107436111,70.2667387306039,62.6792304030102,5.46913595447397,92.6984974388711,0.0169515774707493,0.0160148392520561,0.0204178345940604,0.0192929503943669,0.784355421152981,0.297068125737007,"9GW2_04182024","9GW2",2024-04-18
"B1S215_409_04152024",1233.60570497451,1198.67122137732,734.233327857141,305.772662875184,1022.48547536458,447.417199242383,388.042583809434,168.70240434653,155.562582013987,4.0343884681348,24.8870517120711,0.0142841742383344,0.0118326512511078,0.0165597203597907,0.014677741361922,0.714544146520686,0.373260983715187,"","",NA
"B1S415_4_04152024",240.618876607701,234.137910514336,135.091930481371,53.9223297263407,197.850788441903,80.0100390747393,69.0497562817115,28.5447053799499,26.1733890269208,4.46232345354618,31.4764060937707,0.0148942251645387,0.013644300187803,0.0175102398093184,0.0156676754064043,0.779218350884142,0.341721846321168,"","",NA
"B1S55_597_04152024",530.3340624632,514.135390225051,293.511664247262,112.497235121188,430.817097276372,169.513237889753,145.524480968737,57.4407828839242,52.1630417842486,4.71419641462209,32.6773619488556,0.0154813680718519,0.0139739623309103,0.0182997698070533,0.0166163627758702,0.763614104343776,0.329705445516118,"","",NA
"B1S615_516_04152024",482.912286403244,468.908768450228,278.79092342661,112.778662268445,397.633202487492,165.47508305738,143.426348430285,60.5797478841271,55.4466312053406,4.28194728231283,27.7789860720985,0.0145602881962432,0.0128782408963974,0.0169933115550222,0.0153563119799999,0.757841745836257,0.352893983203353,"","",NA
"B1S75_546_04152024",396.533391822821,384.407343537513,221.025422324287,86.4102632358442,320.371294698578,129.219913384025,111.386432584556,44.7602565498646,40.7812811266912,4.58896173872935,31.8415405864452,0.0151448353637213,0.0135649235644355,0.0180142532964191,0.0160940207866615,0.753010593402277,0.336153602568769,"","",NA
"B1S85A_598_04152024",688.914638025247,668.288157214786,385.446564901679,153.114037486985,559.274777305366,227.55715827874,196.581912715344,79.3987143728869,72.3748813014751,4.49935648835468,30.7596865227882,0.0149246541190602,0.0136902365752783,0.0178207289325008,0.0160756060873835,0.768219786470717,0.340507542774852,"_598_04152024","",NA
"B1S95_560_04152024",631.203061089847,612.444886553984,362.768592069571,144.042077100208,516.650517417172,214.500441109411,185.032500539523,75.1001320965594,68.3870335630335,4.38207413970245,42.6000951519785,0.0150445636703913,0.0129322017313706,0.0177506529396202,0.0160830431932301,0.72854794555221,0.350236316473032,"","",NA
"B2S199GW4_04182024",509.524321839407,491.632656640697,264.813780280568,95.7953213819259,401.389729478592,148.290823728932,125.933771163912,46.5562493328811,41.8448431682186,5.31888524918651,25.1532172338192,0.0166330838424524,0.015444491662304,0.0194755259121004,0.0179929155675196,0.793020518778812,0.301629319626968,"4_04182024","4",2024-04-18
"B2S19S9GW4_04182024",509.524321839407,491.632656640697,264.813780280568,95.7953213819259,401.389729478592,148.290823728932,125.933771163912,46.5562493328811,41.8448431682186,5.31888524918651,25.1532172338192,0.0166330838424524,0.015444491662304,0.0194755259121004,0.0179929155675196,0.793020518778812,0.301629319626968,"9GW4_04182024","9GW4",2024-04-18
"B2S209_77_04152024",500.772081704325,484.636812241311,273.649172304732,102.851176834476,400.831861325031,156.412683941299,133.852578097419,51.4410322516454,46.5207573644907,4.86889987180454,36.1000266578353,0.0158794242615425,0.0140430228641332,0.0187704873634179,0.0170734584725823,0.74814375312928,0.322742061664555,"","",NA
"B2S215GW5_04182024",531.684246509983,515.250528650169,293.617387897557,112.974500137535,429.560689904395,170.738225698106,146.493226918744,56.8436185899971,51.368886414792,4.70623234325191,45.9286501609899,0.0156208963741401,0.0141707594118292,0.0185300619750418,0.017102963394507,0.764744307434907,0.331369336282679,"5_04182024","5",2024-04-18
"B2S21S5GW5_04182024",531.684246509983,515.250528650169,293.617387897557,112.974500137535,429.560689904395,170.738225698106,146.493226918744,56.8436185899971,51.368886414792,4.70623234325191,45.9286501609899,0.0156208963741401,0.0141707594118292,0.0185300619750418,0.017102963394507,0.764744307434907,0.331369336282679,"5GW5_04182024","5GW5",2024-04-18
"B2S226A_04182024",552.730158767366,532.029594963436,297.067970497717,112.819146627572,441.121634444369,170.101681736697,146.225173222575,56.7117120217747,51.4241005348363,4.89925846179271,33.6161536836368,0.0155089229500523,0.0147576046507432,0.0186184177594054,0.0168296219684296,0.792634736283543,0.319722217235655,"_04182024","",2024-04-18
"B2S22S6a_04182024",552.730158767366,532.029594963436,297.067970497717,112.819146627572,441.121634444369,170.101681736697,146.225173222575,56.7117120217747,51.4241005348363,4.89925846179271,33.6161536836368,0.0155089229500523,0.0147576046507432,0.0186184177594054,0.0168296219684296,0.792634736283543,0.319722217235655,"6a_04182024","6a",2024-04-18
"B2S233(1)_04182024",868.729518107767,842.453576158137,486.905871172406,192.608095039505,703.808973507766,287.648450899547,247.999541225113,99.4893240969612,90.5298817202978,4.51034790583223,34.0229981125047,0.0150774484188038,0.0136254087845113,0.0179687145734574,0.0161331267862187,0.758285114319652,0.341441307913152,"","",NA
"B2S23S3_04182024",868.729518107767,842.453576158137,486.905871172406,192.608095039505,703.808973507766,287.648450899547,247.999541225113,99.4893240969612,90.5298817202978,4.51034790583223,34.0229981125047,0.0150774484188038,0.0136254087845113,0.0179687145734574,0.0161331267862187,0.758285114319652,0.341441307913152,"3_04182024","3",2024-04-18
"B2S245GW2_04182024",297.324368207676,288.810718893182,162.656385156527,60.7389129825032,239.787139490458,92.5971382127958,78.9903629696728,31.0336431525377,28.1256659064655,4.89512165443799,83.0460138770669,0.0160001823566699,0.0139315711314029,0.0184205281901908,0.0170734521337127,0.756306821800129,0.320615310150741,"2_04182024","2",2024-04-18
"B2S24S5GW2_04182024",297.324368207676,288.810718893182,162.656385156527,60.7389129825032,239.787139490458,92.5971382127958,78.9903629696728,31.0336431525377,28.1256659064655,4.89512165443799,83.0460138770669,0.0160001823566699,0.0139315711314029,0.0184205281901908,0.0170734521337127,0.756306821800129,0.320615310150741,"5GW2_04182024","5GW2",2024-04-18
"B2S2513_04182024",193.684320075616,187.371378997839,106.434495270764,41.6767112576835,155.158455140339,62.025845743518,53.4262132230103,22.2576374488411,20.3544177738362,4.6473033555379,34.3185905277805,0.0151776035326452,0.0135166098642572,0.0173472924509128,0.0160210509928558,0.779176917810359,0.331031591245498,"","",NA
"B2S25S13_04182024",193.684320075616,187.371378997839,106.434495270764,41.6767112576835,155.158455140339,62.025845743518,53.4262132230103,22.2576374488411,20.3544177738362,4.6473033555379,34.3185905277805,0.0151776035326452,0.0135166098642572,0.0173472924509128,0.0160210509928558,0.779176917810359,0.331031591245498,"13_04182024","13",2024-04-18
"B2S265GW3_04182024",568.443085278232,550.306589555798,327.068964787795,131.737309897596,466.700983432236,194.17186492643,167.362440164057,72.5188769619384,66.505319699811,4.31497413845858,32.4844629641283,0.0148559040611711,0.0127980455369372,0.0165563385646252,0.0153278252038915,0.772999747920227,0.352843067140381,"3_04182024","3",2024-04-18
"B2S26S5GW3_04182024",568.443085278232,550.306589555798,327.068964787795,131.737309897596,466.700983432236,194.17186492643,167.362440164057,72.5188769619384,66.505319699811,4.31497413845858,32.4844629641283,0.0148559040611711,0.0127980455369372,0.0165563385646252,0.0153278252038915,0.772999747920227,0.352843067140381,"5GW3_04182024","5GW3",2024-04-18
"B2S2715_04182024",331.016934471404,321.922230600067,181.427787916718,68.1865960979013,265.436416642924,104.017748005188,88.9901217249403,33.5761759618625,30.2032952367179,4.85457484922894,61.9344629831279,0.0159299254749697,0.0140835011700657,0.0190873135150383,0.0173807762818505,0.73784616986407,0.323114523067569,"","",NA
"B2S27S15_04182024",331.016934471404,321.922230600067,181.427787916718,68.1865960979013,265.436416642924,104.017748005188,88.9901217249403,33.5761759618625,30.2032952367179,4.85457484922894,61.9344629831279,0.0159299254749697,0.0140835011700657,0.0190873135150383,0.0173807762818505,0.73784616986407,0.323114523067569,"15_04182024","15",2024-04-18
"B2S286_04182024",545.086274915815,527.20167616529,289.471602991728,106.626570364167,433.485728288023,164.435076297224,140.151646312742,51.326113069378,46.0351550611655,5.11210548228413,57.6741232270785,0.016289116476694,0.015080200050933,0.0196269343659696,0.0180968432087237,0.768342104260561,0.311901656863605,"","",NA
"B2S28S6_04182024",545.086274915815,527.20167616529,289.471602991728,106.626570364167,433.485728288023,164.435076297224,140.151646312742,51.326113069378,46.0351550611655,5.11210548228413,57.6741232270785,0.016289116476694,0.015080200050933,0.0196269343659696,0.0180968432087237,0.768342104260561,0.311901656863605,"6_04182024","6",2024-04-18
"B2S295A_04182024",448.69078317783,433.855542342721,243.896556341752,93.3936932161664,357.02605020455,140.585645562894,120.844445399606,47.2593293549492,42.7953204516295,4.80429424864164,29.1369748314454,0.0155122871265883,0.0142399311306152,0.0184136457078889,0.016670424831163,0.773335783500735,0.324037915486255,"_04182024","",2024-04-18
