"Plot Title: Bradford_6aDO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733141, SEN S/N: 10733141)","Temp, °F (LGR S/N: 10733141, SEN S/N: 10733141)"
1,03/13/23 02:15:00 PM,5.17,66.45
2,03/13/23 02:30:00 PM,5.06,66.56
3,03/13/23 02:45:00 PM,4.99,66.63
4,03/13/23 03:00:00 PM,4.98,66.67
5,03/13/23 03:15:00 PM,4.94,66.70
6,03/13/23 03:30:00 PM,4.77,66.74
7,03/13/23 03:45:00 PM,4.70,66.78
8,03/13/23 04:00:00 PM,4.58,66.81
9,03/13/23 04:15:00 PM,4.42,66.81
10,03/13/23 04:30:00 PM,4.37,66.81
11,03/13/23 04:45:00 PM,4.19,66.85
12,03/13/23 05:00:00 PM,3.90,66.85
13,03/13/23 05:15:00 PM,3.87,66.85
14,03/13/23 05:30:00 PM,3.85,66.85
15,03/13/23 05:45:00 PM,3.63,66.85
16,03/13/23 06:00:00 PM,3.38,66.85
17,03/13/23 06:15:00 PM,3.26,66.81
18,03/13/23 06:30:00 PM,3.12,66.78
19,03/13/23 06:45:00 PM,3.09,66.70
20,03/13/23 07:00:00 PM,3.10,66.60
21,03/13/23 07:15:00 PM,4.25,66.45
22,03/13/23 07:30:00 PM,3.89,66.27
23,03/13/23 07:45:00 PM,3.70,66.09
24,03/13/23 08:00:00 PM,3.75,65.95
25,03/13/23 08:15:00 PM,3.89,65.77
26,03/13/23 08:30:00 PM,3.87,65.62
27,03/13/23 08:45:00 PM,3.80,65.48
28,03/13/23 09:00:00 PM,3.66,65.34
29,03/13/23 09:15:00 PM,3.54,65.19
30,03/13/23 09:30:00 PM,3.52,65.01
31,03/13/23 09:45:00 PM,3.46,64.87
32,03/13/23 10:00:00 PM,3.04,64.69
33,03/13/23 10:15:00 PM,3.06,64.54
34,03/13/23 10:30:00 PM,3.19,64.40
35,03/13/23 10:45:00 PM,3.11,64.26
36,03/13/23 11:00:00 PM,3.05,64.08
37,03/13/23 11:15:00 PM,3.08,63.93
38,03/13/23 11:30:00 PM,3.09,63.79
39,03/13/23 11:45:00 PM,3.04,63.61
40,03/14/23 12:00:00 AM,3.03,63.46
41,03/14/23 12:15:00 AM,3.01,63.32
42,03/14/23 12:30:00 AM,2.96,63.18
43,03/14/23 12:45:00 AM,2.92,63.03
44,03/14/23 01:00:00 AM,2.95,62.85
45,03/14/23 01:15:00 AM,2.89,62.71
46,03/14/23 01:30:00 AM,2.90,62.56
47,03/14/23 01:45:00 AM,2.86,62.42
48,03/14/23 02:00:00 AM,2.81,62.28
49,03/14/23 02:15:00 AM,2.73,62.10
50,03/14/23 02:30:00 AM,2.48,61.92
51,03/14/23 02:45:00 AM,2.58,61.74
52,03/14/23 03:00:00 AM,2.50,61.52
53,03/14/23 03:15:00 AM,2.47,61.38
54,03/14/23 03:30:00 AM,2.66,61.16
55,03/14/23 03:45:00 AM,2.52,61.02
