"Plot Title: Bradford_8"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10684089, SEN S/N: 10684089)","Temp, °F (LGR S/N: 10684089, SEN S/N: 10684089)","Coupler Detached (LGR S/N: 10684089)","Coupler Attached (LGR S/N: 10684089)","Stopped (LGR S/N: 10684089)","End Of File (LGR S/N: 10684089)"
1,11/17/21 04:45:00 PM,15.6224,68.934,Logged,,,
2,11/17/21 05:00:00 PM,15.7119,58.820,,,,
3,11/17/21 05:15:00 PM,15.7150,58.647,,,,
4,11/17/21 05:30:00 PM,15.7150,58.647,,,,
5,11/17/21 05:45:00 PM,15.7167,58.647,,,,
6,11/17/21 06:00:00 PM,15.7186,58.647,,,,
7,11/17/21 06:15:00 PM,15.7222,58.647,,,,
8,11/17/21 06:30:00 PM,15.7222,58.647,,,,
9,11/17/21 06:45:00 PM,15.7240,58.647,,,,
10,11/17/21 07:00:00 PM,15.7257,58.647,,,,
11,11/17/21 07:15:00 PM,15.7257,58.647,,,,
12,11/17/21 07:30:00 PM,15.7276,58.647,,,,
13,11/17/21 07:45:00 PM,15.7299,58.820,,,,
14,11/17/21 08:00:00 PM,15.7317,58.820,,,,
15,11/17/21 08:15:00 PM,15.7317,58.820,,,,
16,11/17/21 08:30:00 PM,15.7334,58.820,,,,
17,11/17/21 08:45:00 PM,15.7389,58.820,,,,
18,11/17/21 09:00:00 PM,15.7370,58.820,,,,
19,11/17/21 09:15:00 PM,15.7357,58.993,,,,
20,11/17/21 09:30:00 PM,15.7357,58.993,,,,
21,11/17/21 09:45:00 PM,15.7376,58.993,,,,
22,11/17/21 10:00:00 PM,15.7357,58.993,,,,
23,11/17/21 10:15:00 PM,15.7376,58.993,,,,
24,11/17/21 10:30:00 PM,15.7376,58.993,,,,
25,11/17/21 10:45:00 PM,15.7376,58.993,,,,
26,11/17/21 11:00:00 PM,15.7357,58.993,,,,
27,11/17/21 11:15:00 PM,15.7357,58.993,,,,
28,11/17/21 11:30:00 PM,15.7357,58.993,,,,
29,11/17/21 11:45:00 PM,15.7363,59.164,,,,
30,11/18/21 12:00:00 AM,15.7380,59.164,,,,
31,11/18/21 12:15:00 AM,15.7363,59.164,,,,
32,11/18/21 12:30:00 AM,15.7327,59.164,,,,
33,11/18/21 12:45:00 AM,15.7309,59.164,,,,
34,11/18/21 01:00:00 AM,15.7309,59.164,,,,
35,11/18/21 01:15:00 AM,15.7309,59.164,,,,
36,11/18/21 01:30:00 AM,15.7273,59.164,,,,
37,11/18/21 01:45:00 AM,15.7237,59.164,,,,
38,11/18/21 02:00:00 AM,15.7237,59.164,,,,
39,11/18/21 02:15:00 AM,15.7202,59.164,,,,
40,11/18/21 02:30:00 AM,15.7202,59.164,,,,
41,11/18/21 02:45:00 AM,15.7183,59.164,,,,
42,11/18/21 03:00:00 AM,15.7183,59.164,,,,
43,11/18/21 03:15:00 AM,15.7147,59.164,,,,
44,11/18/21 03:30:00 AM,15.7166,59.164,,,,
45,11/18/21 03:45:00 AM,15.7135,59.337,,,,
46,11/18/21 04:00:00 AM,15.7153,59.337,,,,
47,11/18/21 04:15:00 AM,15.7153,59.337,,,,
48,11/18/21 04:30:00 AM,15.7135,59.337,,,,
49,11/18/21 04:45:00 AM,15.7116,59.337,,,,
50,11/18/21 05:00:00 AM,15.7099,59.337,,,,
51,11/18/21 05:15:00 AM,15.7080,59.337,,,,
52,11/18/21 05:30:00 AM,15.7099,59.337,,,,
53,11/18/21 05:45:00 AM,15.7099,59.337,,,,
