#,Date,LowSpC,FullSpC,Temp
193,4/2/2025 12:44,25.3,20.3,71.58
194,4/2/2025 12:44,25.8,21,71.98
195,4/2/2025 12:44,24.8,19.6,71.98
196,4/2/2025 12:44,24.7,19.6,72.1
197,4/2/2025 12:45,24.5,19.2,72.32
198,4/2/2025 12:45,22.2,15.5,72.34
199,4/2/2025 12:45,26,20.7,73.24
200,4/2/2025 12:45,25.9,20.6,74.66
201,4/2/2025 12:45,25.2,20.3,74.37
202,4/2/2025 12:45,27.4,22.5,74.26
203,4/2/2025 12:46,27.4,22.8,74.21
204,4/2/2025 12:46,27.6,22.5,74.41
205,4/2/2025 12:46,27.6,22.5,74.39
206,4/2/2025 12:46,26.3,21.4,74.61
207,4/2/2025 12:46,27.2,22.5,75.43
208,4/2/2025 12:46,27.2,22.5,75.29
209,4/2/2025 12:47,27.4,22.5,75.27
210,4/2/2025 12:47,27.4,22.5,75.27
211,4/2/2025 12:47,28.2,22.5,75.25
212,4/2/2025 12:47,27.7,22.8,75.4
213,4/2/2025 12:47,27.6,22.5,75.47
214,4/2/2025 12:47,24.6,22.5,75.61
215,4/2/2025 12:48,27.1,22.1,75.65
216,4/2/2025 12:48,27.1,22.4,75.83
217,4/2/2025 12:48,27.2,22.4,75.97
218,4/2/2025 12:48,27.2,22.4,76.1
219,4/2/2025 12:48,27.3,22.4,76.21
220,4/2/2025 12:48,27.3,22.4,76.33
221,4/2/2025 12:49,27.2,22.4,76.42
222,4/2/2025 12:49,27.4,22.4,76.53
223,4/2/2025 12:49,27.2,22.4,76.62
224,4/2/2025 12:49,27.2,22.4,76.71
225,4/2/2025 12:49,27.3,22.4,76.82
226,4/2/2025 12:49,27.4,22.4,76.89
227,4/2/2025 12:50,27.1,22.4,77
228,4/2/2025 12:50,27.4,22.4,77.11
229,4/2/2025 12:50,27.2,22.4,77.18
230,4/2/2025 12:50,27.2,23.5,77.29
231,4/2/2025 12:50,27.5,22.4,77.41
232,4/2/2025 12:50,27.4,22.4,77.52
233,4/2/2025 12:51,27.7,23.1,77.59
234,4/2/2025 12:51,27.4,22.4,77.7
235,4/2/2025 12:51,27.4,22.8,77.77
236,4/2/2025 12:51,27.5,22.4,77.86
237,4/2/2025 12:51,27.2,23.5,77.95
238,4/2/2025 12:51,28.8,22.8,78.06
239,4/2/2025 12:52,27.6,22.8,78.15
240,4/2/2025 12:52,27.4,22.4,78.21
241,4/2/2025 12:52,27.9,22.4,78.31
242,4/2/2025 12:52,27.8,23.1,78.4
243,4/2/2025 12:52,27.8,22.8,78.49
244,4/2/2025 12:52,27.8,23.1,78.53
245,4/2/2025 12:53,27.8,23.1,78.62
246,4/2/2025 12:53,27.8,23.1,78.67
247,4/2/2025 12:53,27.8,23.1,78.71
248,4/2/2025 12:53,27.8,22.8,78.78
249,4/2/2025 12:53,27.8,22.8,78.76
250,4/2/2025 12:53,27.8,23.1,78.78
251,4/2/2025 12:54,27.8,23.1,78.8
252,4/2/2025 12:54,27.8,22.8,78.82
253,4/2/2025 12:54,27.7,22.8,78.89
254,4/2/2025 12:54,27.6,23.1,78.82
255,4/2/2025 12:54,24,19.1,78.94
256,4/2/2025 12:54,22.4,13.6,78.31
257,4/2/2025 12:55,21.7,15.5,78.98
258,4/2/2025 12:55,23.3,18.7,79.34
259,4/2/2025 12:55,21.7,16.2,79.2
260,4/2/2025 12:55,26.3,21.7,79.05
261,4/2/2025 12:55,23.2,18,78.91
262,4/2/2025 12:55,9.6,4.1,79.43
263,4/2/2025 12:56,7.3,1.2,79.59
264,4/2/2025 12:56,6.4,0.5,79.9
265,4/2/2025 12:56,6.1,0.1,80.13
266,4/2/2025 12:56,5.7,-0.3,80.15
267,4/2/2025 12:56,5.4,-0.3,79.99
268,4/2/2025 12:56,5.3,-0.3,79.95
269,4/2/2025 12:57,5.3,-0.3,80.1
270,4/2/2025 12:57,5.3,-0.3,80.4
271,4/2/2025 12:57,5.2,-0.6,80.64
272,4/2/2025 12:57,5.2,-1,80.87
273,4/2/2025 12:57,5.2,-0.6,81.12
274,4/2/2025 12:57,5.1,-0.6,81.23
275,4/2/2025 12:58,5,-0.6,81.36
276,4/2/2025 12:58,5,-1,81.34
277,4/2/2025 12:58,4.9,-1,81.28
278,4/2/2025 12:58,4.8,-0.6,81.36
279,4/2/2025 12:58,4.7,-1,80.47
280,4/2/2025 12:58,4.3,-1.4,80.1
281,4/2/2025 12:59,4,-1.7,80.1
282,4/2/2025 12:59,3.9,-2.1,80.35
283,4/2/2025 12:59,3.8,-2.1,80.56
284,4/2/2025 12:59,3.8,-2.1,80.71
285,4/2/2025 12:59,3.6,-2.1,80.64
286,4/2/2025 12:59,3.6,-2.5,80.92
287,4/2/2025 13:00,3.4,-2.5,81.1
288,4/2/2025 13:00,3.4,-2.5,81.19
289,4/2/2025 13:00,3.3,-2.5,80.94
290,4/2/2025 13:00,3.1,-2.5,80.85
291,4/2/2025 13:00,3.1,-2.8,81.19
292,4/2/2025 13:00,3,-3.2,81.16
293,4/2/2025 13:01,3,-3.2,81.59
294,4/2/2025 13:01,2.9,-3.2,81.7
295,4/2/2025 13:01,2.8,-3.2,81.52
296,4/2/2025 13:01,2.6,-3.2,81.43
297,4/2/2025 13:01,2.5,-3.6,81.32
298,4/2/2025 13:01,2.3,-3.6,81.23
299,4/2/2025 13:02,2.2,-3.9,81.41
300,4/2/2025 13:02,2,-3.9,81.28
301,4/2/2025 13:02,1.8,-3.9,81.09
302,4/2/2025 13:02,1.6,-4.3,81.19
303,4/2/2025 13:02,1.5,-4.3,81.21
304,4/2/2025 13:02,1.4,-4.3,81.34
305,4/2/2025 13:03,1.3,-4.6,81.68
306,4/2/2025 13:03,1.2,-4.6,81.7
307,4/2/2025 13:03,1.1,-4.6,81.55
308,4/2/2025 13:03,1.1,-4.6,81.82
309,4/2/2025 13:03,1.1,-4.6,81.97
310,4/2/2025 13:03,0.9,-4.6,81.93
311,4/2/2025 13:04,0.9,-4.6,82.13
312,4/2/2025 13:04,0.9,-4.6,82.29
313,4/2/2025 13:04,0.8,-4.6,82.38
314,4/2/2025 13:04,0.8,-4.6,82.35
315,4/2/2025 13:04,0.8,-4.6,82.44
316,4/2/2025 13:04,0.8,-4.6,82.53
317,4/2/2025 13:05,0.7,-4.6,82.56
318,4/2/2025 13:05,0.7,-4.6,82.74
319,4/2/2025 13:05,0.7,-4.6,82.8
320,4/2/2025 13:05,0.7,-4.6,82.87
321,4/2/2025 13:05,0.7,-4.6,82.87
322,4/2/2025 13:05,0.7,-4.6,82.92
323,4/2/2025 13:06,0.7,-4.6,82.94
324,4/2/2025 13:06,0.5,-3.9,82.74
325,4/2/2025 13:06,0.5,-2.5,82.63
326,4/2/2025 13:06,0.4,-3.9,82.76
327,4/2/2025 13:06,0.4,-3.9,82.89
328,4/2/2025 13:06,0.4,3.4,82.99
329,4/2/2025 13:07,0.4,-2.5,83.05
330,4/2/2025 13:07,0.3,3.4,83.14
331,4/2/2025 13:07,0.5,-2.5,82.87
332,4/2/2025 13:07,0.2,-2.5,82.98
333,4/2/2025 13:07,0.2,4.5,82.89
334,4/2/2025 13:07,0.2,-2.5,83.01
335,4/2/2025 13:08,0.3,-2.5,83.03
336,4/2/2025 13:08,0.3,3.4,82.94
337,4/2/2025 13:08,0.1,4.5,83.07
338,4/2/2025 13:08,0.2,3.4,82.98
339,4/2/2025 13:08,0.2,3.4,83.05
340,4/2/2025 13:08,0.5,4.5,82.92
341,4/2/2025 13:09,1.9,10.3,82.98
342,4/2/2025 13:09,1.9,10.3,83.03
343,4/2/2025 13:09,19.4,10.3,82.89
344,4/2/2025 13:09,1.8,-1.4,83.07
345,4/2/2025 13:09,1.8,-1.4,83.44
346,4/2/2025 13:09,0.6,-1.4,83.53
347,4/2/2025 13:10,1.8,-0.6,83.61
348,4/2/2025 13:10,0.6,-1.4,83.64
349,4/2/2025 13:10,1.8,-1.4,83.66
350,4/2/2025 13:10,1.8,-1.4,83.7
351,4/2/2025 13:10,0.6,-1.4,83.7
352,4/2/2025 13:10,0.6,-1.4,83.7
353,4/2/2025 13:11,1.8,-1.4,83.73
354,4/2/2025 13:11,0.7,-3.6,83.75
355,4/2/2025 13:11,1.8,-3.6,83.75
356,4/2/2025 13:11,1.8,-3.6,83.77
357,4/2/2025 13:11,0.6,-0.6,83.79
358,4/2/2025 13:11,0.6,-1.4,83.8
359,4/2/2025 13:12,0.6,-3.6,83.79
360,4/2/2025 13:12,0.6,-3.6,83.8
361,4/2/2025 13:12,0.6,-1.4,83.8
362,4/2/2025 13:12,1.8,-1.4,83.84
363,4/2/2025 13:12,0.6,-1.4,83.84
364,4/2/2025 13:12,0.6,-1.4,83.82
365,4/2/2025 13:13,1.8,-1.4,83.8
366,4/2/2025 13:13,0.6,-0.6,83.77
367,4/2/2025 13:13,1.8,-3.6,83.77
368,4/2/2025 13:13,1.8,-3.6,83.77
369,4/2/2025 13:13,0.6,-1.4,83.79
370,4/2/2025 13:13,1.8,-1.4,83.8
371,4/2/2025 13:14,0.6,-3.6,83.82
372,4/2/2025 13:14,1.8,-0.6,83.8
373,4/2/2025 13:14,1.8,-1.4,83.8
374,4/2/2025 13:14,0.6,-1.4,83.8
375,4/2/2025 13:14,0.6,-1.4,83.79
376,4/2/2025 13:14,0.6,-1.4,83.8
377,4/2/2025 13:15,0.7,-3.6,83.8
378,4/2/2025 13:15,0.6,-1.4,83.77
379,4/2/2025 13:15,1.8,-1.4,83.75
380,4/2/2025 13:15,1.8,-1.4,83.75
381,4/2/2025 13:15,0.6,-0.6,83.75
382,4/2/2025 13:15,1.8,-1.4,83.79
383,4/2/2025 13:16,0.6,-0.6,83.8
384,4/2/2025 13:16,0.7,10.3,83.84
385,4/2/2025 13:16,1.8,-3.6,83.89
386,4/2/2025 13:16,1.8,-1.4,83.91
387,4/2/2025 13:16,0.6,10.3,83.93
388,4/2/2025 13:16,0.6,-0.6,83.93
389,4/2/2025 13:17,0.6,-1.4,83.93
390,4/2/2025 13:17,1.8,-1.4,83.93
391,4/2/2025 13:17,0.6,-1.4,83.93
392,4/2/2025 13:17,1.8,-1.4,83.93
393,4/2/2025 13:17,0.7,-1.4,83.93
394,4/2/2025 13:17,0.6,-3.6,83.93
395,4/2/2025 13:18,0.6,10.3,83.93
396,4/2/2025 13:18,1.8,-1.4,83.89
397,4/2/2025 13:18,1.8,-3.6,83.82
398,4/2/2025 13:18,1.8,-3.6,83.77
399,4/2/2025 13:18,1.8,-3.6,83.73
400,4/2/2025 13:18,1.8,-3.6,83.68
401,4/2/2025 13:19,0.6,-3.6,83.62
402,4/2/2025 13:19,0.6,-3.6,83.61
403,4/2/2025 13:19,0.6,-3.6,83.59
404,4/2/2025 13:19,0.6,-1.4,83.61
405,4/2/2025 13:19,0.6,-1.4,83.64
406,4/2/2025 13:19,0.7,-1.4,83.66
407,4/2/2025 13:20,1.8,-1.4,83.7
408,4/2/2025 13:20,1.8,-3.6,83.7
409,4/2/2025 13:20,0.6,-3.6,83.68
410,4/2/2025 13:20,1.8,-1.4,83.66
411,4/2/2025 13:20,1.8,-1.4,83.62
412,4/2/2025 13:20,1.8,-0.6,83.59
413,4/2/2025 13:21,1.8,-1.4,83.55
414,4/2/2025 13:21,1.8,-1.4,83.53
415,4/2/2025 13:21,0.6,-1.4,83.53
416,4/2/2025 13:21,0.6,-1.4,83.52
417,4/2/2025 13:21,1.8,-1.4,83.53
418,4/2/2025 13:21,0.6,-3.6,83.53
419,4/2/2025 13:22,0.6,10.3,83.53
420,4/2/2025 13:22,0.6,-3.6,83.53
421,4/2/2025 13:22,0.6,-1.4,83.52
422,4/2/2025 13:22,0.6,-3.6,83.52
423,4/2/2025 13:22,1.8,-3.6,83.53
424,4/2/2025 13:22,0.6,-0.6,83.55
425,4/2/2025 13:23,0.6,-1.4,83.55
426,4/2/2025 13:23,0.6,-3.6,83.55
427,4/2/2025 13:23,1.8,-1.4,83.59
428,4/2/2025 13:23,0.6,-1.4,83.61
429,4/2/2025 13:23,0.6,-1.4,83.62
430,4/2/2025 13:23,0.6,-3.6,83.66
431,4/2/2025 13:24,0.6,10.3,83.7
432,4/2/2025 13:24,1.8,-1.4,83.79
433,4/2/2025 13:24,1.8,-1.4,83.86
434,4/2/2025 13:24,1.8,10.3,83.95
435,4/2/2025 13:24,0.6,-3.6,83.98
436,4/2/2025 13:24,0.6,-1.4,84.06
437,4/2/2025 13:25,0.5,-1.4,84.09
438,4/2/2025 13:25,1.8,-3.6,84.13
439,4/2/2025 13:25,0.6,-0.6,84.15
440,4/2/2025 13:25,0.5,-3.6,84.16
441,4/2/2025 13:25,1.8,-3.6,84.22
442,4/2/2025 13:25,1.8,-1.4,84.24
443,4/2/2025 13:26,0.7,-3.6,84.27
444,4/2/2025 13:26,0.6,-1.4,84.27
445,4/2/2025 13:26,0.6,-3.6,84.31
446,4/2/2025 13:26,0.6,-1.4,84.34
447,4/2/2025 13:26,0.6,-1.4,84.36
448,4/2/2025 13:26,0.6,-1.4,84.38
449,4/2/2025 13:27,0.6,-3.6,84.38
450,4/2/2025 13:27,0.6,-1.4,84.38
451,4/2/2025 13:27,0.6,-1.4,84.4
452,4/2/2025 13:27,0.6,-1.4,84.38
453,4/2/2025 13:27,1.8,-1.4,84.51
454,4/2/2025 13:27,0.6,-1.4,84.67
455,4/2/2025 13:28,0.5,-1.4,84.72
456,4/2/2025 13:28,1.8,-1.4,84.6
457,4/2/2025 13:28,0.6,-1.4,84.56
458,4/2/2025 13:28,0.6,-0.6,84.54
459,4/2/2025 13:28,0.5,-1.4,84.54
460,4/2/2025 13:28,0.5,-3.6,84.54
461,4/2/2025 13:29,0.6,-1.4,84.54
462,4/2/2025 13:29,1.8,-3.6,84.52
463,4/2/2025 13:29,0.7,-1.4,84.52
464,4/2/2025 13:29,0.6,-1.4,84.52
465,4/2/2025 13:29,0.6,-1.4,84.52
466,4/2/2025 13:29,0.6,-3.6,84.51
467,4/2/2025 13:30,0.6,-3.6,84.51
468,4/2/2025 13:30,0.6,-1.4,84.47
469,4/2/2025 13:30,0.6,-1.4,84.47
470,4/2/2025 13:30,0.6,-3.6,84.45
471,4/2/2025 13:30,0.1,-1.4,84.43
472,4/2/2025 13:30,0.6,-1.4,84.42
473,4/2/2025 13:31,1.8,-3.6,84.4
474,4/2/2025 13:31,0.6,10.3,84.38
475,4/2/2025 13:31,0.6,-1.4,84.36
476,4/2/2025 13:31,0.6,-1.4,84.34
477,4/2/2025 13:31,1.8,-1.4,84.31
478,4/2/2025 13:31,0.6,-3.6,84.27
479,4/2/2025 13:32,0.6,-0.6,84.24
480,4/2/2025 13:32,0.7,-3.6,84.2
481,4/2/2025 13:32,0.6,10.3,84.16
482,4/2/2025 13:32,1.8,-1.4,84.15
483,4/2/2025 13:32,0.6,-1.4,84.13
484,4/2/2025 13:32,2.1,-1.4,84.11
485,4/2/2025 13:33,0.6,-3.6,84.09
486,4/2/2025 13:33,0.6,-1.4,84.07
487,4/2/2025 13:33,0.6,-1.4,84.06
488,4/2/2025 13:33,0.6,-3.6,84.04
489,4/2/2025 13:33,0.6,-1.4,83.98
490,4/2/2025 13:33,1.8,-1.4,83.97
491,4/2/2025 13:34,0.6,-1.4,83.93
492,4/2/2025 13:34,1.8,-1.4,83.86
493,4/2/2025 13:34,0.6,-3.6,83.79
494,4/2/2025 13:34,0.6,-1.4,83.73
495,4/2/2025 13:34,0.6,-1.4,83.68
496,4/2/2025 13:34,0.5,-1.4,83.66
497,4/2/2025 13:35,0.6,-3.6,83.62
498,4/2/2025 13:35,1.8,-1.4,83.55
499,4/2/2025 13:35,0.6,-1.4,83.53
500,4/2/2025 13:35,0.6,-1.4,83.52
501,4/2/2025 13:35,0.6,-1.4,83.5
502,4/2/2025 13:35,0.6,-1.4,83.46
503,4/2/2025 13:36,0.6,-1.4,83.44
504,4/2/2025 13:36,0.6,-1.4,83.41
505,4/2/2025 13:36,0.5,-3.6,83.39
506,4/2/2025 13:36,1.8,-1.4,83.39
507,4/2/2025 13:36,0.5,-1.4,83.44
508,4/2/2025 13:36,0.6,-3.6,83.46
509,4/2/2025 13:37,0.7,-3.6,83.48
510,4/2/2025 13:37,1.8,-1.4,83.53
511,4/2/2025 13:37,0.6,10.3,83.55
512,4/2/2025 13:37,NA,NA,NA
513,4/2/2025 13:37,0.6,-3.6,83.73
514,4/2/2025 13:37,0.5,-1.4,83.64
515,4/2/2025 13:37,NA,NA,NA
516,4/2/2025 13:37,0.7,-1.4,83.62
517,4/2/2025 13:38,0.7,-1.4,83.61
518,4/2/2025 13:38,1.8,-3.6,83.61
519,4/2/2025 13:38,1.8,-1.4,83.59
520,4/2/2025 13:38,0.6,-1.4,83.75
521,4/2/2025 13:38,0.6,-3.6,83.7
522,4/2/2025 13:38,0.6,-1.4,83.73
523,4/2/2025 13:39,0.6,-1.4,83.79
524,4/2/2025 13:39,0.6,-1.4,83.95
525,4/2/2025 13:39,NA,NA,NA
