Date,LowSpC,FullSpC,time
2024-03-25T15:29:01Z,140.6,138.6,15:29:01
2024-03-25T15:29:06Z,140.6,138.6,15:29:06
2024-03-25T15:29:11Z,140.5,138.2,15:29:11
2024-03-25T15:29:16Z,140.5,138.2,15:29:16
2024-03-25T15:29:21Z,140.4,138.6,15:29:21
2024-03-25T15:29:26Z,140.5,138.2,15:29:26
2024-03-25T15:29:31Z,140.5,138.6,15:29:31
2024-03-25T15:29:36Z,140.3,138.6,15:29:36
2024-03-25T15:29:41Z,140.5,138.3,15:29:41
2024-03-25T15:29:46Z,140.4,138.3,15:29:46
2024-03-25T15:29:51Z,140.2,138.3,15:29:51
2024-03-25T15:29:56Z,148.8,146.7,15:29:56
2024-03-25T15:30:01Z,178.8,177.5,15:30:01
2024-03-25T15:30:06Z,174.3,172.9,15:30:06
2024-03-25T15:30:11Z,171,169.4,15:30:11
2024-03-25T15:30:16Z,171.8,170.2,15:30:16
2024-03-25T15:30:21Z,170.4,168.7,15:30:21
2024-03-25T15:30:26Z,170.7,169,15:30:26
2024-03-25T15:30:31Z,170.9,169.4,15:30:31
2024-03-25T15:30:36Z,171.2,169.4,15:30:36
2024-03-25T15:30:41Z,173.8,172.5,15:30:41
2024-03-25T15:30:46Z,175.2,173.7,15:30:46
2024-03-25T15:30:51Z,176,174.8,15:30:51
2024-03-25T15:30:56Z,180.8,179.8,15:30:56
2024-03-25T15:31:01Z,183.7,182.1,15:31:01
2024-03-25T15:31:06Z,184.8,183.3,15:31:06
2024-03-25T15:31:11Z,187.5,186,15:31:11
2024-03-25T15:31:16Z,191.4,189.9,15:31:16
2024-03-25T15:31:21Z,195.9,194.5,15:31:21
2024-03-25T15:31:26Z,200.4,198.7,15:31:26
2024-03-25T15:31:31Z,204.3,203,15:31:31
2024-03-25T15:31:36Z,208.9,207.6,15:31:36
2024-03-25T15:31:41Z,209.7,208.8,15:31:41
2024-03-25T15:31:46Z,211,209.6,15:31:46
2024-03-25T15:31:51Z,212.3,211.5,15:31:51
2024-03-25T15:31:56Z,215.8,214.6,15:31:56
2024-03-25T15:32:01Z,217.7,216.5,15:32:01
2024-03-25T15:32:06Z,218.6,217.7,15:32:06
2024-03-25T15:32:11Z,220.3,219.2,15:32:11
2024-03-25T15:32:16Z,220.8,219.2,15:32:16
2024-03-25T15:32:21Z,220.1,218.9,15:32:21
2024-03-25T15:32:26Z,220.4,219.2,15:32:26
2024-03-25T15:32:31Z,220.1,218.9,15:32:31
2024-03-25T15:32:36Z,219.9,218.9,15:32:36
2024-03-25T15:32:41Z,219.5,218.5,15:32:41
2024-03-25T15:32:46Z,218.8,217.7,15:32:46
2024-03-25T15:32:51Z,216.7,215.4,15:32:51
2024-03-25T15:32:56Z,214.2,212.7,15:32:56
2024-03-25T15:33:01Z,211.3,210,15:33:01
2024-03-25T15:33:06Z,211,210,15:33:06
2024-03-25T15:33:11Z,207.7,206.5,15:33:11
2024-03-25T15:33:16Z,204.5,203,15:33:16
2024-03-25T15:33:21Z,201.6,200.3,15:33:21
2024-03-25T15:33:26Z,202.2,201.1,15:33:26
2024-03-25T15:33:31Z,201.2,199.9,15:33:31
2024-03-25T15:33:36Z,197.9,196.8,15:33:36
2024-03-25T15:33:41Z,193.5,192.2,15:33:41
2024-03-25T15:33:46Z,192.8,191.4,15:33:46
2024-03-25T15:33:51Z,192,190.6,15:33:51
2024-03-25T15:33:56Z,188.9,187.6,15:33:56
2024-03-25T15:34:01Z,183.8,182.5,15:34:01
2024-03-25T15:34:06Z,183,181.8,15:34:06
2024-03-25T15:34:11Z,182.3,181,15:34:11
2024-03-25T15:34:16Z,181.3,179.8,15:34:16
2024-03-25T15:34:21Z,180.6,179.1,15:34:21
2024-03-25T15:34:26Z,179.9,178.7,15:34:26
2024-03-25T15:34:31Z,179.3,177.9,15:34:31
2024-03-25T15:34:36Z,177.1,175.2,15:34:36
2024-03-25T15:34:41Z,176.8,175.2,15:34:41
2024-03-25T15:34:46Z,175.6,174.1,15:34:46
2024-03-25T15:34:51Z,174,172.5,15:34:51
2024-03-25T15:34:56Z,172.7,171,15:34:56
2024-03-25T15:35:01Z,171.4,169.8,15:35:01
2024-03-25T15:35:06Z,169.1,167.1,15:35:06
2024-03-25T15:35:11Z,167.4,165.6,15:35:11
2024-03-25T15:35:16Z,166.5,164.8,15:35:16
2024-03-25T15:35:21Z,164.9,163.3,15:35:21
2024-03-25T15:35:26Z,163.3,161.7,15:35:26
