Date,LowSpC,FullSpC,time
2025-01-27T13:59:01Z,83.6,50.86,13:59:01
2025-01-27T13:59:02Z,83.6,50.81,13:59:02
2025-01-27T13:59:03Z,83.2,50.79,13:59:03
2025-01-27T13:59:04Z,83.3,50.65,13:59:04
2025-01-27T13:59:05Z,83.6,50.63,13:59:05
2025-01-27T13:59:06Z,83.6,50.63,13:59:06
2025-01-27T13:59:07Z,83.3,50.61,13:59:07
2025-01-27T13:59:08Z,83.3,50.49,13:59:08
2025-01-27T13:59:09Z,83.3,50.47,13:59:09
2025-01-27T13:59:10Z,83.7,50.52,13:59:10
2025-01-27T13:59:11Z,83.6,50.56,13:59:11
2025-01-27T13:59:12Z,83.6,50.63,13:59:12
2025-01-27T13:59:13Z,83.6,50.61,13:59:13
2025-01-27T13:59:14Z,83.3,50.61,13:59:14
2025-01-27T13:59:15Z,83.3,50.58,13:59:15
2025-01-27T13:59:16Z,83.3,50.52,13:59:16
2025-01-27T13:59:17Z,83.7,50.47,13:59:17
2025-01-27T13:59:18Z,83.3,50.54,13:59:18
2025-01-27T13:59:19Z,83.3,50.49,13:59:19
2025-01-27T13:59:20Z,83.3,50.41,13:59:20
2025-01-27T13:59:21Z,83.3,50.38,13:59:21
2025-01-27T13:59:22Z,83.3,50.36,13:59:22
2025-01-27T13:59:23Z,82.9,50.38,13:59:23
2025-01-27T13:59:24Z,83.3,50.38,13:59:24
2025-01-27T13:59:25Z,83.3,50.36,13:59:25
2025-01-27T13:59:26Z,83.3,50.38,13:59:26
2025-01-27T13:59:27Z,83.3,50.4,13:59:27
2025-01-27T13:59:28Z,83.3,50.4,13:59:28
2025-01-27T13:59:29Z,83.3,50.41,13:59:29
2025-01-27T13:59:30Z,83.3,50.45,13:59:30
2025-01-27T13:59:31Z,83.3,50.45,13:59:31
2025-01-27T13:59:32Z,83.3,50.45,13:59:32
2025-01-27T13:59:33Z,83.3,50.47,13:59:33
2025-01-27T13:59:34Z,83.3,50.49,13:59:34
2025-01-27T13:59:35Z,83.7,50.52,13:59:35
2025-01-27T13:59:36Z,83.3,50.54,13:59:36
2025-01-27T13:59:37Z,83.6,50.54,13:59:37
2025-01-27T13:59:38Z,83.3,50.49,13:59:38
2025-01-27T13:59:39Z,83.3,50.38,13:59:39
2025-01-27T13:59:40Z,83.3,50.31,13:59:40
2025-01-27T13:59:41Z,82.9,50.31,13:59:41
2025-01-27T13:59:42Z,82.9,50.25,13:59:42
2025-01-27T13:59:43Z,82.9,50.25,13:59:43
2025-01-27T13:59:44Z,82.9,50.22,13:59:44
2025-01-27T13:59:45Z,82.9,50.14,13:59:45
2025-01-27T13:59:46Z,82.9,50.09,13:59:46
2025-01-27T13:59:47Z,82.9,50.04,13:59:47
2025-01-27T13:59:48Z,82.9,50,13:59:48
2025-01-27T13:59:49Z,82.5,49.98,13:59:49
2025-01-27T13:59:50Z,82.9,49.96,13:59:50
2025-01-27T13:59:51Z,82.9,49.96,13:59:51
2025-01-27T13:59:52Z,82.5,49.96,13:59:52
2025-01-27T13:59:53Z,82.9,49.96,13:59:53
2025-01-27T13:59:54Z,82.9,49.98,13:59:54
2025-01-27T13:59:55Z,82.9,50,13:59:55
2025-01-27T13:59:56Z,82.9,50.04,13:59:56
2025-01-27T13:59:57Z,82.9,50.04,13:59:57
2025-01-27T13:59:58Z,82.9,50.04,13:59:58
2025-01-27T13:59:59Z,82.9,50,13:59:59
2025-01-27T14:00:00Z,82.9,50,14:00:00
2025-01-27T14:00:01Z,82.5,49.96,14:00:01
2025-01-27T14:00:02Z,82.9,49.89,14:00:02
2025-01-27T14:00:03Z,82.5,49.86,14:00:03
2025-01-27T14:00:04Z,82.9,49.84,14:00:04
2025-01-27T14:00:05Z,82.9,49.8,14:00:05
2025-01-27T14:00:06Z,82.5,49.77,14:00:06
2025-01-27T14:00:07Z,82.5,49.69,14:00:07
