Date,LowSpC,FullSpC,time
2025-03-11T08:55:01Z,71.4,68.4,08:55:01
2025-03-11T08:55:02Z,71.4,68.4,08:55:02
2025-03-11T08:55:03Z,71.4,68.4,08:55:03
2025-03-11T08:55:04Z,71.3,68.4,08:55:04
2025-03-11T08:55:05Z,71.3,68.4,08:55:05
2025-03-11T08:55:06Z,71.3,68.4,08:55:06
2025-03-11T08:55:07Z,71.3,68.4,08:55:07
2025-03-11T08:55:08Z,71.5,68.4,08:55:08
2025-03-11T08:55:09Z,71.6,68.8,08:55:09
2025-03-11T08:55:10Z,71.4,68.4,08:55:10
2025-03-11T08:55:11Z,71.4,68.4,08:55:11
2025-03-11T08:55:12Z,71.5,68.4,08:55:12
2025-03-11T08:55:13Z,71.6,68.4,08:55:13
2025-03-11T08:55:14Z,71.4,68.4,08:55:14
2025-03-11T08:55:15Z,71.6,68.4,08:55:15
2025-03-11T08:55:16Z,71.6,68.4,08:55:16
2025-03-11T08:55:17Z,71.6,68.4,08:55:17
2025-03-11T08:55:18Z,71.6,68.4,08:55:18
2025-03-11T08:55:19Z,71.6,68.4,08:55:19
2025-03-11T08:55:20Z,71.4,68.4,08:55:20
2025-03-11T08:55:21Z,71.5,68.4,08:55:21
2025-03-11T08:55:22Z,71.5,68.4,08:55:22
2025-03-11T08:55:23Z,71.5,68.4,08:55:23
2025-03-11T08:55:24Z,71.5,68.4,08:55:24
2025-03-11T08:55:25Z,71.4,68.4,08:55:25
2025-03-11T08:55:26Z,71.5,68.4,08:55:26
2025-03-11T08:55:27Z,71.5,68.4,08:55:27
2025-03-11T08:55:28Z,71.4,68.4,08:55:28
2025-03-11T08:55:29Z,71.4,68.4,08:55:29
2025-03-11T08:55:30Z,71.3,68.1,08:55:30
2025-03-11T08:55:31Z,71.4,68.4,08:55:31
2025-03-11T08:55:32Z,71.5,68.4,08:55:32
2025-03-11T08:55:33Z,71.6,68.8,08:55:33
2025-03-11T08:55:34Z,71.5,68.4,08:55:34
2025-03-11T08:55:35Z,71.6,68.4,08:55:35
2025-03-11T08:55:36Z,71.5,68.4,08:55:36
2025-03-11T08:55:37Z,71.5,68.4,08:55:37
2025-03-11T08:55:38Z,71.5,68.4,08:55:38
2025-03-11T08:55:39Z,71.5,68.4,08:55:39
2025-03-11T08:55:40Z,71.5,68.4,08:55:40
2025-03-11T08:55:41Z,71.4,68.4,08:55:41
2025-03-11T08:55:42Z,71.5,68.4,08:55:42
2025-03-11T08:55:43Z,71.6,68.8,08:55:43
2025-03-11T08:55:44Z,71.4,68.4,08:55:44
2025-03-11T08:55:45Z,71.5,68.4,08:55:45
2025-03-11T08:55:46Z,71.6,68.4,08:55:46
2025-03-11T08:55:47Z,71.6,68.4,08:55:47
2025-03-11T08:55:48Z,71.5,68.4,08:55:48
2025-03-11T08:55:49Z,71.6,68.4,08:55:49
2025-03-11T08:55:50Z,71.5,68.4,08:55:50
2025-03-11T08:55:51Z,71.4,68.4,08:55:51
2025-03-11T08:55:52Z,71.5,68.4,08:55:52
2025-03-11T08:55:53Z,71.5,68.4,08:55:53
2025-03-11T08:55:54Z,71.4,68.4,08:55:54
2025-03-11T08:55:55Z,71.6,68.8,08:55:55
2025-03-11T08:55:56Z,71.6,68.4,08:55:56
2025-03-11T08:55:57Z,71.4,68.4,08:55:57
2025-03-11T08:55:58Z,71.4,68.4,08:55:58
2025-03-11T08:55:59Z,71.6,68.4,08:55:59
2025-03-11T08:56:00Z,71.5,68.4,08:56:00
2025-03-11T08:56:01Z,71.6,68.4,08:56:01
2025-03-11T08:56:02Z,71.6,68.4,08:56:02
2025-03-11T08:56:03Z,71.6,68.4,08:56:03
2025-03-11T08:56:04Z,71.6,68.4,08:56:04
2025-03-11T08:56:05Z,71.7,68.4,08:56:05
2025-03-11T08:56:06Z,71.7,68.8,08:56:06
2025-03-11T08:56:07Z,71.6,68.8,08:56:07
2025-03-11T08:56:08Z,71.6,68.4,08:56:08
2025-03-11T08:56:09Z,71.6,68.4,08:56:09
2025-03-11T08:56:10Z,71.6,68.4,08:56:10
2025-03-11T08:56:11Z,71.6,68.8,08:56:11
2025-03-11T08:56:12Z,71.6,68.8,08:56:12
2025-03-11T08:56:13Z,71.6,68.8,08:56:13
2025-03-11T08:56:14Z,71.6,68.4,08:56:14
2025-03-11T08:56:15Z,71.6,68.4,08:56:15
2025-03-11T08:56:16Z,71.4,68.4,08:56:16
2025-03-11T08:56:17Z,71.5,68.4,08:56:17
2025-03-11T08:56:18Z,71.6,68.8,08:56:18
2025-03-11T08:56:19Z,71.6,68.4,08:56:19
2025-03-11T08:56:20Z,71.6,68.4,08:56:20
2025-03-11T08:56:21Z,71.5,68.4,08:56:21
2025-03-11T08:56:22Z,71.6,68.4,08:56:22
2025-03-11T08:56:23Z,71.5,68.4,08:56:23
2025-03-11T08:56:24Z,71.4,68.4,08:56:24
2025-03-11T08:56:25Z,71.5,68.4,08:56:25
2025-03-11T08:56:26Z,71.5,68.4,08:56:26
2025-03-11T08:56:27Z,71.6,68.4,08:56:27
2025-03-11T08:56:28Z,71.6,68.4,08:56:28
2025-03-11T08:56:29Z,71.6,68.8,08:56:29
2025-03-11T08:56:30Z,71.6,68.8,08:56:30
2025-03-11T08:56:31Z,71.7,68.4,08:56:31
2025-03-11T08:56:32Z,71.7,68.8,08:56:32
2025-03-11T08:56:33Z,71.7,68.8,08:56:33
2025-03-11T08:56:34Z,71.6,68.4,08:56:34
2025-03-11T08:56:35Z,71.8,68.8,08:56:35
2025-03-11T08:56:36Z,71.6,68.4,08:56:36
2025-03-11T08:56:37Z,71.6,68.8,08:56:37
2025-03-11T08:56:38Z,71.6,68.8,08:56:38
2025-03-11T08:56:39Z,71.6,68.4,08:56:39
2025-03-11T08:56:40Z,71.6,68.4,08:56:40
2025-03-11T08:56:41Z,71.6,68.8,08:56:41
2025-03-11T08:56:42Z,71.6,68.4,08:56:42
2025-03-11T08:56:43Z,71.6,68.8,08:56:43
2025-03-11T08:56:44Z,71.6,68.8,08:56:44
2025-03-11T08:56:45Z,71.6,68.4,08:56:45
2025-03-11T08:56:46Z,71.6,68.4,08:56:46
2025-03-11T08:56:47Z,71.6,68.8,08:56:47
2025-03-11T08:56:48Z,71.6,68.4,08:56:48
2025-03-11T08:56:49Z,71.6,68.4,08:56:49
2025-03-11T08:56:50Z,71.6,68.8,08:56:50
2025-03-11T08:56:51Z,71.5,68.4,08:56:51
2025-03-11T08:56:52Z,71.6,68.4,08:56:52
2025-03-11T08:56:53Z,71.6,68.4,08:56:53
2025-03-11T08:56:54Z,71.6,68.8,08:56:54
2025-03-11T08:56:55Z,71.6,68.4,08:56:55
2025-03-11T08:56:56Z,71.7,68.4,08:56:56
2025-03-11T08:56:57Z,71.8,68.8,08:56:57
2025-03-11T08:56:58Z,71.8,68.8,08:56:58
2025-03-11T08:56:59Z,71.8,68.4,08:56:59
2025-03-11T08:57:00Z,71.8,68.8,08:57:00
2025-03-11T08:57:01Z,71.7,68.4,08:57:01
2025-03-11T08:57:02Z,71.8,68.8,08:57:02
2025-03-11T08:57:03Z,71.8,68.8,08:57:03
2025-03-11T08:57:04Z,71.8,68.8,08:57:04
2025-03-11T08:57:05Z,71.7,68.8,08:57:05
2025-03-11T08:57:06Z,71.7,68.8,08:57:06
2025-03-11T08:57:07Z,71.6,68.4,08:57:07
2025-03-11T08:57:08Z,71.5,68.4,08:57:08
