Date,LowSpC,FullSpC,time
2024-02-09T12:04:03Z,124.7,122,12:04:03
2024-02-09T12:04:08Z,124.7,122.4,12:04:08
2024-02-09T12:04:13Z,124.7,122.3,12:04:13
2024-02-09T12:04:18Z,124.7,122,12:04:18
2024-02-09T12:04:23Z,124.7,122.4,12:04:23
2024-02-09T12:04:28Z,124.7,122,12:04:28
2024-02-09T12:04:33Z,124.7,122,12:04:33
2024-02-09T12:04:38Z,124.7,122,12:04:38
2024-02-09T12:04:43Z,124.7,122,12:04:43
2024-02-09T12:04:48Z,124.6,122.4,12:04:48
2024-02-09T12:04:53Z,124.7,122,12:04:53
2024-02-09T12:04:58Z,124.7,122,12:04:58
2024-02-09T12:05:03Z,124.6,122,12:05:03
2024-02-09T12:05:08Z,124.7,122.4,12:05:08
2024-02-09T12:05:13Z,124.7,122,12:05:13
2024-02-09T12:05:18Z,125.4,122.7,12:05:18
2024-02-09T12:05:23Z,131.9,129.7,12:05:23
2024-02-09T12:05:28Z,152.2,150.7,12:05:28
2024-02-09T12:05:33Z,165.3,164.3,12:05:33
2024-02-09T12:05:38Z,198.1,197.5,12:05:38
2024-02-09T12:05:43Z,211.1,210.8,12:05:43
2024-02-09T12:05:48Z,220.2,220.1,12:05:48
2024-02-09T12:05:53Z,227.3,227.1,12:05:53
2024-02-09T12:05:58Z,227.8,227.8,12:05:58
2024-02-09T12:06:03Z,227.1,227.1,12:06:03
2024-02-09T12:06:08Z,224.5,224.5,12:06:08
2024-02-09T12:06:13Z,215.9,215.6,12:06:13
2024-02-09T12:06:18Z,206.3,206,12:06:18
2024-02-09T12:06:23Z,197,196.4,12:06:23
2024-02-09T12:06:28Z,194.5,193.5,12:06:28
2024-02-09T12:06:33Z,187,186.1,12:06:33
2024-02-09T12:06:38Z,177.3,176.1,12:06:38
2024-02-09T12:06:43Z,172.6,171.3,12:06:43
2024-02-09T12:06:48Z,167.6,166.5,12:06:48
2024-02-09T12:06:53Z,162.9,161.4,12:06:53
2024-02-09T12:06:58Z,156.6,155.1,12:06:58
2024-02-09T12:07:03Z,151.6,150,12:07:03
2024-02-09T12:07:08Z,147.3,145.5,12:07:08
2024-02-09T12:07:13Z,144.8,143,12:07:13
2024-02-09T12:07:18Z,141.5,139.6,12:07:18
2024-02-09T12:07:23Z,140.4,138.5,12:07:23
2024-02-09T12:07:28Z,138.8,136.7,12:07:28
2024-02-09T12:07:33Z,136.8,134.5,12:07:33
2024-02-09T12:07:38Z,135.4,133.4,12:07:38
2024-02-09T12:07:43Z,133.5,130.8,12:07:43
2024-02-09T12:07:48Z,132.2,130.1,12:07:48
2024-02-09T12:07:53Z,131.7,129.3,12:07:53
2024-02-09T12:07:58Z,130.8,128.2,12:07:58
2024-02-09T12:08:03Z,130.1,127.9,12:08:03
2024-02-09T12:08:08Z,129.1,126.4,12:08:08
2024-02-09T12:08:13Z,128.9,126.4,12:08:13
2024-02-09T12:08:18Z,128.2,125.7,12:08:18
2024-02-09T12:08:23Z,127.7,125.7,12:08:23
2024-02-09T12:08:28Z,127.5,124.9,12:08:28
2024-02-09T12:08:33Z,127.3,124.9,12:08:33
2024-02-09T12:08:38Z,126.8,124.2,12:08:38
2024-02-09T12:08:43Z,126.6,124.2,12:08:43
2024-02-09T12:08:48Z,126.5,124.2,12:08:48
2024-02-09T12:08:53Z,126.3,123.8,12:08:53
2024-02-09T12:08:58Z,126.1,123.5,12:08:58
2024-02-09T12:09:03Z,125.9,123.5,12:09:03
2024-02-09T12:09:08Z,125.8,123.5,12:09:08
2024-02-09T12:09:13Z,125.7,123.1,12:09:13
2024-02-09T12:09:18Z,125.7,123.1,12:09:18
