Date,LowSpC,FullSpC,time
2021-06-24T11:33:05Z,83.8,80.2,11:33:05
2021-06-24T11:33:10Z,84,80.2,11:33:10
2021-06-24T11:33:15Z,84,80.2,11:33:15
2021-06-24T11:33:20Z,83.9,80.6,11:33:20
2021-06-24T11:33:25Z,84.1,80.6,11:33:25
2021-06-24T11:33:30Z,84.1,80.6,11:33:30
2021-06-24T11:33:35Z,83.8,80.2,11:33:35
2021-06-24T11:33:40Z,84.2,80.6,11:33:40
2021-06-24T11:33:45Z,84.1,80.6,11:33:45
2021-06-24T11:33:50Z,84,80.2,11:33:50
2021-06-24T11:33:55Z,84,80.6,11:33:55
2021-06-24T11:34:00Z,83.8,80.2,11:34:00
2021-06-24T11:34:05Z,83.8,80.2,11:34:05
2021-06-24T11:34:10Z,83.9,80.2,11:34:10
2021-06-24T11:34:15Z,84.1,80.6,11:34:15
2021-06-24T11:34:20Z,84.1,80.6,11:34:20
2021-06-24T11:34:25Z,84,80.6,11:34:25
2021-06-24T11:34:30Z,84.2,80.6,11:34:30
2021-06-24T11:34:35Z,84,80.6,11:34:35
2021-06-24T11:34:40Z,84,80.6,11:34:40
2021-06-24T11:34:45Z,83.8,80.2,11:34:45
2021-06-24T11:34:50Z,84,80.6,11:34:50
2021-06-24T11:34:55Z,84,80.6,11:34:55
2021-06-24T11:35:00Z,83.8,80.6,11:35:00
2021-06-24T11:35:05Z,83.9,80.2,11:35:05
2021-06-24T11:35:10Z,83.8,80.2,11:35:10
2021-06-24T11:35:15Z,83.9,80.6,11:35:15
2021-06-24T11:35:20Z,83.6,80.2,11:35:20
2021-06-24T11:35:25Z,84,80.6,11:35:25
2021-06-24T11:35:30Z,83.7,80.2,11:35:30
2021-06-24T11:35:35Z,83.8,80.2,11:35:35
2021-06-24T11:35:40Z,83.8,80.6,11:35:40
2021-06-24T11:35:45Z,83.8,80.2,11:35:45
2021-06-24T11:35:50Z,83.5,79.8,11:35:50
2021-06-24T11:35:55Z,83.9,80.6,11:35:55
2021-06-24T11:36:00Z,83.4,79.8,11:36:00
2021-06-24T11:36:05Z,83.7,80.2,11:36:05
2021-06-24T11:36:10Z,83.6,80.2,11:36:10
2021-06-24T11:36:15Z,83.8,80.2,11:36:15
2021-06-24T11:36:20Z,83.8,80.6,11:36:20
2021-06-24T11:36:25Z,83.7,80.2,11:36:25
2021-06-24T11:36:30Z,83.7,80.2,11:36:30
2021-06-24T11:36:35Z,83.7,80.2,11:36:35
2021-06-24T11:36:40Z,83.7,80.2,11:36:40
2021-06-24T11:36:45Z,83.4,80.2,11:36:45
2021-06-24T11:36:50Z,83.7,80.2,11:36:50
2021-06-24T11:36:55Z,83.7,80.2,11:36:55
2021-06-24T11:37:00Z,83.6,80.2,11:37:00
2021-06-24T11:37:05Z,83.8,80.2,11:37:05
2021-06-24T11:37:10Z,83.8,80.2,11:37:10
2021-06-24T11:37:15Z,83.8,80.2,11:37:15
2021-06-24T11:37:20Z,83.6,80.2,11:37:20
2021-06-24T11:37:25Z,83.6,80.2,11:37:25
2021-06-24T11:37:30Z,83.8,80.2,11:37:30
2021-06-24T11:37:35Z,84,80.2,11:37:35
2021-06-24T11:37:40Z,83.8,80.6,11:37:40
2021-06-24T11:37:45Z,83.8,80.2,11:37:45
2021-06-24T11:37:50Z,83.8,80.2,11:37:50
2021-06-24T11:37:55Z,84,80.6,11:37:55
2021-06-24T11:38:00Z,85,81.3,11:38:00
2021-06-24T11:38:05Z,86.6,83.5,11:38:05
2021-06-24T11:38:10Z,88.5,85.3,11:38:10
2021-06-24T11:38:15Z,93.4,90.1,11:38:15
2021-06-24T11:38:20Z,103.5,100.3,11:38:20
2021-06-24T11:38:25Z,107.3,104.3,11:38:25
2021-06-24T11:38:30Z,109.6,106.5,11:38:30
2021-06-24T11:38:35Z,119,116,11:38:35
