Date,Rep,V,FDOM,CO2
4/1/2023 0:00,444,12.46,33.55096,
4/1/2023 1:00,445,12.45,33.62009,
4/1/2023 2:00,446,12.45,33.38494,
4/1/2023 3:00,447,12.45,33.0254,
4/1/2023 4:00,448,12.44,32.55503,
4/1/2023 5:00,449,12.44,33.08074,
4/1/2023 6:00,450,12.44,32.91473,
4/1/2023 7:00,451,12.43,32.91586,
4/1/2023 8:00,452,12.42,32.67963,
4/1/2023 9:00,453,12.43,32.62422,
4/1/2023 10:00,454,12.44,32.47011,
4/1/2023 11:00,455,12.45,32.35588,
4/1/2023 12:00,456,12.46,31.82508,
4/1/2023 13:00,457,12.44,31.85251,
4/1/2023 14:00,458,12.46,31.43762,
4/1/2023 15:00,459,12.48,31.35464,
4/1/2023 16:00,460,12.47,31.17486,
4/1/2023 17:00,461,12.45,30.6355,
4/1/2023 18:00,462,12.45,30.28976,
4/1/2023 19:00,463,12.44,30.06964,
4/1/2023 20:00,464,12.44,29.72509,
4/1/2023 21:00,465,12.44,29.51895,
4/1/2023 22:00,466,12.44,29.60226,
4/1/2023 23:00,467,12.44,29.42287,
4/2/2023 0:00,468,12.43,29.47814,
4/2/2023 1:00,469,12.43,29.38009,
4/2/2023 2:00,470,12.43,29.18687,
4/2/2023 3:00,471,12.42,29.04977,
4/2/2023 4:00,472,12.42,29.09186,
4/2/2023 5:00,473,12.42,28.81515,
4/2/2023 6:00,474,12.42,28.8311,
4/2/2023 7:00,475,12.41,28.57045,
4/2/2023 8:00,476,12.4,28.57059,
4/2/2023 9:00,477,12.41,28.43233,
4/2/2023 10:00,478,12.41,28.02529,
4/2/2023 11:00,479,12.42,27.26536,
4/2/2023 12:00,480,12.45,27.30288,
4/2/2023 13:00,481,12.44,26.95683,
4/2/2023 14:00,482,12.46,27.01214,
4/2/2023 15:00,483,12.45,26.79087,
4/2/2023 16:00,484,12.43,26.52811,
4/2/2023 17:00,485,12.42,26.90151,
4/2/2023 18:00,486,12.42,26.54194,
4/2/2023 19:00,487,12.42,26.43353,
4/2/2023 20:00,488,12.41,26.0343,
4/2/2023 21:00,489,12.41,25.78684,
4/2/2023 22:00,490,12.4,25.84513,
4/2/2023 23:00,491,12.4,26.13575,
4/3/2023 0:00,492,12.4,26.16359,
4/3/2023 1:00,493,12.39,26.21894,
4/3/2023 2:00,494,12.39,25.84541,
4/3/2023 3:00,495,12.38,26.17743,
4/3/2023 4:00,496,12.38,26.30376,
4/3/2023 5:00,497,12.38,26.22325,
4/3/2023 6:00,498,12.37,26.18104,
4/3/2023 7:00,499,12.37,25.80891,
4/3/2023 8:00,500,12.36,26.0574,
4/3/2023 9:00,501,12.36,25.8604,
4/3/2023 10:00,0,13.01,26.71836,
4/3/2023 11:00,1,13.02,27.95735,
4/3/2023 12:00,2,13.05,27.92818,
4/3/2023 13:00,3,13.05,25.64306,
4/3/2023 14:00,4,13.06,25.29727,
