Date,Rep,V,CDOM,CO2
7/4/2023 15:00,0,13.05,1.366,21.16507
7/4/2023 16:00,1,12.97,6.148,22.67327
7/4/2023 17:00,2,12.97,5.464,22.62881
7/4/2023 18:00,3,12.99,6.148,22.66174
7/4/2023 19:00,4,12.99,5.464,21.63124
7/4/2023 20:00,5,12.99,7.514,22.9725
7/4/2023 21:00,6,12.99,5.464,23.11698
7/4/2023 22:00,7,12.98,5.464,22.98535
7/4/2023 23:00,8,12.97,5.465,24.47184
7/5/2023 0:00,9,12.97,5.465,26.73305
7/5/2023 1:00,10,12.96,5.466,26.51345
7/5/2023 2:00,11,12.96,5.466,26.23655
7/5/2023 3:00,12,12.96,5.465,26.22594
7/5/2023 4:00,13,12.95,8.2,26.01687
7/5/2023 5:00,14,12.95,8.2,26.19585
7/5/2023 6:00,15,12.94,5.466,26.20701
7/5/2023 7:00,16,12.94,5.466,25.89559
7/5/2023 8:00,17,12.92,5.466,25.88494
7/5/2023 9:00,18,12.93,7.515,25.70083
7/5/2023 10:00,19,12.94,5.464,25.77987
7/5/2023 11:00,20,12.95,5.464,25.34749
7/5/2023 12:00,21,12.96,8.2,25.56814
7/5/2023 13:00,22,12.96,5.464,23.68285
7/5/2023 14:00,23,12.96,5.464,24.76816
7/5/2023 15:00,24,12.99,7.514,24.32601
7/5/2023 16:00,25,12.95,5.464,24.54696
7/5/2023 17:00,26,12.94,8.2,24.65866
7/5/2023 18:00,27,12.95,8.2,23.95986
7/5/2023 19:00,28,12.95,5.464,23.81493
7/5/2023 20:00,29,12.94,8.2,24.1252
7/5/2023 21:00,30,12.94,8.2,23.65865
7/5/2023 22:00,31,12.93,8.2,22.59505
7/5/2023 23:00,32,12.92,8.2,27.69682
7/6/2023 0:00,33,12.92,5.465,26.74554
7/6/2023 1:00,34,12.91,5.466,26.35951
7/6/2023 2:00,35,12.91,8.2,28.01361
7/6/2023 3:00,36,12.9,8.2,32.60532
7/6/2023 4:00,37,12.9,5.466,32.62988
7/6/2023 5:00,38,12.89,8.2,32.64009
7/6/2023 6:00,39,12.89,8.2,31.91999
7/6/2023 7:00,40,12.88,8.2,32.13082
7/6/2023 8:00,41,12.87,6.149,32.08525
7/6/2023 9:00,42,12.87,5.465,31.99123
7/6/2023 10:00,43,12.87,8.2,31.62327
