Date,,,FDOM,CO2
8/16/2023 0:00,323,12.13,9.923967,12439.78
8/16/2023 1:00,324,12.13,10.09875,12359.29
8/16/2023 2:00,325,12.12,9.98893,12255.55
8/16/2023 3:00,326,12.12,9.455941,12224.25
8/16/2023 4:00,327,12.12,9.786614,12224.92
8/16/2023 5:00,328,12.12,9.419176,12210.27
8/16/2023 6:00,329,12.12,9.373548,12225.14
8/16/2023 7:00,330,12.11,9.823923,12165.1
8/16/2023 8:00,331,12.11,9.639371,12257.63
8/16/2023 9:00,332,12.11,9.859797,12287.75
8/16/2023 9:31,333,12.84,9.712723,644.0585
8/16/2023 9:31,334,12.83,9.823045,8.204567
8/16/2023 10:00,335,12.79,9.739594,504.5106
8/16/2023 11:00,336,12.79,9.988097,12543.44
8/16/2023 12:00,337,12.78,10.28347,12604.86
8/16/2023 13:00,338,12.79,10.35857,12617.33
8/16/2023 14:00,339,12.8,11.12053,12485.44
8/16/2023 15:00,340,12.8,11.45335,12225.5
8/16/2023 16:00,341,12.79,9.520559,10937.4
8/16/2023 17:00,342,12.78,11.71618,9661.52
8/16/2023 18:00,343,12.78,11.44023,10100.32
8/16/2023 19:00,344,12.77,9.923627,10284.64
8/16/2023 20:00,345,12.77,11.35766,10297.43
8/16/2023 21:00,346,12.77,11.21993,10404.1
8/16/2023 22:00,347,12.77,11.13775,10451.09
8/16/2023 23:00,348,12.76,11.3126,10465.64
8/17/2023 0:00,349,12.76,11.19406,10477.94
8/17/2023 1:00,350,12.76,11.08359,10482.05
8/17/2023 2:00,351,12.76,10.96553,10508.71
8/17/2023 3:00,352,12.75,10.84592,10541.54
8/17/2023 4:00,353,12.75,10.89148,10539.49
8/17/2023 5:00,354,12.74,10.73563,10525.12
8/17/2023 6:00,355,12.74,10.58849,10510.77
8/17/2023 7:00,356,12.74,10.56097,10510.77
8/17/2023 8:00,357,12.73,10.5319,10494.36
8/17/2023 9:00,358,12.72,10.50289,10510.41
8/17/2023 10:00,359,12.73,10.4385,10554.49
8/17/2023 11:00,360,12.74,10.58717,10690.13
8/17/2023 12:00,361,12.74,10.34764,10675.08
8/17/2023 13:00,362,12.75,10.10155,10693.27
8/17/2023 14:00,363,12.75,9.798093,10768.7
8/17/2023 15:00,364,12.74,9.579101,10767.09
8/17/2023 16:00,365,12.73,9.026045,10721.78
8/17/2023 17:00,366,12.72,9.071618,10906.59
8/17/2023 18:00,367,12.72,9.95443,11041.49
8/17/2023 19:00,368,12.71,10.44181,11177.43
8/17/2023 20:00,369,12.71,10.69011,11191.73
8/17/2023 21:00,370,12.71,11.11312,11041.99
8/17/2023 22:00,371,12.71,10.91081,10918.55
8/17/2023 23:00,372,12.7,11.87638,10707.5
8/18/2023 0:00,373,12.7,11.21427,10569.78
8/18/2023 1:00,374,12.7,11.8488,10432.81
8/18/2023 2:00,375,12.7,10.9292,10375.38
8/18/2023 3:00,376,12.69,12.21663,10344.61
8/18/2023 4:00,377,12.69,10.62573,10328.2
8/18/2023 5:00,378,12.69,11.80282,10264.61
8/18/2023 6:00,379,12.68,12.09709,10235.9
8/18/2023 7:00,380,12.67,11.97754,10237.95
8/18/2023 8:00,381,12.67,11.45337,10237.89
8/18/2023 9:00,382,12.66,11.10392,10326.13
8/18/2023 10:00,383,12.67,11.56368,10510.77
8/18/2023 11:00,384,12.67,12.28006,10830.07
8/18/2023 12:00,385,12.71,12.64791,10963.85
8/18/2023 13:00,386,12.68,12.12467,11025
8/18/2023 14:00,387,12.68,12.33617,11057.91
8/18/2023 15:00,388,12.77,11.86718,11086.42
8/18/2023 16:00,389,12.77,11.3614,11100.69
8/18/2023 17:00,390,12.68,11.7559,11204.22
8/18/2023 18:00,391,12.68,10.84972,11345.61
8/18/2023 19:00,392,12.68,10.97172,11454.06
8/18/2023 20:00,393,12.67,11.41133,11525.84
8/18/2023 21:00,394,12.67,11.76663,11540.36
8/18/2023 22:00,395,12.66,10.9384,11601.89
8/18/2023 23:00,396,12.66,11.33382,11663.59
8/19/2023 0:00,397,12.65,11.72005,11649.23
8/19/2023 1:00,398,12.65,11.48096,11708.4
8/19/2023 2:00,399,12.64,12.20744,11694.36
8/19/2023 3:00,400,12.64,13.13623,11723.03
8/19/2023 4:00,401,12.63,13.33854,11770.25
8/19/2023 5:00,402,12.63,13.38452,11724.92
8/19/2023 6:00,403,12.62,13.55924,11680
8/19/2023 7:00,404,12.63,13.64201,11649.23
8/19/2023 8:00,405,12.62,13.63281,11634.87
8/19/2023 9:00,406,12.61,13.70454,11602.05
8/19/2023 10:00,407,12.61,13.62957,11617.58
8/19/2023 11:00,408,12.63,13.6672,11617.83
8/19/2023 12:00,409,12.68,13.68331,11798.85
8/19/2023 13:00,410,12.63,13.7247,11907.25
8/19/2023 14:00,411,12.62,13.42015,11968.28
8/19/2023 15:00,412,12.88,13.50914,12056.4
8/19/2023 16:00,413,12.77,13.29709,12117.37
8/19/2023 17:00,414,12.63,13.05062,12040.21
8/19/2023 18:00,415,12.63,13.04425,12090.07
8/19/2023 19:00,416,12.62,12.82656,12118.94
8/19/2023 20:00,417,12.62,12.46921,12133.3
8/19/2023 21:00,418,12.61,12.22084,12209.22
8/19/2023 22:00,419,12.6,12.49385,12225.58
8/19/2023 23:00,420,12.6,12.53874,12363.03
8/20/2023 0:00,421,12.6,12.50171,12422.54
8/20/2023 1:00,422,12.59,12.33618,12467.36
8/20/2023 2:00,423,12.59,12.23503,12512.82
8/20/2023 3:00,424,12.59,12.34538,12603.07
8/20/2023 4:00,425,12.58,12.42814,12603.07
8/20/2023 5:00,426,12.58,12.38216,12680.66
8/20/2023 6:00,427,12.58,11.94075,12709.74
8/20/2023 7:00,428,12.57,12.23503,12799.88
8/20/2023 8:00,429,12.57,12.0603,12861.46
8/20/2023 9:00,430,12.57,12.40975,12861.54
8/20/2023 10:00,431,12.56,12.49248,12890.15
8/20/2023 11:00,432,12.58,12.33617,12996.71
8/20/2023 12:00,433,12.59,12.17065,13150.77
8/20/2023 13:00,434,12.56,11.95804,13152.82
8/20/2023 14:00,435,12.57,11.71138,13043.6
8/20/2023 15:00,436,12.6,12.49983,13029.66
8/20/2023 16:00,437,12.58,12.50669,13118.13
8/20/2023 17:00,438,12.55,11.84725,13072.79
8/20/2023 18:00,439,12.55,12.34622,13013.33
8/20/2023 19:00,440,12.55,12.18912,12848.67
8/20/2023 20:00,441,12.55,12.57567,12847.18
8/20/2023 21:00,442,12.55,12.55689,12861.07
8/20/2023 22:00,443,12.55,12.18905,12832.82
8/20/2023 23:00,444,12.54,12.85115,12783.59
8/21/2023 0:00,445,12.54,12.2902,12758.93
8/21/2023 1:00,446,12.53,12.36377,12693.33
8/21/2023 2:00,447,12.53,11.96834,12726.14
8/21/2023 3:00,448,12.53,11.78442,12676.92
8/21/2023 4:00,449,12.53,11.54533,12635.87
8/21/2023 5:00,450,12.53,11.81201,12557.95
8/21/2023 6:00,451,12.52,11.07634,12555.9
8/21/2023 7:00,452,12.52,11.43498,12603.07
8/21/2023 8:00,453,12.5,11.80282,12602.77
8/21/2023 9:00,454,12.51,11.56372,12529.23
8/21/2023 10:00,455,12.52,11.72005,12512.71
8/21/2023 11:00,456,12.51,11.25106,12635.86
8/21/2023 12:00,457,12.58,11.48843,12695.38
8/21/2023 13:00,458,12.52,11.30562,12754.39
8/21/2023 14:00,459,12.52,11.13822,12881.06
8/21/2023 15:00,460,12.61,10.87075,12937.24
8/21/2023 16:00,461,12.66,11.76016,12947.66
8/21/2023 17:00,462,12.54,11.44914,12966.25
8/21/2023 18:00,463,12.52,11.62207,12922.7
8/21/2023 19:00,464,12.52,11.45173,12906.66
8/21/2023 20:00,465,12.52,11.75574,12877.95
8/21/2023 21:00,466,12.5,11.82895,12875.9
