Date,,,FDOM,CO2
8/27/2023 14:00,267,12.38,17432.88,4405.479
8/27/2023 15:00,268,12.45,17865.82,4416.576
8/27/2023 16:00,269,12.42,18065.75,4404.658
8/27/2023 17:00,270,12.37,18347.67,4426.85
8/27/2023 18:00,271,12.38,18396.58,4448.219
8/27/2023 19:00,272,12.35,18347.67,4454.794
8/27/2023 20:00,273,12.37,18567.74,4449.452
8/27/2023 21:00,274,12.34,18654.04,4440.411
8/27/2023 22:00,275,12.35,18793.56,4428.904
8/27/2023 23:00,276,12.34,19161.78,4434.247
8/28/2023 0:00,277,12.32,19440.82,4444.11
8/28/2023 1:00,278,12.33,19029.45,4442.877
8/28/2023 2:00,279,12.31,18028.36,4420.685
8/28/2023 3:00,280,12.32,17381.1,4398.493
8/28/2023 4:00,281,12.3,17310.62,4406.712
8/28/2023 5:00,282,12.31,16864.73,4386.576
8/28/2023 6:00,283,12.3,15919.73,4365.206
8/28/2023 7:00,284,12.31,15239.05,4361.412
8/28/2023 8:00,285,12.29,14681.3,4340.137
8/28/2023 9:00,286,12.31,14556.98,4355.136
8/28/2023 10:00,287,12.29,14535.99,4338.481
8/28/2023 11:00,288,12.32,15671.91,4369.608
8/28/2023 12:00,289,12.32,16322.47,4381.644
8/28/2023 13:00,290,12.35,16224.66,4391.096
8/28/2023 14:00,291,12.32,16208.84,4410.822
8/28/2023 15:00,292,12.41,16001.71,4421.918
8/28/2023 16:00,293,12.33,15680.96,4439.589
8/28/2023 17:00,294,12.33,15620.55,4453.973
8/28/2023 18:00,295,12.33,15693.9,4458.904
8/28/2023 19:00,296,12.3,15683.84,4457.26
8/28/2023 20:00,297,12.32,15626.3,4457.26
8/28/2023 21:00,298,12.3,15928.36,4455.617
8/28/2023 22:00,299,12.3,16184.38,4452.74
8/28/2023 23:00,300,12.28,16423.15,4451.096
8/29/2023 0:00,301,12.29,16682.05,4452.74
8/29/2023 1:00,302,12.27,16713.7,4458.904
8/29/2023 2:00,303,12.29,16355.55,4463.014
8/29/2023 3:00,304,12.27,15882.33,4465.891
8/29/2023 4:00,305,12.28,15722.67,4458.083
8/29/2023 5:00,306,12.26,16054.93,4446.165
8/29/2023 6:00,307,12.27,15675.21,4434.247
8/29/2023 7:00,308,12.25,15120,4426.85
8/29/2023 8:00,309,12.26,14586.37,4415.753
8/29/2023 9:00,310,12.25,14202.33,4406.712
8/29/2023 10:00,311,12.27,13992.33,4403.425
8/29/2023 11:00,312,12.28,14121.78,4409.178
8/29/2023 12:00,313,12.26,14681.3,4421.918
8/29/2023 13:00,314,12.29,14484.25,4440.822
8/29/2023 14:00,315,12.27,14528.84,4472.466
8/29/2023 15:00,316,12.32,14471.3,4480.274
8/29/2023 16:00,317,12.27,14167.81,4475.343
8/29/2023 17:00,318,12.28,13911.78,4475.753
8/29/2023 18:00,319,12.26,13799.59,4488.904
8/29/2023 19:00,320,12.27,13815.41,4493.836
8/29/2023 20:00,321,12.24,15335.75,4460.959
8/29/2023 21:00,322,12.25,17227.19,4450.685
8/29/2023 22:00,323,12.22,15492.53,4440.411
8/29/2023 23:00,324,12.23,14238.29,4431.781
8/30/2023 0:00,325,12.22,13507.6,4426.438
8/30/2023 1:00,326,12.22,13230,4404.658
8/30/2023 2:00,327,12.21,13230,4392.74
8/30/2023 3:00,328,12.22,13421.3,4393.151
8/30/2023 4:00,329,12.2,13465.89,4365.617
8/30/2023 5:00,330,12.2,13437.12,4341.37
8/30/2023 6:00,331,12.21,13572.33,4354.521
8/30/2023 7:00,332,12.2,13496.1,4321.233
8/30/2023 8:00,333,12.21,13484.59,4333.973
8/30/2023 9:00,334,12.19,13429.93,4310.959
8/30/2023 10:00,335,12.21,13350.82,4322.055
8/30/2023 11:00,336,12.2,13240.07,4301.507
8/30/2023 12:00,337,12.21,13291.85,4323.699
8/30/2023 13:00,338,12.19,13195.48,4301.096
8/30/2023 14:00,339,12.2,13309.11,4328.219
8/30/2023 15:00,340,12.19,13248.7,4305.206
8/30/2023 16:00,341,12.22,13484.59,4331.096
8/30/2023 17:00,342,12.18,13540.68,4321.644
8/30/2023 18:00,343,12.2,13681.64,4331.918
8/30/2023 19:00,344,12.18,13878.7,4339.315
8/30/2023 20:00,345,12.19,13947.74,4322.055
8/30/2023 21:00,346,12.17,14094.45,4344.658
8/30/2023 22:00,347,12.18,14025.41,4313.425
8/30/2023 23:00,348,12.14,14154.86,4328.63
8/31/2023 0:00,349,12.16,14121.78,4301.096
8/31/2023 1:00,350,12.17,14209.52,4296.165
8/31/2023 2:00,351,12.15,14258.42,4298.219
8/31/2023 3:00,352,12.16,14200.89,4269.041
8/31/2023 4:00,353,12.15,14233.97,4250.548
8/31/2023 5:00,354,12.16,14280,4243.973
8/31/2023 6:00,355,12.13,14367.74,4235.343
8/31/2023 7:00,356,12.15,14418.08,4222.603
8/31/2023 8:00,357,12.14,14456.92,4213.562
8/31/2023 9:00,358,12.15,14509.62,4216.679
8/31/2023 10:00,359,12.15,14611.85,4231.935
8/31/2023 11:00,360,12.17,14714.43,4241.925
8/31/2023 12:00,361,12.15,14838.08,4269.45
8/31/2023 13:00,362,12.2,14984.79,4307.26
8/31/2023 14:00,363,12.17,15025.07,4307.671
8/31/2023 15:00,364,12.18,15207.74,4356.165
8/31/2023 16:00,365,12.17,15243.7,4367.26
8/31/2023 17:00,366,12.17,15262.4,4397.671
8/31/2023 18:00,367,12.14,15315.62,4421.918
8/31/2023 19:00,368,12.15,15355.89,4436.712
8/31/2023 20:00,369,12.15,15390.41,4446.986
8/31/2023 21:00,370,12.14,15363.08,4452.329
8/31/2023 22:00,371,12.15,15301.23,4455.206
8/31/2023 23:00,372,12.13,15312.74,4450.685
9/1/2023 0:00,373,12.14,15239.38,4441.233
9/1/2023 1:00,374,12.12,15230.75,4426.438
9/1/2023 2:00,375,12.13,15212.05,4405.891
9/1/2023 3:00,376,12.11,15124.32,4377.945
9/1/2023 4:00,377,12.12,15075.41,4368.493
9/1/2023 5:00,378,12.1,15131.51,4371.37
9/1/2023 6:00,379,12.11,15058.15,4335.206
9/1/2023 7:00,380,12.09,15079.73,4343.836
9/1/2023 8:00,381,12.11,15079.73,4320.411
9/1/2023 9:00,382,12.1,15076.8,4325.328
9/1/2023 10:00,383,12.13,15151.64,4332.329
9/1/2023 11:00,384,12.12,15145.89,4331.096
9/1/2023 12:00,385,12.12,15305.55,4360.274
9/1/2023 13:00,386,12.13,15252.33,4342.603
9/1/2023 14:00,387,12.1,15249.45,4356.165
9/1/2023 15:00,388,12.12,15342.95,4376.301
9/1/2023 16:00,389,12.09,15348.7,4368.904
9/1/2023 17:00,390,12.11,15271.03,4363.151
9/1/2023 18:00,391,12.09,15121.44,4377.534
9/1/2023 19:00,392,12.1,15027.95,4387.808
9/1/2023 20:00,393,12.08,14892.74,4367.671
9/1/2023 21:00,394,12.09,14842.4,4359.452
9/1/2023 22:00,395,12.06,14858.22,4369.315
9/1/2023 23:00,396,12.08,14761.85,4335.206
9/2/2023 0:00,397,12.06,14800.68,4344.658
9/2/2023 1:00,398,12.07,14800.68,4313.425
9/2/2023 2:00,399,12.05,14858.22,4328.219
9/2/2023 3:00,400,12.06,14724.45,4291.233
9/2/2023 4:00,401,12.04,14784.86,4298.219
9/2/2023 5:00,402,12.06,14720.14,4292.055
9/2/2023 6:00,403,12.03,14619.45,4264.11
9/2/2023 7:00,404,12.05,14652.53,4263.288
9/2/2023 8:00,405,12.05,14747.47,4274.384
9/2/2023 9:00,406,12.04,14705.75,4269.041
9/2/2023 10:00,407,12.06,14642.47,4250.137
9/2/2023 11:00,408,12.04,14760.41,4261.644
9/2/2023 12:00,409,12.06,14835.21,4286.712
9/2/2023 13:00,410,12.05,14758.97,4277.671
9/2/2023 14:00,411,12.06,14856.78,4295.753
9/2/2023 15:00,412,12.09,14874.04,4315.891
9/2/2023 16:00,413,12.09,14889.86,4313.014
9/2/2023 17:00,414,12.05,14950.27,4343.014
9/2/2023 18:00,415,12.05,14957.47,4341.37
9/2/2023 19:00,416,12.04,14892.74,4346.712
9/2/2023 20:00,417,12.05,14945.96,4368.493
9/2/2023 21:00,418,12.03,14836.64,4344.247
9/2/2023 22:00,419,12.04,14848.15,4365.617
9/2/2023 23:00,420,12.02,14723.01,4335.617
9/3/2023 0:00,421,12.03,14734.52,4348.356
9/3/2023 1:00,422,12,14589.25,4328.219
9/3/2023 2:00,423,12.02,14547.53,4304.794
9/3/2023 3:00,424,11.98,14524.52,4305.617
9/3/2023 4:00,425,11.99,14551.85,4299.041
9/3/2023 5:00,426,12,14534.59,4287.945
9/3/2023 6:00,427,11.98,14500.07,4271.507
9/3/2023 7:00,428,12,14536.03,4255.069
9/3/2023 8:00,429,11.98,14577.74,4241.096
9/3/2023 9:00,430,11.99,14573.23,4239.373
9/3/2023 10:00,431,11.99,14635.79,4245.35
9/3/2023 11:00,432,12.01,14643.89,4245.612
9/3/2023 12:00,433,12,14639.59,4242.329
9/3/2023 13:00,434,12.01,14669.79,4252.603
9/3/2023 14:00,435,12,14734.52,4274.384
9/3/2023 15:00,436,12.04,14750.34,4299.863
9/3/2023 16:00,437,12.02,14666.92,4310.959
9/3/2023 17:00,438,12.01,14602.19,4306.85
9/3/2023 18:00,439,11.99,14632.4,4340.137
9/3/2023 19:00,440,12.01,14505.82,4323.288
9/3/2023 20:00,441,11.98,14593.56,4350
9/3/2023 21:00,442,11.99,14510.14,4338.493
9/3/2023 22:00,443,11.97,14582.05,4353.699
9/3/2023 23:00,444,11.98,14500.07,4349.589
9/4/2023 0:00,445,11.98,14356.23,4324.932
9/4/2023 1:00,446,11.95,14330.34,4327.397
9/4/2023 2:00,447,11.96,14228.22,4320
9/4/2023 3:00,448,11.95,14151.99,4304.794
9/4/2023 4:00,449,11.96,14100.21,4286.301
9/4/2023 5:00,450,11.93,14023.97,4264.11
9/4/2023 6:00,451,11.95,13941.99,4231.233
9/4/2023 7:00,452,11.93,13870.07,4210.274
9/4/2023 8:00,453,11.94,13989.45,4218.904
9/4/2023 9:00,454,11.93,14006.33,4208.042
9/4/2023 10:00,455,11.96,14058.41,4211.834
9/4/2023 11:00,456,11.94,14085.69,4209.785
9/4/2023 12:00,457,11.96,14136.16,4218.902
9/4/2023 13:00,458,11.96,14229.66,4248.083
9/4/2023 14:00,459,11.96,14303.01,4271.918
9/4/2023 15:00,460,11.96,14295.82,4283.425
9/4/2023 16:00,461,11.98,14245.48,4292.877
9/4/2023 17:00,462,11.94,14150.55,4294.932
9/4/2023 18:00,463,11.96,14065.68,4288.767
9/4/2023 19:00,464,11.93,14091.58,4306.85
9/4/2023 20:00,465,11.94,14088.7,4326.986
9/4/2023 21:00,466,11.95,14000.96,4311.781
9/4/2023 22:00,467,11.92,13992.33,4315.479
9/4/2023 23:00,468,11.93,14025.41,4331.918
9/5/2023 0:00,469,11.91,13944.86,4323.288
9/5/2023 1:00,470,11.92,13821.16,4302.74
9/5/2023 2:00,471,11.9,13703.22,4283.014
9/5/2023 3:00,472,11.91,13606.85,4266.986
9/5/2023 4:00,473,11.88,13569.45,4256.301
9/5/2023 5:00,474,11.9,13524.86,4234.11
9/5/2023 6:00,475,11.87,13442.88,4190.959
9/5/2023 7:00,476,11.89,13501.85,4191.781
9/5/2023 8:00,477,11.87,13388.22,4160.548
9/5/2023 9:00,478,11.89,13466.87,4174.719
9/5/2023 10:00,479,11.89,13458.28,4162.406
9/5/2023 11:00,480,11.91,13446.3,4161.436
9/5/2023 12:00,481,11.9,13471.63,4188.899
9/5/2023 13:00,482,11.93,13557.95,4219.315
9/5/2023 14:00,483,11.9,13593.9,4235.753
9/5/2023 15:00,484,11.93,13616.92,4242.329
9/5/2023 16:00,485,11.89,13578.08,4248.083
9/5/2023 17:00,486,11.89,13556.51,4254.658
9/5/2023 18:00,487,11.91,13513.36,4266.986
9/5/2023 19:00,488,11.89,13444.32,4271.918
9/5/2023 20:00,489,11.9,13450.07,4275.617
9/5/2023 21:00,490,11.88,13402.6,4276.85
9/5/2023 22:00,491,11.89,13375.27,4279.315
9/5/2023 23:00,492,11.87,13376.71,4281.37
9/6/2023 0:00,493,11.88,13336.44,4283.014
9/6/2023 1:00,494,11.85,13281.78,4280.548
9/6/2023 2:00,495,11.86,13278.9,4273.151
9/6/2023 3:00,496,11.85,13218.49,4261.233
9/6/2023 4:00,497,11.86,13093.36,4239.041
9/6/2023 5:00,498,11.83,13002.74,4214.794
9/6/2023 6:00,499,11.85,13034.38,4205.753
9/6/2023 7:00,500,11.83,13117.81,4205.753
9/6/2023 8:00,501,11.84,13063.15,4173.699
9/6/2023 9:00,502,11.83,13076.04,4169.017
9/6/2023 10:00,503,11.86,13114.88,4190.121
9/6/2023 11:00,504,11.84,13165.04,4215.542
9/6/2023 12:00,505,11.86,13181.1,4227.124
9/6/2023 13:00,506,11.85,13247.26,4265.343
9/6/2023 14:00,507,11.85,13412.67,4296.165
9/6/2023 15:00,508,11.88,13402.6,4305.617
9/6/2023 16:00,509,11.85,13310.55,4306.85
9/6/2023 17:00,510,11.87,13198.45,4302.771
9/6/2023 18:00,511,11.85,13170.11,4311.542
9/6/2023 19:00,512,11.86,13194.12,4332.767
9/6/2023 20:00,513,11.84,13143.7,4329.865
