Date,Rep,V,CDOM,CO2
4/28/2023 0:00,588,12.77,0.3846591,
4/28/2023 1:00,589,12.75,0.4216425,
4/28/2023 2:00,590,12.75,0.391937,
4/28/2023 3:00,591,12.74,0.3646294,
4/28/2023 4:00,592,12.74,0.4189285,
4/28/2023 5:00,593,12.73,0.4059045,
4/28/2023 6:00,594,12.73,0.3760387,
4/28/2023 7:00,595,12.72,0.4231628,
4/28/2023 8:00,596,12.75,0.3954043,
4/28/2023 9:00,597,12.84,0.4541424,
4/28/2023 10:00,598,12.87,0.4641576,
4/28/2023 11:00,599,12.97,0.4399346,
4/28/2023 12:00,600,13.21,0.3951083,
4/28/2023 13:00,601,13.26,0.4312281,
4/28/2023 14:00,602,13.18,0.4194562,
4/28/2023 15:00,603,13.16,0.4093729,
4/28/2023 16:00,604,13.18,0.4109941,
4/28/2023 17:00,605,13.04,0.4028061,
4/28/2023 18:00,606,12.98,0.427366,
4/28/2023 19:00,607,12.93,0.4057289,
4/28/2023 20:00,608,12.9,0.4235073,
4/28/2023 21:00,609,12.88,0.3781261,
4/28/2023 22:00,610,12.86,0.3865992,
4/28/2023 23:00,611,12.83,0.3826282,
4/29/2023 0:00,612,12.8,0.4058098,
4/29/2023 1:00,613,12.78,0.4016974,
4/29/2023 2:00,614,12.78,0.3721259,
4/29/2023 3:00,615,12.77,0.3780352,
4/29/2023 4:00,616,12.76,0.3897116,
4/29/2023 5:00,617,12.75,0.4132139,
4/29/2023 6:00,618,12.75,0.4101795,
4/29/2023 7:00,619,12.74,0.3640624,
4/29/2023 8:00,620,12.74,0.4019941,
4/29/2023 9:00,621,12.79,0.4173519,
4/29/2023 10:00,622,12.89,0.3950956,
4/29/2023 11:00,623,12.95,0.4173079,
4/29/2023 12:00,624,13.19,0.3732035,
4/29/2023 13:00,625,13.02,0.3745599,
4/29/2023 14:00,626,13,0.4179627,
4/29/2023 15:00,627,12.89,0.3778812,
4/29/2023 16:00,628,12.83,0.3891361,
4/29/2023 17:00,629,12.79,0.4424158,
4/29/2023 18:00,630,12.78,0.461383,
4/29/2023 19:00,631,12.77,0.4672052,
4/29/2023 20:00,632,12.76,0.4588591,
4/29/2023 21:00,633,12.75,0.4719483,
4/29/2023 22:00,634,12.75,0.4820105,
4/29/2023 23:00,635,12.74,0.4925758,
4/30/2023 0:00,636,12.73,0.4958339,
4/30/2023 1:00,637,12.73,0.4886884,
4/30/2023 2:00,638,12.73,0.4647353,
4/30/2023 3:00,639,12.73,0.4573584,
4/30/2023 4:00,640,12.72,0.4345837,
4/30/2023 5:00,641,12.72,0.4088101,
4/30/2023 6:00,642,12.73,0.4397496,
4/30/2023 7:00,643,12.71,0.4542855,
4/30/2023 8:00,644,12.72,0.4078924,
4/30/2023 9:00,645,12.76,0.4280708,
4/30/2023 10:00,646,12.86,0.426105,
4/30/2023 11:00,647,12.86,0.4029173,
4/30/2023 12:00,648,12.92,0.5297775,
4/30/2023 13:00,649,13.13,0.3966297,
4/30/2023 14:00,650,13.64,0.4094331,
4/30/2023 15:00,651,13.14,0.3742934,
4/30/2023 16:00,652,13.14,0.4123988,
4/30/2023 17:00,653,13.03,0.3884661,
4/30/2023 18:00,654,12.96,0.378857,
4/30/2023 19:00,655,12.94,0.4062036,
4/30/2023 20:00,656,12.92,0.3750503,
4/30/2023 21:00,657,12.9,0.3771292,
4/30/2023 22:00,658,12.88,0.3807645,
4/30/2023 23:00,659,12.87,0.3715084,
5/1/2023 0:00,660,12.85,0.3943773,
5/1/2023 1:00,661,12.83,0.3832886,
5/1/2023 2:00,662,12.82,0.3558619,
5/1/2023 3:00,663,12.79,0.420488,
5/1/2023 4:00,664,12.78,0.3865342,
5/1/2023 5:00,665,12.75,0.3722664,
5/1/2023 6:00,666,12.73,0.3355532,
5/1/2023 7:00,667,12.7,0.3830129,
5/1/2023 8:00,668,12.7,0.3808914,
5/1/2023 9:00,669,12.71,0.3925807,
5/1/2023 10:00,670,12.74,0.4027341,
5/1/2023 11:00,671,12.88,0.4068663,
5/1/2023 12:00,672,13.07,0.3077394,
5/1/2023 13:00,673,13.26,0.4255032,
5/1/2023 14:00,674,13.77,0.3694201,
5/1/2023 15:00,675,13.14,0.3948643,
5/1/2023 16:00,676,13.19,0.3842884,
5/1/2023 17:00,677,13.06,0.4020537,
5/1/2023 18:00,678,13,0.3862247,
5/1/2023 19:00,679,12.98,0.3948738,
5/1/2023 20:00,680,12.97,0.390556,
5/1/2023 21:00,681,12.95,0.3923315,
5/1/2023 22:00,682,12.93,0.3654557,
5/1/2023 23:00,683,12.92,0.4016921,
5/2/2023 0:00,684,12.9,0.3998679,
5/2/2023 1:00,685,12.88,0.4038052,
5/2/2023 2:00,686,12.85,0.3605598,
5/2/2023 3:00,687,12.83,0.384058,
5/2/2023 4:00,688,12.81,0.3590887,
5/2/2023 5:00,689,12.8,0.3478782,
5/2/2023 6:00,690,12.77,0.3991324,
5/2/2023 7:00,691,12.75,0.3957717,
5/2/2023 8:00,692,12.76,0.4244391,
5/2/2023 9:00,693,12.77,0.3828162,
5/2/2023 10:00,694,12.82,0.3907668,
5/2/2023 11:00,695,12.88,0.4083672,
5/2/2023 12:00,696,12.96,0.4308705,
5/2/2023 13:00,697,13.16,0.4106243,
5/2/2023 14:00,698,13.82,0.4082556,
5/2/2023 15:00,699,13.13,0.3720407,
5/2/2023 16:00,700,13.21,0.4165382,
5/2/2023 17:00,701,13.07,0.4053786,
5/2/2023 18:00,702,13.01,0.3847464,
5/2/2023 19:00,703,12.99,0.3670636,
5/2/2023 20:00,704,12.98,0.3782916,
5/2/2023 21:00,705,12.96,0.3919981,
5/2/2023 22:00,706,12.95,0.3976022,
5/2/2023 23:00,707,12.93,0.3622823,
5/3/2023 0:00,708,12.92,0.3883746,
5/3/2023 1:00,709,12.9,0.3992769,
5/3/2023 2:00,710,12.88,0.370185,
5/3/2023 3:00,711,12.86,0.3630729,
5/3/2023 4:00,712,12.84,0.3923459,
5/3/2023 5:00,713,12.82,0.390203,
5/3/2023 6:00,714,12.81,0.3721486,
5/3/2023 7:00,715,12.78,0.3894179,
5/3/2023 8:00,716,12.77,0.3569711,
5/3/2023 9:00,717,12.78,0.3827507,
5/3/2023 10:00,718,12.81,0.3883411,
5/3/2023 11:00,719,12.85,0.4180797,
5/3/2023 12:00,720,12.94,0.4424145,
5/3/2023 13:00,721,13.16,0.470977,
5/3/2023 14:00,722,14.49,0.4043186,
5/3/2023 15:00,723,13.14,0.4005723,
5/3/2023 16:00,724,13.24,0.3929983,
5/3/2023 17:00,725,13.08,0.425294,
5/3/2023 18:00,726,13.02,0.3897723,
5/3/2023 19:00,727,13,0.4019754,
5/3/2023 20:00,728,12.99,0.3721123,
5/3/2023 21:00,729,12.97,0.3574532,
5/3/2023 22:00,730,12.95,0.366722,
5/3/2023 23:00,731,12.94,0.3718896,
5/4/2023 0:00,732,12.92,0.3583748,
5/4/2023 1:00,733,12.9,0.3540949,
5/4/2023 2:00,734,12.88,0.3607359,
5/4/2023 3:00,735,12.86,0.3613468,
5/4/2023 4:00,736,12.84,0.3689552,
5/4/2023 5:00,737,12.82,0.3507365,
5/4/2023 6:00,738,12.8,0.3935114,
5/4/2023 7:00,739,12.77,0.3642354,
5/4/2023 8:00,740,12.76,0.3766949,
5/4/2023 9:00,741,12.78,0.4262715,
5/4/2023 10:00,742,12.81,0.3526894,
5/4/2023 11:00,743,12.86,0.4362282,
5/4/2023 12:00,744,12.96,0.4321059,
5/4/2023 13:00,745,13.15,0.4082073,
5/4/2023 14:00,746,14.49,0.3844064,
5/4/2023 15:00,747,13.15,0.4020294,
5/4/2023 16:00,748,13.29,0.4168069,
5/4/2023 17:00,749,13.09,0.4060804,
5/4/2023 18:00,750,13.03,0.3944845,
5/4/2023 19:00,751,13.01,0.3803167,
5/4/2023 20:00,752,12.99,0.359455,
5/4/2023 21:00,753,12.97,0.3640413,
5/4/2023 22:00,754,12.96,0.3893808,
5/4/2023 23:00,755,12.93,0.3859977,
5/5/2023 0:00,756,12.92,0.393256,
5/5/2023 1:00,757,12.9,0.3606203,
5/5/2023 2:00,758,12.88,0.3531773,
5/5/2023 3:00,759,12.86,0.3701433,
5/5/2023 4:00,760,12.85,0.3874163,
5/5/2023 5:00,761,12.82,0.3762223,
