Date,Rep,V,CDOM,CO2
7/4/2023 0:00,3439,11.56,1.620387,
7/4/2023 1:00,3440,11.55,1.618064,
7/4/2023 2:00,3441,11.55,1.594013,
7/4/2023 3:00,3442,11.55,1.581638,
7/4/2023 4:00,3443,11.55,1.594043,
7/4/2023 5:00,3444,11.54,1.563029,
7/4/2023 6:00,3445,11.54,1.600205,
7/4/2023 7:00,3446,11.54,1.603372,
7/4/2023 8:00,3447,11.55,1.524295,
7/4/2023 9:00,3448,11.56,1.448417,
7/4/2023 10:00,3449,11.57,1.405104,
7/4/2023 11:00,3450,11.61,1.380352,
7/4/2023 12:00,3451,11.62,1.374947,
7/4/2023 13:00,3452,12.81,1.970385,
7/4/2023 14:00,3453,12.81,1.897411,
7/4/2023 15:00,3454,12.8,1.885267,
7/4/2023 16:00,3455,12.79,1.858143,
7/4/2023 17:00,3456,12.79,1.831766,
7/4/2023 18:00,3457,12.77,1.84492,
7/4/2023 19:00,3458,12.76,1.853392,
7/4/2023 20:00,3459,12.75,1.83937,
7/4/2023 21:00,3460,12.75,1.825251,
7/4/2023 22:00,3461,12.75,1.768584,
7/4/2023 23:00,3462,12.74,1.764683,
7/5/2023 0:00,3463,12.74,1.829743,
7/5/2023 1:00,3464,12.74,1.803386,
7/5/2023 2:00,3465,12.73,1.818063,
7/5/2023 3:00,3466,12.73,1.801697,
7/5/2023 4:00,3467,12.73,1.789253,
7/5/2023 5:00,3468,12.72,1.826474,
7/5/2023 6:00,3469,12.72,1.7691,
7/5/2023 7:00,3470,12.72,1.814036,
7/5/2023 8:00,3471,12.73,1.792387,
7/5/2023 9:00,3472,12.74,1.811163,
7/5/2023 10:00,3473,12.75,1.784847,
7/5/2023 11:00,3474,12.77,1.767797,
7/5/2023 12:00,3475,12.79,1.799634,
7/5/2023 13:00,3476,12.74,1.754984,
7/5/2023 14:00,3477,12.75,1.831774,
7/5/2023 15:00,3478,12.76,1.783733,
7/5/2023 16:00,3479,12.75,1.793814,
7/5/2023 17:00,3480,12.74,1.804664,
7/5/2023 18:00,3481,12.74,1.796914,
7/5/2023 19:00,3482,12.73,1.800789,
7/5/2023 20:00,3483,12.73,1.80154,
7/5/2023 21:00,3484,12.72,1.800729,
7/5/2023 22:00,3485,12.72,1.786682,
7/5/2023 23:00,3486,12.71,1.802911,
7/6/2023 0:00,3487,12.7,1.813617,
7/6/2023 1:00,3488,12.69,1.833701,
7/6/2023 2:00,3489,12.69,1.77939,
7/6/2023 3:00,3490,12.68,1.783977,
7/6/2023 4:00,3491,12.68,1.812635,
7/6/2023 5:00,3492,12.67,1.814181,
