Date,Rep,V,CDOM,CO2
6/29/2023 15:00,3839,11.97,3.374387,
6/29/2023 16:00,3840,11.97,3.351011,
6/29/2023 17:00,3841,11.94,3.315466,
6/29/2023 18:00,3842,11.93,3.238348,
6/29/2023 19:00,3843,11.91,3.197154,
6/29/2023 20:00,3844,11.89,3.143661,
6/29/2023 21:00,3845,11.88,3.433987,
6/29/2023 22:00,3846,11.87,3.374869,
6/29/2023 23:00,3847,11.86,3.457904,
6/30/2023 0:00,3848,11.84,3.380932,
6/30/2023 1:00,3849,11.84,3.380933,
6/30/2023 2:00,3850,11.83,3.345399,
6/30/2023 3:00,3851,11.83,3.292099,
6/30/2023 4:00,3852,11.82,3.351359,
6/30/2023 5:00,3853,11.82,3.2744,
6/30/2023 6:00,3854,11.82,3.250775,
6/30/2023 7:00,3855,11.82,3.185596,
6/30/2023 8:00,3856,11.83,3.144108,
6/30/2023 9:00,3857,11.86,3.02561,
6/30/2023 10:00,3858,11.89,3.001433,
6/30/2023 11:00,3859,11.99,3.273809,
6/30/2023 12:00,3860,12,3.119708,
6/30/2023 13:00,3861,11.99,3.090331,
6/30/2023 14:00,3862,11.97,3.072561,
6/30/2023 15:00,3863,11.96,2.983852,
6/30/2023 16:00,3864,11.95,3.013461,
6/30/2023 17:00,3865,11.94,2.93045,
6/30/2023 18:00,3866,11.92,2.877071,
6/30/2023 19:00,3867,11.91,2.735259,
6/30/2023 20:00,3868,11.89,2.901146,
6/30/2023 21:00,3869,11.88,2.907063,
6/30/2023 22:00,3870,11.86,2.883461,
6/30/2023 23:00,3871,11.85,2.800575,
7/1/2023 0:00,3872,11.84,2.75912,
7/1/2023 1:00,3873,11.83,2.640677,
7/1/2023 2:00,3874,11.83,2.729507,
7/1/2023 3:00,3875,11.82,2.676215,
7/1/2023 4:00,3876,11.81,2.652552,
7/1/2023 5:00,3877,11.81,2.658551,
7/1/2023 6:00,3878,11.81,2.688365,
7/1/2023 7:00,3879,11.81,2.623277,
7/1/2023 8:00,3880,11.83,2.664417,
7/1/2023 9:00,3881,11.85,2.593307,
7/1/2023 10:00,3882,11.88,2.51603,
7/1/2023 11:00,3883,11.99,2.646202,
7/1/2023 12:00,3884,11.99,2.622504,
7/1/2023 13:00,3885,11.98,2.646322,
7/1/2023 14:00,3886,11.97,2.604809,
7/1/2023 15:00,3887,11.97,2.598786,
7/1/2023 16:00,3888,11.96,2.610907,
7/1/2023 17:00,3889,11.93,2.634594,
7/1/2023 18:00,3890,11.92,2.587118,
7/1/2023 19:00,3891,11.9,2.610917,
7/1/2023 20:00,3892,11.89,2.699788,
7/1/2023 21:00,3893,11.87,2.664289,
7/1/2023 22:00,3894,11.86,2.693916,
7/1/2023 23:00,3895,11.84,2.670273,
7/2/2023 0:00,3896,11.83,2.688055,
7/2/2023 1:00,3897,11.83,2.70582,
7/2/2023 2:00,3898,11.82,2.652521,
