Date,Rep,V,CDOM,CO2
5/2/2023 13:00,1940,12.41,2.355162,
5/2/2023 14:00,1941,12.44,2.250362,
5/2/2023 15:00,1942,12.4,2.217849,
5/2/2023 16:00,1943,12.38,2.183791,
5/2/2023 17:00,1944,12.37,2.168312,
5/2/2023 18:00,1945,12.36,2.131393,
5/2/2023 19:00,1946,12.35,2.137793,
5/2/2023 20:00,1947,12.34,2.128652,
5/2/2023 21:00,1948,12.34,2.137949,
5/2/2023 22:00,1949,12.33,2.043487,
5/2/2023 23:00,1950,12.33,2.058144,
5/3/2023 0:00,1951,12.32,2.030965,
5/3/2023 1:00,1952,12.31,2.066569,
5/3/2023 2:00,1953,12.31,1.998466,
5/3/2023 3:00,1954,12.3,2.029492,
5/3/2023 4:00,1955,12.3,1.994891,
5/3/2023 5:00,1956,12.3,2.073093,
5/3/2023 6:00,1957,12.29,2.110324,
5/3/2023 7:00,1958,12.3,2.019128,
5/3/2023 8:00,1959,12.31,2.063349,
5/3/2023 9:00,1960,12.33,2.16689,
5/3/2023 10:00,1961,12.37,2.086723,
5/3/2023 11:00,1962,12.4,1.824301,
5/3/2023 12:00,1963,12.44,1.78102,
5/3/2023 13:00,1964,12.4,1.805023,
5/3/2023 14:00,1965,12.43,1.774019,
5/3/2023 15:00,1966,12.39,1.823274,
5/3/2023 16:00,1967,12.35,1.759673,
5/3/2023 17:00,1968,12.33,1.728681,
5/3/2023 18:00,1969,12.31,1.711801,
5/3/2023 19:00,1970,12.3,1.719845,
5/3/2023 20:00,1971,12.3,1.790342,
5/3/2023 21:00,1972,12.29,1.750823,
5/3/2023 22:00,1973,12.29,1.911865,
5/3/2023 23:00,1974,12.28,1.943475,
5/4/2023 0:00,1975,12.28,1.928897,
5/4/2023 1:00,1976,12.27,1.950944,
5/4/2023 2:00,1977,12.27,1.999891,
5/4/2023 3:00,1978,12.26,2.088963,
5/4/2023 4:00,1979,12.26,2.095867,
5/4/2023 5:00,1980,12.25,2.115976,
5/4/2023 6:00,1981,12.25,2.07881,
5/4/2023 7:00,1982,12.26,2.067981,
5/4/2023 8:00,1983,12.27,2.086538,
5/4/2023 9:00,1984,12.29,2.043268,
5/4/2023 10:00,1985,12.35,1.815249,
5/4/2023 11:00,1986,12.37,1.705889,
5/4/2023 12:00,1987,12.42,1.71521,
5/4/2023 13:00,1988,12.37,1.654806,
5/4/2023 14:00,1989,12.39,1.666877,
5/4/2023 15:00,1990,12.37,1.694622,
5/4/2023 16:00,1991,12.33,1.663661,
5/4/2023 17:00,1992,12.31,1.694605,
5/4/2023 18:00,1993,12.3,1.673061,
5/4/2023 19:00,1994,12.28,1.657861,
5/4/2023 20:00,1995,12.27,1.677269,
5/4/2023 21:00,1996,12.27,1.709013,
5/4/2023 22:00,1997,12.26,1.696579,
5/4/2023 23:00,1998,12.26,1.714311,
5/5/2023 0:00,1999,12.25,1.739336,
5/5/2023 1:00,2000,12.25,1.7248,
5/5/2023 2:00,2001,12.24,1.735822,
5/5/2023 3:00,2002,12.24,1.679292,
5/5/2023 4:00,2003,12.24,1.748207,
5/5/2023 5:00,2004,12.23,1.856628,
5/5/2023 6:00,2005,12.23,1.927041,
5/5/2023 7:00,2006,12.23,1.978907,
5/5/2023 8:00,2007,12.24,1.890678,
5/5/2023 9:00,2008,12.27,1.959527,
5/5/2023 10:00,2009,12.31,1.690355,
5/5/2023 11:00,2010,12.33,1.678819,
5/5/2023 12:00,2011,12.39,1.651613,
5/5/2023 13:00,2012,12.36,1.59865,
5/5/2023 14:00,2013,12.36,1.705441,
5/5/2023 15:00,2014,12.33,1.739514,
5/5/2023 16:00,2015,12.31,1.679157,
5/5/2023 17:00,2016,12.3,1.659132,
5/5/2023 18:00,2017,12.28,1.671623,
5/5/2023 19:00,2018,12.27,1.691131,
5/5/2023 20:00,2019,12.26,1.661051,
5/5/2023 21:00,2020,12.26,1.719087,
5/5/2023 22:00,2021,12.25,1.743855,
5/5/2023 23:00,2022,12.25,1.798825,
5/6/2023 0:00,2023,12.24,1.858442,
5/6/2023 1:00,2024,12.24,1.891721,
5/6/2023 2:00,2025,12.24,1.912606,
5/6/2023 3:00,2026,12.24,1.917976,
5/6/2023 4:00,2027,12.24,1.91407,
5/6/2023 5:00,2028,12.23,1.901692,
5/6/2023 6:00,2029,12.23,1.928005,
5/6/2023 7:00,2030,12.23,1.931868,
5/6/2023 8:00,2031,12.23,1.934219,
5/6/2023 9:00,2032,12.24,1.901796,
5/6/2023 10:00,2033,12.24,1.952127,
5/6/2023 11:00,2034,12.26,2.020262,
5/6/2023 12:00,2035,12.27,2.05433,
5/6/2023 13:00,2036,12.28,1.979206,
5/6/2023 14:00,2037,12.27,1.969067,
5/6/2023 15:00,2038,12.3,1.979156,
5/6/2023 16:00,2039,12.27,1.907095,
5/6/2023 17:00,2040,12.26,1.944478,
5/6/2023 18:00,2041,12.25,1.937454,
5/6/2023 19:00,2042,12.24,1.986198,
5/6/2023 20:00,2043,12.23,2.026454,
5/6/2023 21:00,2044,12.23,2.013292,
5/6/2023 22:00,2045,12.23,2.267245,
5/6/2023 23:00,2046,12.22,2.314358,
5/7/2023 0:00,2047,12.22,2.301944,
5/7/2023 1:00,2048,12.21,2.361656,
5/7/2023 2:00,2049,12.21,2.344084,
5/7/2023 3:00,2050,12.21,2.382896,
5/7/2023 4:00,2051,12.21,2.376775,
5/7/2023 5:00,2052,12.21,2.369978,
5/7/2023 6:00,2053,12.2,2.40414,
5/7/2023 7:00,2054,12.21,2.314346,
5/7/2023 8:00,2055,12.22,2.364683,
5/7/2023 9:00,2056,12.24,2.432086,
5/7/2023 10:00,2057,12.28,2.001679,
5/7/2023 11:00,2058,12.28,1.782561,
5/7/2023 12:00,2059,12.32,1.796991,
5/7/2023 13:00,2060,12.29,1.758099,
5/7/2023 14:00,2061,12.28,1.72866,
5/7/2023 15:00,2062,12.28,1.753423,
5/7/2023 16:00,2063,12.28,1.756558,
5/7/2023 17:00,2064,12.26,1.740367,
5/7/2023 18:00,2065,12.25,1.736472,
5/7/2023 19:00,2066,12.23,1.778487,
5/7/2023 20:00,2067,12.23,1.764062,
5/7/2023 21:00,2068,12.23,1.767868,
5/7/2023 22:00,2069,12.22,1.765532,
5/7/2023 23:00,2070,12.22,1.772501,
5/8/2023 0:00,2071,12.21,1.766306,
5/8/2023 1:00,2072,12.21,1.832104,
5/8/2023 2:00,2073,12.21,1.794081,
5/8/2023 3:00,2074,12.2,1.873814,
5/8/2023 4:00,2075,12.2,1.927407,
5/8/2023 5:00,2076,12.19,1.977903,
5/8/2023 6:00,2077,12.19,2.041692,
