Date,record,V,CDOM,CO2
1/13/2023 15:00,0,13.14,14.03185,
1/13/2023 16:00,1,13.16,14.06724,
1/13/2023 17:00,2,13.1,14.09272,
1/13/2023 18:00,3,13.1,14.11594,
1/13/2023 19:00,4,13.09,14.15922,
1/13/2023 20:00,5,13.08,14.19951,
1/13/2023 21:00,6,13.06,14.19443,
1/13/2023 22:00,7,13.05,14.22069,
1/13/2023 23:00,8,13.04,14.17115,
1/14/2023 0:00,9,13.03,14.08183,
1/14/2023 1:00,10,13.02,14.04592,
1/14/2023 2:00,11,13.01,13.98478,
1/14/2023 3:00,12,13,13.9159,
1/14/2023 4:00,13,12.99,13.85468,
1/14/2023 5:00,14,12.98,13.84957,
1/14/2023 6:00,15,12.97,13.82408,
1/14/2023 7:00,16,12.97,13.78841,
1/14/2023 8:00,17,12.96,13.76293,
1/14/2023 9:00,18,12.95,13.819,
1/14/2023 10:00,19,13.13,14.00707,
1/14/2023 11:00,20,13.27,14.11514,
1/14/2023 12:00,21,14.81,14.07679,
1/14/2023 13:00,22,14.76,14.17175,
1/14/2023 14:00,23,13.92,14.15427,
1/14/2023 15:00,24,13.57,14.22556,
1/14/2023 16:00,25,13.21,14.24565,
1/14/2023 17:00,26,13.11,14.26871,
1/14/2023 18:00,27,13.08,14.21453,
1/14/2023 19:00,28,13.05,14.08762,
1/14/2023 20:00,29,13.01,13.96814,
1/14/2023 21:00,30,13,13.92462,
1/14/2023 22:00,31,12.98,13.83429,
1/14/2023 23:00,32,12.96,13.79351,
1/15/2023 0:00,33,12.95,13.71781,
1/15/2023 1:00,34,12.94,13.67736,
1/15/2023 2:00,35,12.93,13.60444,
1/15/2023 3:00,36,12.93,13.65548,
1/15/2023 4:00,37,12.91,13.57902,
1/15/2023 5:00,38,12.91,13.5892,
1/15/2023 6:00,39,12.91,13.53882,
1/15/2023 7:00,40,12.89,13.50972,
1/15/2023 8:00,41,12.89,13.50528,
1/15/2023 9:00,42,12.89,13.61591,
1/15/2023 10:00,43,13.07,13.73486,
1/15/2023 11:00,44,13.24,13.93437,
1/15/2023 12:00,45,14.76,13.89885,
1/15/2023 13:00,46,14.8,14.04732,
1/15/2023 14:00,47,13.89,14.05004,
1/15/2023 15:00,48,13.57,14.17472,
1/15/2023 16:00,49,13.2,14.21148,
1/15/2023 17:00,50,13.12,14.22264,
1/15/2023 18:00,51,13.08,14.19461,
1/15/2023 19:00,52,13.04,14.09197,
1/15/2023 20:00,53,13.01,13.99571,
1/15/2023 21:00,54,12.99,13.93306,
1/15/2023 22:00,55,12.97,13.8625,
1/15/2023 23:00,56,12.96,13.75275,
1/16/2023 0:00,57,12.95,13.75784,
1/16/2023 1:00,58,12.93,13.67689,
1/16/2023 2:00,59,12.92,13.64574,
1/16/2023 3:00,60,12.91,13.62958,
1/16/2023 4:00,61,12.9,13.60961,
1/16/2023 5:00,62,12.9,13.60962,
1/16/2023 6:00,63,12.89,13.5994,
1/16/2023 7:00,64,12.89,13.54332,
1/16/2023 8:00,65,12.88,13.56937,
1/16/2023 9:00,66,12.88,13.63508,
1/16/2023 10:00,67,13.04,13.72247,
1/16/2023 11:00,68,13.19,13.86869,
1/16/2023 12:00,69,14.79,14.00654,
1/16/2023 13:00,70,14.7,14.17489,
1/16/2023 14:00,71,13.83,14.24832,
1/16/2023 15:00,72,13.49,14.39143,
1/16/2023 16:00,73,13.18,14.40148,
1/16/2023 17:00,74,13.13,14.48969,
1/16/2023 18:00,75,13.1,14.52184,
1/16/2023 19:00,76,13.06,14.49952,
1/16/2023 20:00,77,13.04,14.46077,
1/16/2023 21:00,78,13.01,14.40342,
1/16/2023 22:00,79,13,14.32677,
1/16/2023 23:00,80,12.98,14.30353,
1/17/2023 0:00,81,12.97,14.23374,
1/17/2023 1:00,82,12.95,14.16832,
1/17/2023 2:00,83,12.94,14.13466,
1/17/2023 3:00,84,12.93,14.07889,
1/17/2023 4:00,85,12.92,14.02791,
1/17/2023 5:00,86,12.91,13.99308,
1/17/2023 6:00,87,12.9,13.977,
1/17/2023 7:00,88,12.89,13.98213,
1/17/2023 8:00,89,12.88,13.95147,
1/17/2023 9:00,90,12.89,14.0281,
1/17/2023 10:00,91,13.02,14.14103,
1/17/2023 11:00,92,13.16,14.43971,
1/17/2023 12:00,93,14.73,14.53627,
1/17/2023 13:00,94,14.66,14.70684,
1/17/2023 14:00,95,13.76,14.72211,
1/17/2023 15:00,96,13.43,14.93058,
1/17/2023 16:00,97,13.23,15.02243,
1/17/2023 17:00,98,13.14,15.13109,
1/17/2023 18:00,99,13.11,15.24372,
1/17/2023 19:00,100,13.08,15.18474,
1/17/2023 20:00,101,13.06,15.1395,
1/17/2023 21:00,102,13.04,15.01912,
1/17/2023 22:00,103,13.02,14.93279,
1/17/2023 23:00,104,13.01,14.86655,
1/18/2023 0:00,105,13,14.76531,
1/18/2023 1:00,106,12.99,14.70474,
1/18/2023 2:00,107,12.98,14.64985,
1/18/2023 3:00,108,12.98,14.62448,
1/18/2023 4:00,109,12.97,14.59974,
1/18/2023 5:00,110,12.97,14.52415,
1/18/2023 6:00,111,12.96,14.51496,
1/18/2023 7:00,112,12.96,14.50537,
1/18/2023 8:00,113,12.94,14.47471,
1/18/2023 9:00,114,12.97,14.43416,
1/18/2023 10:00,115,13.01,14.57662,
1/18/2023 11:00,116,13.11,14.73194,
1/18/2023 12:00,117,14.64,14.73409,
1/18/2023 13:00,118,13.65,14.93034,
1/18/2023 14:00,119,14.53,15.00196,
1/18/2023 15:00,120,13.31,15.10867,
1/18/2023 16:00,121,13.16,15.22654,
1/18/2023 17:00,122,13.13,15.22799,
1/18/2023 18:00,123,13.1,15.32987,
1/18/2023 19:00,124,13.07,15.36076,
1/18/2023 20:00,125,13.05,15.31766,
1/18/2023 21:00,126,13.03,15.28405,
1/18/2023 22:00,127,13.01,15.25864,
1/18/2023 23:00,128,12.99,15.20263,
1/19/2023 0:00,129,12.98,15.15937,
1/19/2023 1:00,130,12.97,15.11391,
1/19/2023 2:00,131,12.97,15.054,
1/19/2023 3:00,132,12.96,15.04481,
1/19/2023 4:00,133,12.95,14.98412,
1/19/2023 5:00,134,12.95,14.95341,
1/19/2023 6:00,135,12.94,14.98866,
1/19/2023 7:00,136,12.94,14.95292,
1/19/2023 8:00,137,12.92,14.92285,
1/19/2023 9:00,138,12.94,14.92748,
1/19/2023 10:00,139,13.02,15.02524,
1/19/2023 11:00,140,13.17,15.15243,
1/19/2023 12:00,141,14.62,15.20591,
1/19/2023 13:00,142,14.58,15.39339,
1/19/2023 14:00,143,14.57,15.53306,
1/19/2023 15:00,144,13.35,15.65052,
1/19/2023 16:00,145,13.15,15.7676,
1/19/2023 17:00,146,13.1,15.85424,
1/19/2023 18:00,147,13.07,15.8594,
1/19/2023 19:00,148,13.05,15.79825,
1/19/2023 20:00,149,13.03,15.7424,
1/19/2023 21:00,150,13.02,15.69175,
1/19/2023 22:00,151,13.01,15.64593,
1/19/2023 23:00,152,13.01,15.54458,
1/20/2023 0:00,153,13,15.4945,
1/20/2023 1:00,154,13,15.5506,
1/20/2023 2:00,155,12.99,15.59767,
1/20/2023 3:00,156,12.98,15.63343,
1/20/2023 4:00,157,12.98,15.64012,
1/20/2023 5:00,158,12.97,15.73722,
1/20/2023 6:00,159,12.96,15.72704,
1/20/2023 7:00,160,12.95,15.68632,
1/20/2023 8:00,161,12.94,15.65067,
1/20/2023 9:00,162,12.95,15.60485,
1/20/2023 10:00,163,13.01,15.73724,
1/20/2023 11:00,164,13.12,15.9283,
1/20/2023 12:00,165,14.6,16.02767,
1/20/2023 13:00,166,14.61,16.4188,
1/20/2023 14:00,167,14.58,16.49539,
1/20/2023 15:00,168,13.39,16.62737,
1/20/2023 16:00,169,13.23,16.71424,
1/20/2023 17:00,170,13.14,16.95889,
1/20/2023 18:00,171,13.1,17.08103,
1/20/2023 19:00,172,13.08,17.16137,
1/20/2023 20:00,173,13.05,17.0967,
1/20/2023 21:00,174,13.03,17.06776,
1/20/2023 22:00,175,13,17.03086,
1/20/2023 23:00,176,12.98,17.00587,
1/21/2023 0:00,177,12.96,16.90958,
1/21/2023 1:00,178,12.94,16.89131,
1/21/2023 2:00,179,12.93,16.88127,
1/21/2023 3:00,180,12.92,16.90632,
1/21/2023 4:00,181,12.91,16.92937,
1/21/2023 5:00,182,12.91,16.89878,
1/21/2023 6:00,183,12.9,16.85837,
1/21/2023 7:00,184,12.9,16.86835,
1/21/2023 8:00,185,12.89,16.85346,
1/21/2023 9:00,186,12.9,16.92446,
1/21/2023 10:00,187,12.95,17.03135,
1/21/2023 11:00,188,12.9,16.98825,
1/21/2023 12:00,189,12.89,16.79023,
1/21/2023 13:00,190,12.96,16.68916,
1/21/2023 14:00,191,12.93,16.6518,
1/21/2023 15:00,192,12.94,16.63154,
1/21/2023 16:00,193,12.9,16.63163,
