Date,,,FDOM,CO2,CO2lo
8/20/2023 7:00,425,12.37,0.9080275,16685.01,4270.637
8/20/2023 8:00,426,12.6,0.9113611,16617.45,4320.329
8/20/2023 9:00,427,12.65,0.9066803,16765.5,4370.432
8/20/2023 10:00,428,12.63,0.9163171,16902.05,4396.715
8/20/2023 11:00,429,12.67,0.9075063,16949.49,4441.479
8/20/2023 12:00,430,12.51,0.8987045,16406.16,4346.202
8/20/2023 13:00,431,12.45,0.8953274,10775.97,4305.134
8/20/2023 14:00,432,12.48,0.8815849,10655.24,4308.83
8/20/2023 15:00,433,12.48,0.8732188,11799.38,4336.756
8/20/2023 16:00,434,12.44,0.887872,12276.59,4358.933
8/20/2023 17:00,435,12.41,0.8924522,12637.37,4348.255
8/20/2023 18:00,436,12.38,0.8970325,13180.7,4366.325
8/20/2023 19:00,437,12.34,0.8979485,13501.23,4336.756
8/20/2023 20:00,438,12.33,0.8933682,13738.4,4335.524
8/20/2023 21:00,439,12.32,0.8805435,13735.52,4330.596
8/20/2023 22:00,440,12.32,0.8915371,13655.03,4318.686
8/20/2023 23:00,441,12.31,0.8879577,13823.2,4323.204
8/21/2023 0:00,442,12.31,0.8780457,13942.5,4304.723
8/21/2023 1:00,443,12.29,0.9034449,14235.73,4304.313
8/21/2023 2:00,444,12.3,0.8821757,14393.84,4297.742
8/21/2023 3:00,445,12.28,0.8931929,14566.32,4271.047
8/21/2023 4:00,446,12.29,0.8937397,14771.87,4283.368
8/21/2023 5:00,447,12.28,0.8942844,14908.42,4277.618
8/21/2023 6:00,448,12.28,0.8918123,14984.6,4255.442
8/21/2023 7:00,449,12.3,0.8924522,15116.84,4241.889
8/21/2023 8:00,450,12.54,0.8686348,15299.38,4247.228
8/21/2023 9:00,451,12.71,0.8677187,15486.24,4260.781
8/21/2023 10:00,452,12.64,0.8763937,15740.66,4280.904
8/21/2023 11:00,453,12.64,0.8906201,15953.39,4303.081
8/21/2023 12:00,454,12.55,0.9071091,16114.37,4325.667
8/21/2023 13:00,455,12.55,0.8934643,16278.23,4353.594
8/21/2023 14:00,456,12.49,0.9091846,16378.85,4363.45
8/21/2023 15:00,457,12.45,0.9007882,16541.27,4377.824
8/21/2023 16:00,458,12.43,0.902189,16702.26,4413.142
8/21/2023 17:00,459,12.41,0.9180033,16847.43,4405.75
8/21/2023 18:00,460,12.39,0.922069,16879.05,4403.286
8/21/2023 19:00,461,12.36,0.8961955,16983.98,4417.249
8/21/2023 20:00,462,12.34,0.9026451,17019.92,4402.464
8/21/2023 21:00,463,12.31,0.8982136,16959.55,4381.52
8/21/2023 22:00,464,12.31,0.9052804,16868.99,4365.093
8/21/2023 23:00,465,12.3,0.8959694,16857.49,4365.914
8/22/2023 0:00,466,12.28,0.9162906,16762.63,4347.434
8/22/2023 1:00,467,12.28,0.9144449,16624.64,4312.526
8/22/2023 2:00,468,12.27,0.9163635,16610.27,4320.329
8/22/2023 3:00,469,12.27,0.8953037,16469.4,4284.189
8/22/2023 4:00,470,12.25,0.9099746,16455.03,4272.279
8/22/2023 5:00,471,12.25,0.8981273,16444.97,4274.333
8/22/2023 6:00,472,12.24,0.8981234,16417.66,4259.138
8/22/2023 7:00,473,12.28,0.9123472,16381.72,4241.068
8/22/2023 8:00,474,12.54,0.9071169,16370.23,4241.889
8/22/2023 9:00,475,12.75,0.8929137,16488.09,4262.423
8/22/2023 10:00,476,12.56,0.9102597,16581.52,4285.832
8/22/2023 11:00,477,12.57,0.8972842,16683.57,4305.544
8/22/2023 12:00,478,12.52,0.915694,16732.44,4324.025
8/22/2023 13:00,479,12.54,0.9193678,16759.75,4339.631
8/22/2023 14:00,480,12.47,0.9047158,16725.26,4356.879
8/22/2023 15:00,481,12.43,0.915023,16670.64,4359.754
8/22/2023 16:00,482,12.4,0.9166286,16705.13,4370.432
8/22/2023 17:00,483,12.38,0.9210824,16805.75,4404.107
8/22/2023 18:00,484,12.36,0.9238366,16810.06,4383.573
8/22/2023 19:00,485,12.34,0.9157122,16930.8,4407.393
8/22/2023 20:00,486,12.31,0.905583,16979.67,4394.251
8/22/2023 21:00,487,12.3,0.9201504,16929.36,4375.359
8/22/2023 22:00,488,12.28,0.9145979,16958.11,4387.269
8/22/2023 23:00,489,12.28,0.9081873,16994.04,4378.234
8/23/2023 0:00,490,12.26,0.9142091,16913.55,4346.202
8/23/2023 1:00,491,12.26,0.9108822,16910.68,4356.468
8/23/2023 2:00,492,12.25,0.9016378,16838.81,4329.364
8/23/2023 3:00,493,12.25,0.9062283,16828.75,4330.185
8/23/2023 4:00,494,12.23,0.8921332,16808.62,4297.742
8/23/2023 5:00,495,12.23,0.8935351,16876.18,4308.419
8/23/2023 6:00,496,12.22,0.892198,16772.69,4291.171
8/23/2023 7:00,497,12.26,0.8935775,16756.88,4267.352
8/23/2023 8:00,498,12.42,0.8897088,16834.5,4275.976
8/23/2023 9:00,499,12.68,0.8940151,16922.18,4317.865
8/23/2023 10:00,500,12.53,0.8989996,16963.86,4331.828
8/23/2023 11:00,501,12.49,0.9072808,17073.1,4346.202
8/23/2023 12:00,502,12.47,0.9285189,17165.09,4390.144
8/23/2023 13:00,503,12.45,0.9120468,17206.78,4385.216
8/23/2023 14:00,504,12.46,0.917545,17235.52,4397.125
8/23/2023 15:00,505,12.42,0.9392606,17232.65,4417.249
8/23/2023 16:00,506,12.38,0.9340274,17113.35,4400.822
8/23/2023 17:00,507,12.36,0.9147854,16942.3,4387.269
8/23/2023 18:00,508,12.34,0.9312434,16874.74,4405.339
8/23/2023 19:00,509,12.31,0.9247524,16804.31,4389.323
8/23/2023 20:00,510,12.29,0.9045331,16654.82,4361.807
8/23/2023 21:00,511,12.26,0.9147906,16595.89,4375.771
8/23/2023 22:00,512,12.26,0.9273832,16521.15,4346.202
8/23/2023 23:00,513,12.24,0.9007548,16475.15,4349.487
8/24/2023 0:00,514,12.24,0.9053862,16391.79,4313.347
8/24/2023 1:00,515,12.22,0.9268994,16421.97,4294.456
8/24/2023 2:00,516,12.22,0.9127226,16466.53,4282.136
8/24/2023 3:00,517,12.21,0.9013089,16447.84,4263.245
8/24/2023 4:00,518,12.21,0.9283111,16394.66,4246.407
8/24/2023 5:00,519,12.2,0.90176,16398.97,4248.871
8/24/2023 6:00,520,12.19,0.9173346,16439.22,4231.212
8/24/2023 7:00,521,12.22,0.9109527,16351.54,4208.214
8/24/2023 8:00,522,12.42,0.8913141,16421.97,4236.14
8/24/2023 9:00,523,12.67,0.8842077,16613.14,4292.403
8/24/2023 10:00,524,12.51,0.9144375,16774.13,4306.776
8/24/2023 11:00,525,12.48,0.9099867,16825.87,4336.345
8/24/2023 12:00,526,12.43,0.9228812,16920.74,4351.541
8/24/2023 13:00,527,12.42,0.9147748,16971.05,4376.181
8/24/2023 14:00,528,12.41,0.9230199,17090.35,4400.411
8/24/2023 15:00,529,12.37,0.9092977,17193.84,4415.195
8/24/2023 16:00,530,12.35,0.9028831,17257.08,4418.07
8/24/2023 17:00,531,12.32,0.9285414,17318.89,4416.427
8/24/2023 18:00,532,12.31,0.8955522,17376.38,4401.232
8/24/2023 19:00,533,12.28,0.9047031,17272.89,4366.325
8/24/2023 20:00,534,12.26,0.9110603,17199.59,4373.717
8/24/2023 21:00,535,12.23,0.9073305,17002.67,4319.918
8/24/2023 22:00,536,12.23,0.9109727,16879.05,4300.616
8/24/2023 23:00,537,12.21,0.9127966,16722.38,4265.708
8/25/2023 0:00,538,12.21,0.9219387,16600.21,4259.548
8/25/2023 1:00,539,12.2,0.9008991,16587.27,4247.639
8/25/2023 2:00,540,12.18,0.9082611,16462.22,4211.91
8/25/2023 3:00,541,12.18,0.9110202,16508.21,4186.037
8/25/2023 4:00,542,12.17,0.8995054,16586.12,4175.844
8/25/2023 5:00,543,12.17,0.8835747,16616.39,4170.114
8/25/2023 6:00,544,12.16,0.9171612,16698.19,4161.047
8/25/2023 7:00,545,12.2,0.9065038,16693.78,4170.056
8/25/2023 8:00,546,12.35,0.8998475,16739.64,4233.677
8/25/2023 9:00,547,12.65,0.8878723,16781.32,4323.205
8/25/2023 10:00,548,12.44,0.8970438,16975.37,4310.885
8/25/2023 11:00,549,12.46,0.8893753,17038.61,4344.15
8/25/2023 12:00,550,12.37,0.8964685,17096.11,4369.201
8/25/2023 13:00,551,12.37,0.9230433,17034.3,4389.735
8/25/2023 14:00,552,12.34,0.9414639,16949.49,4392.199
8/25/2023 15:00,553,12.32,0.9157122,16986.87,4443.944
8/25/2023 16:00,554,12.3,0.9147959,17028.55,4448.873
8/25/2023 17:00,555,12.29,0.920294,17074.54,4462.425
8/25/2023 18:00,556,12.26,0.934956,17244.15,4489.119
8/25/2023 19:00,557,12.24,0.9147959,17281.53,4438.195
8/25/2023 20:00,558,12.22,0.9045566,17330.4,4310.474
8/25/2023 21:00,559,12.2,0.900134,16920.75,4332.24
8/25/2023 22:00,560,12.18,0.9111304,16588.71,4320.741
8/25/2023 23:00,561,12.18,0.9028945,16299.8,4302.261
8/26/2023 0:00,562,12.17,0.8940662,16097.13,4292.404
8/26/2023 1:00,563,12.16,0.905075,15992.2,4287.887
8/26/2023 2:00,564,12.15,0.914134,15926.08,4284.191
8/26/2023 3:00,565,12.15,0.8908844,15950.52,4271.049
8/26/2023 4:00,566,12.14,0.8923417,15966.33,4237.784
8/26/2023 5:00,567,12.14,0.9116306,15930.4,4221.357
8/26/2023 6:00,568,12.13,0.895345,15900.21,4215.197
8/26/2023 7:00,569,12.17,0.8956246,15937.59,4232.449
8/26/2023 8:00,570,12.22,0.9021382,15916.02,4251.336
8/26/2023 9:00,571,12.6,0.8897108,15940.46,4306.367
8/26/2023 10:00,572,12.41,0.8988646,15996.52,4321.152
8/26/2023 11:00,573,12.44,0.8917141,16066.95,4377.004
8/26/2023 12:00,574,12.35,0.9092773,16127.32,4395.074
8/26/2023 13:00,575,12.33,0.9026287,16130.19,4399.181
8/26/2023 14:00,576,12.33,0.9037994,16202.06,4443.944
8/26/2023 15:00,577,12.29,0.9083813,16255.24,4451.336
8/26/2023 16:00,578,12.28,0.9184613,16275.37,4465.71
8/26/2023 17:00,579,12.26,0.920294,16417.67,4493.226
8/26/2023 18:00,580,12.24,0.9092977,16574.34,4468.585
8/26/2023 19:00,581,12.21,0.9138795,16549.9,4442.302
8/26/2023 20:00,582,12.19,0.8983012,16568.59,4400.002
8/26/2023 21:00,583,12.17,0.9202803,16467.97,4384.807
8/26/2023 22:00,584,12.17,0.9064764,16400.42,4351.953
8/26/2023 23:00,585,12.15,0.9000714,16276.8,4345.382
8/27/2023 0:00,586,12.15,0.9151659,16184.81,4291.172
8/27/2023 1:00,587,12.13,0.910113,16163.25,4268.174
8/27/2023 2:00,588,12.13,0.9028045,16102.88,4241.891
8/27/2023 3:00,589,12.12,0.9018171,16161.81,4234.499
8/27/2023 4:00,590,12.12,0.9080575,16171.88,4197.127
8/27/2023 5:00,591,12.11,0.8934969,16213.56,4204.108
8/27/2023 6:00,592,12.11,0.9202876,16259.15,4150.573
8/27/2023 7:00,593,12.12,0.9166193,16280.75,4188.368
8/27/2023 8:00,594,12.25,0.9072183,16427.73,4274.745
8/27/2023 9:00,595,12.57,0.8658875,16686.45,4414.786
8/27/2023 10:00,596,12.37,0.9136502,17120.54,4404.108
8/27/2023 11:00,597,12.38,0.8937179,17367.77,4461.604
8/27/2023 12:00,598,12.3,0.9111304,17560.38,4434.499
8/27/2023 13:00,599,12.3,0.9019667,17587.69,4450.104
8/27/2023 14:00,600,12.29,0.9029042,17521.57,4473.513
8/27/2023 15:00,601,12.26,0.9007007,17400.83,4474.745
8/27/2023 16:00,602,12.24,0.917545,17280.09,4492.815
8/27/2023 17:00,603,12.21,0.9138795,17219.72,4470.639
8/27/2023 18:00,604,12.2,0.9257923,17166.54,4444.355
8/27/2023 19:00,605,12.17,0.9083813,17086.04,4433.267
8/27/2023 20:00,606,12.15,0.9180527,16959.55,4380.7
8/27/2023 21:00,607,12.15,0.9129632,16886.25,4365.916
8/27/2023 22:00,608,12.13,0.9047158,16846,4355.238
8/27/2023 23:00,609,12.12,0.8927391,16703.7,4321.563
8/28/2023 0:00,610,12.11,0.900054,16627.52,4335.936
8/28/2023 1:00,611,12.11,0.8954333,16526.91,4280.905
8/28/2023 2:00,612,12.1,0.8981879,16518.28,4277.209
8/28/2023 3:00,613,12.09,0.9011061,16542.72,4280.495
8/28/2023 4:00,614,12.08,0.9080025,16502.47,4248.873
8/28/2023 5:00,615,12.08,0.8935963,16561.4,4228.749
8/28/2023 6:00,616,12.07,0.9036678,16628.96,4233.267
8/28/2023 7:00,617,12.1,0.9151844,16710.89,4276.388
8/28/2023 8:00,618,12.2,0.8971196,16858.94,4392.199
8/28/2023 9:00,619,12.49,0.8906209,17116.23,4571.665
8/28/2023 10:00,620,12.34,0.8954972,17569,4548.667
8/28/2023 11:00,621,12.34,0.907465,17903.91,4581.111
8/28/2023 12:00,622,12.29,0.9056321,18102.27,4572.076
8/28/2023 13:00,623,12.3,0.9157122,18329.37,4567.969
8/28/2023 14:00,624,12.25,0.9129632,18332.25,4537.168
8/28/2023 15:00,625,12.24,0.9084127,18388.3,4576.593
8/28/2023 16:00,626,12.21,0.9257923,18342.31,4547.435
8/28/2023 17:00,627,12.2,0.9102141,18310.68,4530.597
8/28/2023 18:00,628,12.18,0.9193777,18294.87,4526.901
8/28/2023 19:00,629,12.16,0.8937194,18178.45,4471.871
8/28/2023 20:00,630,12.13,0.9065486,18093.64,4464.478
8/28/2023 21:00,631,12.12,0.9056321,18004.52,4427.517
8/28/2023 22:00,632,12.1,0.9056321,17902.47,4444.355
8/28/2023 23:00,633,12.1,0.9202794,17820.54,4437.784
8/29/2023 0:00,634,12.09,0.8799564,17635.12,4403.287
8/29/2023 1:00,635,12.08,0.9031588,17616.43,4381.111
8/29/2023 2:00,636,12.08,0.9172,17487.07,4355.238
8/29/2023 3:00,637,12.06,0.9019125,17073.11,4315.402
8/29/2023 4:00,638,12.06,0.8929104,16808.63,4292.815
8/29/2023 5:00,639,12.05,0.9028143,16636.15,4315.402
8/29/2023 6:00,640,12.05,0.9045771,16570.03,4312.117
8/29/2023 7:00,641,12.05,0.9157126,16634.71,4324.026
8/29/2023 8:00,642,12.1,0.9038557,16640.46,4347.435
8/29/2023 9:00,643,12.33,0.8970511,16920.75,4506.367
8/29/2023 10:00,644,12.23,0.9185655,17065.92,4495.279
8/29/2023 11:00,645,12.35,0.8752333,17239.84,4609.448
8/29/2023 12:00,646,12.29,0.9014443,17320.34,4610.68
8/29/2023 13:00,647,12.3,0.9074644,17462.63,4582.753
8/29/2023 14:00,648,12.24,0.9184613,17599.19,4581.111
8/29/2023 15:00,649,12.21,0.9164001,17737.17,4603.698
8/29/2023 16:00,650,12.19,0.9186035,17869.41,4607.805
8/29/2023 17:00,651,12.16,0.9166286,17857.91,4583.575
8/29/2023 18:00,652,12.14,0.9235612,17880.91,4582.753
8/29/2023 19:00,653,12.1,0.917545,17800.42,4460.782
8/29/2023 20:00,654,12.09,0.899599,17245.59,4248.462
8/29/2023 21:00,655,12.06,0.9122686,16373.48,4270.737
8/29/2023 22:00,656,12.05,0.8940904,15614.12,4238.16
8/29/2023 23:00,657,12.04,0.9010503,15054.01,4241.59
8/30/2023 0:00,658,12.04,0.9081372,14978.21,4244.99
8/30/2023 1:00,659,12.03,0.9119933,15378.01,4256.542
8/30/2023 2:00,660,12.03,0.8808903,15762.68,4250.638
8/30/2023 3:00,661,12.01,0.9062078,16057.17,4250.592
8/30/2023 4:00,662,12.02,0.9100646,15789.71,4248.1
8/30/2023 5:00,663,12,0.9111167,15526.49,4238.195
8/30/2023 6:00,664,12.01,0.9092773,15332.54,4233.704
8/30/2023 7:00,665,12.01,0.8951726,14781.94,4225.053
8/30/2023 8:00,666,12,0.9221159,14349.29,4225.055
8/30/2023 9:00,667,12,0.9058295,13959.76,4220.536
8/30/2023 10:00,668,12.01,0.9096826,13570.23,4223.821
8/30/2023 11:00,669,12.06,0.8999587,13231.01,4228.749
8/30/2023 12:00,670,12.03,0.9109566,13070.03,4234.499
8/30/2023 13:00,671,12.03,0.8926494,13081.52,4236.552
8/30/2023 14:00,672,12,0.9008884,13167.77,4243.123
8/30/2023 15:00,673,12.02,0.9275285,13271.26,4248.462
8/30/2023 16:00,674,12.05,0.9155055,13468.18,4253.39
8/30/2023 17:00,675,12.02,0.9053192,13682.35,4266.532
8/30/2023 18:00,676,12,0.9282076,13814.58,4269.817
8/30/2023 19:00,677,11.99,0.9127645,13909.45,4271.459
8/30/2023 20:00,678,11.97,0.9118704,13974.13,4269.406
8/30/2023 21:00,679,11.98,0.9055094,14002.88,4259.139
8/30/2023 22:00,680,11.97,0.916304,14028.75,4242.302
8/30/2023 23:00,681,11.97,0.9177512,14138.02,4229.99
8/31/2023 0:00,682,11.95,0.9015031,14250.76,4221.55
8/31/2023 1:00,683,11.95,0.9001335,14395.06,4218.428
8/31/2023 2:00,684,11.94,0.9111165,14550.81,4212.411
8/31/2023 3:00,685,11.95,0.8957348,14662.62,4193.838
8/31/2023 4:00,686,11.93,0.8910561,14728.07,4168.589
8/31/2023 5:00,687,11.94,0.9056321,14827.31,4174.346
8/31/2023 6:00,688,11.92,0.8882211,15033.52,4170.832
8/31/2023 7:00,689,12.04,0.8905098,15098.19,4141.662
8/31/2023 8:00,690,12.16,0.8972422,15336.79,4173.727
8/31/2023 9:00,691,12.39,0.892455,15461.81,4167.147
8/31/2023 10:00,692,12.18,0.8945657,15698.98,4212.322
8/31/2023 11:00,693,12.28,0.8973181,15875.78,4232.445
8/31/2023 12:00,694,12.12,0.8983012,16058.32,4270.638
8/31/2023 13:00,695,12.31,0.9023533,16179.06,4274.745
8/31/2023 14:00,696,12.12,0.9128195,16281.12,4283.369
8/31/2023 15:00,697,12.11,0.9138795,16377.42,4291.994
8/31/2023 16:00,698,12.08,0.9047158,16528.34,4314.17
8/31/2023 17:00,699,12.07,0.9147959,16640.46,4347.846
8/31/2023 18:00,700,12.04,0.9147959,16687.89,4348.256
8/31/2023 19:00,701,12.03,0.9042813,16768.38,4337.168
8/31/2023 20:00,702,12,0.9230433,16748.26,4342.917
8/31/2023 21:00,703,12,0.8873048,16732.45,4316.634
8/31/2023 22:00,704,11.97,0.8992176,16722.39,4327.723
8/31/2023 23:00,705,11.96,0.9166286,16626.08,4289.94
9/1/2023 0:00,706,11.94,0.9062092,16639.02,4294.868
9/1/2023 1:00,707,11.94,0.8962939,16601.71,4287.902
9/1/2023 2:00,708,11.94,0.9023533,16495.38,4260.395
9/1/2023 3:00,709,11.92,0.8992072,16444.52,4240.09
9/1/2023 4:00,710,11.92,0.8836393,16433.63,4232.075
9/1/2023 5:00,711,11.91,0.8992176,16432.13,4224.254
9/1/2023 6:00,712,11.91,0.9119933,16426.16,4215.942
9/1/2023 7:00,713,11.91,0.9047158,16413.57,4207.45
9/1/2023 8:00,714,12.02,0.9000852,16387.5,4207.809
9/1/2023 9:00,715,12.18,0.9126759,16452.16,4232.445
9/1/2023 10:00,716,12.18,0.9080437,16611.71,4259.139
9/1/2023 11:00,717,12.13,0.9228543,16713.76,4285.833
9/1/2023 12:00,718,12.08,0.8964949,16827.32,4280.084
9/1/2023 13:00,719,12.06,0.9211847,16909.25,4298.154
9/1/2023 14:00,720,12.02,0.9147688,16935.12,4310.885
9/1/2023 15:00,721,12.01,0.9265542,16871.88,4305.546
9/1/2023 16:00,722,11.98,0.9169085,16870.44,4287.476
9/1/2023 17:00,723,11.95,0.9175428,16692.2,4291.172
9/1/2023 18:00,724,11.95,0.9212104,16240.87,4302.671
9/1/2023 19:00,725,11.91,0.9065486,15704.73,4272.692
9/1/2023 20:00,726,11.91,0.9097898,15548.05,4268.585
9/1/2023 21:00,727,11.9,0.9241049,15486.32,4277.229
9/1/2023 22:00,728,11.9,0.9129632,15169,4264.997
9/1/2023 23:00,729,11.89,0.8928031,14822.3,4241.515
9/2/2023 0:00,730,11.89,0.9028831,14650.38,4222.382
9/2/2023 1:00,731,11.88,0.9028831,14579.58,4209.135
9/2/2023 2:00,732,11.88,0.9166754,14615.92,4204.733
9/2/2023 3:00,733,11.87,0.9004253,14700.65,4205.938
9/2/2023 4:00,734,11.87,0.9097898,14830.8,4202.456
9/2/2023 5:00,735,11.86,0.9037994,14929.93,4181.081
9/2/2023 6:00,736,11.86,0.9158492,14970.63,4166.838
9/2/2023 7:00,737,11.85,0.8964685,15163.09,4185.271
9/2/2023 8:00,738,11.87,0.9194034,15335.58,4181.18
9/2/2023 9:00,739,11.87,0.9021907,15374.13,4163.862
9/2/2023 10:00,740,11.92,0.9140018,15553.8,4193.02
9/2/2023 11:00,741,12,0.9155579,15727.73,4204.93
9/2/2023 12:00,742,12.02,0.9069667,15803.91,4200.413
9/2/2023 13:00,743,11.96,0.9144375,15933.27,4228.749
9/2/2023 14:00,744,11.94,0.9236842,16020.95,4252.979
9/2/2023 15:00,745,11.91,0.9084082,16115.82,4267.353
9/2/2023 16:00,746,11.91,0.9277014,16151.75,4281.727
9/2/2023 17:00,747,11.88,0.9191837,16135.94,4284.191
9/2/2023 18:00,748,11.87,0.9093401,16094.26,4281.316
9/2/2023 19:00,749,11.87,0.9209348,15987.89,4272.281
9/2/2023 20:00,750,11.85,0.8992344,15890.15,4260.782
9/2/2023 21:00,751,11.85,0.9204353,15789.53,4247.641
9/2/2023 22:00,752,11.83,0.9378719,15719.1,4232.856
9/2/2023 23:00,753,11.83,0.9186035,15641.83,4220.218
9/3/2023 0:00,754,11.82,0.900134,15569.05,4205.986
9/3/2023 1:00,755,11.82,0.9081372,15526.38,4196.23
9/3/2023 2:00,756,11.81,0.9129632,15496.31,4195.832
9/3/2023 3:00,757,11.81,0.8937194,15490.64,4191.744
9/3/2023 4:00,758,11.79,0.9184613,15366.1,4155.743
9/3/2023 5:00,759,11.8,0.9029042,15370.76,4155.015
9/3/2023 6:00,760,11.78,0.9084127,15365.01,4133.653
9/3/2023 7:00,761,11.89,0.9129632,15386.58,4136.118
9/3/2023 8:00,762,12.08,0.8955408,15423.62,4118.825
9/3/2023 9:00,763,12.25,0.8954997,15608.43,4165.095
9/3/2023 10:00,764,12.08,0.9069571,15691.79,4158.934
9/3/2023 11:00,765,12.06,0.9255221,15921.77,4203.698
9/3/2023 12:00,766,12.03,0.9091051,15928.96,4198.77
9/3/2023 13:00,767,12.16,0.9174228,16062.63,4233.677
9/3/2023 14:00,768,11.99,0.9284136,16166.13,4229.16
9/3/2023 15:00,769,11.97,0.9284742,16176.19,4239.427
9/3/2023 16:00,770,11.95,0.9193748,16282.55,4268.174
9/3/2023 17:00,771,11.93,0.920294,16381.73,4279.673
9/3/2023 18:00,772,11.91,0.920294,16397.54,4282.958
9/3/2023 19:00,773,11.9,0.9271418,16424.85,4282.548
9/3/2023 20:00,774,11.87,0.937705,16398.98,4277.209
9/3/2023 21:00,775,11.86,0.9309977,16348.67,4266.942
9/3/2023 22:00,776,11.84,0.9232857,16308.42,4255.854
9/3/2023 23:00,777,11.83,0.9276251,16257.13,4244.027
9/4/2023 0:00,778,11.81,0.9184613,16178.2,4227.187
9/4/2023 1:00,779,11.8,0.9294578,16046.04,4198.015
9/4/2023 2:00,780,11.79,0.920294,15895.46,4168.952
9/4/2023 3:00,781,11.79,0.9389851,15894.14,4179.253
9/4/2023 4:00,782,11.77,0.9276251,15770.49,4136.939
9/4/2023 5:00,783,11.77,0.9406377,15784.87,4144.334
9/4/2023 6:00,784,11.75,0.9294578,15629.58,4110.647
9/4/2023 7:00,785,11.89,0.9232857,15585,4086.819
9/4/2023 8:00,786,12.15,0.9166286,15637.65,4108.07
9/4/2023 9:00,787,12.24,0.9035264,15693.24,4144.152
9/4/2023 10:00,788,12.02,0.9172159,15865.71,4144.971
9/4/2023 11:00,789,12.14,0.9330215,16051.14,4208.215
9/4/2023 12:00,790,11.96,0.9404536,16071.26,4184.396
9/4/2023 13:00,791,12.21,0.924876,16187.69,4231.624
9/4/2023 14:00,792,11.95,0.9331232,16242.31,4219.714
9/4/2023 15:00,793,11.94,0.9477851,16295.49,4246.819
9/4/2023 16:00,794,11.91,0.9551162,16427.73,4266.121
9/4/2023 17:00,795,11.9,0.9633634,16437.79,4255.443
9/4/2023 18:00,796,11.9,0.9651507,16466.54,4257.086
9/4/2023 19:00,797,11.87,0.9303741,16486.66,4259.55
9/4/2023 20:00,798,11.86,0.942287,16493.85,4257.907
9/4/2023 21:00,799,11.84,0.949176,16485.22,4255.854
9/4/2023 22:00,800,11.82,0.9468688,16502.92,4238.311
9/4/2023 23:00,801,11.8,0.9441197,16395.38,4201.786
9/5/2023 0:00,802,11.8,0.9239596,16290.37,4196.757
9/5/2023 1:00,803,11.78,0.9249383,16229.15,4166.104
9/5/2023 2:00,804,11.77,0.9340396,16161.59,4165.286
9/5/2023 3:00,805,11.75,0.9274172,16004.86,4138.583
9/5/2023 4:00,806,11.75,0.9221269,15856.76,4113.933
9/5/2023 5:00,807,11.73,0.9480742,15805,4100.376
9/5/2023 6:00,808,11.73,0.9349705,15677.03,4069.565
9/5/2023 7:00,809,11.84,0.9387789,15472.85,4038.754
9/5/2023 8:00,810,11.92,0.9312923,15423.96,4057.651
9/5/2023 9:00,811,12.15,0.9404218,15554.59,4113.967
9/5/2023 10:00,812,12.03,0.9475495,15625.67,4111.706
9/5/2023 11:00,813,12.07,0.9484993,15783.78,4147.024
9/5/2023 12:00,814,12.01,0.9459165,15916.02,4157.292
9/5/2023 13:00,815,12.02,0.950534,15957.71,4183.575
9/5/2023 14:00,816,11.99,0.9679452,16023.83,4176.183
9/5/2023 15:00,817,11.94,0.9615307,16161.81,4217.661
9/5/2023 16:00,818,11.91,0.9716108,16229.37,4209.037
9/5/2023 17:00,819,11.89,0.9541998,16328.55,4246.819
9/5/2023 18:00,820,11.87,0.962447,16371.67,4248.873
9/5/2023 19:00,821,11.85,0.9743599,16352.98,4221.768
9/5/2023 20:00,822,11.84,0.9606143,16305.55,4222.178
9/5/2023 21:00,823,11.81,0.9651961,16219.31,4197.127
9/5/2023 22:00,824,11.8,0.9487015,16147.1,4203.573
9/5/2023 23:00,825,11.78,0.9514506,16049.64,4177.327
9/6/2023 0:00,826,11.77,0.9634982,15984.17,4188.144
9/6/2023 1:00,827,11.75,0.9661125,15797.8,4151.728
9/6/2023 2:00,828,11.75,0.9610194,15734.54,4139.815
9/6/2023 3:00,829,11.73,0.9497268,15649.71,4139.404
9/6/2023 4:00,830,11.73,0.9541998,15562,4131.188
9/6/2023 5:00,831,11.72,0.9585404,15446.97,4113.933
9/6/2023 6:00,832,11.72,0.9578652,15372.2,4089.695
9/6/2023 7:00,833,11.81,0.9574388,15277.3,4077.781
9/6/2023 8:00,834,12.08,0.9505268,15354.21,4125.674
9/6/2023 9:00,835,12.17,0.9448012,15382.77,4219.717
9/6/2023 10:00,836,11.97,0.9649534,15688.92,4186.86
9/6/2023 11:00,837,12.14,0.9533021,15845.59,4257.497
9/6/2023 12:00,838,11.92,0.9807744,15881.53,4224.643
9/6/2023 13:00,839,12.02,0.9835235,15940.46,4242.302
9/6/2023 14:00,840,11.9,0.9932444,15956.27,4253.801
9/6/2023 15:00,841,11.87,0.9890218,15916.02,4269.406
9/6/2023 16:00,842,11.87,0.9853563,15950.52,4294.458
9/6/2023 17:00,843,11.85,0.9862775,16077.01,4319.509
9/6/2023 18:00,844,11.84,0.9698126,16072.7,4343.739
9/6/2023 19:00,845,11.82,0.9761952,16064.07,4310.474
9/6/2023 20:00,846,11.8,0.962448,16012.33,4289.119
9/6/2023 21:00,847,11.79,0.9844325,16013.45,4277.509
9/6/2023 22:00,848,11.76,0.9742416,16011.4,4266.667
9/6/2023 23:00,849,11.75,0.9642807,15898.66,4228.279
