Date,,,FDOM,CO2,CO2lo
8/14/2023 21:00,295,12.51,0.8741964,15855.65,4328.953
8/14/2023 22:00,296,12.51,0.8576422,15880.08,4316.633
8/14/2023 23:00,297,12.49,0.8539779,15842.71,4294.045
8/15/2023 0:00,298,12.5,0.8668027,16003.7,4270.637
8/15/2023 1:00,299,12.48,0.8668027,16338.6,4252.567
8/15/2023 2:00,300,12.48,0.870887,16597.33,4241.479
8/15/2023 3:00,301,12.47,0.8759632,16817.25,4236.14
8/15/2023 4:00,302,12.48,0.8622224,17126.28,4237.783
8/15/2023 5:00,303,12.47,0.859323,17349.08,4239.015
8/15/2023 6:00,304,12.47,0.8777953,17462.63,4230.391
8/15/2023 7:00,305,12.53,0.8664817,17504.31,4229.569
8/15/2023 8:00,306,12.87,0.8585582,17451.13,4282.546
8/15/2023 9:00,307,12.65,0.8411531,17363.45,4259.959
8/15/2023 10:00,308,12.73,0.8587723,17291.58,4301.027
8/15/2023 11:00,309,12.79,0.8741311,17359.14,4370.432
8/15/2023 12:00,310,12.71,0.8785963,17372.07,4384.805
8/15/2023 13:00,311,12.61,0.8576421,17399.38,4359.343
8/15/2023 14:00,312,12.55,0.8645543,17323.2,4308.83
8/15/2023 15:00,313,12.52,0.872299,17091.79,4294.456
8/15/2023 16:00,314,12.52,0.8658866,16828.75,4305.955
8/15/2023 17:00,315,12.52,0.8763937,16470.84,4317.043
8/15/2023 18:00,316,12.5,0.8613063,16035.32,4297.742
8/15/2023 19:00,317,12.47,0.8613063,15655.85,4319.918
8/15/2023 20:00,318,12.47,0.870061,15389.94,4285.011
8/15/2023 21:00,319,12.47,0.870887,15328.13,4291.171
8/15/2023 22:00,320,12.46,0.8777953,15343.94,4299.384
8/15/2023 23:00,321,12.47,0.8780457,15299.38,4280.904
8/16/2023 0:00,322,12.46,0.8970437,15355.44,4266.119
8/16/2023 1:00,323,12.46,0.8730897,15431.62,4275.154
8/16/2023 2:00,324,12.44,0.8761183,15468.99,4282.546
8/16/2023 3:00,325,12.45,0.8732151,15420.12,4277.208
8/16/2023 4:00,326,12.44,0.8686348,15451.75,4264.066
8/16/2023 5:00,327,12.44,0.8649706,15411.5,4251.746
8/16/2023 6:00,328,12.43,0.8631384,15351.13,4242.711
8/16/2023 7:00,329,12.49,0.8677187,15320.94,4247.228
8/16/2023 8:00,330,12.72,0.8649706,15461.81,4293.224
8/16/2023 9:00,331,12.58,0.8970325,15460.28,4273.897
8/16/2023 10:00,332,12.59,0.8768793,15566.73,4316.222
8/16/2023 11:00,333,12.69,0.887872,15660.16,4343.737
8/16/2023 12:00,334,12.66,0.8686348,15731.95,4368.354
8/16/2023 13:00,335,12.62,0.8777953,15842.71,4367.557
8/16/2023 14:00,336,12.58,0.8843783,15950.51,4370.021
8/16/2023 15:00,337,12.51,0.8622224,16176.18,4328.542
8/16/2023 16:00,338,12.46,0.8768793,16125.87,4304.313
8/16/2023 17:00,339,12.46,0.8622224,16081.31,4299.384
8/16/2023 18:00,340,12.44,0.8732151,15997.95,4287.064
8/16/2023 19:00,341,12.44,0.8814596,15920.33,4261.602
8/16/2023 20:00,342,12.42,0.872299,15852.77,4249.692
8/16/2023 21:00,343,12.42,0.8732151,15785.21,4240.657
8/16/2023 22:00,344,12.41,0.8842077,15724.85,4231.623
8/16/2023 23:00,345,12.42,0.872299,15717.66,4232.033
8/17/2023 0:00,346,12.41,0.8865811,15766.53,4236.551
8/17/2023 1:00,347,12.41,0.8777953,15802.46,4233.265
8/17/2023 2:00,348,12.39,0.8854797,15802.46,4206.982
8/17/2023 3:00,349,12.39,0.871713,15736.34,4192.197
8/17/2023 4:00,350,12.38,0.8622224,15808.21,4207.803
8/17/2023 5:00,351,12.39,0.8835523,15744.97,4174.538
8/17/2023 6:00,352,12.38,0.8732151,15743.53,4186.037
8/17/2023 7:00,353,12.45,0.8741311,15746.41,4175.359
8/17/2023 8:00,354,12.8,0.8704669,15726.28,4232.444
8/17/2023 9:00,355,12.92,0.8474836,15788.03,4268.18
8/17/2023 10:00,356,12.73,0.8704669,16041.74,4300.821
8/17/2023 11:00,357,12.71,0.9006968,16183.37,4364.271
8/17/2023 12:00,358,12.68,0.9025289,16191.99,4379.466
8/17/2023 13:00,359,12.67,0.8846537,16174.74,4375.359
8/17/2023 14:00,360,12.66,0.9098573,16046.82,4396.715
8/17/2023 15:00,361,12.55,0.8805237,15926.08,4313.347
8/17/2023 16:00,362,12.53,0.8739157,15333.88,4296.509
8/17/2023 17:00,363,12.51,0.8802483,14932.85,4312.526
8/17/2023 18:00,364,12.49,0.8816251,14747.43,4313.758
8/17/2023 19:00,365,12.44,0.9006968,14569.2,4284.189
8/17/2023 20:00,366,12.43,0.8852043,14554.83,4276.386
8/17/2023 21:00,367,12.41,0.8860303,14655.44,4285.421
8/17/2023 22:00,368,12.4,0.8814596,14705.75,4285.421
8/17/2023 23:00,369,12.39,0.887872,14633.88,4267.762
8/18/2023 0:00,370,12.39,0.8832771,14675.56,4248.46
8/18/2023 1:00,371,12.38,0.8953917,14780.49,4236.961
8/18/2023 2:00,372,12.38,0.8863057,14935.73,4232.854
8/18/2023 3:00,373,12.37,0.887872,15049.28,4231.212
8/18/2023 4:00,374,12.37,0.8906201,15139.83,4222.587
8/18/2023 5:00,375,12.36,0.8964931,15135.52,4200
8/18/2023 6:00,376,12.36,0.8942844,15124.02,4185.216
8/18/2023 7:00,377,12.45,0.8952004,15217.45,4204.107
8/18/2023 8:00,378,12.6,0.8768793,15372.69,4220.124
8/18/2023 9:00,379,12.86,0.8759632,15422.73,4227.031
8/18/2023 10:00,380,12.68,0.9016128,15556.58,4241.041
8/18/2023 11:00,381,12.68,0.9077817,15635.73,4275.154
8/18/2023 12:00,382,12.69,0.8906201,15726.28,4299.795
8/18/2023 13:00,383,12.64,0.9098573,15825.46,4328.132
8/18/2023 14:00,384,12.59,0.905277,15870.02,4347.434
8/18/2023 15:00,385,12.57,0.8978697,15884.39,4340.042
8/18/2023 16:00,386,12.56,0.9364229,16094.25,4378.645
8/18/2023 17:00,387,12.53,0.905277,16160.37,4372.485
8/18/2023 18:00,388,12.51,0.9091775,16288.29,4406.982
8/18/2023 19:00,389,12.47,0.9126198,16409.04,4402.464
8/18/2023 20:00,390,12.44,0.8942899,16384.6,4377.413
8/18/2023 21:00,391,12.41,0.9016128,16397.54,4384.395
8/18/2023 22:00,392,12.41,0.9044777,16411.91,4383.163
8/18/2023 23:00,393,12.38,0.8952004,16332.85,4350.308
8/19/2023 0:00,394,12.38,0.8933682,16332.85,4360.986
8/19/2023 1:00,395,12.38,0.8799731,16243.74,4323.204
8/19/2023 2:00,396,12.36,0.8933682,16266.73,4326.078
8/19/2023 3:00,397,12.36,0.9042023,16167.56,4312.937
8/19/2023 4:00,398,12.35,0.9098573,16104.31,4288.296
8/19/2023 5:00,399,12.35,0.9071091,16061.19,4269.405
8/19/2023 6:00,400,12.33,0.8988646,16033.88,4262.834
8/19/2023 7:00,401,12.41,0.9031119,15999.38,4261.602
8/19/2023 8:00,402,12.66,0.9025289,15966.32,4284.189
8/19/2023 9:00,403,12.86,0.8904357,16109.06,4316.365
8/19/2023 10:00,404,12.67,0.9064051,16289.73,4349.076
8/19/2023 11:00,405,12.66,0.9028444,16429.16,4389.323
8/19/2023 12:00,406,12.59,0.9239501,16541.27,4425.873
8/19/2023 13:00,407,12.64,0.9155153,16647.64,4406.982
8/19/2023 14:00,408,12.55,0.9092609,16789.94,4413.963
8/19/2023 15:00,409,12.53,0.9230154,16950.92,4439.836
8/19/2023 16:00,410,12.49,0.9257727,17147.84,4449.282
8/19/2023 17:00,411,12.48,0.923945,17257.08,4440.657
8/19/2023 18:00,412,12.46,0.9127874,17277.21,4432.854
8/19/2023 19:00,413,12.44,0.9164612,17261.4,4424.641
8/19/2023 20:00,414,12.4,0.913309,17247.02,4405.75
8/19/2023 21:00,415,12.39,0.9016258,17170.84,4374.949
8/19/2023 22:00,416,12.37,0.9098573,17114.78,4368.378
8/19/2023 23:00,417,12.36,0.906193,17088.91,4352.362
8/20/2023 0:00,418,12.35,0.8961165,17012.73,4341.273
8/20/2023 1:00,419,12.35,0.9025289,16904.93,4301.848
8/20/2023 2:00,420,12.33,0.9171464,16837.37,4287.475
8/20/2023 3:00,421,12.33,0.9162697,16748.25,4270.637
8/20/2023 4:00,422,12.32,0.9033763,16674.95,4250.103
8/20/2023 5:00,423,12.32,0.9080251,16600.21,4244.764
8/20/2023 6:00,424,12.31,0.9034555,16626.08,4254.209
