Date,Rep,V,CDOM,CO2
5/2/2023 14:00,1269,12.65,16.76064,
5/2/2023 15:00,1270,12.65,16.52357,
5/2/2023 16:00,1271,12.63,16.53534,
5/2/2023 17:00,1272,12.61,16.21869,
5/2/2023 18:00,1273,12.6,16.0317,
5/2/2023 19:00,1274,12.59,16.23423,
5/2/2023 20:00,1275,12.58,15.97522,
5/2/2023 21:00,1276,12.57,15.92163,
5/2/2023 22:00,1277,12.56,15.42345,
5/2/2023 23:00,1278,12.55,16.13119,
5/3/2023 0:00,1279,12.54,14.32848,
5/3/2023 1:00,1280,12.53,14.16698,
5/3/2023 2:00,1281,12.53,13.85728,
5/3/2023 3:00,1282,12.52,14.01239,
5/3/2023 4:00,1283,12.51,14.0475,
5/3/2023 5:00,1284,12.5,14.39848,
5/3/2023 6:00,1285,12.49,14.36481,
5/3/2023 7:00,1286,12.49,14.3042,
5/3/2023 8:00,1287,12.49,14.23685,
5/3/2023 9:00,1288,12.51,13.98095,
5/3/2023 10:00,1289,12.52,13.79,
5/3/2023 11:00,1290,12.52,13.45113,
5/3/2023 12:00,1291,12.56,13.51813,
5/3/2023 13:00,1292,12.55,13.21404,
5/3/2023 14:00,1293,12.54,12.84822,
5/3/2023 15:00,1294,12.54,13.33315,
5/3/2023 16:00,1295,12.54,13.23108,
5/3/2023 17:00,1296,12.5,13.15038,
5/3/2023 18:00,1297,12.5,13.15839,
5/3/2023 19:00,1298,12.49,13.27919,
5/3/2023 20:00,1299,12.48,13.82775,
5/3/2023 21:00,1300,12.47,13.41043,
5/3/2023 22:00,1301,12.46,13.69354,
5/3/2023 23:00,1302,12.45,13.87078,
5/4/2023 0:00,1303,12.44,13.76421,
5/4/2023 1:00,1304,12.43,13.55664,
5/4/2023 2:00,1305,12.42,13.78563,
5/4/2023 3:00,1306,12.41,13.84557,
5/4/2023 4:00,1307,12.4,13.49014,
5/4/2023 5:00,1308,12.39,13.6594,
5/4/2023 6:00,1309,12.38,13.23667,
5/4/2023 7:00,1310,12.38,12.96753,
5/4/2023 8:00,1311,12.39,13.14942,
5/4/2023 9:00,1312,12.41,13.34805,
5/4/2023 10:00,1313,12.44,13.21859,
5/4/2023 11:00,1314,12.43,12.7647,
5/4/2023 12:00,1315,12.51,12.8923,
5/4/2023 13:00,1316,12.47,13.20537,
5/4/2023 14:00,1317,12.46,12.13487,
5/4/2023 15:00,1318,12.47,12.81477,
5/4/2023 16:00,1319,12.47,12.72636,
5/4/2023 17:00,1320,12.44,12.72695,
5/4/2023 18:00,1321,12.43,12.61306,
5/4/2023 19:00,1322,12.42,13.79049,
5/4/2023 20:00,1323,12.41,14.21799,
5/4/2023 21:00,1324,12.4,13.92229,
5/4/2023 22:00,1325,12.39,14.01182,
5/4/2023 23:00,1326,12.38,14.14018,
5/5/2023 0:00,1327,12.37,14.58694,
5/5/2023 1:00,1328,12.36,14.22338,
5/5/2023 2:00,1329,12.36,14.29073,
5/5/2023 3:00,1330,12.34,14.18297,
5/5/2023 4:00,1331,12.33,14.37813,
5/5/2023 5:00,1332,12.33,14.56002,
5/5/2023 6:00,1333,12.32,14.37939,
5/5/2023 7:00,1334,12.32,14.0238,
5/5/2023 8:00,1335,12.33,14.22356,
5/5/2023 9:00,1336,12.36,14.27054,
5/5/2023 10:00,1337,12.37,14.38162,
5/5/2023 11:00,1338,12.37,13.8413,
5/5/2023 12:00,1339,12.43,14.108,
5/5/2023 13:00,1340,12.44,14.29545,
5/5/2023 14:00,1341,12.44,14.23538,
5/5/2023 15:00,1342,12.45,14.00627,
5/5/2023 16:00,1343,12.4,13.86467,
5/5/2023 17:00,1344,12.38,14.1267,
5/5/2023 18:00,1345,12.37,13.64891,
5/5/2023 19:00,1346,12.35,13.37397,
5/5/2023 20:00,1347,12.34,14.07694,
5/5/2023 21:00,1348,12.34,13.8818,
5/5/2023 22:00,1349,12.33,14.10393,
5/5/2023 23:00,1350,12.32,13.81439,
5/6/2023 0:00,1351,12.32,14.46081,
5/6/2023 1:00,1352,12.31,14.22558,
5/6/2023 2:00,1353,12.3,13.56732,
5/6/2023 3:00,1354,12.3,13.3589,
5/6/2023 4:00,1355,12.29,12.97485,
5/6/2023 5:00,1356,12.29,13.56066,
5/6/2023 6:00,1357,12.29,19.25063,
5/6/2023 7:00,1358,12.29,18.92078,
5/6/2023 8:00,1359,12.3,18.68525,
5/6/2023 9:00,1360,12.3,18.28508,
5/6/2023 10:00,1361,12.29,18.27125,
5/6/2023 11:00,1362,12.3,17.86061,
5/6/2023 12:00,1363,12.35,17.77313,
5/6/2023 13:00,1364,12.37,17.66508,
5/6/2023 14:00,1365,12.33,17.66248,
5/6/2023 15:00,1366,12.34,17.65013,
5/6/2023 16:00,1367,12.33,17.82879,
5/6/2023 17:00,1368,12.31,17.50531,
5/6/2023 18:00,1369,12.29,17.54317,
5/6/2023 19:00,1370,12.27,18.0017,
5/6/2023 20:00,1371,12.27,17.62453,
5/6/2023 21:00,1372,12.26,16.48721,
5/6/2023 22:00,1373,12.25,16.91855,
5/6/2023 23:00,1374,12.25,16.81328,
5/7/2023 0:00,1375,12.24,16.6853,
5/7/2023 1:00,1376,12.23,16.83375,
5/7/2023 2:00,1377,12.23,16.59286,
5/7/2023 3:00,1378,12.22,16.49957,
5/7/2023 4:00,1379,12.22,16.44579,
5/7/2023 5:00,1380,12.21,16.6208,
5/7/2023 6:00,1381,12.2,16.75557,
5/7/2023 7:00,1382,12.2,16.08212,
5/7/2023 8:00,1383,12.21,16.0013,
5/7/2023 9:00,1384,12.22,16.62506,
5/7/2023 10:00,1385,12.25,17.14027,
5/7/2023 11:00,1386,12.26,17.56181,
5/7/2023 12:00,1387,12.29,17.44559,
5/7/2023 13:00,1388,12.28,17.49179,
5/7/2023 14:00,1389,12.28,17.86911,
5/7/2023 15:00,1390,12.29,17.86892,
5/7/2023 16:00,1391,12.29,17.29683,
5/7/2023 17:00,1392,12.26,17.53252,
5/7/2023 18:00,1393,12.24,17.55312,
5/7/2023 19:00,1394,12.22,17.95633,
5/7/2023 20:00,1395,12.22,17.72384,
5/7/2023 21:00,1396,12.21,14.79723,
5/7/2023 22:00,1397,12.2,12.75722,
5/7/2023 23:00,1398,12.2,12.22553,
5/8/2023 0:00,1399,12.19,12.2458,
