Date,record,V,CDOM,CO2
1/20/2023 16:00,0,13.08,43.01513,
1/20/2023 17:00,1,13.05,42.71793,
1/20/2023 18:00,2,13.02,43.04484,
1/20/2023 19:00,3,13.01,43.52035,
1/20/2023 20:00,4,13,43.60951,
1/20/2023 21:00,5,12.99,42.6096,
1/20/2023 22:00,6,12.98,43.89192,
1/20/2023 23:00,7,12.97,35.09207,
1/21/2023 0:00,8,12.97,33.16239,
1/21/2023 1:00,9,12.96,33.43292,
1/21/2023 2:00,10,12.95,33.19505,
1/21/2023 3:00,11,12.95,33.28426,
1/21/2023 4:00,12,12.95,33.22479,
1/21/2023 5:00,13,12.95,33.73027,
1/21/2023 6:00,14,12.94,34.08708,
1/21/2023 7:00,15,12.94,35.00885,
1/21/2023 8:00,16,12.95,36.76317,
1/21/2023 9:00,17,12.97,35.09805,
1/21/2023 10:00,18,13,36.1968,
1/21/2023 11:00,19,12.97,36.43161,
1/21/2023 12:00,20,12.96,35.95973,
1/21/2023 13:00,21,13.02,33.84867,
1/21/2023 14:00,22,13.01,34.67887,
1/21/2023 15:00,23,13.01,37.50069,
1/21/2023 16:00,24,12.96,37.08401,
1/21/2023 17:00,25,12.94,33.01132,
1/21/2023 18:00,26,12.95,32.03218,
1/21/2023 19:00,27,12.95,32.42022,
1/21/2023 20:00,28,12.94,32.27238,
1/21/2023 21:00,29,12.94,32.98651,
1/21/2023 22:00,30,12.94,32.59985,
1/21/2023 23:00,31,12.94,33.10523,
1/22/2023 0:00,32,12.94,33.43025,
1/22/2023 1:00,33,12.93,34.38073,
1/22/2023 2:00,34,12.94,35.15194,
1/22/2023 3:00,35,12.94,35.32999,
1/22/2023 4:00,36,12.94,35.15154,
1/22/2023 5:00,37,12.94,37.05421,
1/22/2023 6:00,38,12.94,39.43256,
1/22/2023 7:00,39,12.94,41.84063,
1/22/2023 8:00,40,12.94,41.98927,
1/22/2023 9:00,41,13.03,38.6884,
1/22/2023 10:00,42,13.08,36.68536,
1/22/2023 11:00,43,13.15,34.06967,
1/22/2023 12:00,44,13.24,32.61343,
1/22/2023 13:00,45,13.23,33.38613,
1/22/2023 14:00,46,13.26,35.199,
1/22/2023 15:00,47,13.15,35.79338,
1/22/2023 16:00,48,13.1,36.62551,
1/22/2023 17:00,49,13.06,37.844,
1/22/2023 18:00,50,13.02,38.94361,
1/22/2023 19:00,51,13.01,40.0135,
1/22/2023 20:00,52,13.01,41.05367,
1/22/2023 21:00,53,13,40.90508,
1/22/2023 22:00,54,12.98,41.52918,
1/22/2023 23:00,55,12.98,41.91553,
1/23/2023 0:00,56,12.97,41.82637,
1/23/2023 1:00,57,12.96,41.23285,
1/23/2023 2:00,58,12.95,41.4739,
1/23/2023 3:00,59,12.95,40.88024,
1/23/2023 4:00,60,12.95,40.43943,
1/23/2023 5:00,61,12.94,38.53936,
1/23/2023 6:00,62,12.94,38.45003,
1/23/2023 7:00,63,12.94,38.36224,
1/23/2023 8:00,64,12.93,39.31363,
1/23/2023 9:00,65,12.97,38.7197,
1/23/2023 10:00,66,13.04,27.65978,
1/23/2023 11:00,67,13.14,28.22462,
1/23/2023 12:00,68,13.16,31.39507,
1/23/2023 13:00,69,13.14,30.91944,
1/23/2023 14:00,70,13.33,30.26562,
1/23/2023 15:00,71,13.26,29.99815,
1/23/2023 16:00,72,13.17,30.05758,
1/23/2023 17:00,73,13.11,30.44462,
1/23/2023 18:00,74,13.03,32.2321,
1/23/2023 19:00,75,12.99,27.65955,
1/23/2023 20:00,76,12.96,29.50297,
1/23/2023 21:00,77,12.94,28.91227,
1/23/2023 22:00,78,12.92,28.31862,
1/23/2023 23:00,79,12.91,28.97278,
1/24/2023 0:00,80,12.9,29.80534,
1/24/2023 1:00,81,12.89,29.32959,
1/24/2023 2:00,82,12.88,29.33412,
1/24/2023 3:00,83,12.88,29.33459,
1/24/2023 4:00,84,12.87,29.27586,
1/24/2023 5:00,85,12.87,29.03919,
1/24/2023 6:00,86,12.86,28.68509,
