"Plot Title: Bradford_15con"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20342064, SEN S/N: 20342064)","Temp, °F (LGR S/N: 20342064, SEN S/N: 20342064)","Coupler Detached (LGR S/N: 20342064, SEN S/N: 20342064)","Coupler Attached (LGR S/N: 20342064, SEN S/N: 20342064)","Stopped (LGR S/N: 20342064, SEN S/N: 20342064)","End Of File (LGR S/N: 20342064, SEN S/N: 20342064)"
1,03/26/25 11:00:00 AM,90.2,64.00,,,,
2,03/26/25 12:00:00 PM,91.2,65.25,,,,
3,03/26/25 01:00:00 PM,92.2,66.38,,,,
4,03/26/25 02:00:00 PM,93.6,68.02,,,,
5,03/26/25 03:00:00 PM,94.3,68.65,,,,
6,03/26/25 04:00:00 PM,95.4,69.04,,,,
7,03/26/25 05:00:00 PM,95.0,69.03,,,,
8,03/26/25 06:00:00 PM,94.7,68.50,,,,
9,03/26/25 07:00:00 PM,94.0,67.93,,,,
10,03/26/25 08:00:00 PM,93.3,67.12,,,,
11,03/26/25 09:00:00 PM,92.2,66.13,,,,
12,03/26/25 10:00:00 PM,91.6,65.26,,,,
13,03/26/25 11:00:00 PM,90.5,64.40,,,,
14,03/27/25 12:00:00 AM,89.8,63.59,,,,
15,03/27/25 01:00:00 AM,88.7,62.71,,,,
16,03/27/25 02:00:00 AM,88.1,61.92,,,,
17,03/27/25 03:00:00 AM,87.4,61.11,,,,
18,03/27/25 04:00:00 AM,86.7,60.37,,,,
19,03/27/25 05:00:00 AM,85.6,59.70,,,,
20,03/27/25 06:00:00 AM,84.9,59.07,,,,
21,03/27/25 07:00:00 AM,84.2,58.53,,,,
22,03/27/25 08:00:00 AM,84.2,58.66,,,,
23,03/27/25 09:00:00 AM,84.8,59.52,,,,
24,03/27/25 10:00:00 AM,86.6,61.02,,,,
25,03/27/25 11:00:00 AM,88.0,62.53,,,,
26,03/27/25 12:00:00 PM,89.1,63.86,,,,
27,03/27/25 01:00:00 PM,90.1,64.67,,,,
28,03/27/25 02:00:00 PM,91.1,66.13,,,,
29,03/27/25 03:00:00 PM,92.6,66.87,,,,
30,03/27/25 04:00:00 PM,92.6,67.12,,,,
31,03/27/25 05:00:00 PM,92.2,66.87,,,,
32,03/27/25 06:00:00 PM,91.5,65.91,,,,
33,03/27/25 07:00:00 PM,90.1,64.96,,,,
34,03/27/25 08:00:00 PM,89.4,64.15,,,,
35,03/27/25 09:00:00 PM,88.7,63.46,,,,
36,03/27/25 10:00:00 PM,91.0,62.85,,,,
37,03/27/25 11:00:00 PM,92.1,62.20,,,,
38,03/28/25 12:00:00 AM,87.0,61.72,,,,
39,03/28/25 01:00:00 AM,88.1,61.18,,,,
40,03/28/25 02:00:00 AM,85.5,60.66,,,,
41,03/28/25 03:00:00 AM,85.6,60.19,,,,
42,03/28/25 04:00:00 AM,84.8,59.70,,,,
43,03/28/25 05:00:00 AM,84.5,59.38,,,,
44,03/28/25 06:00:00 AM,84.5,59.20,,,,
45,03/28/25 07:00:00 AM,84.1,59.00,,,,
46,03/28/25 08:00:00 AM,84.5,59.13,,,,
47,03/28/25 09:00:00 AM,84.8,60.22,,,,
48,03/28/25 10:00:00 AM,86.9,62.11,,,,
49,03/28/25 11:00:00 AM,89.0,64.11,,,,
50,03/28/25 12:00:00 PM,90.8,65.88,,,,
51,03/28/25 01:00:00 PM,91.1,66.02,,,,
52,03/28/25 02:00:00 PM,91.8,66.83,,,,
53,03/28/25 03:00:00 PM,92.5,67.50,,,,
54,03/28/25 04:00:00 PM,92.9,67.95,,,,
55,03/28/25 05:00:00 PM,92.9,67.87,,,,
56,03/28/25 06:00:00 PM,92.5,67.37,,,,
57,03/28/25 07:00:00 PM,91.9,66.63,,,,
58,03/28/25 08:00:00 PM,91.2,65.93,,,,
59,03/28/25 09:00:00 PM,90.1,65.32,,,,
60,03/28/25 10:00:00 PM,90.1,64.85,,,,
61,03/28/25 11:00:00 PM,92.0,64.33,,,,
62,03/29/25 12:00:00 AM,88.7,63.84,,,,
63,03/29/25 01:00:00 AM,88.3,63.36,,,,
64,03/29/25 02:00:00 AM,87.6,62.87,,,,
65,03/29/25 03:00:00 AM,86.9,62.37,,,,
66,03/29/25 04:00:00 AM,86.6,61.95,,,,
67,03/29/25 05:00:00 AM,86.6,61.75,,,,
68,03/29/25 06:00:00 AM,86.2,61.52,,,,
69,03/29/25 07:00:00 AM,85.9,61.39,,,,
70,03/29/25 08:00:00 AM,86.2,61.61,,,,
71,03/29/25 09:00:00 AM,86.6,62.15,,,,
72,03/29/25 10:00:00 AM,87.6,63.09,,,,
73,03/29/25 11:00:00 AM,89.0,64.80,,,,
74,03/29/25 12:00:00 PM,91.1,66.24,,,,
75,03/29/25 01:00:00 PM,91.5,66.92,,,,
76,03/29/25 02:00:00 PM,93.2,68.05,,,,
77,03/29/25 03:00:00 PM,93.9,69.13,,,,
78,03/29/25 04:00:00 PM,94.3,69.28,,,,
79,03/29/25 05:00:00 PM,93.9,69.13,,,,
80,03/29/25 06:00:00 PM,93.6,68.65,,,,
81,03/29/25 07:00:00 PM,92.9,67.95,,,,
82,03/29/25 08:00:00 PM,92.2,67.24,,,,
83,03/29/25 09:00:00 PM,91.5,66.70,,,,
84,03/29/25 10:00:00 PM,91.1,66.25,,,,
85,03/29/25 11:00:00 PM,90.8,65.91,,,,
86,03/30/25 12:00:00 AM,90.4,65.57,,,,
87,03/30/25 01:00:00 AM,90.1,65.28,,,,
88,03/30/25 02:00:00 AM,89.7,65.03,,,,
89,03/30/25 03:00:00 AM,89.7,64.83,,,,
90,03/30/25 04:00:00 AM,89.0,64.53,,,,
91,03/30/25 05:00:00 AM,88.7,64.20,,,,
92,03/30/25 06:00:00 AM,89.8,64.15,,,,
93,03/30/25 07:00:00 AM,88.7,64.26,,,,
94,03/30/25 08:00:00 AM,88.6,64.60,,,,
95,03/30/25 09:00:00 AM,89.0,64.83,,,,
96,03/30/25 10:00:00 AM,86.4,64.96,,,,
97,03/30/25 11:00:00 AM,82.7,65.12,,,,
98,03/30/25 12:00:00 PM,79.4,65.26,,,,
99,03/30/25 01:00:00 PM,80.1,65.16,,,,
100,03/30/25 02:00:00 PM,81.2,65.05,,,,
101,03/30/25 03:00:00 PM,77.5,65.28,,,,
102,03/30/25 04:00:00 PM,80.1,65.44,,,,
103,03/30/25 05:00:00 PM,79.7,65.57,,,,
104,03/30/25 06:00:00 PM,80.1,65.46,,,,
105,03/30/25 07:00:00 PM,80.9,65.35,,,,
106,03/30/25 08:00:00 PM,80.1,65.17,,,,
107,03/30/25 09:00:00 PM,78.7,65.05,,,,
108,03/30/25 10:00:00 PM,76.8,64.99,,,,
109,03/30/25 11:00:00 PM,76.5,64.83,,,,
110,03/31/25 12:00:00 AM,76.5,64.62,,,,
111,03/31/25 01:00:00 AM,76.5,64.44,,,,
112,03/31/25 02:00:00 AM,76.5,64.33,,,,
113,03/31/25 03:00:00 AM,76.5,64.29,,,,
114,03/31/25 04:00:00 AM,76.8,64.26,,,,
115,03/31/25 05:00:00 AM,76.8,64.20,,,,
116,03/31/25 06:00:00 AM,77.2,64.11,,,,
117,03/31/25 07:00:00 AM,82.4,64.02,,,,
118,03/31/25 08:00:00 AM,80.2,64.18,,,,
119,03/31/25 09:00:00 AM,80.1,64.69,,,,
120,03/31/25 10:00:00 AM,82.0,65.46,,,,
121,03/31/25 11:00:00 AM,82.3,66.11,,,,
122,03/31/25 12:00:00 PM,84.1,66.85,,,,
123,03/31/25 01:00:00 PM,85.5,67.98,,,,
124,03/31/25 02:00:00 PM,86.2,68.45,,,,
125,03/31/25 03:00:00 PM,87.3,68.81,,,,
126,03/31/25 04:00:00 PM,87.7,68.88,,,,
127,03/31/25 05:00:00 PM,87.7,68.79,,,,
128,03/31/25 06:00:00 PM,88.1,68.61,,,,
129,03/31/25 07:00:00 PM,88.4,68.32,,,,
130,03/31/25 08:00:00 PM,88.5,68.04,,,,
131,03/31/25 09:00:00 PM,88.5,67.68,,,,
