"Plot Title: Bradford_DO15_09262025"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446161, SEN S/N: 21446161)","Temp, °F (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Attached (LGR S/N: 21446161, SEN S/N: 21446161)","Stopped (LGR S/N: 21446161, SEN S/N: 21446161)","End Of File (LGR S/N: 21446161, SEN S/N: 21446161)"
1,03/26/25 11:00:00 AM,4.74,65.05,,,
2,03/26/25 12:00:00 PM,4.87,66.24,,,
3,03/26/25 01:00:00 PM,5.08,67.35,,,
4,03/26/25 02:00:00 PM,5.47,69.08,,,
5,03/26/25 03:00:00 PM,5.56,69.73,,,
6,03/26/25 04:00:00 PM,5.44,70.12,,,
7,03/26/25 05:00:00 PM,5.15,70.09,,,
8,03/26/25 06:00:00 PM,4.64,69.58,,,
9,03/26/25 07:00:00 PM,4.26,69.01,,,
10,03/26/25 08:00:00 PM,3.98,68.18,,,
11,03/26/25 09:00:00 PM,3.74,67.17,,,
12,03/26/25 10:00:00 PM,3.66,66.31,,,
13,03/26/25 11:00:00 PM,3.57,65.41,,,
14,03/27/25 12:00:00 AM,3.51,64.54,,,
15,03/27/25 01:00:00 AM,3.39,63.68,,,
16,03/27/25 02:00:00 AM,3.28,62.82,,,
17,03/27/25 03:00:00 AM,3.20,62.02,,,
18,03/27/25 04:00:00 AM,3.16,61.27,,,
19,03/27/25 05:00:00 AM,3.12,60.55,,,
20,03/27/25 06:00:00 AM,3.14,59.90,,,
21,03/27/25 07:00:00 AM,3.19,59.47,,,
22,03/27/25 08:00:00 AM,3.37,59.58,,,
23,03/27/25 09:00:00 AM,3.79,60.37,,,
24,03/27/25 10:00:00 AM,4.46,62.06,,,
25,03/27/25 11:00:00 AM,4.95,63.61,,,
26,03/27/25 12:00:00 PM,5.12,64.94,,,
27,03/27/25 01:00:00 PM,5.15,65.66,,,
28,03/27/25 02:00:00 PM,5.43,67.24,,,
29,03/27/25 03:00:00 PM,5.63,67.96,,,
30,03/27/25 04:00:00 PM,5.53,68.22,,,
31,03/27/25 05:00:00 PM,5.20,67.96,,,
32,03/27/25 06:00:00 PM,4.73,66.96,,,
33,03/27/25 07:00:00 PM,4.26,65.98,,,
34,03/27/25 08:00:00 PM,3.99,65.16,,,
35,03/27/25 09:00:00 PM,3.84,64.47,,,
36,03/27/25 10:00:00 PM,3.73,63.82,,,
37,03/27/25 11:00:00 PM,3.65,63.18,,,
38,03/28/25 12:00:00 AM,3.64,62.67,,,
39,03/28/25 01:00:00 AM,3.61,62.13,,,
