Date,CO2
2024-10-25T11:49:10Z,411.13854
2024-10-25T11:49:20Z,441.65556
2024-10-25T11:49:30Z,501.84126
2024-10-25T11:49:40Z,562.8009
2024-10-25T11:49:50Z,607.7958
2024-10-25T11:50:00Z,653.136
2024-10-25T11:50:10Z,714.3606
2024-10-25T11:50:20Z,744.147
2024-10-25T11:50:30Z,789.8982
2024-10-25T11:50:40Z,835.2258
2024-10-25T11:50:50Z,880.2006
2024-10-25T11:51:00Z,926.4012
2024-10-25T11:51:10Z,971.3568
2024-10-25T11:51:20Z,986.6406
2024-10-25T11:51:30Z,1032.0954
2024-10-25T11:51:40Z,1077.1206
2024-10-25T11:51:50Z,1122.7764
2024-10-25T11:52:00Z,1153.029
2024-10-25T11:52:10Z,1188.8556
2024-10-25T11:52:20Z,1224.9048
2024-10-25T11:52:30Z,1257.0924
2024-10-25T11:52:40Z,1304.4876
2024-10-25T11:52:50Z,1334.9826
2024-10-25T11:53:00Z,1379.664
2024-10-25T11:53:10Z,1410.7434
2024-10-25T11:53:20Z,1441.0344
2024-10-25T11:53:30Z,1485.9612
2024-10-25T11:53:40Z,1516.6752
2024-10-25T11:53:50Z,1546.671
2024-10-25T11:54:00Z,1591.9416
2024-10-25T11:54:10Z,1637.6952
2024-10-25T11:54:20Z,1667.8266
2024-10-25T11:54:30Z,1713.4176
2024-10-25T11:54:40Z,1758.8646
2024-10-25T11:54:50Z,1788.8118
2024-10-25T11:55:00Z,1834.6458
2024-10-25T11:55:10Z,1864.4928
2024-10-25T11:55:20Z,1910.0262
2024-10-25T11:55:30Z,1940.6214
2024-10-25T11:55:40Z,1955.3394
2024-10-25T11:55:50Z,2001.0828
2024-10-25T11:56:00Z,2031.6186
2024-10-25T11:56:10Z,2061.3228
2024-10-25T11:56:20Z,2106.9048
2024-10-25T11:56:30Z,2121.9366
2024-10-25T11:56:40Z,2159.2362
2024-10-25T11:56:50Z,2183.1498
2024-10-25T11:57:00Z,2241.495
2024-10-25T11:57:10Z,2272.746
2024-10-25T11:57:20Z,2303.6484
2024-10-25T11:57:30Z,2333.5026
2024-10-25T11:57:40Z,2364.4452
2024-10-25T11:57:50Z,2424.9156
2024-10-25T11:58:00Z,2454.8754
2024-10-25T11:58:10Z,2485.4796
2024-10-25T11:58:20Z,2515.5324
2024-10-25T11:58:30Z,2530.812
2024-10-25T11:58:40Z,2576.2992
2024-10-25T11:58:50Z,2621.5788
2024-10-25T11:59:00Z,2652.2412
2024-10-25T11:59:10Z,2682.2328
2024-10-25T11:59:20Z,2712.3816
2024-10-25T11:59:30Z,2758.0188
2024-10-25T11:59:40Z,2787.8262
2024-10-25T11:59:50Z,2818.4562
2024-10-25T12:00:00Z,2848.7484
2024-10-25T12:00:10Z,2879.0412
2024-10-25T12:00:20Z,2909.5806
2024-10-25T12:00:30Z,2939.8302
2024-10-25T12:00:40Z,2969.718
2024-10-25T12:00:50Z,3000.36
2024-10-25T12:01:00Z,3015.8232
2024-10-25T12:01:10Z,3084.0618
2024-10-25T12:01:20Z,3106.4658
2024-10-25T12:01:30Z,3134.8638
2024-10-25T12:01:40Z,3151.8528
2024-10-25T12:01:50Z,3181.9074
2024-10-25T12:02:00Z,3196.5654
