Date,,,,CO2
11/1/2023 15:27,943,12.44,19.85,910.9827
11/1/2023 15:27,944,12.44,19.83,881.7969
11/1/2023 15:27,945,12.44,19.81,862.08
11/1/2023 15:27,946,12.44,19.79,845.0537
11/1/2023 15:27,947,12.44,19.77,828.8765
11/1/2023 15:28,948,12.43,19.75,814.4572
11/1/2023 15:28,949,12.44,19.74,903.9926
11/1/2023 15:28,950,12.43,19.72,876.5736
11/1/2023 15:28,951,12.44,19.7,858.4745
11/1/2023 15:28,952,12.43,19.68,842.691
11/1/2023 15:28,953,12.44,19.67,828.2845
11/1/2023 15:29,954,12.43,19.65,814.7804
11/1/2023 15:29,955,12.43,19.63,909.1624
11/1/2023 15:29,956,12.43,19.61,883.0374
11/1/2023 15:29,957,12.43,19.59,866.8091
11/1/2023 15:29,958,12.43,19.57,852.1362
11/1/2023 15:29,959,12.43,19.56,838.7241
11/1/2023 15:30,960,12.42,19.54,825.9226
11/1/2023 15:30,961,12.43,19.52,909.2379
11/1/2023 15:30,962,12.43,19.5,876.5816
11/1/2023 15:30,963,12.43,19.49,854.0188
11/1/2023 15:30,964,12.43,19.47,835.3124
11/1/2023 15:30,965,12.43,19.45,818.1067
11/1/2023 15:31,966,12.43,19.44,801.9406
11/1/2023 15:31,967,12.43,19.42,873.1587
11/1/2023 15:31,968,12.43,19.4,847.8081
11/1/2023 15:31,969,12.43,19.39,828.9545
11/1/2023 15:31,970,12.43,19.37,811.6281
11/1/2023 15:31,971,12.43,19.36,796.8733
11/1/2023 15:32,972,12.43,19.34,782.989
11/1/2023 15:32,973,12.42,19.33,860.7485
11/1/2023 15:32,974,12.43,19.31,838.1829
11/1/2023 15:32,975,12.43,19.3,821.9193
11/1/2023 15:32,976,12.43,19.28,809.7779
11/1/2023 15:32,977,12.42,19.26,796.42
11/1/2023 15:33,978,12.43,19.25,784.9097
11/1/2023 15:33,979,12.41,19.23,876.1776
11/1/2023 15:33,980,12.43,19.22,851.978
11/1/2023 15:33,981,12.42,19.2,846.3724
11/1/2023 15:33,982,12.43,19.18,828.4669
11/1/2023 15:33,983,12.42,19.17,817.8076
11/1/2023 15:34,984,12.43,19.15,799.4473
11/1/2023 15:34,985,12.42,19.14,878.1243
11/1/2023 15:34,986,12.42,19.12,854.6921
11/1/2023 15:34,987,12.42,19.11,839.1472
11/1/2023 15:34,988,12.43,19.1,823.5704
11/1/2023 15:34,989,12.42,19.08,812.3766
11/1/2023 15:35,990,12.43,19.07,797.562
11/1/2023 15:35,991,12.42,19.06,880.1914
11/1/2023 15:35,992,12.42,19.04,856.76
11/1/2023 15:35,993,12.42,19.03,841.0953
11/1/2023 15:35,994,12.42,19.02,827.3197
11/1/2023 15:35,995,12.42,19.01,814.9164
11/1/2023 15:36,996,12.42,19,802.8727
11/1/2023 15:36,997,12.42,18.99,891.8955
11/1/2023 15:36,998,12.42,18.98,867.6405
11/1/2023 15:36,999,12.42,18.97,850.9936
11/1/2023 15:36,1000,12.42,18.96,837.085
11/1/2023 15:36,1001,12.42,18.95,824.093
11/1/2023 15:37,1002,12.42,18.94,812.0223
11/1/2023 15:37,1003,12.42,18.93,900.579
11/1/2023 15:37,1004,12.41,18.92,877.28
11/1/2023 15:37,1005,12.42,18.91,862.1719
11/1/2023 15:37,1006,12.42,18.89,849.5963
11/1/2023 15:37,1007,12.42,18.88,837.1525
11/1/2023 15:38,1008,12.42,18.87,824.2745
11/1/2023 15:38,1009,12.42,18.86,914.5073
11/1/2023 15:38,1010,12.42,18.85,890.744
11/1/2023 15:38,1011,12.42,18.84,871.2689
11/1/2023 15:38,1012,12.42,18.83,861.9385
11/1/2023 15:38,1013,12.42,18.82,848.2051
11/1/2023 15:39,1014,12.42,18.8,839.3925
11/1/2023 15:39,1015,12.42,18.79,935.3994
11/1/2023 15:39,1016,12.42,18.78,913.787
11/1/2023 15:39,1017,12.42,18.77,896.4747
11/1/2023 15:39,1018,12.42,18.76,883.6823
11/1/2023 15:39,1019,12.42,18.74,871.3242
11/1/2023 15:40,1020,12.42,18.73,861.1757
11/1/2023 15:40,1021,12.42,18.72,959.4937
11/1/2023 15:40,1022,12.42,18.71,934.1138
11/1/2023 15:40,1023,12.41,18.7,918.4088
11/1/2023 15:40,1024,12.42,18.69,906.6837
11/1/2023 15:40,1025,12.42,18.68,892.9727
11/1/2023 15:41,1026,12.42,18.66,880.4674
11/1/2023 15:41,1027,12.42,18.65,974.9897
11/1/2023 15:41,1028,12.42,18.64,951.7295
11/1/2023 15:41,1029,12.42,18.63,936.4805
11/1/2023 15:41,1030,12.42,18.62,923.5992
11/1/2023 15:41,1031,12.41,18.61,912.1075
11/1/2023 15:42,1032,12.42,18.6,899.4488
11/1/2023 15:42,1033,12.42,18.59,995.806
11/1/2023 15:42,1034,12.42,18.58,972.8016
11/1/2023 15:42,1035,12.42,18.57,957.8211
11/1/2023 15:42,1036,12.42,18.56,942.8403
11/1/2023 15:42,1037,12.41,18.55,928.8294
11/1/2023 15:43,1038,12.42,18.54,917.658
11/1/2023 15:43,1039,12.41,18.53,1015.899
11/1/2023 15:43,1040,12.42,18.52,991.4035
11/1/2023 15:43,1041,12.42,18.51,974.5237
11/1/2023 15:43,1042,12.41,18.5,960.8043
11/1/2023 15:43,1043,12.42,18.49,947.5624
11/1/2023 15:44,1044,12.39,18.48,934.5274
11/1/2023 15:44,1045,12.39,18.47,1028.17
11/1/2023 15:44,1046,12.39,18.46,1003.438
