"TOA5","Bradford_3_","CR800","31026","CR800.Std.32.05","CPU:5_hourly_08022023.CR8","28982","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2023-08-16 11:00:00",0,13.11,1138.942,320.4814,1.783257
"2023-08-16 12:00:00",1,12.93,19734.98,4345.009,1.740406
"2023-08-16 13:00:00",2,12.96,19874.32,4368.298,1.72505
"2023-08-16 14:00:00",3,12.96,20020.04,4391.917,1.723278
"2023-08-16 15:00:00",4,12.93,20167.09,4397.336,1.648462
"2023-08-16 16:00:00",5,12.93,20250.78,4388.766,1.604682
"2023-08-16 17:00:00",6,12.91,20181.29,4387.531,1.584635
"2023-08-16 18:00:00",7,12.91,20130.3,4399.716,1.57916
"2023-08-16 19:00:00",8,12.88,20013.85,4407.119,1.607446
"2023-08-16 20:00:00",9,12.88,19741.62,4398.394,1.550871
"2023-08-16 21:00:00",10,12.87,19517.56,4375.447,1.616454
"2023-08-16 22:00:00",11,12.87,19295.39,4362.551,1.575231
"2023-08-16 23:00:00",12,12.85,19158.02,4374.622,1.621746
"2023-08-17 00:00:00",13,12.86,19004.6,4355.085,1.560622
"2023-08-17 01:00:00",14,12.85,18787.74,4334.605,1.576131
"2023-08-17 02:00:00",15,12.85,18705.92,4348.608,1.588903
"2023-08-17 03:00:00",16,12.83,18423.67,4312.77,1.497682
"2023-08-17 04:00:00",17,12.84,18234.24,4325.6,1.53143
"2023-08-17 05:00:00",18,12.82,18037.29,4289.867,1.552411
"2023-08-17 06:00:00",19,12.83,18012.12,4295.86,1.470293
"2023-08-17 07:00:00",20,12.82,17911.54,4291.358,1.527774
"2023-08-17 08:00:00",21,12.83,17852.2,4265.793,1.491258
"2023-08-17 09:00:00",22,12.84,17906.61,4274.366,1.514062
"2023-08-17 10:00:00",23,12.86,18042.05,4296.206,1.498578
"2023-08-17 11:00:00",24,12.87,18275.26,4284.689,1.474863
"2023-08-17 12:00:00",25,12.85,18586.91,4319.442,1.444074
"2023-08-17 13:00:00",26,12.88,18864.63,4332.956,1.495174
"2023-08-17 14:00:00",27,12.87,19074.21,4365.736,1.465101
"2023-08-17 15:00:00",28,12.84,19152.89,4368.023,1.427687
"2023-08-17 16:00:00",29,12.83,18807.63,4379.104,1.404852
"2023-08-17 17:00:00",30,12.83,18449.69,4405.18,1.434985
"2023-08-17 18:00:00",31,12.81,18377.3,4423.553,1.431341
"2023-08-17 19:00:00",32,12.81,18229.39,4420.729,1.425851
"2023-08-17 20:00:00",33,12.8,18091.01,4406.68,1.430429
"2023-08-17 21:00:00",34,12.8,18026.39,4391.5,1.41032
"2023-08-17 22:00:00",35,12.78,17986.91,4373.673,1.435777
"2023-08-17 23:00:00",36,12.8,17985.92,4358.991,1.430328
"2023-08-18 00:00:00",37,12.77,17869.1,4363.429,1.487805
"2023-08-18 01:00:00",38,12.78,17748.63,4359.399,1.460333
