SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
6GW1_11012024_1,20241120,092113,1,0.31625988575546288,27112.141416485189,680.12055397351855,190.69187536777773,4.8074777151185186,26320.384095111109,1.0
9GW4_11012024_1,20241120,092603,2,0.42710257056227846,19161.564488396205,124.79275127918986,183.83404928886074,4.8005053216999976,26083.318477620251,1.0
9GW3_11012024_1,20241120,093054,3,0.5549828885294642,15437.136632732141,678.8122761833929,153.27969039732145,4.8320408491339268,25765.550789553588,1.0
6GW2_11012024_1,20241120,093545,4,0.28816437781910614,24893.430802095449,274.02318947196966,127.67729028969698,4.7007717179075748,25344.38538384849,1.0
5GW5_11012024_1,20241120,094036,5,0.37819380923029416,15458.127605592643,271.14041891644126,109.17732771455884,4.2712984104750022,25007.164703352937,1.0
6GW4_11012024_1,20241120,094526,6,0.39274006710203707,19402.229913990741,985.05289645537005,101.57377067831482,4.1571888599518516,24841.884576759257,1.0
6GW5_11012024_1,20241120,095017,7,0.4611934735025715,8848.8771212914253,237.9298315638429,100.08604753232858,4.0640019437800001,24831.450261928574,1.0
5GW4_11012024_1,20241120,095508,8,0.39105421029238513,11830.996525794491,76.89067896123855,100.67973831914674,3.7289794613376155,24791.813368000006,0.68807339449541283
5GW4_11012024_2,20241120,095958,9,0.38756382976244608,7134.3555125985549,47.469564729877717,77.696640960079151,2.47182309317482,24756.957083446039,0.35251798561151076
5GW5_11012024_2,20241120,100449,10,0.1747870960662431,32688.674132423526,873.00283200137289,94.557596243725499,3.8302764047450979,24807.574735862741,1.0
6GW4_11012024_2,20241120,100939,11,0.39271878931890897,19289.255368499991,1029.291510012182,96.102490387999978,3.6732290471872737,24743.873240600005,1.0
9GW1_11012024_1,20241120,101430,12,-1.130760335647647,22540.536160602929,4.2202780774319253,67.681275268852957,3.483923927982354,24732.797125882345,1.0
9GW3_11012024_2,20241120,101921,13,0.34691552897892858,20900.513391012497,820.32628690696413,93.647926083714282,3.6964304949321418,24781.096452410715,1.0
6GW3_11012024_1,20241120,102411,14,-0.23602400956709688,5679.1278467702487,905.90105910500392,80.257202957161283,3.7880014428483886,24729.604780000005,1.0
6GW1_11012024_2,20241120,102902,15,0.18564178181323213,29217.703000051773,696.43953415053568,88.746541562946433,3.8095513291357146,24765.955046910723,1.0
6GW2_11012024_2,20241120,103353,16,0.23336640288242258,22451.914964132397,200.17303379291548,86.702445112619699,3.7086580154140831,24744.534670563393,1.0
9GW4_11012024_2,20241120,103843,17,0.37369375566397717,15625.355161797726,94.429568120727296,85.593487082386346,3.5064231537511357,24722.576390840914,0.80681818181818177
9GW2_11012024_1,20241120,104334,18,-0.4370061903062501,28615.1633651425,576.32256010342735,74.736648776300001,3.9759086238100005,24719.554882375,1.0
5GW3_11012024_1,20241120,104824,19,0.50065653040813562,8085.4006374135597,464.12402629767791,81.174812343813542,3.6207187196796604,24716.421479254248,1.0
9GW1_11012024_2,20241120,105315,20,-1.5624646346917244,28491.156625896547,-0.0054875834475144802,50.968752257748278,3.6284399597793109,24715.995655310351,1.0
5GW7_11012024_1,20241120,105806,21,0.4695942163664516,3605.2183747564518,433.9385249337098,83.97945130264516,3.724811182624193,24750.592818451609,1.0
6GW5_11012024_2,20241120,110256,22,0.41640311492507937,9743.403724841266,255.44920976650798,83.85197401312702,3.9577632554539677,24714.361872079371,1.0
5GW7_11012024_2,20241120,110747,23,0.50916073836528297,4572.0221493509453,807.80121263584886,82.15351437090564,3.6784769024207558,24722.749906698096,1.0
9GW2_11012024_2,20241120,111238,24,-0.88219394778374294,36431.922008085727,469.20968488486062,62.849864023828559,3.8758381735142855,24712.927279257143,1.0
