SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
9.3_12122024_1,20241230,102205,1,0.47962142079890613,7918.5131837624995,348.12264433031231,89.214405064874995,4.3926693623765631,21791.934833468738,1.0
3.4_12122024_1,20241230,102656,2,0.62373119068101446,7306.5491783202906,194.92644230875365,92.403500517449245,4.2001669715608703,20024.245806797106,1.0
3.4_12122024_2,20241230,103147,3,0.59238960550461539,5309.3136288846144,154.3555873165846,83.767509667769261,4.034310608313846,19012.598591815386,1.0
5.3_12122024_1,20241230,103637,4,0.50652750056760554,6195.6626662915514,124.48769550478873,78.453588530746472,3.8627378933183105,19024.789020211269,0.014084507042253521
3.1_12122024_1,20241230,104128,5,0.47710782766096771,5800.862538138711,401.49858680596765,77.754321731354835,3.9706659197516134,19000.0,1.0
6.2_12122024_1,20241230,104619,6,0.44001090838650009,8183.9334199762507,59.453771124937511,75.582912657487526,3.9988453319849997,19041.540777362497,1.0
5.6_12122024_1,20241230,105109,7,0.48426126843456524,8562.121323508698,1147.2636842404347,72.735930255304353,3.8835636468869565,19000.0,1.0
9.1_12122024_1,20241230,105600,8,0.54199558428209293,7864.1219273441848,1242.8946865209305,73.265947671395367,3.865952649460465,19005.568789418605,1.0
9.Sam_12122024_1,20241230,110051,9,0.66864440450688301,5498.2989772155843,101.92433074077921,71.775204230831164,4.0336936311337643,19000.689789688313,0.40259740259740262
5.1_12122024_1,20241230,110541,10,0.63662421089666643,3724.9037533023802,262.9833902316667,70.462550877238101,4.0248503778261906,19000.799536380953,1.0
5.1_12122024_2,20241230,111032,11,0.6914049311985716,5597.7015314589289,458.38281663267855,70.992265969553543,4.1622423878892869,19003.262252892859,1.0
9.3_12122024_2,20241230,111523,12,0.38560181085666673,9536.8627648000038,422.24653445603178,68.494853592904761,4.1164141876936506,19060.702284682538,1.0
6.2_12122024_1,20241230,112014,13,0.43457111403416659,7947.6486896738079,60.328424394714297,67.507580511273829,3.971116966052382,19000.0,1.0
3.1_12122024_2,20241230,112504,14,0.50361007044400019,2584.5883709476925,131.32295967269232,68.657927626923069,4.1009496063861546,19000.0,0.46153846153846156
9.Sam_12122024_2,20241230,112955,15,0.65404135098887506,5692.2627527749992,96.084801483475033,66.948708845012519,4.0396476950400002,19000.0,0.037499999999999999
5.3_12122024_2,20241230,113446,16,0.50384382957527019,6265.1040416202704,108.3526280212162,66.779370681716188,4.1004337180864896,19015.478895351349,0.013513513513513514
9.1_12122024_2,20241230,113936,17,0.51088196230999994,6609.4980740560013,912.86107843079969,66.708122839040001,4.0238545044180016,19050.077228900002,1.0
5.6_12122024_1,20241230,114427,18,0.45387066627581396,8940.3711876441866,1228.5097575418606,64.159124386069777,4.0492203210627915,19002.513049511628,1.0
3_12132024_1,20241230,114918,19,0.43989338508111109,5756.280284089944,38.001150615137561,66.034409981761868,4.1956291989063503,19000.0,0.0
3_12132024_2,20241230,115408,20,0.44183136598052353,5552.0310368513074,31.216727628345534,64.852641001188459,4.2357970975497379,19000.038746068065,0.0
15_12132024_1,20241230,115859,21,0.39611050056371427,8984.1862398899975,136.11146498857144,61.914462409157153,3.9430434241728571,19030.398386728571,1.0
15_12132024_air,20241230,120350,22,0.395920998515707,533.13153637853418,2.2592827043109942,39.983612150549718,1.7686485763104711,19345.531361596866,0.0
15_12132024_2,20241230,120840,23,0.36762534400382352,10422.188293705884,143.13163991097062,60.465157915897102,4.1739353096882352,19000.0,1.0
6_12132024_1,20241230,121331,24,0.41883159108649443,6711.3249188655182,39.36914547611493,56.720656647178153,3.5943800348597685,19000.0,0.0
6_12132024_2,20241230,121821,25,0.38614217361425224,8885.3978265007845,51.831786768559027,55.58232698993703,3.6080117464669303,19000.0,1.0
6_12132024_air,20241230,122312,26,0.41040024750649989,466.52609272855534,2.1292869761505568,41.359388477700008,2.1293003067599994,19002.412642555555,0.0
9_12132023_air,20241230,122803,27,0.38866185500464084,477.04177807447502,2.0947354353790058,33.36495837334256,1.5062755833464085,19233.803103646405,0.0
9_12132024_1,20241230,123254,28,0.51184958519108814,2426.4745813611407,27.421021268948174,56.269922213766833,4.1442822328388624,19002.971420150261,0.0
9_12132024_2,20241230,123744,29,0.48675619907411466,2587.3472403755204,28.083680411499987,51.385714466328103,3.4474216311593775,19033.048077369793,0.0
5_12132024_1,20241230,124235,30,0.41488332266962141,2918.2560170670267,39.609407121172964,41.905182559583771,2.3589345962594588,19770.373242908114,0.0
5_12132024_2,20241230,124726,31,0.50567608166547862,2947.1217635127659,38.256030770228733,55.833345099968099,4.1986388290749979,19000.0,0.0
5_12132024_3,20241230,125216,32,0.39481133185445599,523.25451845564737,2.3962785139419687,36.146663442580348,1.7418911508284971,19000.0,0.0
5_12132024_air,20241230,125707,33,0.37908096701912791,457.98005702815414,2.137238627867692,28.674346245446134,1.2394714579420523,19000.0,0.0
13_12132024_1,20241230,130158,34,0.45863618324135408,1476.6602905718748,33.006082331078126,45.850807837447888,3.0123123177869782,19825.293490359381,0.0
13_12132024_2,20241230,130648,35,0.47917228875378215,1948.8287397070515,49.022924605788482,48.437866385397442,3.4927126141288456,19000.0,0.0
13_12132024_air,20241230,131139,36,0.39043591663168364,532.95057201316297,2.1375786389158153,31.972230286209186,1.6532738039948973,19244.79043606632,0.0
