Date,Rep,V,FDOM,CO2
4/1/2023 0:00,1545,12.91,1.546041,
4/1/2023 1:00,1546,12.89,1.52089,
4/1/2023 2:00,1547,12.88,1.551352,
4/1/2023 3:00,1548,12.87,1.52088,
4/1/2023 4:00,1549,12.85,1.613675,
4/1/2023 5:00,1550,12.83,1.576681,
4/1/2023 6:00,1551,12.81,1.574511,
4/1/2023 7:00,1552,12.94,1.527664,
4/1/2023 8:00,1553,13.92,1.494943,
4/1/2023 9:00,1554,14.42,1.563495,
4/1/2023 10:00,1555,14.26,1.469779,
4/1/2023 11:00,1556,13.76,1.571356,
4/1/2023 12:00,1557,13.75,1.503794,
4/1/2023 13:00,1558,13.63,1.477619,
4/1/2023 14:00,1559,13.66,1.521214,
4/1/2023 15:00,1560,13.67,1.450365,
4/1/2023 16:00,1561,13.68,1.556094,
4/1/2023 17:00,1562,13.68,1.505959,
4/1/2023 18:00,1563,13.63,1.623687,
4/1/2023 19:00,1564,13.12,1.563744,
4/1/2023 20:00,1565,13,1.616025,
4/1/2023 21:00,1566,12.98,2.129267,
4/1/2023 22:00,1567,12.96,1.660516,
4/1/2023 23:00,1568,12.94,1.638716,
4/2/2023 0:00,1569,12.92,1.661605,
4/2/2023 1:00,1570,12.91,1.643075,
4/2/2023 2:00,1571,12.9,1.841441,
4/2/2023 3:00,1572,12.89,1.803294,
4/2/2023 4:00,1573,12.88,2.00166,
4/2/2023 5:00,1574,12.86,2.095394,
4/2/2023 6:00,1575,12.84,1.691032,
4/2/2023 7:00,1576,12.93,1.844712,
4/2/2023 8:00,1577,13.88,1.609288,
4/2/2023 9:00,1578,14.26,1.670324,
4/2/2023 10:00,1579,14.38,1.59294,
4/2/2023 11:00,1580,13.74,1.535369,
4/2/2023 12:00,1581,13.72,1.601898,
4/2/2023 13:00,1582,13.66,1.735952,
4/2/2023 14:00,1583,13.7,1.533234,
4/2/2023 15:00,1584,13.78,2.013926,
4/2/2023 16:00,1585,13.64,1.508125,
4/2/2023 17:00,1586,13.7,1.521219,
4/2/2023 18:00,1587,13.63,1.51904,
4/2/2023 19:00,1588,13.08,1.489619,
4/2/2023 20:00,1589,12.99,1.633289,
4/2/2023 21:00,1590,12.97,1.619097,
4/2/2023 22:00,1591,12.95,1.645255,
4/2/2023 23:00,1592,12.92,1.626726,
4/3/2023 0:00,1593,12.9,1.590647,
4/3/2023 1:00,1594,12.89,1.588461,
4/3/2023 2:00,1595,12.88,1.490354,
4/3/2023 3:00,1596,12.87,1.454527,
4/3/2023 4:00,1597,12.85,1.427387,
4/3/2023 5:00,1598,12.83,1.52119,
4/3/2023 6:00,1599,12.81,1.551622,
4/3/2023 7:00,1600,12.96,1.529883,
4/3/2023 8:00,1601,13.86,1.505894,
4/3/2023 9:00,1602,14.41,1.399969,
4/3/2023 10:00,1603,14.31,1.738976,
4/3/2023 11:00,1604,13.75,1.406564,
4/3/2023 12:00,1605,13.78,1.435109,
4/3/2023 13:00,1606,13.63,1.557205,
4/3/2023 14:00,1607,13.7,1.376233,
4/3/2023 15:00,1608,13.7,1.338082,
4/3/2023 16:00,1609,13.64,3.365608,
4/3/2023 17:00,1610,13.64,3.221715,
4/3/2023 18:00,1611,13.64,3.105097,
4/3/2023 19:00,1612,13.08,3.234579,
4/3/2023 20:00,1613,12.99,3.275785,
4/3/2023 21:00,1614,12.96,3.402214,
4/3/2023 22:00,1615,12.94,3.457799,
4/3/2023 23:00,1616,12.92,3.483768,
4/4/2023 0:00,1617,12.9,3.530576,
4/4/2023 1:00,1618,12.88,3.589478,
4/4/2023 2:00,1619,12.88,3.665787,
4/4/2023 3:00,1620,12.87,3.766452,
4/4/2023 4:00,1621,12.84,3.775246,
4/4/2023 5:00,1622,12.81,3.804617,
4/4/2023 6:00,1623,12.79,3.838408,
4/4/2023 7:00,1624,12.88,3.706578,
4/4/2023 8:00,1625,13.62,3.704233,
4/4/2023 9:00,1626,14.41,3.609091,
4/4/2023 10:00,1627,14.28,3.611479,
4/4/2023 11:00,1628,13.75,3.645326,
4/4/2023 12:00,1629,13.69,3.505165,
4/4/2023 13:00,1630,13.7,3.369991,
4/4/2023 14:00,1631,13.67,3.428813,
4/4/2023 15:00,1632,13.68,3.412511,
4/4/2023 16:00,1633,13.63,3.387454,
4/4/2023 17:00,1634,13.64,3.349245,
4/4/2023 18:00,1635,13.58,3.386294,
4/4/2023 19:00,1636,13.07,3.541094,
4/4/2023 20:00,1637,13,3.517135,
4/4/2023 21:00,1638,12.97,3.609814,
4/4/2023 22:00,1639,12.96,3.526494,
4/4/2023 23:00,1640,12.93,3.549354,
4/5/2023 0:00,1641,12.91,3.719382,
4/5/2023 1:00,1642,12.9,2.687223,
4/5/2023 2:00,1643,12.88,2.741719,
4/5/2023 3:00,1644,12.88,2.72428,
4/5/2023 4:00,1645,12.86,2.674144,
4/5/2023 5:00,1646,12.84,2.738449,
4/5/2023 6:00,1647,12.82,2.681773,
4/5/2023 7:00,1648,12.92,2.770057,
4/5/2023 8:00,1649,13.69,2.668694,
4/5/2023 9:00,1650,14.39,2.620739,
4/5/2023 10:00,1651,14.29,2.681063,
4/5/2023 11:00,1652,13.64,2.603651,
4/5/2023 12:00,1653,13.7,2.626697,
4/5/2023 13:00,1654,13.64,2.719459,
4/5/2023 14:00,1655,13.71,2.553694,
4/5/2023 15:00,1656,13.64,2.615826,
4/5/2023 16:00,1657,13.71,2.519876,
4/5/2023 17:00,1658,13.65,2.512203,
4/5/2023 18:00,1659,13.63,2.609183,
4/5/2023 19:00,1660,13.11,2.696282,
4/5/2023 20:00,1661,13,2.770413,
4/5/2023 21:00,1662,12.97,2.726853,
4/5/2023 22:00,1663,12.96,2.719173,
4/5/2023 23:00,1664,12.94,2.782069,
4/6/2023 0:00,1665,12.92,2.848532,
4/6/2023 1:00,1666,12.9,2.840902,
