Date,,,CDOM,CO2,CO2hi
8/20/2023 5:00,440,12.74,31.86299,6952.317,4244.143
8/20/2023 6:00,441,12.73,31.23202,6992.372,4265.396
8/20/2023 7:00,442,12.74,30.74736,6935.151,4240.464
8/20/2023 8:00,443,12.82,31.70685,6988.08,4286.649
8/20/2023 9:00,444,12.98,31.61572,6946.595,4310.764
8/20/2023 10:00,445,13.2,30.71064,6886.513,4341.417
8/20/2023 11:00,446,13.32,30.61924,6830.723,4371.663
8/20/2023 12:00,447,13.21,31.45045,6852.181,4365.532
8/20/2023 13:00,448,13.25,31.104,6772.072,4317.712
8/20/2023 14:00,449,13.39,31.14972,6789.238,4350.818
8/20/2023 15:00,450,13.91,30.89368,6697.685,4381.472
8/20/2023 16:00,451,13.27,30.83879,6711.99,4286.241
8/20/2023 17:00,452,13.12,30.64678,6687.671,4313.625
8/20/2023 18:00,453,13.02,30.45474,6826.432,4323.843
8/20/2023 19:00,454,12.96,30.281,6876.5,4326.704
8/20/2023 20:00,455,12.92,30.15291,6912.263,4313.216
8/20/2023 21:00,456,12.89,30.3633,6950.887,4309.946
8/20/2023 22:00,457,12.87,29.87864,6960.9,4305.859
8/20/2023 23:00,458,12.86,30.18955,6906.541,4281.745
8/21/2023 0:00,459,12.84,29.57687,6927.998,4261.717
8/21/2023 1:00,460,12.86,29.97923,6998.094,4275.614
8/21/2023 2:00,461,12.82,29.3574,6925.137,4243.325
8/21/2023 3:00,462,12.78,29.76891,7020.982,4264.579
8/21/2023 4:00,463,12.81,29.68661,6929.429,4240.464
8/21/2023 5:00,464,12.77,29.47628,7010.968,4248.229
8/21/2023 6:00,465,12.78,29.76891,6969.483,4215.124
8/21/2023 7:00,466,12.82,29.73233,6950.887,4247.003
8/21/2023 8:00,467,13.03,29.71404,6869.347,4274.388
8/21/2023 9:00,468,13.22,29.64876,6902.249,4364.306
8/21/2023 10:00,469,13.32,29.63114,6862.194,4397.003
8/21/2023 11:00,470,13.4,29.63145,6743.461,4417.848
8/21/2023 12:00,471,13.5,29.57675,6724.865,4491.827
8/21/2023 13:00,472,16.68,29.38484,6591.827,4549.047
8/21/2023 14:00,473,16.79,29.07392,6553.203,4579.292
8/21/2023 15:00,474,16.73,28.84531,6374.388,4594.824
8/21/2023 16:00,475,15.38,28.44296,6322.889,4569.074
8/21/2023 17:00,476,13.9,28.44296,6178.407,4566.622
8/21/2023 18:00,477,13.5,28.30579,6172.685,4533.107
8/21/2023 19:00,478,12.99,28.06803,6218.461,4461.99
8/21/2023 20:00,479,12.95,27.9583,6254.224,4400.273
8/21/2023 21:00,480,12.93,27.98573,6265.668,4354.497
8/21/2023 22:00,481,12.92,27.99488,6294.279,4327.93
8/21/2023 23:00,482,12.92,27.56509,6320.028,4274.388
8/22/2023 0:00,483,12.9,27.5468,6427.317,4273.979
8/22/2023 1:00,484,12.89,27.19016,6471.663,4229.837
8/22/2023 2:00,485,12.89,27.08957,6518.87,4205.314
8/22/2023 3:00,486,12.88,27.31819,6554.633,4196.322
8/22/2023 4:00,487,12.88,27.50108,6521.852,4168.607
8/22/2023 5:00,488,12.87,30.09811,6570.558,4140.447
8/22/2023 6:00,489,12.87,30.00666,6549.464,4148.853
8/22/2023 7:00,490,12.92,29.67746,6602.824,4154.026
8/22/2023 8:00,491,13.27,31.14972,693.804,4227.402
8/22/2023 9:00,492,13.48,30.01581,648.0246,4372.48
8/22/2023 10:00,493,13.54,31.79898,563.6241,4405.995
8/22/2023 11:00,494,13.74,31.48807,331.8802,4485.287
8/22/2023 12:00,495,14.8,31.73497,298.9782,4526.976
8/22/2023 13:00,496,16.79,31.58866,329.0191,4582.971
8/22/2023 14:00,497,15.89,31.11314,273.2289,4597.276
8/22/2023 15:00,498,16.81,30.70164,237.466,4650.41
8/22/2023 16:00,499,15.54,30.18041,257.4932,4670.437
8/22/2023 17:00,500,13.88,29.88778,283.2426,4638.557
8/22/2023 18:00,501,13.51,29.4397,283.2426,4571.936
8/22/2023 19:00,502,12.98,29.32997,393.3924,4520.437
8/22/2023 20:00,503,12.94,28.60756,423.4333,4498.366
8/22/2023 21:00,504,12.93,27.9583,373.3652,4470.982
8/22/2023 22:00,505,12.92,28.07718,376.2262,4420.709
8/22/2023 23:00,506,12.9,27.5468,356.199,4415.805
8/23/2023 0:00,507,12.89,27.4645,311.8529,4360.627
8/23/2023 1:00,508,12.88,27.52851,310.4224,4323.025
8/23/2023 2:00,509,12.88,27.50108,364.7821,4298.502
8/23/2023 3:00,510,12.87,20.69759,377.6567,4295.641
8/23/2023 4:00,511,12.86,26.52262,374.7957,4271.936
8/23/2023 5:00,512,12.86,29.65003,489.2371,4254.769
8/23/2023 6:00,513,12.85,28.9459,473.5143,4219.734
8/23/2023 7:00,514,12.88,31.927,449.1826,4214.306
8/23/2023 8:00,515,13.33,31.99101,457.7659,4342.237
8/23/2023 9:00,516,13.43,31.70753,400.545,4465.668
8/23/2023 10:00,517,13.59,31.75326,297.5477,4532.698
8/23/2023 11:00,518,13.88,34.05767,291.8257,4648.366
8/23/2023 12:00,519,15.43,32.83231,254.6322,4708.039
8/23/2023 13:00,520,17.04,32.55797,250.3406,4796.731
8/23/2023 14:00,521,16.99,34.53359,257.4932,4814.306
8/23/2023 15:00,522,16.51,33.46327,246.0491,4775.886
8/23/2023 16:00,523,14.6,32.32021,254.6322,4672.48
8/23/2023 17:00,524,14.31,32.94204,240.327,4641.009
8/23/2023 18:00,525,13.5,31.104,278.951,4584.606
8/23/2023 19:00,526,12.97,32.28364,280.3815,4535.151
8/23/2023 20:00,527,12.95,31.41491,297.5477,4502.453
8/23/2023 21:00,528,12.93,32.45738,238.8965,4493.461
8/23/2023 22:00,529,12.92,30.66506,246.0491,4473.025
8/23/2023 23:00,530,12.9,30.93025,291.8257,4465.26
8/24/2023 0:00,531,12.89,30.89368,277.5205,4407.222
8/24/2023 1:00,532,12.88,30.8571,267.5068,4379.837
8/24/2023 2:00,533,12.87,31.71668,271.7984,4338.557
8/24/2023 3:00,534,12.86,32.48481,283.2426,4282.153
8/24/2023 4:00,535,12.85,31.60695,291.8257,4258.856
8/24/2023 5:00,536,12.85,31.90871,301.8393,4247.412
8/24/2023 6:00,537,12.84,31.63438,297.5492,4226.589
8/24/2023 7:00,538,12.88,32.69514,297.5519,4230.305
8/24/2023 8:00,539,13.33,31.55208,277.5205,4314.443
8/24/2023 9:00,540,13.44,32.98776,257.4932,4483.243
8/24/2023 10:00,541,13.7,31.91786,251.7711,4573.57
8/24/2023 11:00,542,14.34,32.88717,226.0218,4618.529
8/24/2023 12:00,543,14.24,32.70428,257.4932,4719.892
8/24/2023 13:00,544,17.12,32.21048,238.8965,4717.848
8/24/2023 14:00,545,15.66,32.0916,258.9237,4831.063
8/24/2023 15:00,546,16.9,31.60695,228.8829,4800.001
8/24/2023 16:00,547,14.69,31.14058,244.6186,4780.791
8/24/2023 17:00,548,14.04,30.39987,231.7439,4784.878
8/24/2023 18:00,549,13.66,30.50961,263.2153,4703.134
8/24/2023 19:00,550,12.98,30.92111,234.6049,4607.903
8/24/2023 20:00,551,12.96,31.5155,256.0627,4513.897
8/24/2023 21:00,552,12.94,31.15887,290.3951,4456.677
8/24/2023 22:00,553,12.92,29.40313,300.4088,4375.75
8/24/2023 23:00,554,12.91,32.50311,303.2698,4301.363
8/25/2023 0:00,555,12.89,25.8002,326.1581,4251.908
8/25/2023 1:00,556,12.89,35.12971,354.7684,4212.262
8/25/2023 2:00,557,12.87,29.16537,351.9074,4166.077
8/25/2023 3:00,558,12.86,35.95512,369.1056,4152.54
8/25/2023 4:00,559,12.84,27.09872,404.8588,4112.761
8/25/2023 5:00,560,12.83,35.17557,477.8563,4097.546
8/25/2023 6:00,561,12.83,37.78936,437.8267,4100.282
8/25/2023 7:00,562,12.88,36.73468,452.1281,4124.75
8/25/2023 8:00,563,13.38,35.22143,429.1799,4221.496
8/25/2023 9:00,564,13.45,36.96395,253.2017,4418.257
8/25/2023 10:00,565,13.56,36.64296,260.3542,4494.279
8/25/2023 11:00,566,13.77,36.41368,314.7139,4576.022
8/25/2023 12:00,567,14.58,36.13855,220.2998,4655.723
8/25/2023 13:00,568,17.07,35.81755,243.188,4753.815
8/25/2023 14:00,569,16.97,35.54242,231.7439,4782.426
8/25/2023 15:00,570,16.7,35.26728,228.8829,4860.491
8/25/2023 16:00,571,14.8,30.09811,251.7711,4779.565
8/25/2023 17:00,572,13.85,29.15623,231.7439,4721.527
8/25/2023 18:00,573,13.5,31.20459,253.2017,4643.461
8/25/2023 19:00,574,12.97,34.90044,284.6731,4593.189
8/25/2023 20:00,575,12.97,36.9181,208.8556,4511.854
8/25/2023 21:00,576,12.94,35.72585,223.1608,4177.112
8/25/2023 22:00,577,12.92,30.57362,241.7575,4206.131
8/25/2023 23:00,578,12.91,32.20134,268.9374,4220.028
8/26/2023 0:00,579,12.9,32.42995,268.9374,4213.897
8/26/2023 1:00,580,12.89,32.53968,311.8529,4229.02
8/26/2023 2:00,581,12.88,27.61081,300.4088,4238.012
8/26/2023 3:00,582,12.86,30.89368,308.9988,4241.785
8/26/2023 4:00,583,12.85,28.55269,320.4405,4230.305
8/26/2023 5:00,584,12.83,25.46186,326.1746,4219.016
8/26/2023 6:00,585,12.83,25.35212,336.2036,4206.939
8/26/2023 7:00,586,12.92,31.1863,360.5022,4226.296
8/26/2023 8:00,587,13.33,28.2052,349.0477,4299.336
8/26/2023 9:00,588,13.43,27.2176,261.7848,4379.837
8/26/2023 10:00,589,13.53,29.29339,211.7166,4459.946
8/26/2023 11:00,590,13.68,31.15887,188.8284,4498.775
8/26/2023 12:00,591,15.54,31.58866,185.9673,4591.963
8/26/2023 13:00,592,17.07,26.00138,246.0491,4731.336
8/26/2023 14:00,593,17.15,28.24178,194.5504,4747.276
8/26/2023 15:00,594,16.82,38.43135,297.5477,4752.589
8/26/2023 16:00,595,13.97,35.95512,297.5477,4741.554
8/26/2023 17:00,596,13.86,32.48481,238.8965,4711.717
8/26/2023 18:00,597,13.06,37.78936,177.3842,4676.977
8/26/2023 19:00,598,12.98,36.50539,210.2861,4594.006
8/26/2023 20:00,599,12.96,42.32911,211.7166,4542.508
8/26/2023 21:00,600,12.94,42.51253,247.4796,4494.279
8/26/2023 22:00,601,12.92,41.87054,251.7711,4459.129
8/26/2023 23:00,602,12.92,42.69595,266.0763,4405.178
8/27/2023 0:00,603,12.91,42.78767,270.3679,4354.905
8/27/2023 1:00,604,12.89,41.96226,280.3815,4302.589
8/27/2023 2:00,605,12.88,41.59541,346.1853,4261.717
8/27/2023 3:00,606,12.86,43.0628,286.1134,4255.733
8/27/2023 4:00,607,12.85,43.47551,337.6147,4228.359
8/27/2023 5:00,608,12.84,43.65893,340.4884,4189.683
8/27/2023 6:00,609,12.83,43.65893,394.8969,4137.015
8/27/2023 7:00,610,12.88,43.75064,337.6606,4164.753
8/27/2023 8:00,611,13.41,43.75064,396.2629,4264.272
8/27/2023 9:00,612,13.45,44.16335,253.2017,4459.538
8/27/2023 10:00,613,13.54,44.16335,228.8829,4544.96
8/27/2023 11:00,614,13.68,44.2092,214.5777,4625.069
8/27/2023 12:00,615,14.31,44.2092,194.5504,4711.309
8/27/2023 13:00,616,15.51,44.16335,200.2725,4800.001
8/27/2023 14:00,617,17.04,43.7965,205.9946,4797.958
8/27/2023 15:00,618,16.89,43.52136,198.842,4822.889
8/27/2023 16:00,619,14.32,43.42965,190.2589,4758.72
8/27/2023 17:00,620,13.87,43.20037,183.1063,4770.165
8/27/2023 18:00,621,13.38,43.01694,211.7166,4705.587
8/27/2023 19:00,622,12.98,42.97109,217.4387,4624.251
8/27/2023 20:00,623,12.97,42.92523,205.9946,4520.028
8/27/2023 21:00,624,12.96,43.20037,214.5777,4475.069
8/27/2023 22:00,625,12.94,43.29208,223.1608,4459.946
8/27/2023 23:00,626,12.92,39.2109,231.7439,4421.118
8/28/2023 0:00,627,12.92,40.0363,234.6049,4401.5
8/28/2023 1:00,628,12.91,43.61307,290.3991,4366.819
8/28/2023 2:00,629,12.9,43.75064,251.7719,4353.283
8/28/2023 3:00,630,12.88,42.05397,310.4224,4320.982
8/28/2023 4:00,631,12.87,41.82469,306.1415,4314.593
8/28/2023 5:00,632,12.86,43.88821,286.1046,4329.172
8/28/2023 6:00,633,12.84,43.97992,354.8026,4320.58
8/28/2023 7:00,634,12.88,43.88821,326.1888,4311.988
8/28/2023 8:00,635,13.43,43.97992,288.9656,4416.228
8/28/2023 9:00,636,13.48,44.34677,183.1063,4594.824
8/28/2023 10:00,637,13.38,41.27442,184.5368,4633.243
8/28/2023 11:00,638,13.67,44.39262,188.8284,4701.908
8/28/2023 12:00,639,15.77,44.39262,191.6894,4752.181
8/28/2023 13:00,640,14.25,44.2092,174.5232,4749.729
8/28/2023 14:00,641,16.55,43.97992,177.3842,4736.241
8/28/2023 15:00,642,16.86,43.7965,181.6758,4867.439
8/28/2023 16:00,643,14.01,43.42965,183.1063,4793.053
8/28/2023 17:00,644,14.05,43.33794,171.6622,4787.331
8/28/2023 18:00,645,13.63,43.20037,165.9401,4696.595
8/28/2023 19:00,646,12.98,43.15451,190.2589,4598.911
8/28/2023 20:00,647,12.97,43.0628,276.09,4571.936
8/28/2023 21:00,648,12.95,42.32911,231.7439,4528.611
8/28/2023 22:00,649,12.94,43.20037,258.9237,4504.088
8/28/2023 23:00,650,12.93,43.29208,254.6322,4487.739
8/29/2023 0:00,651,12.92,43.29208,204.5641,4451.772
8/29/2023 1:00,652,12.91,43.10866,205.9946,4291.554
8/29/2023 2:00,653,12.89,43.29208,217.4387,4253.543
8/29/2023 3:00,654,12.89,43.75064,228.883,4233.926
8/29/2023 4:00,655,12.87,43.88821,256.0634,4247.016
8/29/2023 5:00,656,12.86,43.61307,261.8048,4240.38
8/29/2023 6:00,657,12.84,43.56721,286.1209,4261.567
8/29/2023 7:00,658,12.86,43.65893,271.8195,4277.99
8/29/2023 8:00,659,12.96,43.93406,228.9046,4325.071
8/29/2023 9:00,660,13.44,43.7965,223.1618,4423.999
8/29/2023 10:00,661,13.6,43.84235,227.4523,4454.633
8/29/2023 11:00,662,14.06,43.61307,188.8284,4564.987
8/29/2023 12:00,663,15.68,43.61307,183.1063,4671.663
8/29/2023 13:00,664,14.99,42.97109,181.6758,4727.658
8/29/2023 14:00,665,16.16,42.74181,177.3842,4815.941
8/29/2023 15:00,666,16.56,42.6501,168.8011,4764.851
8/29/2023 16:00,667,14.05,42.51253,175.9537,4727.249
8/29/2023 17:00,668,13.8,41.59541,234.6049,4679.02
8/29/2023 18:00,669,13.21,42.05397,293.2562,4636.922
8/29/2023 19:00,670,12.98,42.42082,170.2316,4562.535
8/29/2023 20:00,671,12.97,43.29208,200.2725,4200.41
8/29/2023 21:00,672,12.94,43.97992,207.4256,4233.116
8/29/2023 22:00,673,12.93,44.39262,206.0143,4270.301
8/29/2023 23:00,674,12.92,43.84235,204.5846,4233.124
8/30/2023 0:00,675,12.91,44.02578,206.0418,4231.625
8/30/2023 1:00,676,12.91,44.34677,206.0471,4250.949
8/30/2023 2:00,677,12.89,44.16335,206.044,4248.431
8/30/2023 3:00,678,12.88,42.55838,234.6506,4208.585
8/30/2023 4:00,679,12.86,44.80533,4748.699,4210.938
8/30/2023 5:00,680,12.84,44.30091,6143.532,4209.602
8/30/2023 6:00,681,12.84,44.16335,6818.76,4226.724
8/30/2023 7:00,682,12.83,43.93406,7082.059,4238.199
8/30/2023 8:00,683,12.84,43.01694,7359.199,4231.008
8/30/2023 9:00,684,12.84,41.64127,7308.979,4215.799
8/30/2023 10:00,685,13.17,40.67829,7379.19,4231.396
8/30/2023 11:00,686,13.49,38.84405,7965.404,4255.328
8/30/2023 12:00,687,13.48,38.11036,8151.326,4234.456
8/30/2023 13:00,688,13.61,38.0645,8221.488,4260.239
8/30/2023 14:00,689,13.81,38.43135,8261.721,4250.929
8/30/2023 15:00,690,13.97,38.0645,8296.497,4255.243
8/30/2023 16:00,691,13.94,38.0645,8450.549,4257.872
8/30/2023 17:00,692,14.03,38.20207,8501.604,4255.604
8/30/2023 18:00,693,13.79,38.4772,8696.127,4264.583
8/30/2023 19:00,694,13.05,38.43135,8787.673,4249.048
8/30/2023 20:00,695,13,38.15621,8940.737,4264.17
8/30/2023 21:00,696,12.99,37.97279,8889.434,4229.522
8/30/2023 22:00,697,12.97,37.69765,8877.892,4242.146
8/30/2023 23:00,698,12.96,37.46837,8745.433,4238.339
8/31/2023 0:00,699,12.94,37.14738,8541.399,4213.267
8/31/2023 1:00,700,12.93,37.00981,8405.895,4206.524
8/31/2023 2:00,701,12.92,36.96395,8332.925,4207.751
8/31/2023 3:00,702,12.89,36.82639,8279.473,4207.4
8/31/2023 4:00,703,12.88,36.59711,8226.226,4200.705
8/31/2023 5:00,704,12.86,36.64296,8150.658,4190.213
8/31/2023 6:00,705,12.86,36.64296,8057.993,4174.857
8/31/2023 7:00,706,12.89,36.68882,7989.312,4153.191
8/31/2023 8:00,707,13.47,36.82639,7961.759,4148.167
8/31/2023 9:00,708,13.6,36.9181,8003.84,4174.3
8/31/2023 10:00,709,13.6,36.96395,7965.124,4198.366
8/31/2023 11:00,710,13.87,37.00981,7932.222,4221.254
8/31/2023 12:00,711,15.46,36.9181,7892.167,4234.742
8/31/2023 13:00,712,14.4,36.9181,7824.933,4260.491
8/31/2023 14:00,713,14.19,36.78053,7883.584,4278.475
8/31/2023 15:00,714,14.2,36.64296,7779.156,4275.614
8/31/2023 16:00,715,14.27,36.59711,7793.461,4280.11
8/31/2023 17:00,716,14,36.50539,7799.184,4299.729
8/31/2023 18:00,717,13.46,36.36783,7756.268,4279.701
8/31/2023 19:00,718,12.98,36.41368,7819.211,4293.189
8/31/2023 20:00,719,12.97,36.36783,7767.712,4299.32
8/31/2023 21:00,720,12.96,36.27612,7667.576,4266.622
8/31/2023 22:00,721,12.94,36.32197,7730.519,4280.927
8/31/2023 23:00,722,12.92,36.41368,7602.139,4259.062
9/1/2023 0:00,723,12.92,36.41368,7650.755,4264.771
9/1/2023 1:00,724,12.91,36.36783,7552.214,4241.159
9/1/2023 2:00,725,12.9,36.32197,7592.032,4256.558
9/1/2023 3:00,726,12.89,36.41368,7534.086,4229.569
9/1/2023 4:00,727,12.87,36.55125,7481.382,4223.569
9/1/2023 5:00,728,12.86,36.41368,7509.776,4234.481
9/1/2023 6:00,729,12.83,36.41368,7495.144,4224.476
9/1/2023 7:00,730,12.93,36.41368,7444.681,4205.455
9/1/2023 8:00,731,13.07,36.45954,7409.071,4197.377
9/1/2023 9:00,732,13.49,36.59711,7384.34,4209.813
9/1/2023 10:00,733,13.8,35.58828,7375.75,4241.281
9/1/2023 11:00,734,14.77,36.59711,7442.985,4265.396
9/1/2023 12:00,735,14.17,36.50539,7297.072,4265.396
9/1/2023 13:00,736,13.99,36.96395,7222.685,4271.527
9/1/2023 14:00,737,13.34,36.68882,7304.225,4281.336
9/1/2023 15:00,738,13.09,37.05567,7159.742,4255.586
9/1/2023 16:00,739,13,38.0645,6825.001,4270.709
9/1/2023 17:00,740,13.71,37.46837,7225.825,4247.167
9/1/2023 18:00,741,13.34,36.73468,7794.072,4273.088
9/1/2023 19:00,742,12.94,36.41368,8006.82,4247.116
9/1/2023 20:00,743,12.96,35.90927,8156.374,4265.097
9/1/2023 21:00,744,12.95,35.49656,8194.652,4241.207
9/1/2023 22:00,745,12.94,34.71701,8137.887,4229.592
9/1/2023 23:00,746,12.92,34.94629,8179.684,4236.292
9/2/2023 0:00,747,12.91,34.80872,8125.719,4218.514
9/2/2023 1:00,748,12.9,34.6253,8027.602,4200.438
9/2/2023 2:00,749,12.88,34.39602,7935.085,4185.634
9/2/2023 3:00,750,12.87,34.25845,7871.649,4176.736
9/2/2023 4:00,751,12.86,34.44188,7826.913,4171.629
9/2/2023 5:00,752,12.83,34.25845,7781.182,4168.388
9/2/2023 6:00,753,12.82,34.25845,7746.961,4168.454
9/2/2023 7:00,754,12.87,34.39602,7732.502,4169.599
9/2/2023 8:00,755,13.24,34.48773,7726.258,4176.268
9/2/2023 9:00,756,13.44,34.53359,7682.717,4182.472
9/2/2023 10:00,757,13.69,34.57944,7648.062,4191.699
9/2/2023 11:00,758,15.98,34.6253,7601.775,4201.229
9/2/2023 12:00,759,14.89,34.57944,7493.053,4202.862
9/2/2023 13:00,760,14.01,34.71701,7397.208,4210.627
9/2/2023 14:00,761,14.39,34.53359,7421.527,4233.516
9/2/2023 15:00,762,14.21,34.67116,7428.68,4242.099
9/2/2023 16:00,763,14.01,34.44188,7354.292,4225.341
9/2/2023 17:00,764,14.19,34.53359,7344.279,4246.595
9/2/2023 18:00,765,13.78,34.48773,7350.001,4245.777
9/2/2023 19:00,766,12.98,34.44188,7255.587,4223.298
9/2/2023 20:00,767,12.97,34.44188,7289.919,4235.56
9/2/2023 21:00,768,12.97,34.44188,7310.079,4231.958
9/2/2023 22:00,769,12.94,34.48773,7290.205,4207.114
9/2/2023 23:00,770,12.93,34.44188,7256.45,4190.69
9/3/2023 0:00,771,12.92,34.39602,7243.87,4179.007
9/3/2023 1:00,772,12.9,34.44188,7233.401,4170.168
9/3/2023 2:00,773,12.9,34.48773,7232.034,4158.757
9/3/2023 3:00,774,12.88,34.44188,7237.962,4154.786
9/3/2023 4:00,775,12.88,34.53359,7258.053,4159.316
9/3/2023 5:00,776,12.86,34.44188,7177.92,4140.919
9/3/2023 6:00,777,12.83,34.44188,7159.317,4111.073
9/3/2023 7:00,778,12.89,34.53359,7197.95,4126.198
9/3/2023 8:00,779,13.44,34.57944,7109.113,4098.33
9/3/2023 9:00,780,13.49,34.67116,7165.538,4133.831
9/3/2023 10:00,781,13.69,34.80872,7111.104,4121.527
9/3/2023 11:00,782,13.81,34.80872,7141.146,4157.494
9/3/2023 12:00,783,14.69,34.80872,7132.563,4188.557
9/3/2023 13:00,784,16.99,34.99215,7103.952,4210.219
9/3/2023 14:00,785,14.21,34.44188,7095.369,4226.159
9/3/2023 15:00,786,14.24,34.57944,6989.511,4221.663
9/3/2023 16:00,787,13.98,34.90044,6949.456,4235.968
9/3/2023 17:00,788,13.62,34.71701,6985.219,4248.229
9/3/2023 18:00,789,12.96,34.57944,6917.985,4227.793
9/3/2023 19:00,790,12.95,34.53359,6810.696,4214.306
9/3/2023 20:00,791,12.96,34.44188,6823.57,4222.072
9/3/2023 21:00,792,12.94,34.30431,6849.32,4223.707
9/3/2023 22:00,793,12.93,34.21312,6872.208,4215.941
9/3/2023 23:00,794,12.91,34.34114,6911.412,4204.032
9/4/2023 0:00,795,12.9,34.39602,6932.811,4195.82
9/4/2023 1:00,796,12.88,34.35017,6910.061,4180.421
9/4/2023 2:00,797,12.86,34.76287,6856.989,4148.045
9/4/2023 3:00,798,12.84,34.29542,6928.926,4144.19
9/4/2023 4:00,799,12.82,34.80872,6871.686,4129.063
9/4/2023 5:00,800,12.82,33.71932,6910.323,4123.748
9/4/2023 6:00,801,12.81,34.76287,6835.91,4083.271
9/4/2023 7:00,802,12.88,34.99215,6782.989,4066.114
9/4/2023 8:00,803,13.51,34.90044,6772.948,4074.277
9/4/2023 9:00,804,13.49,34.94629,6846.776,4113.543
9/4/2023 10:00,805,13.57,34.67116,6773.526,4100.697
9/4/2023 11:00,806,13.92,34.0028,6802.113,4137.875
9/4/2023 12:00,807,14.35,35.12971,6779.225,4182.017
9/4/2023 13:00,808,14.79,34.76287,6711.99,4184.878
9/4/2023 14:00,809,14.91,34.67116,6690.532,4224.933
9/4/2023 15:00,810,16.67,34.35017,6643.325,4224.115
9/4/2023 16:00,811,14.21,34.48773,6651.908,4253.952
9/4/2023 17:00,812,13.87,35.17557,6556.063,4244.143
9/4/2023 18:00,813,13.32,35.17557,6603.271,4230.246
9/4/2023 19:00,814,12.98,35.08386,6571.799,4223.298
9/4/2023 20:00,815,12.98,35.03801,6560.355,4208.993
9/4/2023 21:00,816,12.96,34.42344,6537.467,4196.731
9/4/2023 22:00,817,12.94,33.92964,6507.737,4181.809
9/4/2023 23:00,818,12.93,34.24055,6480.904,4139.522
9/5/2023 0:00,819,12.92,35.22143,6560.225,4142.375
9/5/2023 1:00,820,12.91,34.80872,6547.818,4106.696
9/5/2023 2:00,821,12.89,35.359,6549.814,4088.651
9/5/2023 3:00,822,12.88,35.359,6542.735,4080.93
9/5/2023 4:00,823,12.87,35.81755,6462.42,4042.386
9/5/2023 5:00,824,12.85,34.99215,6496.944,4026.552
9/5/2023 6:00,825,12.83,35.86341,6436.931,3989.401
9/5/2023 7:00,826,12.95,36.09269,6373.734,3980.262
9/5/2023 8:00,827,13.45,35.95512,6393.744,4021.542
9/5/2023 9:00,828,13.59,36.04684,6343.659,4069.379
9/5/2023 10:00,829,13.75,36.00098,6406.983,4118.162
9/5/2023 11:00,830,14.96,35.81755,6360.12,4139.535
9/5/2023 12:00,831,16.09,35.12971,6367.235,4217.576
9/5/2023 13:00,832,14.66,35.58828,6334.333,4222.072
9/5/2023 14:00,833,15.01,35.17557,6228.475,4244.96
9/5/2023 15:00,834,16.74,35.58828,6227.044,4301.363
9/5/2023 16:00,835,14.16,34.71701,6128.339,4284.197
9/5/2023 17:00,836,13.83,35.17557,6111.172,4316.486
9/5/2023 18:00,837,13.33,34.99215,6128.339,4249.456
9/5/2023 19:00,838,12.99,34.99215,6186.99,4220.437
9/5/2023 20:00,839,12.98,34.13998,6171.254,4208.584
9/5/2023 21:00,840,12.96,34.6253,6126.908,4164.442
9/5/2023 22:00,841,12.94,34.6253,6111.286,4134.683
9/5/2023 23:00,842,12.93,34.53359,6176.377,4118.403
9/6/2023 0:00,843,12.92,34.44188,6163.695,4104.225
9/6/2023 1:00,844,12.91,34.25845,6251.518,4098.86
9/6/2023 2:00,845,12.9,33.73763,6253.476,4071.404
9/6/2023 3:00,846,12.88,31.85386,6234.888,4052.606
9/6/2023 4:00,847,12.87,36.04684,6230.595,4045.656
9/6/2023 5:00,848,12.84,34.57944,6151.89,4008.858
9/6/2023 6:00,849,12.83,35.40485,6230.611,3988.834
9/6/2023 7:00,850,13.01,39.02747,6176.219,3986.373
9/6/2023 8:00,851,13.5,38.93576,6160.521,4039.961
9/6/2023 9:00,852,13.53,38.75234,6201.66,4185.272
9/6/2023 10:00,853,13.62,39.85288,6191.3,4256.826
9/6/2023 11:00,854,13.83,39.76117,6169.824,4294.415
9/6/2023 12:00,855,14.6,39.71531,6065.396,4586.241
9/6/2023 13:00,856,14.62,39.57775,6131.2,4437.058
9/6/2023 14:00,857,14.57,30.50048,6016.758,4482.017
9/6/2023 15:00,858,16.63,38.0645,5713.489,4500.001
9/6/2023 16:00,859,14.14,34.90044,5491.758,4465.668
9/6/2023 17:00,860,13.81,39.66946,460.6268,4526.567
9/6/2023 18:00,861,13.34,39.48603,324.7276,4402.726
9/6/2023 19:00,862,12.99,39.57775,406.2671,4389.646
9/6/2023 20:00,863,12.98,39.66946,377.6567,4328.748
9/6/2023 21:00,864,12.96,38.11036,363.3516,4291.962
9/6/2023 22:00,865,12.95,40.3573,369.0736,4248.638
9/6/2023 23:00,866,12.94,40.58658,361.9281,4227.876
9/7/2023 0:00,867,12.93,40.67829,354.7957,4187.653
9/7/2023 1:00,868,12.91,40.58658,369.1434,4141.52
9/7/2023 2:00,869,12.89,37.83522,379.1941,4141.495
9/7/2023 3:00,870,12.89,37.56008,394.9572,4099.624
9/7/2023 4:00,871,12.86,36.55125,392.0953,4082.453
9/7/2023 5:00,872,12.85,38.70648,399.2504,4062.828
9/7/2023 6:00,873,12.83,35.7717,462.2146,4032.981
9/7/2023 7:00,874,12.85,38.01864,482.2487,4016.218
9/7/2023 8:00,875,13.45,38.4772,465.0822,4079.64
9/7/2023 9:00,876,13.5,38.11036,279.0346,4270.764
