Date,Rep,V,CDOM,CO2
7/27/2023 10:00,0,14.03,44.05753,50.40873
7/27/2023 11:00,1,14.21,43.73575,8.174388
7/27/2023 12:00,2,13.59,43.27735,6.130791
7/27/2023 13:00,3,13.59,42.95647,8.174388
7/27/2023 14:00,4,13.62,42.95648,8.174388
7/27/2023 15:00,5,13.69,42.82209,-10.21799
7/27/2023 16:00,6,13.63,42.40694,-11.58038
7/27/2023 17:00,7,13.75,42.04208,-11.58038
7/27/2023 18:00,8,13.62,41.6287,-10.89918
7/27/2023 19:00,9,13.19,41.21879,-10.21799
7/27/2023 20:00,10,12.94,41.21783,-3.405995
7/27/2023 21:00,11,12.93,40.9422,-6.130791
7/27/2023 22:00,12,12.92,40.8522,-8.855587
7/27/2023 23:00,13,12.9,40.80688,-7.493189
7/28/2023 0:00,14,12.89,40.6693,-7.493189
7/28/2023 1:00,15,12.88,41.12983,-8.855587
7/28/2023 2:00,16,12.87,41.17786,-7.493189
7/28/2023 3:00,17,12.87,41.72734,-7.493189
7/28/2023 4:00,18,12.85,39.48324,-8.855587
7/28/2023 5:00,19,12.83,41.49974,-7.493189
7/28/2023 6:00,20,12.82,41.68454,-8.855587
7/28/2023 7:00,21,13.01,42.09478,-10.21799
7/28/2023 8:00,22,13.4,41.91021,-10.21799
7/28/2023 9:00,23,13.84,41.17365,-10.89918
7/28/2023 10:00,24,14,40.94254,-11.58038
7/28/2023 11:00,25,14.16,41.03285,-12.26158
7/28/2023 12:00,26,13.63,40.71127,-9.536786
7/28/2023 13:00,27,13.58,32.4837,-8.855587
7/28/2023 14:00,28,13.58,35.94316,-7.493189
7/28/2023 15:00,29,13.57,40.57396,-11.58038
7/28/2023 16:00,30,13.12,37.73362,-9.536786
7/28/2023 17:00,31,12.96,40.71268,-8.855587
7/28/2023 18:00,32,13.57,40.99045,-8.855587
7/28/2023 19:00,33,13.65,40.62741,-7.493189
7/28/2023 20:00,34,12.97,39.71088,-7.493189
7/28/2023 21:00,35,12.9,40.35046,-10.89918
7/28/2023 22:00,36,12.9,38.15097,-11.58038
7/28/2023 23:00,37,12.9,40.39887,-11.58038
7/29/2023 0:00,38,12.88,38.15264,-11.58038
7/29/2023 1:00,39,12.87,38.33494,-10.89918
7/29/2023 2:00,40,12.86,39.16347,-8.174388
7/29/2023 3:00,41,12.86,37.558,-8.174388
7/29/2023 4:00,42,12.84,37.23709,-6.81199
7/29/2023 5:00,43,12.82,35.40337,-6.81199
7/29/2023 6:00,44,12.81,40.81548,-5.449592
7/29/2023 7:00,45,12.89,35.26541,-6.81199
7/29/2023 8:00,46,13.35,34.57361,-8.855587
7/29/2023 9:00,47,13.49,36.53998,-17.02998
7/29/2023 10:00,48,13.73,41.44392,-17.02998
7/29/2023 11:00,49,14.3,34.33927,-18.39237
7/29/2023 12:00,50,14.22,34.3396,-20.43597
7/29/2023 13:00,51,13.58,37.04328,-21.11717
7/29/2023 14:00,52,13.53,37.08895,-19.75477
7/29/2023 15:00,53,13.48,41.2616,-20.43597
7/29/2023 16:00,54,13.65,41.21792,-19.75477
7/29/2023 17:00,55,13.75,39.9334,-17.02998
7/29/2023 18:00,56,13.42,40.80721,-14.98638
7/29/2023 19:00,57,13.34,41.86443,-13.62398
7/29/2023 20:00,58,12.94,35.12354,-12.94278
7/29/2023 21:00,59,12.93,41.63504,-10.21799
7/29/2023 22:00,60,12.92,41.68147,-9.536786
7/29/2023 23:00,61,12.9,41.45228,-9.536786
7/30/2023 0:00,62,12.89,41.59065,-9.536786
7/30/2023 1:00,63,12.88,40.81339,-8.174388
7/30/2023 2:00,64,12.87,40.85941,-7.493189
7/30/2023 3:00,65,12.86,39.66864,-8.174388
7/30/2023 4:00,66,12.85,39.71246,-6.81199
7/30/2023 5:00,67,12.83,42.14281,-7.493189
7/30/2023 6:00,68,12.83,38.84279,-11.58038
7/30/2023 7:00,69,12.96,41.82336,-8.855587
7/30/2023 8:00,70,13.42,41.31403,-12.94278
7/30/2023 9:00,71,13.54,34.79745,-20.43597
7/30/2023 10:00,72,14.27,37.31857,-19.75477
7/30/2023 11:00,73,14.23,42.40678,-21.11717
7/30/2023 12:00,74,14.22,42.17864,-22.47957
7/30/2023 13:00,75,13.64,42.08596,-23.16077
7/30/2023 14:00,76,13.65,38.73917,-23.84196
7/30/2023 15:00,77,13.65,41.30705,-23.84196
7/30/2023 16:00,78,13.58,36.67768,-25.20436
7/30/2023 17:00,79,13.57,39.20085,-26.56676
7/30/2023 18:00,80,13.55,39.89077,-25.20436
7/30/2023 19:00,81,13.27,40.39369,-25.20436
7/30/2023 20:00,82,12.95,42.00164,-23.84196
7/30/2023 21:00,83,12.93,41.13513,-23.84196
7/30/2023 22:00,84,12.91,41.59541,-21.11717
7/30/2023 23:00,85,12.89,41.64108,-21.11717
7/31/2023 0:00,86,12.88,41.68712,-19.07357
7/31/2023 1:00,87,12.87,41.87054,-21.11717
7/31/2023 2:00,88,12.86,39.21087,-17.71117
7/31/2023 3:00,89,12.86,38.29378,-18.39237
7/31/2023 4:00,90,12.84,40.26553,-18.39237
7/31/2023 5:00,91,12.82,42.51211,-18.39237
7/31/2023 6:00,92,12.81,41.91596,-17.02998
7/31/2023 7:00,93,12.9,43.56721,-18.39237
7/31/2023 8:00,94,13.45,43.97972,-12.26158
7/31/2023 9:00,95,13.65,44.16182,-10.89918
7/31/2023 10:00,96,14.19,37.28171,-12.94278
7/31/2023 11:00,97,14.32,43.88084,-17.71117
7/31/2023 12:00,98,14.07,44.10686,-20.43597
7/31/2023 13:00,99,13.69,43.23454,-21.11717
7/31/2023 14:00,100,13.65,41.48983,-21.11717
7/31/2023 15:00,101,13.32,43.88377,-17.02998
7/31/2023 16:00,102,13.3,42.05218,-14.30518
7/31/2023 17:00,103,13.49,43.88805,-14.30518
7/31/2023 18:00,104,13.7,43.97898,-14.98638
7/31/2023 19:00,105,13.42,41.41012,-14.98638
7/31/2023 20:00,106,12.94,43.79491,-10.89918
7/31/2023 21:00,107,12.92,43.79474,-12.94278
7/31/2023 22:00,108,12.92,43.74986,-12.94278
7/31/2023 23:00,109,12.91,35.45021,-14.30518
8/1/2023 0:00,110,12.89,43.84206,-12.94278
8/1/2023 1:00,111,12.87,44.1631,-12.94278
8/1/2023 2:00,112,12.86,44.16317,-12.94278
8/1/2023 3:00,113,12.86,43.93398,-12.94278
8/1/2023 4:00,114,12.84,43.47551,-12.94278
8/1/2023 5:00,115,12.82,43.10792,-12.26158
8/1/2023 6:00,116,12.8,43.84232,-11.58038
8/1/2023 7:00,117,12.88,43.7965,-12.26158
8/1/2023 8:00,118,13.41,40.21757,29.97276
8/1/2023 9:00,119,13.53,40.94324,-17.02998
8/1/2023 10:00,120,14.1,43.78537,-17.02998
8/1/2023 11:00,121,13.96,43.46197,-18.39237
8/1/2023 12:00,122,14.18,38.96908,-19.75477
8/1/2023 13:00,123,13.64,42.68193,-20.43597
8/1/2023 14:00,124,13.59,40.29957,-21.79837
8/1/2023 15:00,125,13.62,36.44986,-21.11717
8/1/2023 16:00,126,13.55,35.1198,-23.16077
8/1/2023 17:00,127,13.57,42.50207,-23.84196
8/1/2023 18:00,128,13.33,42.2284,-21.11717
8/1/2023 19:00,129,12.97,39.89285,-21.11717
8/1/2023 20:00,130,12.94,33.67099,-21.11717
