Date,record,V,CDOM,CO2
1/26/2023 15:00,0,14.36,64.82174,
1/26/2023 16:00,1,13.99,54.63649,
1/26/2023 17:00,2,13.51,51.31567,
1/26/2023 18:00,3,13.09,37.83651,
1/26/2023 19:00,4,13.01,36.46642,
1/26/2023 20:00,5,12.98,44.68531,
1/26/2023 21:00,6,12.96,44.85141,
1/26/2023 22:00,7,12.94,21.04892,
1/26/2023 23:00,8,12.93,23.40377,
1/27/2023 0:00,9,12.91,20.75412,
1/27/2023 1:00,10,12.9,19.36467,
1/27/2023 2:00,11,12.89,18.37134,
1/27/2023 3:00,12,12.88,12.26357,
1/27/2023 4:00,13,12.87,9.76744,
1/27/2023 5:00,14,12.86,10.58475,
1/27/2023 6:00,15,12.85,12.87101,
1/27/2023 7:00,16,12.85,11.84464,
1/27/2023 8:00,17,13.83,15.71216,
1/27/2023 9:00,18,14.45,16.19368,
1/27/2023 10:00,19,14.43,26.59758,
1/27/2023 11:00,20,14.01,27.44732,
1/27/2023 12:00,21,13.9,24.58764,
1/27/2023 13:00,22,13.78,29.26385,
1/27/2023 14:00,23,13.78,31.68103,
1/27/2023 15:00,24,13.78,50.37094,
1/27/2023 16:00,25,13.88,43.34174,
1/27/2023 17:00,26,13.78,42.02148,
1/27/2023 18:00,27,13.13,39.64631,
1/27/2023 19:00,28,13.02,36.83423,
1/27/2023 20:00,29,12.99,39.49775,
1/27/2023 21:00,30,12.96,34.20959,
1/27/2023 22:00,31,12.93,37.77061,
1/27/2023 23:00,32,12.92,34.52944,
1/28/2023 0:00,33,12.9,38.82632,
1/28/2023 1:00,34,12.88,34.09915,
1/28/2023 2:00,35,12.87,39.41169,
1/28/2023 3:00,36,12.85,36.21969,
1/28/2023 4:00,37,12.84,34.20401,
1/28/2023 5:00,38,12.83,35.83918,
1/28/2023 6:00,39,12.82,36.81129,
1/28/2023 7:00,40,12.82,30.07283,
1/28/2023 8:00,41,13.61,32.34844,
1/28/2023 9:00,42,14.6,32.65267,
1/28/2023 10:00,43,14.53,29.74471,
1/28/2023 11:00,44,13.91,29.55681,
1/28/2023 12:00,45,13.81,30.70037,
1/28/2023 13:00,46,13.78,33.00556,
1/28/2023 14:00,47,13.74,33.75611,
1/28/2023 15:00,48,13.78,34.60599,
1/28/2023 16:00,49,13.76,32.14459,
1/28/2023 17:00,50,13.55,36.01059,
1/28/2023 18:00,51,13.08,38.30959,
1/28/2023 19:00,52,13.02,38.67488,
1/28/2023 20:00,53,13,38.75225,
1/28/2023 21:00,54,12.98,38.13372,
1/28/2023 22:00,55,12.96,35.20791,
1/28/2023 23:00,56,12.94,34.79944,
1/29/2023 0:00,57,12.93,36.53259,
1/29/2023 1:00,58,12.92,37.72495,
1/29/2023 2:00,59,12.91,38.12546,
1/29/2023 3:00,60,12.91,39.72605,
1/29/2023 4:00,61,12.9,39.07431,
1/29/2023 5:00,62,12.9,14.92903,
1/29/2023 6:00,63,12.89,29.20363,
1/29/2023 7:00,64,12.89,28.08798,
1/29/2023 8:00,65,12.93,22.03863,
1/29/2023 9:00,66,13.81,25.17347,
1/29/2023 10:00,67,14.42,24.00335,
1/29/2023 11:00,68,14.48,20.86464,
1/29/2023 12:00,69,13.73,20.62159,
1/29/2023 13:00,70,13.8,28.52437,
1/29/2023 14:00,71,13.69,26.32794,
1/29/2023 15:00,72,13.68,33.46914,
1/29/2023 16:00,73,13.8,30.34555,
1/29/2023 17:00,74,13.67,29.91509,
1/29/2023 18:00,75,13.11,27.93938,
1/29/2023 19:00,76,13.04,31.43824,
1/29/2023 20:00,77,13.02,31.81351,
1/29/2023 21:00,78,13,30.7429,
1/29/2023 22:00,79,12.98,29.02104,
1/29/2023 23:00,80,12.97,28.61264,
1/30/2023 0:00,81,12.96,29.38525,
1/30/2023 1:00,82,12.95,29.40729,
1/30/2023 2:00,83,12.94,26.5707,
1/30/2023 3:00,84,12.93,28.45808,
1/30/2023 4:00,85,12.92,27.59716,
1/30/2023 5:00,86,12.92,29.15513,
1/30/2023 6:00,87,12.91,27.313,
1/30/2023 7:00,88,12.9,29.56682,
1/30/2023 8:00,89,13.35,26.14473,
1/30/2023 9:00,90,14.32,17.46519,
1/30/2023 10:00,91,14.3,20.64368,
1/30/2023 11:00,92,13.78,19.26399,
1/30/2023 12:00,93,13.71,28.116,
1/30/2023 13:00,94,13.58,24.20528,
1/30/2023 14:00,95,13.59,20.9738,
1/30/2023 15:00,96,13.66,21.91287,
1/30/2023 16:00,97,13.62,19.03219,
1/30/2023 17:00,98,13.74,21.05203,
1/30/2023 18:00,99,13.13,18.11609,
1/30/2023 19:00,100,13.06,20.0366,
1/30/2023 20:00,101,13.03,21.35005,
1/30/2023 21:00,102,13.01,23.48027,
1/30/2023 22:00,103,13,22.21097,
1/30/2023 23:00,104,12.98,23.65684,
1/31/2023 0:00,105,12.96,24.04313,
1/31/2023 1:00,106,12.95,17.21099,
1/31/2023 2:00,107,12.94,20.54428,
1/31/2023 3:00,108,12.93,18.43699,
1/31/2023 4:00,109,12.92,16.29498,
1/31/2023 5:00,110,12.91,14.77174,
1/31/2023 6:00,111,12.91,16.77018,
1/31/2023 7:00,112,12.91,12.29937,
1/31/2023 8:00,113,13.03,10.45611,
1/31/2023 9:00,114,13.83,6.824819,
1/31/2023 10:00,115,14.41,13.2265,
1/31/2023 11:00,116,14.28,26.09614,
1/31/2023 12:00,117,13.69,22.0454,
1/31/2023 13:00,118,13.63,22.66351,
1/31/2023 14:00,119,13.59,20.66574,
1/31/2023 15:00,120,13.63,16.17351,
1/31/2023 16:00,121,13.63,14.79384,
1/31/2023 17:00,122,13.76,17.39866,
1/31/2023 18:00,123,13.16,18.88871,
1/31/2023 19:00,124,13.06,20.67678,
1/31/2023 20:00,125,13.03,23.86658,
1/31/2023 21:00,126,13.01,14.9925,
1/31/2023 22:00,127,12.99,33.9547,
1/31/2023 23:00,128,12.97,33.53527,
2/1/2023 0:00,129,12.96,33.57942,
2/1/2023 1:00,130,12.94,35.74274,
2/1/2023 2:00,131,12.93,33.01873,
2/1/2023 3:00,132,12.91,37.45707,
2/1/2023 4:00,133,12.9,36.53357,
2/1/2023 5:00,134,12.9,34.60117,
2/1/2023 6:00,135,12.89,29.56845,
2/1/2023 7:00,136,12.88,34.52412,
2/1/2023 8:00,137,13.33,32.80186,
2/1/2023 9:00,138,14.36,24.9725,
2/1/2023 10:00,139,14.27,38.4139,
2/1/2023 11:00,140,13.7,32.6634,
2/1/2023 12:00,141,13.63,34.57288,
2/1/2023 13:00,142,13.74,30.8974,
2/1/2023 14:00,143,13.74,26.97913,
2/1/2023 15:00,144,13.64,23.77828,
2/1/2023 16:00,145,13.73,27.45373,
2/1/2023 17:00,146,13.81,27.0343,
2/1/2023 18:00,147,13.18,27.51996,
2/1/2023 19:00,148,13.06,29.85989,
2/1/2023 20:00,149,13.03,28.85546,
2/1/2023 21:00,150,13,28.73401,
2/1/2023 22:00,151,12.98,30.04746,
2/1/2023 23:00,152,12.96,28.96658,
2/2/2023 0:00,153,12.95,29.09194,
2/2/2023 1:00,154,12.93,25.60374,
2/2/2023 2:00,155,12.92,5.357868,
2/2/2023 3:00,156,12.9,3.500231,
2/2/2023 4:00,157,12.89,3.757471,
2/2/2023 5:00,158,12.88,4.077276,
