"TOA5","GasDome_10312023","CR1000X","22892","CR1000X.Std.04.02","CPU:02062024.CR1X","50221","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2"
"TS","RN","Volts","Deg C","ppm"
"","","Min","Smp","Smp"
"2024-05-08 07:56:40",3770,12.54,21.58,6.776454
"2024-05-08 07:56:50",3771,12.57,21.59,201.1756
"2024-05-08 07:57:00",3772,12.55,21.59,200.483
"2024-05-08 07:57:10",3773,12.54,21.6,205.3813
"2024-05-08 07:57:20",3774,12.54,21.61,213.8138
"2024-05-08 07:57:30",3775,12.54,21.62,214.7684
"2024-05-08 07:57:40",3776,12.53,21.63,212.9033
"2024-05-08 07:57:50",3777,12.53,21.64,221.3112
"2024-05-08 07:58:00",3778,12.53,21.65,220.9571
"2024-05-08 07:58:10",3779,12.52,21.67,220.3116
"2024-05-08 07:58:20",3780,12.52,21.68,225.7553
"2024-05-08 07:58:30",3781,12.52,21.69,226.2769
"2024-05-08 07:58:40",3782,12.51,21.7,222.7905
"2024-05-08 07:58:50",3783,12.51,21.71,225.9422
"2024-05-08 07:59:00",3784,12.51,21.73,228.8309
"2024-05-08 07:59:10",3785,12.51,21.74,225.8857
"2024-05-08 07:59:20",3786,12.51,21.75,227.8252
"2024-05-08 07:59:30",3787,12.51,21.77,231.3262
"2024-05-08 07:59:40",3788,12.51,21.78,230.9049
"2024-05-08 07:59:50",3789,12.5,21.8,227.7953
"2024-05-08 08:00:00",3790,12.5,21.81,229.5662
"2024-05-08 08:00:10",3791,12.5,21.82,233.7917
"2024-05-08 08:00:20",3792,12.5,21.84,230.2843
"2024-05-08 08:00:30",3793,12.5,21.85,232.9621
"2024-05-08 08:00:40",3794,12.5,21.87,236.3921
"2024-05-08 08:00:50",3795,12.5,21.88,236.0566
"2024-05-08 08:01:00",3796,12.5,21.9,232.8643
"2024-05-08 08:01:10",3797,12.49,21.91,236.2825
"2024-05-08 08:01:20",3798,12.5,21.93,238.8479
"2024-05-08 08:01:30",3799,12.5,21.94,235.5902
"2024-05-08 08:01:40",3800,12.49,21.96,235.4131
"2024-05-08 08:01:50",3801,12.48,21.97,238.8322
"2024-05-08 08:02:00",3802,12.49,21.99,238.5103
"2024-05-08 08:02:10",3803,12.49,22,235.3304
"2024-05-08 08:02:20",3804,12.49,22.02,237.3293
"2024-05-08 08:02:30",3805,12.49,22.03,241.2451
"2024-05-08 08:02:40",3806,12.49,22.05,237.8289
"2024-05-08 08:02:50",3807,12.49,22.07,238.1804
"2024-05-08 08:03:00",3808,12.49,22.08,241.301
"2024-05-08 08:03:10",3809,12.49,22.1,239.3726
"2024-05-08 08:03:20",3810,12.49,22.11,237.827
"2024-05-08 08:03:30",3811,12.49,22.13,241.3711
"2024-05-08 08:03:40",3812,12.49,22.14,241.0014
"2024-05-08 08:03:50",3813,12.49,22.16,240.3221
"2024-05-08 08:04:00",3814,12.48,22.17,242.8381
"2024-05-08 08:04:10",3815,12.49,22.19,243.7965
"2024-05-08 08:04:20",3816,12.49,22.2,240.267
"2024-05-08 08:04:30",3817,12.48,22.22,241.0002
"2024-05-08 08:04:40",3818,12.49,22.23,243.7948
"2024-05-08 08:04:50",3819,12.49,22.25,242.9801
"2024-05-08 08:05:00",3820,12.48,22.27,243.0147
"2024-05-08 08:05:10",3821,12.49,22.28,246.4557
"2024-05-08 08:05:20",3822,12.49,22.3,244.6636
"2024-05-08 08:05:30",3823,12.48,22.32,242.8878
"2024-05-08 08:05:40",3824,12.48,22.34,246.4482
"2024-05-08 08:05:50",3825,12.49,22.36,245.957
"2024-05-08 08:06:00",3826,12.48,22.38,242.917
"2024-05-08 08:06:10",3827,12.48,22.4,245.6873
"2024-05-08 08:06:20",3828,12.49,22.43,246.3473
"2024-05-08 08:06:30",3829,12.49,22.45,242.8694
"2024-05-08 08:06:40",3830,12.48,22.48,243.6543
"2024-05-08 08:06:50",3831,12.49,22.51,246.3437
"2024-05-08 08:07:00",3832,12.49,22.54,242.9072
"2024-05-08 08:07:10",3833,12.48,22.57,243.0448
"2024-05-08 08:07:20",3834,12.48,22.6,246.4087
"2024-05-08 08:07:30",3835,12.49,22.64,244.6178
"2024-05-08 08:07:40",3836,12.48,22.67,242.9344
"2024-05-08 08:07:50",3837,12.48,22.71,246.424
"2024-05-08 08:08:00",3838,12.49,22.75,248.4867
"2024-05-08 08:08:10",3839,12.47,22.79,245.374
"2024-05-08 08:08:20",3840,12.48,22.83,248.037
"2024-05-08 08:08:30",3841,12.49,22.88,248.806
"2024-05-08 08:08:40",3842,12.48,22.92,245.304
"2024-05-08 08:08:50",3843,12.48,22.96,246.0966
"2024-05-08 08:09:00",3844,12.49,23.01,248.8703
"2024-05-08 08:09:10",3845,12.48,23.05,247.9213
"2024-05-08 08:09:20",3846,12.48,23.09,247.9845
"2024-05-08 08:09:30",3847,12.48,23.13,251.3811
"2024-05-08 08:09:40",3848,12.48,23.17,249.5576
"2024-05-08 08:09:50",3849,12.48,23.21,247.9128
"2024-05-08 08:10:00",3850,12.48,23.25,251.3514
"2024-05-08 08:10:10",3851,12.48,23.29,250.8946
"2024-05-08 08:10:20",3852,12.48,23.33,247.836
"2024-05-08 08:10:30",3853,12.48,23.37,250.9566
"2024-05-08 08:10:40",3854,12.48,23.41,253.7618
"2024-05-08 08:10:50",3855,12.48,23.45,250.2891
"2024-05-08 08:11:00",3856,12.48,23.49,251.6705
"2024-05-08 08:11:10",3857,12.48,23.53,251.3002
"2024-05-08 08:11:20",3858,12.48,23.57,247.8518
"2024-05-08 08:11:30",3859,12.48,23.61,248.2348
"2024-05-08 08:11:40",3860,12.48,23.66,251.3862
"2024-05-08 08:11:50",3861,12.48,23.7,248.2328
"2024-05-08 08:12:00",3862,12.48,23.75,247.9628
"2024-05-08 08:12:10",3863,12.48,23.79,251.343
"2024-05-08 08:12:20",3864,12.48,23.84,250.2689
"2024-05-08 08:12:30",3865,12.48,23.88,247.8705
"2024-05-08 08:12:40",3866,12.48,23.93,251.3482
"2024-05-08 08:12:50",3867,12.48,23.97,251.0359
"2024-05-08 08:13:00",3868,12.48,24.02,247.8239
"2024-05-08 08:13:10",3869,12.48,24.07,250.6308
"2024-05-08 08:13:20",3870,12.48,24.11,251.2312
"2024-05-08 08:13:30",3871,12.48,24.15,247.8599
"2024-05-08 08:13:40",3872,12.48,24.19,251.2021
"2024-05-08 08:13:50",3873,12.48,24.23,253.8429
