"Plot Title: Bradford_5DO_9.26.25"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733150, SEN S/N: 10733150)","Temp, °F (LGR S/N: 10733150, SEN S/N: 10733150)","Coupler Attached (LGR S/N: 10733150, SEN S/N: 10733150)","Stopped (LGR S/N: 10733150, SEN S/N: 10733150)","End Of File (LGR S/N: 10733150, SEN S/N: 10733150)"
1,05/09/25 10:00:00 AM,6.30,75.92,,,
2,05/09/25 11:00:00 AM,6.10,77.68,,,
3,05/09/25 12:00:00 PM,6.19,78.12,,,
4,05/09/25 01:00:00 PM,5.56,80.96,,,
5,05/09/25 02:00:00 PM,6.03,81.86,,,
6,05/09/25 03:00:00 PM,4.74,82.08,,,
7,05/09/25 04:00:00 PM,3.23,82.58,,,
8,05/09/25 05:00:00 PM,1.96,81.25,,,
9,05/09/25 06:00:00 PM,3.17,78.69,,,
10,05/09/25 07:00:00 PM,4.00,76.86,,,
11,05/09/25 08:00:00 PM,2.59,75.16,,,
12,05/09/25 09:00:00 PM,-0.01,74.05,,,
13,05/09/25 10:00:00 PM,0.18,73.22,,,
14,05/09/25 11:00:00 PM,0.49,72.21,,,
15,05/10/25 12:00:00 AM,0.10,71.56,,,
16,05/10/25 01:00:00 AM,0.11,70.81,,,
17,05/10/25 02:00:00 AM,0.21,70.09,,,
18,05/10/25 03:00:00 AM,0.24,69.73,,,
19,05/10/25 04:00:00 AM,0.61,69.44,,,
20,05/10/25 05:00:00 AM,4.04,68.97,,,
21,05/10/25 06:00:00 AM,4.10,68.61,,,
22,05/10/25 07:00:00 AM,3.62,69.37,,,
23,05/10/25 08:00:00 AM,4.72,70.66,,,
24,05/10/25 09:00:00 AM,4.90,69.94,,,
25,05/10/25 10:00:00 AM,5.80,70.70,,,
26,05/10/25 11:00:00 AM,6.29,72.18,,,
27,05/10/25 12:00:00 PM,6.45,74.19,,,
28,05/10/25 01:00:00 PM,6.55,75.92,,,
29,05/10/25 02:00:00 PM,6.50,77.11,,,
30,05/10/25 03:00:00 PM,6.36,78.08,,,
31,05/10/25 04:00:00 PM,6.24,77.86,,,
32,05/10/25 05:00:00 PM,6.20,76.17,,,
33,05/10/25 06:00:00 PM,6.64,68.00,,,
34,05/10/25 07:00:00 PM,6.27,67.53,,,
35,05/10/25 08:00:00 PM,5.97,67.60,,,
36,05/10/25 09:00:00 PM,6.66,67.57,,,
37,05/10/25 10:00:00 PM,6.91,67.82,,,
38,05/10/25 11:00:00 PM,6.99,67.89,,,
39,05/11/25 12:00:00 AM,7.02,67.78,,,
40,05/11/25 01:00:00 AM,7.01,67.60,,,
41,05/11/25 02:00:00 AM,6.99,68.11,,,
42,05/11/25 03:00:00 AM,6.93,68.72,,,
43,05/11/25 04:00:00 AM,6.90,69.26,,,
44,05/11/25 05:00:00 AM,6.91,68.72,,,
45,05/11/25 06:00:00 AM,6.94,68.40,,,
46,05/11/25 07:00:00 AM,6.71,70.56,,,
47,05/11/25 08:00:00 AM,6.63,72.39,,,
48,05/11/25 09:00:00 AM,6.63,73.22,,,
49,05/11/25 10:00:00 AM,6.56,73.62,,,
50,05/11/25 11:00:00 AM,6.35,74.01,,,
51,05/11/25 12:00:00 PM,6.49,74.44,,,
52,05/11/25 01:00:00 PM,6.71,73.15,,,
53,05/11/25 02:00:00 PM,6.70,72.86,,,
54,05/11/25 03:00:00 PM,6.77,73.08,,,
55,05/11/25 04:00:00 PM,6.88,73.00,,,
56,05/11/25 05:00:00 PM,6.87,73.18,,,
57,05/11/25 06:00:00 PM,6.80,72.82,,,
58,05/11/25 07:00:00 PM,6.77,72.68,,,
59,05/11/25 08:00:00 PM,6.73,72.75,,,
60,05/11/25 09:00:00 PM,6.94,69.76,,,
61,05/11/25 10:00:00 PM,6.94,69.73,,,
62,05/11/25 11:00:00 PM,7.14,69.84,,,
63,05/12/25 12:00:00 AM,7.22,69.98,,,
64,05/12/25 01:00:00 AM,7.20,69.69,,,
65,05/12/25 02:00:00 AM,7.23,69.91,,,
66,05/12/25 03:00:00 AM,7.31,69.37,,,
67,05/12/25 04:00:00 AM,6.91,69.58,,,
68,05/12/25 05:00:00 AM,6.10,69.80,,,
69,05/12/25 06:00:00 AM,5.88,69.94,,,
70,05/12/25 07:00:00 AM,5.33,69.98,,,
71,05/12/25 08:00:00 AM,5.28,70.09,,,
72,05/12/25 09:00:00 AM,5.61,70.52,,,
73,05/12/25 10:00:00 AM,5.32,71.02,,,
74,05/12/25 11:00:00 AM,5.73,71.53,,,
75,05/12/25 12:00:00 PM,5.80,72.28,,,
76,05/12/25 01:00:00 PM,5.76,73.76,,,
77,05/12/25 02:00:00 PM,5.70,74.41,,,
78,05/12/25 03:00:00 PM,5.67,75.13,,,
79,05/12/25 04:00:00 PM,5.63,74.05,,,
80,05/12/25 05:00:00 PM,5.71,73.65,,,
81,05/12/25 06:00:00 PM,5.75,73.11,,,
