"Plot Title: Bradford13_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926097, SEN S/N: 10926097)","Temp, °F (LGR S/N: 10926097, SEN S/N: 10926097)","Coupler Attached (LGR S/N: 10926097, SEN S/N: 10926097)","Coupler Detached (LGR S/N: 10926097, SEN S/N: 10926097)","Stopped (LGR S/N: 10926097, SEN S/N: 10926097)","End Of File (LGR S/N: 10926097, SEN S/N: 10926097)"
1,01/05/24 06:00:00 PM,8.99,55.62,,,,
2,01/05/24 07:00:00 PM,8.90,56.01,,,,
3,01/05/24 08:00:00 PM,8.81,56.37,,,,
4,01/05/24 09:00:00 PM,8.76,56.59,,,,
5,01/05/24 10:00:00 PM,8.72,56.70,,,,
6,01/05/24 11:00:00 PM,8.73,56.73,,,,
7,01/06/24 12:00:00 AM,8.72,56.77,,,,
8,01/06/24 01:00:00 AM,8.69,56.88,,,,
9,01/06/24 02:00:00 AM,8.69,56.95,,,,
10,01/06/24 03:00:00 AM,8.64,57.09,,,,
11,01/06/24 04:00:00 AM,8.62,57.24,,,,
12,01/06/24 05:00:00 AM,8.61,57.38,,,,
13,01/06/24 06:00:00 AM,8.61,57.85,,,,
14,01/06/24 07:00:00 AM,8.50,58.21,,,,
15,01/06/24 08:00:00 AM,8.40,58.57,,,,
16,01/06/24 09:00:00 AM,8.30,58.93,,,,
17,01/06/24 10:00:00 AM,8.21,59.47,,,,
18,01/06/24 11:00:00 AM,8.05,60.15,,,,
19,01/06/24 12:00:00 PM,7.94,60.84,,,,
20,01/06/24 01:00:00 PM,7.86,61.45,,,,
21,01/06/24 02:00:00 PM,7.80,62.31,,,,
22,01/06/24 03:00:00 PM,7.72,62.85,,,,
23,01/06/24 04:00:00 PM,7.67,63.18,,,,
24,01/06/24 05:00:00 PM,7.61,63.32,,,,
25,01/06/24 06:00:00 PM,7.59,63.32,,,,
26,01/06/24 07:00:00 PM,7.59,63.25,,,,
27,01/06/24 08:00:00 PM,7.62,62.92,,,,
28,01/06/24 09:00:00 PM,7.68,62.56,,,,
29,01/06/24 10:00:00 PM,7.75,62.10,,,,
30,01/06/24 11:00:00 PM,7.83,61.52,,,,
31,01/07/24 12:00:00 AM,7.91,60.94,,,,
32,01/07/24 01:00:00 AM,7.98,60.48,,,,
33,01/07/24 02:00:00 AM,8.04,60.01,,,,
34,01/07/24 03:00:00 AM,8.10,59.61,,,,
35,01/07/24 04:00:00 AM,8.15,59.25,,,,
36,01/07/24 05:00:00 AM,8.23,58.93,,,,
37,01/07/24 06:00:00 AM,8.29,58.60,,,,
38,01/07/24 07:00:00 AM,8.34,58.28,,,,
39,01/07/24 08:00:00 AM,8.40,57.96,,,,
40,01/07/24 09:00:00 AM,8.46,57.74,,,,
41,01/07/24 10:00:00 AM,8.51,57.63,,,,
42,01/07/24 11:00:00 AM,8.55,57.63,,,,
43,01/07/24 12:00:00 PM,8.58,57.81,,,,
44,01/07/24 01:00:00 PM,8.59,57.96,,,,
45,01/07/24 02:00:00 PM,8.55,58.17,,,,
46,01/07/24 03:00:00 PM,8.51,58.24,,,,
47,01/07/24 04:00:00 PM,8.49,58.24,,,,
48,01/07/24 05:00:00 PM,8.50,58.21,,,,
49,01/07/24 06:00:00 PM,8.47,58.17,,,,
50,01/07/24 07:00:00 PM,8.49,57.99,,,,
51,01/07/24 08:00:00 PM,8.52,57.70,,,,
52,01/07/24 09:00:00 PM,8.58,57.34,,,,
53,01/07/24 10:00:00 PM,8.63,56.88,,,,
54,01/07/24 11:00:00 PM,8.69,56.41,,,,
55,01/08/24 12:00:00 AM,8.74,55.98,,,,
56,01/08/24 01:00:00 AM,8.82,55.54,,,,
57,01/08/24 02:00:00 AM,8.87,55.15,,,,
58,01/08/24 03:00:00 AM,8.93,54.86,,,,
59,01/08/24 04:00:00 AM,8.97,54.61,,,,
60,01/08/24 05:00:00 AM,9.01,54.36,,,,
61,01/08/24 06:00:00 AM,9.05,54.10,,,,
62,01/08/24 07:00:00 AM,9.09,53.92,,,,
63,01/08/24 08:00:00 AM,9.14,53.74,,,,
64,01/08/24 09:00:00 AM,9.17,53.67,,,,
65,01/08/24 10:00:00 AM,9.19,53.67,,,,
66,01/08/24 11:00:00 AM,9.21,53.74,,,,
67,01/08/24 12:00:00 PM,9.20,53.96,,,,
68,01/08/24 01:00:00 PM,9.18,54.14,,,,
69,01/08/24 02:00:00 PM,9.14,54.43,,,,
70,01/08/24 03:00:00 PM,9.10,54.68,,,,
71,01/08/24 04:00:00 PM,9.06,55.00,,,,
72,01/08/24 05:00:00 PM,8.99,55.26,,,,
73,01/08/24 06:00:00 PM,8.94,55.54,,,,
74,01/08/24 07:00:00 PM,8.89,55.76,,,,
75,01/08/24 08:00:00 PM,8.85,55.94,,,,
76,01/08/24 09:00:00 PM,8.82,56.16,,,,
77,01/08/24 10:00:00 PM,8.79,56.34,,,,
78,01/08/24 11:00:00 PM,8.75,56.55,,,,
79,01/09/24 12:00:00 AM,8.74,56.66,,,,
80,01/09/24 01:00:00 AM,8.70,56.77,,,,
81,01/09/24 02:00:00 AM,8.68,56.88,,,,
82,01/09/24 03:00:00 AM,8.64,57.02,,,,
83,01/09/24 04:00:00 AM,8.61,57.16,,,,
84,01/09/24 05:00:00 AM,8.58,57.38,,,,
85,01/09/24 06:00:00 AM,8.56,57.60,,,,
86,01/09/24 07:00:00 AM,8.52,57.85,,,,
87,01/09/24 08:00:00 AM,8.49,58.14,,,,
88,01/09/24 09:00:00 AM,8.46,58.60,,,,
89,01/09/24 10:00:00 AM,8.34,59.04,,,,
90,01/09/24 11:00:00 AM,8.32,59.65,,,,
91,01/09/24 12:00:00 PM,8.23,60.26,,,,
92,01/09/24 01:00:00 PM,8.13,60.69,,,,
93,01/09/24 02:00:00 PM,8.06,61.20,,,,
94,01/09/24 03:00:00 PM,8.48,63.57,,,,
95,01/09/24 04:00:00 PM,8.08,62.35,,,,
96,01/09/24 05:00:00 PM,7.89,62.38,,,,
97,01/09/24 06:00:00 PM,7.72,62.06,,,,
98,01/09/24 07:00:00 PM,7.54,61.48,,,,
99,01/09/24 08:00:00 PM,7.47,61.02,,,,
100,01/09/24 09:00:00 PM,7.43,60.62,,,,
101,01/09/24 10:00:00 PM,7.38,60.19,,,,
102,01/09/24 11:00:00 PM,7.49,59.76,,,,
103,01/10/24 12:00:00 AM,7.51,59.32,,,,
104,01/10/24 01:00:00 AM,7.58,58.82,,,,
105,01/10/24 02:00:00 AM,7.63,58.32,,,,
106,01/10/24 03:00:00 AM,7.72,57.67,,,,
107,01/10/24 04:00:00 AM,7.81,57.06,,,,
108,01/10/24 05:00:00 AM,7.89,56.37,,,,
109,01/10/24 06:00:00 AM,7.98,55.69,,,,
110,01/10/24 07:00:00 AM,8.07,55.04,,,,
111,01/10/24 08:00:00 AM,8.17,54.43,,,,
112,01/10/24 09:00:00 AM,8.23,53.92,,,,
113,01/10/24 10:00:00 AM,8.31,53.60,,,,
114,01/10/24 11:00:00 AM,8.35,53.56,,,,
115,01/10/24 12:00:00 PM,8.38,53.82,,,,
116,01/10/24 01:00:00 PM,8.36,54.39,,,,
117,01/10/24 02:00:00 PM,8.30,55.08,,,,
118,01/10/24 03:00:00 PM,8.24,55.76,,,,
119,01/10/24 04:00:00 PM,8.17,56.37,,,,
120,01/10/24 05:00:00 PM,8.10,56.84,,,,
121,01/10/24 06:00:00 PM,8.08,57.02,,,,
122,01/10/24 07:00:00 PM,8.08,56.91,,,,
123,01/10/24 08:00:00 PM,8.10,56.66,,,,
124,01/10/24 09:00:00 PM,8.14,56.26,,,,
125,01/10/24 10:00:00 PM,8.18,55.87,,,,
126,01/10/24 11:00:00 PM,8.24,55.44,,,,
127,01/11/24 12:00:00 AM,8.31,55.00,,,,
128,01/11/24 01:00:00 AM,8.37,54.46,,,,
129,01/11/24 02:00:00 AM,8.43,54.00,,,,
130,01/11/24 03:00:00 AM,8.49,53.53,,,,
131,01/11/24 04:00:00 AM,8.55,53.10,,,,
132,01/11/24 05:00:00 AM,8.61,52.70,,,,
133,01/11/24 06:00:00 AM,8.68,52.30,,,,
134,01/11/24 07:00:00 AM,8.73,51.91,,,,
135,01/11/24 08:00:00 AM,8.79,51.58,,,,
136,01/11/24 09:00:00 AM,8.85,51.44,,,,
137,01/11/24 10:00:00 AM,8.87,51.55,,,,
138,01/11/24 11:00:00 AM,8.87,52.02,,,,
139,01/11/24 12:00:00 PM,8.83,52.74,,,,
140,01/11/24 01:00:00 PM,8.74,53.53,,,,
141,01/11/24 02:00:00 PM,8.62,54.39,,,,
142,01/11/24 03:00:00 PM,8.52,55.26,,,,
143,01/11/24 04:00:00 PM,8.45,55.83,,,,
144,01/11/24 05:00:00 PM,8.40,56.19,,,,
145,01/11/24 06:00:00 PM,8.37,56.48,,,,
146,01/11/24 07:00:00 PM,8.34,56.52,,,,
147,01/11/24 08:00:00 PM,8.35,56.44,,,,
148,01/11/24 09:00:00 PM,8.36,56.23,,,,
149,01/11/24 10:00:00 PM,8.38,55.90,,,,
150,01/11/24 11:00:00 PM,8.40,55.62,,,,
151,01/12/24 12:00:00 AM,8.45,55.33,,,,
152,01/12/24 01:00:00 AM,8.48,55.04,,,,
153,01/12/24 02:00:00 AM,8.52,54.79,,,,
154,01/12/24 03:00:00 AM,8.56,54.57,,,,
155,01/12/24 04:00:00 AM,8.58,54.43,,,,
156,01/12/24 05:00:00 AM,8.60,54.32,,,,
157,01/12/24 06:00:00 AM,8.62,54.32,,,,
158,01/12/24 07:00:00 AM,8.61,54.36,,,,
159,01/12/24 08:00:00 AM,8.60,54.46,,,,
160,01/12/24 09:00:00 AM,8.58,54.64,,,,
161,01/12/24 10:00:00 AM,8.57,54.90,,,,
162,01/12/24 11:00:00 AM,8.52,55.18,,,,
163,01/12/24 12:00:00 PM,8.47,55.54,,,,
164,01/12/24 01:00:00 PM,8.42,56.05,,,,
165,01/12/24 02:00:00 PM,8.34,56.59,,,,
166,01/12/24 03:00:00 PM,8.27,57.13,,,,
167,01/12/24 04:00:00 PM,8.20,57.78,,,,
168,01/12/24 05:00:00 PM,8.11,58.42,,,,
169,01/12/24 06:00:00 PM,8.04,58.96,,,,
170,01/12/24 07:00:00 PM,7.95,59.68,,,,
171,01/12/24 08:00:00 PM,7.85,60.30,,,,
172,01/12/24 09:00:00 PM,7.75,60.87,,,,
173,01/12/24 10:00:00 PM,7.72,61.45,,,,
174,01/12/24 11:00:00 PM,7.64,61.95,,,,
175,01/13/24 12:00:00 AM,7.58,62.31,,,,
176,01/13/24 01:00:00 AM,7.56,62.53,,,,
177,01/13/24 02:00:00 AM,7.54,62.64,,,,
178,01/13/24 03:00:00 AM,7.54,62.56,,,,
179,01/13/24 04:00:00 AM,7.54,62.38,,,,
180,01/13/24 05:00:00 AM,7.58,62.10,,,,
181,01/13/24 06:00:00 AM,7.61,61.74,,,,
182,01/13/24 07:00:00 AM,7.66,61.30,,,,
183,01/13/24 08:00:00 AM,7.73,60.66,,,,
184,01/13/24 09:00:00 AM,7.84,60.08,,,,
185,01/13/24 10:00:00 AM,7.92,59.58,,,,
186,01/13/24 11:00:00 AM,8.00,59.11,,,,
187,01/13/24 12:00:00 PM,8.08,58.75,,,,
188,01/13/24 01:00:00 PM,8.12,58.53,,,,
189,01/13/24 02:00:00 PM,8.17,58.50,,,,
190,01/13/24 03:00:00 PM,8.20,58.42,,,,
191,01/13/24 04:00:00 PM,8.23,58.28,,,,
192,01/13/24 05:00:00 PM,8.24,58.14,,,,
193,01/13/24 06:00:00 PM,8.26,57.88,,,,
194,01/13/24 07:00:00 PM,8.31,57.56,,,,
195,01/13/24 08:00:00 PM,8.37,57.13,,,,
196,01/13/24 09:00:00 PM,8.44,56.59,,,,
197,01/13/24 10:00:00 PM,8.50,56.08,,,,
198,01/13/24 11:00:00 PM,8.56,55.58,,,,
199,01/14/24 12:00:00 AM,8.62,55.15,,,,
200,01/14/24 01:00:00 AM,8.65,54.72,,,,
201,01/14/24 02:00:00 AM,8.72,54.32,,,,
202,01/14/24 03:00:00 AM,8.77,53.96,,,,
203,01/14/24 04:00:00 AM,8.82,53.71,,,,
204,01/14/24 05:00:00 AM,8.85,53.46,,,,
205,01/14/24 06:00:00 AM,8.90,53.20,,,,
206,01/14/24 07:00:00 AM,8.95,53.02,,,,
207,01/14/24 08:00:00 AM,8.98,52.81,,,,
208,01/14/24 09:00:00 AM,9.02,52.70,,,,
209,01/14/24 10:00:00 AM,9.05,52.74,,,,
210,01/14/24 11:00:00 AM,9.08,52.81,,,,
211,01/14/24 12:00:00 PM,9.07,52.95,,,,
212,01/14/24 01:00:00 PM,9.06,53.24,,,,
213,01/14/24 02:00:00 PM,9.02,53.56,,,,
214,01/14/24 03:00:00 PM,8.99,54.03,,,,
215,01/14/24 04:00:00 PM,8.95,54.28,,,,
216,01/14/24 05:00:00 PM,8.93,54.50,,,,
217,01/14/24 06:00:00 PM,8.88,54.61,,,,
218,01/14/24 07:00:00 PM,8.89,54.50,,,,
219,01/14/24 08:00:00 PM,8.92,54.32,,,,
220,01/14/24 09:00:00 PM,8.96,54.03,,,,
221,01/14/24 10:00:00 PM,8.99,53.60,,,,
222,01/14/24 11:00:00 PM,9.05,53.17,,,,
223,01/15/24 12:00:00 AM,9.10,52.74,,,,
224,01/15/24 01:00:00 AM,9.14,52.30,,,,
225,01/15/24 02:00:00 AM,9.19,51.91,,,,
226,01/15/24 03:00:00 AM,9.24,51.55,,,,
227,01/15/24 04:00:00 AM,9.28,51.19,,,,
228,01/15/24 05:00:00 AM,9.33,50.86,,,,
229,01/15/24 06:00:00 AM,9.39,50.65,,,,
230,01/15/24 07:00:00 AM,9.42,50.54,,,,
231,01/15/24 08:00:00 AM,9.46,50.47,,,,
232,01/15/24 09:00:00 AM,9.46,50.54,,,,
233,01/15/24 10:00:00 AM,9.46,51.01,,,,
234,01/15/24 11:00:00 AM,9.40,51.58,,,,
235,01/15/24 12:00:00 PM,9.32,52.16,,,,
236,01/15/24 01:00:00 PM,9.22,53.10,,,,
237,01/15/24 02:00:00 PM,9.08,54.07,,,,
238,01/15/24 03:00:00 PM,8.96,55.00,,,,
239,01/15/24 04:00:00 PM,8.67,55.83,,,,
240,01/15/24 05:00:00 PM,8.69,56.55,,,,
241,01/15/24 06:00:00 PM,8.58,57.09,,,,
242,01/15/24 07:00:00 PM,8.38,57.52,,,,
243,01/15/24 08:00:00 PM,8.38,57.81,,,,
244,01/15/24 09:00:00 PM,8.52,57.88,,,,
245,01/15/24 10:00:00 PM,8.46,57.85,,,,
246,01/15/24 11:00:00 PM,8.50,57.74,,,,
247,01/16/24 12:00:00 AM,8.50,57.60,,,,
248,01/16/24 01:00:00 AM,8.48,57.45,,,,
