"Plot Title: Bradford_14DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733150, SEN S/N: 10733150)","Temp, °F (LGR S/N: 10733150, SEN S/N: 10733150)","Expired Sensor Cap (LGR S/N: 10733150, SEN S/N: 10733150)","Coupler Attached (LGR S/N: 10733150, SEN S/N: 10733150)","Host Connected (LGR S/N: 10733150, SEN S/N: 10733150)","Stopped (LGR S/N: 10733150, SEN S/N: 10733150)","End Of File (LGR S/N: 10733150, SEN S/N: 10733150)"
1,02/08/24 02:00:00 PM,8.19,54.46,,,,,
2,02/08/24 03:00:00 PM,8.10,55.69,,,,,
3,02/08/24 04:00:00 PM,7.95,56.88,,,,,
4,02/08/24 05:00:00 PM,7.77,57.70,,,,,
5,02/08/24 06:00:00 PM,7.62,58.10,,,,,
6,02/08/24 07:00:00 PM,7.49,58.14,,,,,
7,02/08/24 08:00:00 PM,7.42,58.06,,,,,
8,02/08/24 09:00:00 PM,7.36,57.96,,,,,
9,02/08/24 10:00:00 PM,7.33,57.78,,,,,
10,02/08/24 11:00:00 PM,7.26,57.56,,,,,
11,02/09/24 12:00:00 AM,7.25,57.31,,,,,
12,02/09/24 01:00:00 AM,7.24,56.98,,,,,
13,02/09/24 02:00:00 AM,7.24,56.62,,,,,
14,02/09/24 03:00:00 AM,7.28,56.23,,,,,
15,02/09/24 04:00:00 AM,7.31,55.80,,,,,
16,02/09/24 05:00:00 AM,7.37,55.36,,,,,
17,02/09/24 06:00:00 AM,7.39,54.97,,,,,
18,02/09/24 07:00:00 AM,7.47,54.64,,,,,
19,02/09/24 08:00:00 AM,7.50,54.39,,,,,
20,02/09/24 09:00:00 AM,7.54,54.25,,,,,
21,02/09/24 10:00:00 AM,7.60,54.39,,,,,
22,02/09/24 11:00:00 AM,7.63,54.79,,,,,
23,02/09/24 12:00:00 PM,7.62,55.58,,,,,
24,02/09/24 01:00:00 PM,7.61,56.66,,,,,
25,02/09/24 02:00:00 PM,7.57,57.56,,,,,
26,02/09/24 03:00:00 PM,7.49,58.60,,,,,
27,02/09/24 04:00:00 PM,7.36,59.50,,,,,
28,02/09/24 05:00:00 PM,7.23,60.12,,,,,
