"Plot Title: Bradford_7DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733142, SEN S/N: 10733142)","Temp, °F (LGR S/N: 10733142, SEN S/N: 10733142)","Coupler Attached (LGR S/N: 10733142, SEN S/N: 10733142)","Coupler Detached (LGR S/N: 10733142, SEN S/N: 10733142)","Host Connected (LGR S/N: 10733142, SEN S/N: 10733142)","End Of File (LGR S/N: 10733142, SEN S/N: 10733142)"
462,05/07/24 05:00:00 PM,7.43,84.16,,,,
463,05/07/24 06:00:00 PM,7.70,81.46,,,,
464,05/07/24 07:00:00 PM,7.91,79.41,,,,
465,05/07/24 08:00:00 PM,8.20,76.64,,,,
466,05/07/24 09:00:00 PM,8.43,74.59,,,,
467,05/07/24 10:00:00 PM,8.62,72.97,,,,
468,05/07/24 11:00:00 PM,8.82,71.24,,,,
469,05/08/24 12:00:00 AM,9.01,69.76,,,,
470,05/08/24 01:00:00 AM,9.12,68.61,,,,
471,05/08/24 02:00:00 AM,9.18,67.96,,,,
472,05/08/24 03:00:00 AM,9.27,67.24,,,,
473,05/08/24 04:00:00 AM,9.32,66.85,,,,
474,05/08/24 05:00:00 AM,9.38,66.42,,,,
475,05/08/24 06:00:00 AM,9.44,65.98,,,,
476,05/08/24 07:00:00 AM,9.05,69.01,,,,
477,05/08/24 08:00:00 AM,8.36,74.73,,,,
478,05/08/24 09:00:00 AM,7.69,80.92,,,,
479,05/08/24 10:00:00 AM,7.38,84.38,,,,
480,05/08/24 10:58:38 AM,,,Logged,,,
481,05/08/24 10:59:09 AM,,,,Logged,,
482,05/08/24 10:59:21 AM,,,Logged,,,
483,05/08/24 10:59:23 AM,,,,Logged,,
484,05/08/24 10:59:26 AM,,,Logged,,,
485,05/08/24 10:59:29 AM,,,,Logged,,
486,05/08/24 10:59:57 AM,,,Logged,,,
487,05/08/24 11:00:00 AM,7.06,89.17,,,,
488,05/08/24 11:00:01 AM,,,,Logged,,
489,05/08/24 11:00:03 AM,,,Logged,,,
490,05/08/24 11:00:06 AM,,,,Logged,,
491,05/08/24 11:07:28 AM,,,Logged,,,
492,05/08/24 11:07:34 AM,,,,Logged,,
493,05/08/24 11:08:42 AM,,,Logged,,,
494,05/08/24 11:08:46 AM,,,,,Logged,
495,05/08/24 11:08:58 AM,,,,Logged,,
496,05/08/24 11:08:59 AM,,,Logged,,,
497,05/08/24 11:09:04 AM,,,,Logged,,
498,05/08/24 11:09:13 AM,,,Logged,,,
499,05/08/24 11:09:15 AM,,,,,Logged,Logged
