"Plot Title: Bradford_14DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733150, SEN S/N: 10733150)","Temp, °F (LGR S/N: 10733150, SEN S/N: 10733150)","Coupler Attached (LGR S/N: 10733150, SEN S/N: 10733150)","Stopped (LGR S/N: 10733150, SEN S/N: 10733150)","End Of File (LGR S/N: 10733150, SEN S/N: 10733150)"
1,12/06/23 01:00:00 PM,10.08,57.06,,,
2,12/06/23 02:00:00 PM,4.51,57.13,,,
3,12/06/23 03:00:00 PM,4.56,57.13,,,
4,12/06/23 04:00:00 PM,4.51,57.24,,,
5,12/06/23 05:00:00 PM,4.45,57.34,,,
6,12/06/23 06:00:00 PM,4.39,57.34,,,
7,12/06/23 07:00:00 PM,4.31,57.27,,,
8,12/06/23 08:00:00 PM,4.22,57.13,,,
9,12/06/23 09:00:00 PM,4.13,56.95,,,
10,12/06/23 10:00:00 PM,4.00,56.73,,,
11,12/06/23 11:00:00 PM,3.94,56.48,,,
12,12/07/23 12:00:00 AM,3.92,56.19,,,
13,12/07/23 01:00:00 AM,3.95,55.87,,,
14,12/07/23 02:00:00 AM,3.97,55.54,,,
15,12/07/23 03:00:00 AM,3.99,55.18,,,
16,12/07/23 04:00:00 AM,4.01,54.79,,,
17,12/07/23 05:00:00 AM,4.05,54.39,,,
18,12/07/23 06:00:00 AM,4.09,53.96,,,
19,12/07/23 07:00:00 AM,4.13,53.56,,,
20,12/07/23 08:00:00 AM,4.18,53.17,,,
21,12/07/23 09:00:00 AM,4.24,52.92,,,
22,12/07/23 10:00:00 AM,4.30,52.92,,,
23,12/07/23 11:00:00 AM,4.34,53.02,,,
24,12/07/23 12:00:00 PM,4.41,53.17,,,
25,12/07/23 01:00:00 PM,4.51,53.38,,,
26,12/07/23 02:00:00 PM,4.65,53.53,,,
27,12/07/23 03:00:00 PM,4.76,53.78,,,
28,12/07/23 04:00:00 PM,4.79,54.18,,,
29,12/07/23 05:00:00 PM,4.75,54.54,,,
30,12/07/23 06:00:00 PM,4.70,54.79,,,
31,12/07/23 07:00:00 PM,4.64,54.97,,,
32,12/07/23 08:00:00 PM,4.55,55.00,,,
33,12/07/23 09:00:00 PM,4.41,55.00,,,
34,12/07/23 10:00:00 PM,4.28,54.97,,,
35,12/07/23 11:00:00 PM,4.24,54.93,,,
36,12/08/23 12:00:00 AM,4.22,54.90,,,
37,12/08/23 01:00:00 AM,4.20,54.82,,,
38,12/08/23 02:00:00 AM,4.19,54.75,,,
39,12/08/23 03:00:00 AM,4.16,54.68,,,
40,12/08/23 04:00:00 AM,4.10,54.64,,,
41,12/08/23 05:00:00 AM,4.04,54.64,,,
42,12/08/23 06:00:00 AM,3.98,54.64,,,
43,12/08/23 07:00:00 AM,4.00,54.61,,,
44,12/08/23 08:00:00 AM,4.04,54.57,,,
45,12/08/23 09:00:00 AM,4.08,54.61,,,
46,12/08/23 10:00:00 AM,4.15,54.79,,,
47,12/08/23 11:00:00 AM,4.19,55.08,,,
48,12/08/23 12:00:00 PM,4.24,55.44,,,
49,12/08/23 01:00:00 PM,4.31,55.87,,,
50,12/08/23 02:00:00 PM,4.33,56.30,,,
51,12/08/23 03:00:00 PM,4.36,56.77,,,
52,12/08/23 04:00:00 PM,4.39,57.20,,,
53,12/08/23 05:00:00 PM,4.29,57.49,,,
54,12/08/23 06:00:00 PM,4.13,57.60,,,
55,12/08/23 07:00:00 PM,4.08,57.63,,,
56,12/08/23 08:00:00 PM,4.16,57.88,,,
57,12/08/23 09:00:00 PM,4.13,58.03,,,
58,12/08/23 10:00:00 PM,4.11,58.14,,,
59,12/08/23 11:00:00 PM,4.08,58.21,,,
60,12/09/23 12:00:00 AM,4.01,58.32,,,
61,12/09/23 01:00:00 AM,3.97,58.39,,,
62,12/09/23 02:00:00 AM,3.94,58.42,,,
63,12/09/23 03:00:00 AM,3.87,58.46,,,
64,12/09/23 04:00:00 AM,3.83,58.50,,,
65,12/09/23 05:00:00 AM,3.80,58.50,,,
66,12/09/23 06:00:00 AM,3.73,58.46,,,
67,12/09/23 07:00:00 AM,3.66,58.42,,,
68,12/09/23 08:00:00 AM,3.66,58.39,,,
69,12/09/23 09:00:00 AM,3.67,58.42,,,
70,12/09/23 10:00:00 AM,3.72,58.64,,,
71,12/09/23 11:00:00 AM,3.81,59.04,,,
72,12/09/23 12:00:00 PM,3.82,59.47,,,
73,12/09/23 01:00:00 PM,3.86,60.04,,,
74,12/09/23 02:00:00 PM,3.88,60.44,,,
75,12/09/23 03:00:00 PM,3.89,60.84,,,
76,12/09/23 04:00:00 PM,3.90,61.27,,,
77,12/09/23 05:00:00 PM,3.71,61.45,,,
78,12/09/23 06:00:00 PM,3.74,61.84,,,
79,12/09/23 07:00:00 PM,3.62,61.95,,,
80,12/09/23 08:00:00 PM,3.51,62.02,,,
81,12/09/23 09:00:00 PM,3.39,62.06,,,
82,12/09/23 10:00:00 PM,3.27,62.10,,,
83,12/09/23 11:00:00 PM,3.18,62.06,,,
84,12/10/23 12:00:00 AM,3.11,61.99,,,
85,12/10/23 01:00:00 AM,3.03,61.92,,,
86,12/10/23 02:00:00 AM,2.95,61.84,,,
87,12/10/23 03:00:00 AM,2.91,61.77,,,
88,12/10/23 04:00:00 AM,2.87,61.70,,,
89,12/10/23 05:00:00 AM,2.84,61.66,,,
90,12/10/23 06:00:00 AM,2.78,61.63,,,
91,12/10/23 07:00:00 AM,2.73,61.59,,,
92,12/10/23 08:00:00 AM,2.73,61.59,,,
93,12/10/23 09:00:00 AM,2.72,61.66,,,
94,12/10/23 10:00:00 AM,2.25,61.59,,,
95,12/10/23 11:00:00 AM,2.71,62.10,,,
96,12/10/23 12:00:00 PM,2.82,62.67,,,
97,12/10/23 01:00:00 PM,2.90,63.25,,,
98,12/10/23 02:00:00 PM,2.96,63.61,,,
99,12/10/23 03:00:00 PM,3.04,64.11,,,
100,12/10/23 04:00:00 PM,3.98,64.15,,,
101,12/10/23 05:00:00 PM,4.01,63.90,,,
102,12/10/23 06:00:00 PM,4.31,63.93,,,
103,12/10/23 07:00:00 PM,4.51,64.04,,,
104,12/10/23 08:00:00 PM,4.74,63.90,,,
105,12/10/23 09:00:00 PM,4.90,63.93,,,
106,12/10/23 10:00:00 PM,5.18,64.04,,,
107,12/10/23 11:00:00 PM,5.41,63.82,,,
108,12/11/23 12:00:00 AM,5.37,63.46,,,
109,12/11/23 01:00:00 AM,5.40,62.96,,,
110,12/11/23 02:00:00 AM,5.57,62.42,,,
111,12/11/23 03:00:00 AM,5.72,61.81,,,
112,12/11/23 04:00:00 AM,5.82,61.12,,,
113,12/11/23 05:00:00 AM,5.92,60.40,,,
114,12/11/23 06:00:00 AM,5.97,59.68,,,
115,12/11/23 07:00:00 AM,6.02,59.00,,,
116,12/11/23 08:00:00 AM,6.09,58.32,,,
117,12/11/23 09:00:00 AM,6.23,57.74,,,
118,12/11/23 10:00:00 AM,6.32,57.31,,,
119,12/11/23 11:00:00 AM,6.37,57.06,,,
120,12/11/23 12:00:00 PM,6.39,57.16,,,
121,12/11/23 01:00:00 PM,6.40,57.16,,,
122,12/11/23 02:00:00 PM,6.37,57.38,,,
123,12/11/23 03:00:00 PM,6.32,57.63,,,
124,12/11/23 04:00:00 PM,6.28,57.88,,,
125,12/11/23 05:00:00 PM,6.25,57.96,,,
126,12/11/23 06:00:00 PM,6.22,57.88,,,
127,12/11/23 07:00:00 PM,6.18,57.63,,,
128,12/11/23 08:00:00 PM,6.10,57.31,,,
129,12/11/23 09:00:00 PM,6.10,56.98,,,
130,12/11/23 10:00:00 PM,6.12,56.59,,,
131,12/11/23 11:00:00 PM,6.17,56.19,,,
132,12/12/23 12:00:00 AM,6.18,55.83,,,
133,12/12/23 01:00:00 AM,6.21,55.44,,,
134,12/12/23 02:00:00 AM,6.26,55.00,,,
135,12/12/23 03:00:00 AM,6.32,54.57,,,
136,12/12/23 04:00:00 AM,6.39,54.10,,,
137,12/12/23 05:00:00 AM,6.45,53.67,,,
138,12/12/23 06:00:00 AM,6.53,53.24,,,
139,12/12/23 07:00:00 AM,6.62,52.84,,,
140,12/12/23 08:00:00 AM,6.69,52.48,,,
141,12/12/23 09:00:00 AM,6.75,52.27,,,
